time            Br              Bs              Yi              Yj             
3.206412826e+02 7.425066331e+00 1.625909798e+00 2.950402003e+00 5.900804006e-06
3.306613226e+02 7.434845591e+00 1.666663238e+00 2.897053917e+00 5.794107835e-06
3.406813627e+02 7.444671536e+00 1.706730105e+00 2.844411189e+00 5.688822378e-06
3.507014028e+02 7.454534622e+00 1.746118661e+00 2.792474032e+00 5.584948063e-06
3.607214429e+02 7.464425716e+00 1.784837136e+00 2.741242272e+00 5.482484544e-06
3.707414830e+02 7.474336091e+00 1.822893730e+00 2.690715351e+00 5.381430702e-06
3.807615230e+02 7.484257417e+00 1.860296613e+00 2.640892340e+00 5.281784680e-06
3.907815631e+02 7.494181743e+00 1.897053926e+00 2.591771956e+00 5.183543912e-06
4.008016032e+02 7.504101498e+00 1.933173779e+00 2.543352561e+00 5.086705123e-06
4.108216433e+02 7.514009473e+00 1.968664255e+00 2.495632185e+00 4.991264371e-06
4.208416834e+02 7.523898817e+00 2.003533406e+00 2.448608527e+00 4.897217053e-06
4.308617234e+02 7.533763023e+00 2.037789255e+00 2.402278973e+00 4.804557945e-06
4.408817635e+02 7.543595920e+00 2.071439797e+00 2.356640607e+00 4.713281214e-06
4.509018036e+02 7.553391655e+00 2.104492993e+00 2.311690227e+00 4.623380453e-06
4.609218437e+02 7.563144695e+00 2.136956779e+00 2.267424347e+00 4.534848695e-06
4.709418838e+02 7.572849808e+00 2.168839055e+00 2.223839221e+00 4.447678442e-06
4.809619238e+02 7.582502055e+00 2.200147689e+00 2.180930844e+00 4.361861688e-06
4.909819639e+02 7.592096782e+00 2.230890519e+00 2.138694971e+00 4.277389942e-06
5.010020040e+02 7.601629610e+00 2.261075343e+00 2.097127123e+00 4.194254247e-06
5.110220441e+02 7.611096427e+00 2.290709928e+00 2.056222602e+00 4.112445205e-06
5.210420842e+02 7.620493379e+00 2.319802000e+00 2.015976499e+00 4.031952998e-06
5.310621242e+02 7.629816858e+00 2.348359250e+00 1.976383707e+00 3.952767413e-06
5.410821643e+02 7.639063498e+00 2.376389325e+00 1.937438929e+00 3.874877858e-06
5.511022044e+02 7.648230159e+00 2.403899835e+00 1.899136694e+00 3.798273388e-06
5.611222445e+02 7.657313930e+00 2.430898345e+00 1.861471362e+00 3.722942724e-06
5.711422846e+02 7.666312111e+00 2.457392378e+00 1.824437137e+00 3.648874275e-06
5.811623246e+02 7.675222206e+00 2.483389409e+00 1.788028075e+00 3.576056150e-06
5.911823647e+02 7.684041916e+00 2.508896867e+00 1.752238098e+00 3.504476195e-06
6.012024048e+02 7.692769132e+00 2.533922133e+00 1.717060999e+00 3.434121998e-06
6.112224449e+02 7.701401937e+00 2.558472539e+00 1.682490450e+00 3.364980901e-06
6.212424850e+02 7.709938577e+00 2.582555365e+00 1.648520023e+00 3.297040047e-06
6.312625251e+02 7.718377473e+00 2.606177838e+00 1.615143181e+00 3.230286363e-06
6.412825651e+02 7.726717203e+00 2.629347132e+00 1.582353299e+00 3.164706598e-06
6.513026052e+02 7.734956497e+00 2.652070362e+00 1.550143672e+00 3.100287343e-06
6.613226453e+02 7.743094244e+00 2.674354592e+00 1.518507510e+00 3.037015021e-06
6.713426854e+02 7.751129460e+00 2.696206823e+00 1.487437969e+00 2.974875938e-06
6.813627255e+02 7.759061304e+00 2.717634000e+00 1.456928138e+00 2.913856276e-06
6.913827655e+02 7.766889063e+00 2.738643005e+00 1.426971052e+00 2.853942104e-06
7.014028056e+02 7.774612142e+00 2.759240660e+00 1.397559708e+00 2.795119416e-06
7.114228457e+02 7.782230069e+00 2.779433724e+00 1.368687057e+00 2.737374115e-06
7.214428858e+02 7.789742478e+00 2.799228892e+00 1.340346025e+00 2.680692050e-06
7.314629259e+02 7.797149108e+00 2.818632793e+00 1.312529512e+00 2.625059025e-06
7.414829659e+02 7.804449807e+00 2.837651993e+00 1.285230393e+00 2.570460786e-06
7.515030060e+02 7.811644508e+00 2.856292988e+00 1.258441539e+00 2.516883077e-06
7.615230461e+02 7.818733239e+00 2.874562209e+00 1.232155808e+00 2.464311615e-06
7.715430862e+02 7.825716116e+00 2.892466017e+00 1.206366054e+00 2.412732109e-06
7.815631263e+02 7.832593331e+00 2.910010703e+00 1.181065144e+00 2.362130288e-06
7.915831663e+02 7.839365157e+00 2.927202493e+00 1.156245941e+00 2.312491882e-06
8.016032064e+02 7.846031938e+00 2.944047536e+00 1.131901329e+00 2.263802658e-06
8.116232465e+02 7.852594084e+00 2.960551914e+00 1.108024209e+00 2.216048419e-06
8.216432866e+02 7.859052074e+00 2.976721638e+00 1.084607499e+00 2.169214998e-06
8.316633267e+02 7.865406442e+00 2.992562643e+00 1.061644148e+00 2.123288297e-06
8.416833667e+02 7.871657781e+00 3.008080796e+00 1.039127134e+00 2.078254268e-06
8.517034068e+02 7.877806741e+00 3.023281890e+00 1.017049465e+00 2.034098930e-06
8.617234469e+02 7.883854013e+00 3.038171641e+00 9.954041925e-01 1.990808385e-06
8.717434870e+02 7.889800345e+00 3.052755698e+00 9.741844003e-01 1.948368801e-06
8.817635271e+02 7.895646519e+00 3.067039632e+00 9.533832224e-01 1.906766445e-06
8.917835671e+02 7.901393360e+00 3.081028941e+00 9.329938388e-01 1.865987678e-06
9.018036072e+02 7.907041736e+00 3.094729051e+00 9.130094728e-01 1.826018946e-06
9.118236473e+02 7.912592540e+00 3.108145311e+00 8.934234073e-01 1.786846815e-06
9.218436874e+02 7.918046704e+00 3.121283000e+00 8.742289748e-01 1.748457950e-06
9.318637275e+02 7.923405188e+00 3.134147320e+00 8.554195644e-01 1.710839129e-06
9.418837675e+02 7.928668974e+00 3.146743399e+00 8.369886284e-01 1.673977257e-06
9.519038076e+02 7.933839077e+00 3.159076295e+00 8.189296721e-01 1.637859344e-06
9.619238477e+02 7.938916527e+00 3.171150989e+00 8.012362705e-01 1.602472541e-06
9.719438878e+02 7.943902376e+00 3.182972388e+00 7.839020609e-01 1.567804122e-06
9.819639279e+02 7.948797698e+00 3.194545331e+00 7.669207427e-01 1.533841485e-06
9.919839679e+02 7.953603576e+00 3.205874578e+00 7.502860881e-01 1.500572176e-06
1.002004008e+03 7.958321113e+00 3.216964820e+00 7.339919339e-01 1.467983868e-06
1.012024048e+03 7.962951424e+00 3.227820677e+00 7.180321873e-01 1.436064375e-06
1.022044088e+03 7.967495631e+00 3.238446692e+00 7.024008291e-01 1.404801658e-06
1.032064128e+03 7.971954871e+00 3.248847343e+00 6.870919064e-01 1.374183813e-06
1.042084168e+03 7.976330283e+00 3.259027033e+00 6.720995441e-01 1.344199088e-06
1.052104208e+03 7.980623016e+00 3.268990095e+00 6.574179388e-01 1.314835878e-06
1.062124248e+03 7.984834223e+00 3.278740793e+00 6.430413585e-01 1.286082717e-06
1.072144289e+03 7.988965060e+00 3.288283321e+00 6.289641502e-01 1.257928300e-06
1.082164329e+03 7.993016685e+00 3.297621803e+00 6.151807321e-01 1.230361464e-06
1.092184369e+03 7.996990261e+00 3.306760298e+00 6.016855995e-01 1.203371199e-06
1.102204409e+03 8.000886945e+00 3.315702793e+00 5.884733244e-01 1.176946649e-06
1.112224449e+03 8.004707899e+00 3.324453210e+00 5.755385514e-01 1.151077103e-06
1.122244489e+03 8.008454279e+00 3.333015404e+00 5.628760049e-01 1.125752010e-06
1.132264529e+03 8.012127241e+00 3.341393165e+00 5.504804836e-01 1.100960967e-06
1.142284569e+03 8.015727935e+00 3.349590215e+00 5.383468616e-01 1.076693723e-06
1.152304609e+03 8.019257509e+00 3.357610215e+00 5.264700915e-01 1.052940183e-06
1.162324649e+03 8.022717104e+00 3.365456758e+00 5.148451991e-01 1.029690398e-06
1.172344689e+03 8.026107855e+00 3.373133378e+00 5.034672879e-01 1.006934576e-06
1.182364729e+03 8.029430893e+00 3.380643542e+00 4.923315373e-01 9.846630746e-07
1.192384770e+03 8.032687339e+00 3.387990660e+00 4.814331997e-01 9.628663994e-07
1.202404810e+03 8.035878306e+00 3.395178076e+00 4.707676052e-01 9.415352104e-07
1.212424850e+03 8.039004902e+00 3.402209076e+00 4.603301571e-01 9.206603141e-07
1.222444890e+03 8.042068224e+00 3.409086888e+00 4.501163324e-01 9.002326647e-07
1.232464930e+03 8.045069359e+00 3.415814678e+00 4.401216840e-01 8.802433681e-07
1.242484970e+03 8.048009384e+00 3.422395554e+00 4.303418367e-01 8.606836735e-07
1.252505010e+03 8.050889370e+00 3.428832570e+00 4.207724874e-01 8.415449748e-07
1.262525050e+03 8.053710373e+00 3.435128718e+00 4.114094076e-01 8.228188151e-07
1.272545090e+03 8.056473438e+00 3.441286940e+00 4.022484386e-01 8.044968773e-07
1.282565130e+03 8.059179605e+00 3.447310118e+00 3.932854926e-01 7.865709852e-07
1.292585170e+03 8.061829894e+00 3.453201082e+00 3.845165539e-01 7.690331077e-07
1.302605210e+03 8.064425320e+00 3.458962608e+00 3.759376753e-01 7.518753506e-07
1.312625251e+03 8.066966885e+00 3.464597419e+00 3.675449783e-01 7.350899566e-07
1.322645291e+03 8.069455576e+00 3.470108187e+00 3.593346542e-01 7.186693084e-07
1.332665331e+03 8.071892371e+00 3.475497530e+00 3.513029611e-01 7.026059221e-07
1.342685371e+03 8.074278234e+00 3.480768019e+00 3.434462235e-01 6.868924470e-07
1.352705411e+03 8.076614118e+00 3.485922173e+00 3.357608335e-01 6.715216670e-07
1.362725451e+03 8.078900961e+00 3.490962463e+00 3.282432476e-01 6.564864953e-07
1.372745491e+03 8.081139691e+00 3.495891310e+00 3.208899870e-01 6.417799739e-07
1.382765531e+03 8.083331221e+00 3.500711089e+00 3.136976373e-01 6.273952746e-07
1.392785571e+03 8.085476453e+00 3.505424129e+00 3.066628466e-01 6.133256932e-07
1.402805611e+03 8.087576276e+00 3.510032712e+00 2.997823252e-01 5.995646504e-07
1.412825651e+03 8.089631564e+00 3.514539075e+00 2.930528456e-01 5.861056913e-07
1.422845691e+03 8.091643179e+00 3.518945411e+00 2.864712412e-01 5.729424824e-07
1.432865731e+03 8.093611972e+00 3.523253867e+00 2.800344031e-01 5.600688062e-07
1.442885772e+03 8.095538780e+00 3.527466549e+00 2.737392834e-01 5.474785668e-07
1.452905812e+03 8.097424425e+00 3.531585521e+00 2.675828921e-01 5.351657843e-07
1.462925852e+03 8.099269718e+00 3.535612805e+00 2.615622963e-01 5.231245927e-07
1.472945892e+03 8.101075459e+00 3.539550381e+00 2.556746185e-01 5.113492371e-07
1.482965932e+03 8.102842432e+00 3.543400191e+00 2.499170383e-01 4.998340767e-07
1.492985972e+03 8.104571408e+00 3.547164136e+00 2.442867897e-01 4.885735795e-07
1.503006012e+03 8.106263149e+00 3.550844078e+00 2.387811602e-01 4.775623205e-07
1.513026052e+03 8.107918402e+00 3.554441842e+00 2.333974907e-01 4.667949815e-07
1.523046092e+03 8.109537902e+00 3.557959215e+00 2.281331745e-01 4.562663489e-07
1.533066132e+03 8.111122370e+00 3.561397947e+00 2.229856561e-01 4.459713122e-07
1.543086172e+03 8.112672518e+00 3.564759752e+00 2.179524310e-01 4.359048621e-07
1.553106212e+03 8.114189043e+00 3.568046309e+00 2.130310443e-01 4.260620887e-07
