time            Cj              Ck             
7.767535070e+02 3.862223759e+02 3.976307564e+02
7.791583166e+02 3.862248101e+02 3.976344427e+02
7.815631263e+02 3.862272276e+02 3.976381039e+02
7.839679359e+02 3.862296286e+02 3.976417400e+02
7.863727455e+02 3.862320133e+02 3.976453515e+02
7.887775551e+02 3.862343818e+02 3.976489386e+02
7.911823647e+02 3.862367344e+02 3.976525014e+02
7.935871743e+02 3.862390711e+02 3.976560403e+02
7.959919840e+02 3.862413922e+02 3.976595555e+02
7.983967936e+02 3.862436978e+02 3.976630472e+02
8.008016032e+02 3.862459880e+02 3.976665156e+02
8.032064128e+02 3.862482630e+02 3.976699611e+02
8.056112224e+02 3.862505230e+02 3.976733837e+02
8.080160321e+02 3.862527681e+02 3.976767839e+02
8.104208417e+02 3.862549984e+02 3.976801616e+02
8.128256513e+02 3.862572141e+02 3.976835173e+02
8.152304609e+02 3.862594153e+02 3.976868511e+02
8.176352705e+02 3.862616022e+02 3.976901631e+02
8.200400802e+02 3.862637749e+02 3.976934537e+02
8.224448898e+02 3.862659336e+02 3.976967231e+02
8.248496994e+02 3.862680784e+02 3.976999713e+02
8.272545090e+02 3.862702094e+02 3.977031988e+02
8.296593186e+02 3.862723267e+02 3.977064055e+02
8.320641283e+02 3.862744306e+02 3.977095918e+02
8.344689379e+02 3.862765210e+02 3.977127579e+02
8.368737475e+02 3.862785982e+02 3.977159038e+02
8.392785571e+02 3.862806622e+02 3.977190299e+02
8.416833667e+02 3.862827133e+02 3.977221363e+02
8.440881764e+02 3.862847514e+02 3.977252232e+02
8.464929860e+02 3.862867768e+02 3.977282907e+02
8.488977956e+02 3.862887896e+02 3.977313391e+02
8.513026052e+02 3.862907898e+02 3.977343685e+02
8.537074148e+02 3.862927776e+02 3.977373792e+02
8.561122244e+02 3.862947531e+02 3.977403712e+02
8.585170341e+02 3.862967164e+02 3.977433448e+02
8.609218437e+02 3.862986676e+02 3.977463001e+02
8.633266533e+02 3.863006069e+02 3.977492373e+02
8.657314629e+02 3.863025344e+02 3.977521566e+02
8.681362725e+02 3.863044501e+02 3.977550581e+02
8.705410822e+02 3.863063541e+02 3.977579420e+02
8.729458918e+02 3.863082467e+02 3.977608084e+02
8.753507014e+02 3.863101278e+02 3.977636575e+02
8.777555110e+02 3.863119976e+02 3.977664895e+02
8.801603206e+02 3.863138561e+02 3.977693045e+02
8.825651303e+02 3.863157036e+02 3.977721027e+02
8.849699399e+02 3.863175400e+02 3.977748842e+02
8.873747495e+02 3.863193655e+02 3.977776491e+02
8.897795591e+02 3.863211802e+02 3.977803977e+02
8.921843687e+02 3.863229842e+02 3.977831300e+02
8.945891784e+02 3.863247775e+02 3.977858462e+02
8.969939880e+02 3.863265603e+02 3.977885465e+02
8.993987976e+02 3.863283327e+02 3.977912309e+02
9.018036072e+02 3.863300946e+02 3.977938997e+02
9.042084168e+02 3.863318464e+02 3.977965529e+02
9.066132265e+02 3.863335879e+02 3.977991908e+02
9.090180361e+02 3.863353194e+02 3.978018133e+02
9.114228457e+02 3.863370408e+02 3.978044207e+02
9.138276553e+02 3.863387524e+02 3.978070131e+02
9.162324649e+02 3.863404541e+02 3.978095906e+02
9.186372745e+02 3.863421461e+02 3.978121534e+02
9.210420842e+02 3.863438284e+02 3.978147015e+02
9.234468938e+02 3.863455011e+02 3.978172352e+02
9.258517034e+02 3.863471643e+02 3.978197544e+02
9.282565130e+02 3.863488182e+02 3.978222594e+02
9.306613226e+02 3.863504627e+02 3.978247503e+02
9.330661323e+02 3.863520979e+02 3.978272272e+02
9.354709419e+02 3.863537239e+02 3.978296901e+02
9.378757515e+02 3.863553409e+02 3.978321393e+02
9.402805611e+02 3.863569488e+02 3.978345748e+02
9.426853707e+02 3.863585478e+02 3.978369968e+02
9.450901804e+02 3.863601379e+02 3.978394053e+02
9.474949900e+02 3.863617192e+02 3.978418005e+02
9.498997996e+02 3.863632917e+02 3.978441824e+02
9.523046092e+02 3.863648556e+02 3.978465513e+02
9.547094188e+02 3.863664109e+02 3.978489071e+02
9.571142285e+02 3.863679578e+02 3.978512501e+02
9.595190381e+02 3.863694961e+02 3.978535803e+02
9.619238477e+02 3.863710261e+02 3.978558978e+02
9.643286573e+02 3.863725478e+02 3.978582027e+02
9.667334669e+02 3.863740612e+02 3.978604951e+02
9.691382766e+02 3.863755665e+02 3.978627752e+02
9.715430862e+02 3.863770636e+02 3.978650430e+02
9.739478958e+02 3.863785527e+02 3.978672986e+02
9.763527054e+02 3.863800338e+02 3.978695421e+02
9.787575150e+02 3.863815070e+02 3.978717736e+02
9.811623246e+02 3.863829724e+02 3.978739933e+02
9.835671343e+02 3.863844300e+02 3.978762011e+02
9.859719439e+02 3.863858798e+02 3.978783973e+02
9.883767535e+02 3.863873220e+02 3.978805818e+02
9.907815631e+02 3.863887566e+02 3.978827549e+02
9.931863727e+02 3.863901836e+02 3.978849165e+02
9.955911824e+02 3.863916032e+02 3.978870668e+02
9.979959920e+02 3.863930153e+02 3.978892058e+02
1.000400802e+03 3.863944200e+02 3.978913337e+02
1.002805611e+03 3.863958175e+02 3.978934504e+02
1.005210421e+03 3.863972076e+02 3.978955563e+02
1.007615230e+03 3.863985906e+02 3.978976512e+02
1.010020040e+03 3.863999665e+02 3.978997353e+02
1.012424850e+03 3.864013352e+02 3.979018086e+02
1.014829659e+03 3.864026970e+02 3.979038714e+02
1.017234469e+03 3.864040517e+02 3.979059235e+02
1.019639279e+03 3.864053995e+02 3.979079652e+02
1.022044088e+03 3.864067405e+02 3.979099964e+02
1.024448898e+03 3.864080746e+02 3.979120174e+02
1.026853707e+03 3.864094020e+02 3.979140281e+02
1.029258517e+03 3.864107226e+02 3.979160286e+02
1.031663327e+03 3.864120366e+02 3.979180190e+02
1.034068136e+03 3.864133439e+02 3.979199994e+02
1.036472946e+03 3.864146447e+02 3.979219699e+02
1.038877756e+03 3.864159390e+02 3.979239305e+02
1.041282565e+03 3.864172268e+02 3.979258813e+02
1.043687375e+03 3.864185082e+02 3.979278223e+02
1.046092184e+03 3.864197833e+02 3.979297538e+02
1.048496994e+03 3.864210520e+02 3.979316756e+02
1.050901804e+03 3.864223144e+02 3.979335880e+02
1.053306613e+03 3.864235706e+02 3.979354909e+02
1.055711423e+03 3.864248206e+02 3.979373845e+02
1.058116232e+03 3.864260645e+02 3.979392687e+02
1.060521042e+03 3.864273022e+02 3.979411437e+02
1.062925852e+03 3.864285340e+02 3.979430096e+02
1.065330661e+03 3.864297597e+02 3.979448664e+02
1.067735471e+03 3.864309795e+02 3.979467141e+02
1.070140281e+03 3.864321933e+02 3.979485529e+02
1.072545090e+03 3.864334013e+02 3.979503828e+02
1.074949900e+03 3.864346034e+02 3.979522039e+02
1.077354709e+03 3.864357998e+02 3.979540162e+02
1.079759519e+03 3.864369904e+02 3.979558198e+02
1.082164329e+03 3.864381753e+02 3.979576147e+02
1.084569138e+03 3.864393545e+02 3.979594011e+02
1.086973948e+03 3.864405281e+02 3.979611789e+02
1.089378758e+03 3.864416961e+02 3.979629483e+02
1.091783567e+03 3.864428586e+02 3.979647093e+02
1.094188377e+03 3.864440156e+02 3.979664620e+02
1.096593186e+03 3.864451671e+02 3.979682063e+02
1.098997996e+03 3.864463131e+02 3.979699425e+02
1.101402806e+03 3.864474538e+02 3.979716705e+02
1.103807615e+03 3.864485891e+02 3.979733904e+02
1.106212425e+03 3.864497191e+02 3.979751022e+02
1.108617234e+03 3.864508439e+02 3.979768060e+02
1.111022044e+03 3.864519634e+02 3.979785020e+02
1.113426854e+03 3.864530777e+02 3.979801900e+02
1.115831663e+03 3.864541868e+02 3.979818702e+02
1.118236473e+03 3.864552908e+02 3.979835426e+02
1.120641283e+03 3.864563897e+02 3.979852073e+02
1.123046092e+03 3.864574835e+02 3.979868644e+02
1.125450902e+03 3.864585723e+02 3.979885138e+02
1.127855711e+03 3.864596561e+02 3.979901557e+02
1.130260521e+03 3.864607350e+02 3.979917900e+02
1.132665331e+03 3.864618089e+02 3.979934169e+02
1.135070140e+03 3.864628780e+02 3.979950364e+02
1.137474950e+03 3.864639422e+02 3.979966486e+02
1.139879760e+03 3.864650015e+02 3.979982534e+02
1.142284569e+03 3.864660561e+02 3.979998510e+02
1.144689379e+03 3.864671059e+02 3.980014414e+02
1.147094188e+03 3.864681510e+02 3.980030246e+02
