time            shCj            shCk            shBr           
2.320641283e+03 3.152650622e+00 3.155412186e+00 2.846108794e-08
2.326653307e+03 3.152650622e+00 3.155412187e+00 2.645621937e-08
2.332665331e+03 3.152650623e+00 3.155412188e+00 2.475408798e-08
2.338677355e+03 3.152650624e+00 3.155412188e+00 2.278719675e-08
2.344689379e+03 3.152650624e+00 3.155412189e+00 2.094611064e-08
2.350701403e+03 3.152650625e+00 3.155412190e+00 1.928870089e-08
2.356713427e+03 3.152650625e+00 3.155412190e+00 1.788551775e-08
2.362725451e+03 3.152650626e+00 3.155412191e+00 1.668244172e-08
2.368737475e+03 3.152650626e+00 3.155412191e+00 1.543189568e-08
2.374749499e+03 3.152650627e+00 3.155412192e+00 1.431358369e-08
2.380761523e+03 3.152650627e+00 3.155412192e+00 1.333097200e-08
2.386773547e+03 3.152650627e+00 3.155412192e+00 1.248705156e-08
2.392785571e+03 3.152650628e+00 3.155412193e+00 1.173768822e-08
2.398797595e+03 3.152650628e+00 3.155412193e+00 1.105227016e-08
2.404809619e+03 3.152650628e+00 3.155412193e+00 1.043420836e-08
2.410821643e+03 3.152650628e+00 3.155412193e+00 9.863206707e-09
2.416833667e+03 3.152650629e+00 3.155412194e+00 9.316172973e-09
2.422845691e+03 3.152650629e+00 3.155412194e+00 8.843805690e-09
2.428857715e+03 3.152650629e+00 3.155412194e+00 8.402524984e-09
2.434869739e+03 3.152650629e+00 3.155412194e+00 7.982700386e-09
2.440881764e+03 3.152650629e+00 3.155412194e+00 7.570443422e-09
2.446893788e+03 3.152650629e+00 3.155412194e+00 7.190822502e-09
2.452905812e+03 3.152650629e+00 3.155412194e+00 7.108443036e-09
2.458917836e+03 3.152650629e+00 3.155412194e+00 7.063604471e-09
2.464929860e+03 3.152650629e+00 3.155412194e+00 7.047097167e-09
2.470941884e+03 3.152650629e+00 3.155412194e+00 7.049711486e-09
2.476953908e+03 3.152650629e+00 3.155412194e+00 7.062237787e-09
2.482965932e+03 3.152650629e+00 3.155412194e+00 7.075466432e-09
2.488977956e+03 3.152650629e+00 3.155412194e+00 7.080187779e-09
2.494989980e+03 3.152650629e+00 3.155412194e+00 7.067192190e-09
2.501002004e+03 3.152650629e+00 3.155412194e+00 7.027270026e-09
2.507014028e+03 3.152650629e+00 3.155412194e+00 6.951211646e-09
2.513026052e+03 3.152650629e+00 3.155412194e+00 6.829807411e-09
2.519038076e+03 3.152650629e+00 3.155412195e+00 6.653847681e-09
2.525050100e+03 3.152650630e+00 3.155412195e+00 6.414122817e-09
2.531062124e+03 3.152650630e+00 3.155412195e+00 6.101423179e-09
2.537074148e+03 3.152650630e+00 3.155412195e+00 6.110907181e-09
2.543086172e+03 3.152650630e+00 3.155412195e+00 6.143525705e-09
2.549098196e+03 3.152650630e+00 3.155412195e+00 6.170049922e-09
2.555110220e+03 3.152650630e+00 3.155412195e+00 6.187132155e-09
2.561122244e+03 3.152650630e+00 3.155412195e+00 6.191424726e-09
2.567134269e+03 3.152650630e+00 3.155412195e+00 6.179579958e-09
2.573146293e+03 3.152650630e+00 3.155412195e+00 6.148250174e-09
2.579158317e+03 3.152650630e+00 3.155412195e+00 6.094087696e-09
2.585170341e+03 3.152650630e+00 3.155412195e+00 6.013744847e-09
2.591182365e+03 3.152650630e+00 3.155412195e+00 5.903873949e-09
2.597194389e+03 3.152650630e+00 3.155412195e+00 5.761127324e-09
2.603206413e+03 3.152650630e+00 3.155412195e+00 5.582157296e-09
2.609218437e+03 3.152650630e+00 3.155412195e+00 5.363616186e-09
2.615230461e+03 3.152650630e+00 3.155412195e+00 5.102156317e-09
2.621242485e+03 3.152650630e+00 3.155412195e+00 4.957844658e-09
2.627254509e+03 3.152650630e+00 3.155412195e+00 4.859504984e-09
2.633266533e+03 3.152650630e+00 3.155412195e+00 4.756420873e-09
2.639278557e+03 3.152650630e+00 3.155412195e+00 4.648270762e-09
2.645290581e+03 3.152650630e+00 3.155412195e+00 4.534733088e-09
2.651302605e+03 3.152650630e+00 3.155412195e+00 4.415486291e-09
2.657314629e+03 3.152650630e+00 3.155412195e+00 4.290208808e-09
2.663326653e+03 3.152650630e+00 3.155412195e+00 4.158579077e-09
2.669338677e+03 3.152650630e+00 3.155412196e+00 4.020275538e-09
2.675350701e+03 3.152650631e+00 3.155412196e+00 3.874976627e-09
2.681362725e+03 3.152650631e+00 3.155412196e+00 3.722360782e-09
2.687374749e+03 3.152650631e+00 3.155412196e+00 3.562106443e-09
2.693386774e+03 3.152650631e+00 3.155412196e+00 3.393892047e-09
2.699398798e+03 3.152650631e+00 3.155412196e+00 3.217396032e-09
2.705410822e+03 3.152650631e+00 3.155412196e+00 3.215820217e-09
2.711422846e+03 3.152650631e+00 3.155412196e+00 3.047063508e-09
2.717434870e+03 3.152650631e+00 3.155412196e+00 2.884619243e-09
2.723446894e+03 3.152650631e+00 3.155412196e+00 2.728487423e-09
2.729458918e+03 3.152650631e+00 3.155412196e+00 2.578668048e-09
2.735470942e+03 3.152650631e+00 3.155412196e+00 2.435161116e-09
2.741482966e+03 3.152650631e+00 3.155412196e+00 2.297966629e-09
2.747494990e+03 3.152650631e+00 3.155412196e+00 2.167084587e-09
2.753507014e+03 3.152650631e+00 3.155412196e+00 2.042514989e-09
2.759519038e+03 3.152650631e+00 3.155412196e+00 1.924257835e-09
2.765531062e+03 3.152650631e+00 3.155412196e+00 1.812313126e-09
2.771543086e+03 3.152650631e+00 3.155412196e+00 1.706680860e-09
2.777555110e+03 3.152650631e+00 3.155412196e+00 1.607361040e-09
2.783567134e+03 3.152650631e+00 3.155412197e+00 1.514353664e-09
2.789579158e+03 3.152650631e+00 3.155412197e+00 1.411946317e-09
2.795591182e+03 3.152650631e+00 3.155412197e+00 1.287289735e-09
2.801603206e+03 3.152650631e+00 3.155412197e+00 1.166718959e-09
2.807615230e+03 3.152650632e+00 3.155412197e+00 1.050233989e-09
2.813627255e+03 3.152650632e+00 3.155412197e+00 9.378348255e-10
2.819639279e+03 3.152650632e+00 3.155412197e+00 8.295214675e-10
2.825651303e+03 3.152650632e+00 3.155412197e+00 7.252939155e-10
2.831663327e+03 3.152650632e+00 3.155412197e+00 6.251521694e-10
2.837675351e+03 3.152650632e+00 3.155412197e+00 5.290962293e-10
2.843687375e+03 3.152650632e+00 3.155412197e+00 4.371260951e-10
2.849699399e+03 3.152650632e+00 3.155412197e+00 3.492417668e-10
2.855711423e+03 3.152650632e+00 3.155412197e+00 2.654432445e-10
2.861723447e+03 3.152650632e+00 3.155412197e+00 1.857305281e-10
2.867735471e+03 3.152650632e+00 3.155412197e+00 1.101036176e-10
2.873747495e+03 3.152650632e+00 3.155412197e+00 3.856251314e-11
2.879759519e+03 3.152650632e+00 3.155412197e+00 -2.889278543e-11
2.885771543e+03 3.152650632e+00 3.155412197e+00 -9.226227806e-11
2.891783567e+03 3.152650632e+00 3.155412197e+00 -1.515459648e-10
2.897795591e+03 3.152650632e+00 3.155412197e+00 -2.067438455e-10
2.903807615e+03 3.152650632e+00 3.155412197e+00 -2.578559203e-10
2.909819639e+03 3.152650632e+00 3.155412197e+00 -3.048821892e-10
2.915831663e+03 3.152650632e+00 3.155412197e+00 -3.478226521e-10
2.921843687e+03 3.152650632e+00 3.155412197e+00 -3.866773091e-10
2.927855711e+03 3.152650632e+00 3.155412197e+00 -4.214461602e-10
2.933867735e+03 3.152650632e+00 3.155412197e+00 -4.521292053e-10
2.939879760e+03 3.152650632e+00 3.155412197e+00 -4.787264444e-10
2.945891784e+03 3.152650632e+00 3.155412197e+00 -5.012378777e-10
2.951903808e+03 3.152650632e+00 3.155412197e+00 -5.196635050e-10
2.957915832e+03 3.152650632e+00 3.155412197e+00 -5.340033263e-10
2.963927856e+03 3.152650632e+00 3.155412197e+00 -5.442573417e-10
2.969939880e+03 3.152650632e+00 3.155412197e+00 -5.504255512e-10
2.975951904e+03 3.152650632e+00 3.155412197e+00 -5.525079547e-10
2.981963928e+03 3.152650632e+00 3.155412197e+00 -5.505045523e-10
2.987975952e+03 3.152650632e+00 3.155412197e+00 -5.444153440e-10
2.993987976e+03 3.152650632e+00 3.155412197e+00 -5.342403297e-10
3.000000000e+03 3.152650632e+00 3.155412197e+00 -5.199795095e-10
