time            Br              Cj              sCj             sBr            
1.283847695e+03 6.154717814e-09 1.200160930e+01 0.000000000e+00 1.000000000e+01
1.288016032e+03 5.825796326e-09 1.200160930e+01 0.000000000e+00 1.000000000e+01
1.292184369e+03 5.523388016e-09 1.200160930e+01 0.000000000e+00 1.000000000e+01
1.296352705e+03 5.242996026e-09 1.200160930e+01 0.000000000e+00 1.000000000e+01
1.300521042e+03 4.980123496e-09 1.200160930e+01 0.000000000e+00 1.000000000e+01
1.304689379e+03 4.730273566e-09 1.200160930e+01 0.000000000e+00 1.000000000e+01
1.308857715e+03 4.488949377e-09 1.200160930e+01 0.000000000e+00 1.000000000e+01
1.313026052e+03 4.251654071e-09 1.200160930e+01 0.000000000e+00 1.000000000e+01
1.317194389e+03 4.013890786e-09 1.200160930e+01 0.000000000e+00 1.000000000e+01
1.321362725e+03 3.771162664e-09 1.200160930e+01 0.000000000e+00 1.000000000e+01
1.325531062e+03 3.639588491e-09 1.200160930e+01 0.000000000e+00 1.000000000e+01
1.329699399e+03 3.442164475e-09 1.200160930e+01 0.000000000e+00 1.000000000e+01
1.333867735e+03 3.264728208e-09 1.200160930e+01 0.000000000e+00 1.000000000e+01
1.338036072e+03 3.103175053e-09 1.200160930e+01 0.000000000e+00 1.000000000e+01
1.342204409e+03 2.953638683e-09 1.200160930e+01 0.000000000e+00 1.000000000e+01
1.346372745e+03 2.812491081e-09 1.200160930e+01 0.000000000e+00 1.000000000e+01
1.350541082e+03 2.676342538e-09 1.200160930e+01 0.000000000e+00 1.000000000e+01
1.354709419e+03 2.542041654e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.358877756e+03 2.406675339e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.363046092e+03 2.267568811e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.367214429e+03 2.122285598e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.371382766e+03 2.012402417e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.375551102e+03 1.911113830e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.379719439e+03 1.807173090e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.383887776e+03 1.699735381e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.388056112e+03 1.588211751e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.392224449e+03 1.472269119e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.396392786e+03 1.351830273e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.400561122e+03 1.227073868e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.404729459e+03 1.098434428e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.408897796e+03 9.666023469e-10 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.413066132e+03 8.325238853e-10 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.417234469e+03 6.974011737e-10 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.421402806e+03 5.626922108e-10 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.425571142e+03 4.301108637e-10 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.429739479e+03 3.016268684e-10 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.433907816e+03 1.794658293e-10 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.438076152e+03 6.610921953e-11 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.442244489e+03 -3.570561937e-11 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.446412826e+03 -1.229854771e-10 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.450581162e+03 -1.924812750e-10 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.454749499e+03 -2.406880655e-10 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.458917836e+03 -2.638450326e-10 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.463086172e+03 -2.823387061e-10 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.467254509e+03 -5.262793974e-10 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.471422846e+03 -7.773272161e-10 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.475591182e+03 -1.033838709e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.479759519e+03 -1.294002651e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.483927856e+03 -1.555840046e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.488096192e+03 -1.817204125e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.492264529e+03 -2.075780350e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.496432866e+03 -2.329086410e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.500601202e+03 -2.574472221e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.504769539e+03 -2.809119931e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.508937876e+03 -3.030043913e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.513106212e+03 -3.234090771e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.517274549e+03 -3.417939336e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.521442886e+03 -3.578100668e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.525611222e+03 -3.710918056e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.529779559e+03 -3.812567017e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.533947896e+03 -3.879055296e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.538116232e+03 -3.906222867e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.542284569e+03 -3.889741934e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.546452906e+03 -3.825116926e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.550621242e+03 -3.707684503e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.554789579e+03 -3.532613554e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.558957916e+03 -3.446926124e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.563126253e+03 -3.576991939e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.567294589e+03 -3.701422696e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.571462926e+03 -3.819374410e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.575631263e+03 -3.929964915e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.579799599e+03 -4.032273857e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.583967936e+03 -4.125342699e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.588136273e+03 -4.208174721e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.592304609e+03 -4.279735015e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.596472946e+03 -4.338950491e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.600641283e+03 -4.384709873e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.604809619e+03 -4.415863703e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.608977956e+03 -4.431224336e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.613146293e+03 -4.429565943e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.617314629e+03 -4.409624510e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.621482966e+03 -4.370097840e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.625651303e+03 -4.309645550e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.629819639e+03 -4.226889074e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.633987976e+03 -4.120411660e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.638156313e+03 -3.988758371e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.642324649e+03 -3.830436087e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.646492986e+03 -3.643913504e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.650661323e+03 -3.427621131e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.654829659e+03 -3.299730864e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.658997996e+03 -3.218219892e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.663166333e+03 -3.132147609e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.667334669e+03 -3.041847738e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.671503006e+03 -2.947672548e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.675671343e+03 -2.849992852e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.679839679e+03 -2.749198008e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.684008016e+03 -2.645695919e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.688176353e+03 -2.539913036e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.692344689e+03 -2.432294350e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.696513026e+03 -2.323303400e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.700681363e+03 -2.213422270e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.704849699e+03 -2.103151589e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.709018036e+03 -1.993010530e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.713186373e+03 -1.883536812e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.717354709e+03 -1.775286698e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.721523046e+03 -1.668834998e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.725691383e+03 -1.564775065e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.729859719e+03 -1.463718799e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.734028056e+03 -1.366296642e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.738196393e+03 -1.273157583e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.742364729e+03 -1.184969158e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.746533066e+03 -1.102417444e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.750701403e+03 -9.205670870e-10 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.754869739e+03 -8.244742888e-10 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.759038076e+03 -7.286867662e-10 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.763206413e+03 -6.337297629e-10 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.767374749e+03 -5.401285226e-10 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.771543086e+03 -4.484082890e-10 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.775711423e+03 -3.590943059e-10 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.779879760e+03 -2.727118170e-10 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.784048096e+03 -1.897860660e-10 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.788216433e+03 -1.108422967e-10 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.792384770e+03 -3.640575272e-11 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.796553106e+03 3.299832217e-11 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.800721443e+03 9.684468425e-11 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.804889780e+03 1.546080898e-10 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.809058116e+03 2.057632950e-10 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.813226453e+03 2.497850563e-10 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.817394790e+03 2.861481299e-10 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.821563126e+03 3.143272720e-10 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.825731463e+03 3.337972390e-10 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.829899800e+03 3.440327870e-10 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.834068136e+03 3.445086725e-10 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.838236473e+03 3.346996516e-10 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.842404810e+03 3.532462858e-10 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.846573146e+03 4.718352210e-10 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.850741483e+03 5.894498100e-10 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.854909820e+03 7.058257389e-10 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.859078156e+03 8.206986941e-10 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.863246493e+03 9.338043619e-10 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.867414830e+03 1.044878428e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.871583166e+03 1.153656580e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.875751503e+03 1.259874503e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.879919840e+03 1.363267884e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.884088176e+03 1.463572409e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.888256513e+03 1.560523764e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.892424850e+03 1.653857635e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.896593186e+03 1.743309710e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.900761523e+03 1.828615673e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.904929860e+03 1.909511212e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.909098196e+03 1.985732012e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.913266533e+03 2.057013761e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.917434870e+03 2.123092143e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.921603206e+03 2.183702846e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.925771543e+03 2.238581556e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.929939880e+03 2.287463959e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.934108216e+03 2.330085741e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.938276553e+03 2.366182589e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.942444890e+03 2.395490188e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.946613226e+03 2.417744226e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.950781563e+03 2.432680389e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.954949900e+03 2.440034362e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.959118236e+03 2.439541832e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.963286573e+03 2.430938485e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.967454910e+03 2.413960008e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.971623246e+03 2.388342086e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.975791583e+03 2.353820407e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.979959920e+03 2.310130656e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.984128257e+03 2.257008520e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.988296593e+03 2.194189685e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.992464930e+03 2.121409837e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
1.996633267e+03 2.038404663e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
2.000801603e+03 1.944909848e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
2.004969940e+03 1.840661080e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
2.009138277e+03 1.725394044e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
2.013306613e+03 1.712739063e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
2.017474950e+03 1.722163007e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
2.021643287e+03 1.730172126e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
2.025811623e+03 1.736748044e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
2.029979960e+03 1.741872383e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
2.034148297e+03 1.745526769e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
2.038316633e+03 1.747692825e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
2.042484970e+03 1.748352174e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
2.046653307e+03 1.747486440e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
2.050821643e+03 1.745077247e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
2.054989980e+03 1.741106219e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
2.059158317e+03 1.735554980e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
2.063326653e+03 1.728405152e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
2.067494990e+03 1.719638360e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
2.071663327e+03 1.709236228e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
2.075831663e+03 1.697180379e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
2.080000000e+03 1.683452437e-09 1.200160931e+01 0.000000000e+00 1.000000000e+01
