time            Cj              Ck              Br             
2.314629259e+03 4.336187255e+00 2.588198722e+00 5.580760808e-02
2.320641283e+03 4.336423768e+00 2.588592382e+00 5.509884085e-02
2.326653307e+03 4.336657313e+00 2.588981064e+00 5.439901401e-02
2.332665331e+03 4.336887926e+00 2.589364831e+00 5.370801589e-02
2.338677355e+03 4.337115643e+00 2.589743742e+00 5.302573692e-02
2.344689379e+03 4.337340499e+00 2.590117860e+00 5.235206870e-02
2.350701403e+03 4.337562531e+00 2.590487244e+00 5.168690360e-02
2.356713427e+03 4.337781772e+00 2.590851954e+00 5.103013587e-02
2.362725451e+03 4.337998258e+00 2.591212049e+00 5.038166102e-02
2.368737475e+03 4.338212023e+00 2.591567586e+00 4.974137517e-02
2.374749499e+03 4.338423100e+00 2.591918622e+00 4.910917616e-02
2.380761523e+03 4.338631522e+00 2.592265213e+00 4.848496347e-02
2.386773547e+03 4.338837322e+00 2.592607416e+00 4.786863766e-02
2.392785571e+03 4.339040532e+00 2.592945285e+00 4.726010047e-02
2.398797595e+03 4.339241186e+00 2.593278875e+00 4.665925324e-02
2.404809619e+03 4.339439313e+00 2.593608239e+00 4.606600087e-02
2.410821643e+03 4.339634946e+00 2.593933431e+00 4.548024871e-02
2.416833667e+03 4.339828116e+00 2.594254502e+00 4.490190335e-02
2.422845691e+03 4.340018852e+00 2.594571505e+00 4.433087165e-02
2.428857715e+03 4.340207186e+00 2.594884490e+00 4.376706146e-02
2.434869739e+03 4.340393147e+00 2.595193509e+00 4.321038328e-02
2.440881764e+03 4.340576764e+00 2.595498610e+00 4.266074812e-02
2.446893788e+03 4.340758066e+00 2.595799843e+00 4.211806820e-02
2.452905812e+03 4.340937083e+00 2.596097257e+00 4.158225489e-02
2.458917836e+03 4.341113843e+00 2.596390900e+00 4.105322292e-02
2.464929860e+03 4.341288373e+00 2.596680819e+00 4.053088767e-02
2.470941884e+03 4.341460702e+00 2.596967060e+00 4.001516548e-02
2.476953908e+03 4.341630857e+00 2.597249671e+00 3.950597350e-02
2.482965932e+03 4.341798864e+00 2.597528697e+00 3.900322834e-02
2.488977956e+03 4.341964751e+00 2.597804183e+00 3.850685037e-02
2.494989980e+03 4.342128545e+00 2.598076173e+00 3.801675987e-02
2.501002004e+03 4.342290270e+00 2.598344711e+00 3.753287820e-02
2.507014028e+03 4.342449953e+00 2.598609842e+00 3.705512645e-02
2.513026052e+03 4.342607620e+00 2.598871608e+00 3.658342774e-02
2.519038076e+03 4.342763295e+00 2.599130052e+00 3.611770658e-02
2.525050100e+03 4.342917004e+00 2.599385214e+00 3.565788802e-02
2.531062124e+03 4.343068770e+00 2.599637137e+00 3.520389805e-02
2.537074148e+03 4.343218619e+00 2.599885861e+00 3.475566361e-02
2.543086172e+03 4.343366573e+00 2.600131427e+00 3.431311201e-02
2.549098196e+03 4.343512657e+00 2.600373874e+00 3.387617191e-02
2.555110220e+03 4.343656894e+00 2.600613241e+00 3.344477283e-02
2.561122244e+03 4.343799307e+00 2.600849569e+00 3.301884500e-02
2.567134269e+03 4.343939920e+00 2.601082894e+00 3.259831944e-02
2.573146293e+03 4.344078753e+00 2.601313256e+00 3.218312797e-02
2.579158317e+03 4.344215831e+00 2.601540690e+00 3.177320455e-02
2.585170341e+03 4.344351173e+00 2.601765234e+00 3.136848238e-02
2.591182365e+03 4.344484804e+00 2.601986925e+00 3.096889570e-02
2.597194389e+03 4.344616743e+00 2.602205799e+00 3.057437967e-02
2.603206413e+03 4.344747012e+00 2.602421892e+00 3.018487018e-02
2.609218437e+03 4.344875633e+00 2.602635238e+00 2.980030387e-02
2.615230461e+03 4.345002625e+00 2.602845873e+00 2.942061994e-02
2.621242485e+03 4.345128009e+00 2.603053829e+00 2.904575605e-02
2.627254509e+03 4.345251805e+00 2.603259142e+00 2.867565129e-02
2.633266533e+03 4.345374034e+00 2.603461845e+00 2.831024559e-02
2.639278557e+03 4.345494714e+00 2.603661971e+00 2.794947963e-02
2.645290581e+03 4.345613866e+00 2.603859552e+00 2.759329479e-02
2.651302605e+03 4.345731508e+00 2.604054621e+00 2.724163389e-02
2.657314629e+03 4.345847660e+00 2.604247209e+00 2.689443951e-02
2.663326653e+03 4.345962339e+00 2.604437348e+00 2.655165534e-02
2.669338677e+03 4.346075565e+00 2.604625068e+00 2.621322576e-02
2.675350701e+03 4.346187356e+00 2.604810401e+00 2.587909584e-02
2.681362725e+03 4.346297730e+00 2.604993376e+00 2.554921136e-02
2.687374749e+03 4.346406705e+00 2.605174024e+00 2.522351855e-02
2.693386774e+03 4.346514297e+00 2.605352373e+00 2.490196463e-02
2.699398798e+03 4.346620526e+00 2.605528453e+00 2.458449736e-02
2.705410822e+03 4.346725407e+00 2.605702292e+00 2.427106516e-02
2.711422846e+03 4.346828957e+00 2.605873920e+00 2.396161709e-02
2.717434870e+03 4.346931195e+00 2.606043363e+00 2.365610281e-02
2.723446894e+03 4.347032135e+00 2.606210650e+00 2.335447251e-02
2.729458918e+03 4.347131794e+00 2.606375807e+00 2.305667719e-02
2.735470942e+03 4.347230189e+00 2.606538863e+00 2.276266837e-02
2.741482966e+03 4.347327335e+00 2.606699843e+00 2.247239820e-02
2.747494990e+03 4.347423248e+00 2.606858773e+00 2.218581937e-02
2.753507014e+03 4.347517944e+00 2.607015681e+00 2.190288518e-02
2.759519038e+03 4.347611438e+00 2.607170591e+00 2.162354948e-02
2.765531062e+03 4.347703745e+00 2.607323528e+00 2.134776684e-02
2.771543086e+03 4.347794880e+00 2.607474518e+00 2.107549264e-02
2.777555110e+03 4.347884857e+00 2.607623586e+00 2.080668219e-02
2.783567134e+03 4.347973692e+00 2.607770755e+00 2.054129161e-02
2.789579158e+03 4.348061399e+00 2.607916050e+00 2.027927759e-02
2.795591182e+03 4.348147992e+00 2.608059494e+00 2.002059732e-02
2.801603206e+03 4.348233484e+00 2.608201112e+00 1.976520852e-02
2.807615230e+03 4.348317891e+00 2.608340926e+00 1.951306941e-02
2.813627255e+03 4.348401226e+00 2.608478960e+00 1.926413908e-02
2.819639279e+03 4.348483501e+00 2.608615234e+00 1.901837736e-02
2.825651303e+03 4.348564732e+00 2.608749773e+00 1.877574364e-02
2.831663327e+03 4.348644929e+00 2.608882598e+00 1.853619826e-02
2.837675351e+03 4.348724108e+00 2.609013731e+00 1.829970205e-02
2.843687375e+03 4.348802281e+00 2.609143193e+00 1.806621632e-02
2.849699399e+03 4.348879460e+00 2.609271006e+00 1.783570285e-02
2.855711423e+03 4.348955658e+00 2.609397190e+00 1.760812391e-02
2.861723447e+03 4.349030887e+00 2.609521766e+00 1.738344256e-02
2.867735471e+03 4.349105160e+00 2.609644755e+00 1.716162234e-02
2.873747495e+03 4.349178488e+00 2.609766177e+00 1.694262664e-02
2.879759519e+03 4.349250884e+00 2.609886051e+00 1.672641964e-02
2.885771543e+03 4.349322360e+00 2.610004397e+00 1.651296596e-02
2.891783567e+03 4.349392926e+00 2.610121236e+00 1.630223065e-02
2.897795591e+03 4.349462595e+00 2.610236585e+00 1.609417921e-02
2.903807615e+03 4.349531379e+00 2.610350464e+00 1.588877755e-02
2.909819639e+03 4.349599287e+00 2.610462891e+00 1.568599226e-02
2.915831663e+03 4.349666331e+00 2.610573885e+00 1.548579022e-02
2.921843687e+03 4.349732522e+00 2.610683465e+00 1.528813851e-02
2.927855711e+03 4.349797872e+00 2.610791647e+00 1.509300475e-02
2.933867735e+03 4.349862389e+00 2.610898450e+00 1.490035698e-02
2.939879760e+03 4.349926086e+00 2.611003892e+00 1.471016364e-02
2.945891784e+03 4.349988973e+00 2.611107989e+00 1.452239354e-02
2.951903808e+03 4.350051059e+00 2.611210759e+00 1.433701590e-02
2.957915832e+03 4.350112355e+00 2.611312218e+00 1.415400053e-02
2.963927856e+03 4.350172871e+00 2.611412384e+00 1.397331744e-02
2.969939880e+03 4.350232616e+00 2.611511273e+00 1.379493692e-02
2.975951904e+03 4.350291601e+00 2.611608900e+00 1.361882972e-02
2.981963928e+03 4.350349836e+00 2.611705282e+00 1.344496695e-02
2.987975952e+03 4.350407329e+00 2.611800436e+00 1.327332008e-02
2.993987976e+03 4.350464090e+00 2.611894376e+00 1.310386092e-02
3.000000000e+03 4.350520128e+00 2.611987117e+00 1.293656163e-02
