time            shAp            shAq            shBr            shBs            shYi            shYj           
2.204408818e+03 8.376298459e-02 6.645889993e-02 7.662102275e+00 6.089937690e+00 4.279165024e-01 3.943980465e-01
2.214428858e+03 8.200920577e-02 6.511442273e-02 7.668736938e+00 6.099186848e+00 4.213274580e-01 3.886666028e-01
2.224448898e+03 8.028883666e-02 6.379370169e-02 7.675294486e+00 6.108313469e+00 4.148167136e-01 3.829923025e-01
2.234468938e+03 7.860135181e-02 6.249643867e-02 7.681775121e+00 6.117318479e+00 4.083838950e-01 3.773752687e-01
2.244488978e+03 7.694623010e-02 6.122233247e-02 7.688179077e+00 6.126202825e+00 4.020286147e-01 3.718155974e-01
2.254509018e+03 7.532295794e-02 5.997108441e-02 7.694506608e+00 6.134967456e+00 3.957504772e-01 3.663133686e-01
2.264529058e+03 7.373102526e-02 5.874239399e-02 7.700757988e+00 6.143613335e+00 3.895490742e-01 3.608686377e-01
2.274549098e+03 7.216992609e-02 5.753596095e-02 7.706933502e+00 6.152141429e+00 3.834239879e-01 3.554814405e-01
2.284569138e+03 7.063915874e-02 5.635148602e-02 7.713033449e+00 6.160552711e+00 3.773747912e-01 3.501517947e-01
2.294589178e+03 6.913822723e-02 5.518866883e-02 7.719058153e+00 6.168848166e+00 3.714010453e-01 3.448796943e-01
2.304609218e+03 6.766664157e-02 5.404721169e-02 7.725007949e+00 6.177028781e+00 3.655023047e-01 3.396651199e-01
2.314629259e+03 6.622391551e-02 5.292681537e-02 7.730883194e+00 6.185095555e+00 3.596781115e-01 3.345080276e-01
2.324649299e+03 6.480956906e-02 5.182718304e-02 7.736684255e+00 6.193049488e+00 3.539280011e-01 3.294083595e-01
2.334669339e+03 6.342312726e-02 5.074801828e-02 7.742411518e+00 6.200891589e+00 3.482514994e-01 3.243660383e-01
2.344689379e+03 6.206411992e-02 4.968902536e-02 7.748065383e+00 6.208622873e+00 3.426481232e-01 3.193809684e-01
2.354709419e+03 6.073208205e-02 4.864991073e-02 7.753646257e+00 6.216244356e+00 3.371173834e-01 3.144530413e-01
2.364729459e+03 5.942655398e-02 4.763038082e-02 7.759154568e+00 6.223757062e+00 3.316587798e-01 3.095821265e-01
2.374749499e+03 5.814708132e-02 4.663014399e-02 7.764590756e+00 6.231162019e+00 3.262718061e-01 3.047680800e-01
2.384769539e+03 5.689321519e-02 4.564891054e-02 7.769955270e+00 6.238460257e+00 3.209559493e-01 3.000107439e-01
2.394789579e+03 5.566451203e-02 4.468639239e-02 7.775248570e+00 6.245652809e+00 3.157106892e-01 2.953099443e-01
2.404809619e+03 5.446053361e-02 4.374230313e-02 7.780471131e+00 6.252740712e+00 3.105354987e-01 2.906654930e-01
2.414829659e+03 5.328084662e-02 4.281635749e-02 7.785623437e+00 6.259725006e+00 3.054298436e-01 2.860771863e-01
2.424849699e+03 5.212502401e-02 4.190827367e-02 7.790705981e+00 6.266606731e+00 3.003931856e-01 2.815448106e-01
2.434869739e+03 5.099264378e-02 4.101777118e-02 7.795719265e+00 6.273386930e+00 2.954249796e-01 2.770681370e-01
2.444889780e+03 4.988328892e-02 4.014457071e-02 7.800663804e+00 6.280066649e+00 2.905246734e-01 2.726469217e-01
2.454909820e+03 4.879654854e-02 3.928839655e-02 7.805540121e+00 6.286646932e+00 2.856917116e-01 2.682809120e-01
2.464929860e+03 4.773201664e-02 3.844897453e-02 7.810348744e+00 6.293128825e+00 2.809255329e-01 2.639698418e-01
2.474949900e+03 4.668929184e-02 3.762603217e-02 7.815090213e+00 6.299513376e+00 2.762255708e-01 2.597134324e-01
2.484969940e+03 4.566797889e-02 3.681930001e-02 7.819765073e+00 6.305801633e+00 2.715912546e-01 2.555113952e-01
2.494989980e+03 4.466768799e-02 3.602851091e-02 7.824373877e+00 6.311994641e+00 2.670220095e-01 2.513634304e-01
2.505010020e+03 4.368803571e-02 3.525340056e-02 7.828917188e+00 6.318093447e+00 2.625172569e-01 2.472692282e-01
2.515030060e+03 4.272864305e-02 3.449370682e-02 7.833395573e+00 6.324099097e+00 2.580764141e-01 2.432284685e-01
2.525050100e+03 4.178913575e-02 3.374917000e-02 7.837809604e+00 6.330012633e+00 2.536988953e-01 2.392408221e-01
2.535070140e+03 4.086914266e-02 3.301953241e-02 7.842159852e+00 6.335835100e+00 2.493841118e-01 2.353059510e-01
2.545090180e+03 3.996829991e-02 3.230453970e-02 7.846446900e+00 6.341567537e+00 2.451314718e-01 2.314235085e-01
2.555110220e+03 3.908624992e-02 3.160394048e-02 7.850671335e+00 6.347210983e+00 2.409403812e-01 2.275931394e-01
2.565130261e+03 3.822264459e-02 3.091748728e-02 7.854833759e+00 6.352766473e+00 2.368102432e-01 2.238144806e-01
2.575150301e+03 3.737713723e-02 3.024493451e-02 7.858934768e+00 6.358235042e+00 2.327404594e-01 2.200871618e-01
2.585170341e+03 3.654938606e-02 2.958603923e-02 7.862974962e+00 6.363617718e+00 2.287304295e-01 2.164108058e-01
2.595190381e+03 3.573904772e-02 2.894055920e-02 7.866954933e+00 6.368915530e+00 2.247795513e-01 2.127850278e-01
2.605210421e+03 3.494578739e-02 2.830825621e-02 7.870875282e+00 6.374129500e+00 2.208872216e-01 2.092094373e-01
2.615230461e+03 3.416928311e-02 2.768889696e-02 7.874736625e+00 6.379260650e+00 2.170528358e-01 2.056836372e-01
2.625250501e+03 3.340921165e-02 2.708224925e-02 7.878539570e+00 6.384309993e+00 2.132757885e-01 2.022072247e-01
2.635270541e+03 3.266525721e-02 2.648808447e-02 7.882284733e+00 6.389278543e+00 2.095554738e-01 1.987797915e-01
2.645290581e+03 3.193710996e-02 2.590617734e-02 7.885972730e+00 6.394167306e+00 2.058912846e-01 1.954009239e-01
2.655310621e+03 3.122446642e-02 2.533630584e-02 7.889604183e+00 6.398977285e+00 2.022826141e-01 1.920702036e-01
2.665330661e+03 3.052701762e-02 2.477824795e-02 7.893179697e+00 6.403709478e+00 1.987288554e-01 1.887872078e-01
2.675350701e+03 2.984446511e-02 2.423178629e-02 7.896699886e+00 6.408364878e+00 1.952294017e-01 1.855515095e-01
2.685370741e+03 2.917651593e-02 2.369670648e-02 7.900165366e+00 6.412944472e+00 1.917836472e-01 1.823626782e-01
2.695390782e+03 2.852288422e-02 2.317279760e-02 7.903576760e+00 6.417449242e+00 1.883909865e-01 1.792202799e-01
2.705410822e+03 2.788328568e-02 2.265985090e-02 7.906934681e+00 6.421880164e+00 1.850508153e-01 1.761238774e-01
2.715430862e+03 2.725744677e-02 2.215766226e-02 7.910239756e+00 6.426238208e+00 1.817625294e-01 1.730730296e-01
2.725450902e+03 2.664509814e-02 2.166603028e-02 7.913492609e+00 6.430524337e+00 1.785255264e-01 1.700672935e-01
2.735470942e+03 2.604596830e-02 2.118475477e-02 7.916693851e+00 6.434739511e+00 1.753392048e-01 1.671062231e-01
2.745490982e+03 2.545978896e-02 2.071363811e-02 7.919844090e+00 6.438884681e+00 1.722029646e-01 1.641893700e-01
2.755511022e+03 2.488629864e-02 2.025248617e-02 7.922943939e+00 6.442960793e+00 1.691162078e-01 1.613162844e-01
2.765531062e+03 2.432523704e-02 1.980110679e-02 7.925994000e+00 6.446968786e+00 1.660783384e-01 1.584865147e-01
2.775551102e+03 2.377635491e-02 1.935931249e-02 7.928994888e+00 6.450909591e+00 1.630887620e-01 1.556996075e-01
2.785571142e+03 2.323941334e-02 1.892692020e-02 7.931947225e+00 6.454784134e+00 1.601468869e-01 1.529551086e-01
2.795591182e+03 2.271417168e-02 1.850374816e-02 7.934851621e+00 6.458593332e+00 1.572521232e-01 1.502525621e-01
2.805611222e+03 2.220039362e-02 1.808961753e-02 7.937708684e+00 6.462338097e+00 1.544038835e-01 1.475915117e-01
2.815631263e+03 2.169784555e-02 1.768435182e-02 7.940519018e+00 6.466019332e+00 1.516015826e-01 1.449714999e-01
2.825651303e+03 2.120628162e-02 1.728777305e-02 7.943283194e+00 6.469637934e+00 1.488446393e-01 1.423920703e-01
2.835671343e+03 2.072547957e-02 1.689971109e-02 7.946001814e+00 6.473194791e+00 1.461324742e-01 1.398527650e-01
2.845691383e+03 2.025523145e-02 1.652000125e-02 7.948675495e+00 6.476690785e+00 1.434645112e-01 1.373531267e-01
2.855711423e+03 1.979531339e-02 1.614847654e-02 7.951304819e+00 6.480126789e+00 1.408401774e-01 1.348926980e-01
2.865731463e+03 1.934551173e-02 1.578497420e-02 7.953890374e+00 6.483503670e+00 1.382589031e-01 1.324710223e-01
2.875751503e+03 1.890561504e-02 1.542933377e-02 7.956432740e+00 6.486822285e+00 1.357201219e-01 1.300876433e-01
2.885771543e+03 1.847541945e-02 1.508139835e-02 7.958932503e+00 6.490083485e+00 1.332232709e-01 1.277421055e-01
2.895791583e+03 1.805472254e-02 1.474101315e-02 7.961390238e+00 6.493288112e+00 1.307677908e-01 1.254339544e-01
2.905811623e+03 1.764332594e-02 1.440802605e-02 7.963806521e+00 6.496437000e+00 1.283531258e-01 1.231627365e-01
2.915831663e+03 1.724103515e-02 1.408228762e-02 7.966181920e+00 6.499530977e+00 1.259787240e-01 1.209279995e-01
2.925851703e+03 1.684765953e-02 1.376365106e-02 7.968517004e+00 6.502570859e+00 1.236440370e-01 1.187292921e-01
2.935871743e+03 1.646301121e-02 1.345197184e-02 7.970812332e+00 6.505557457e+00 1.213485209e-01 1.165661653e-01
2.945891784e+03 1.608690680e-02 1.314710833e-02 7.973068464e+00 6.508491574e+00 1.190916348e-01 1.144381705e-01
2.955911824e+03 1.571916574e-02 1.284892102e-02 7.975285953e+00 6.511374001e+00 1.168728433e-01 1.123448627e-01
2.965931864e+03 1.535961144e-02 1.255727320e-02 7.977465349e+00 6.514205526e+00 1.146916138e-01 1.102857968e-01
2.975951904e+03 1.500807029e-02 1.227203038e-02 7.979607196e+00 6.516986925e+00 1.125474187e-01 1.082605312e-01
2.985971944e+03 1.466437218e-02 1.199306053e-02 7.981712036e+00 6.519718967e+00 1.104397345e-01 1.062686258e-01
2.995991984e+03 1.432835037e-02 1.172023410e-02 7.983780404e+00 6.522402413e+00 1.083680418e-01 1.043096428e-01
3.006012024e+03 1.399984096e-02 1.145342362e-02 7.985812832e+00 6.525038013e+00 1.063318263e-01 1.023831474e-01
3.016032064e+03 1.367868382e-02 1.119250432e-02 7.987809846e+00 6.527626513e+00 1.043305773e-01 1.004887061e-01
3.026052104e+03 1.336472111e-02 1.093735320e-02 7.989771969e+00 6.530168648e+00 1.023637895e-01 9.862588968e-02
3.036072144e+03 1.305779896e-02 1.068785006e-02 7.991699717e+00 6.532665144e+00 1.004309614e-01 9.679426984e-02
3.046092184e+03 1.275776638e-02 1.044387682e-02 7.993593603e+00 6.535116721e+00 9.853159623e-02 9.499342136e-02
3.056112224e+03 1.246447507e-02 1.020531745e-02 7.995454135e+00 6.537524089e+00 9.666520190e-02 9.322292225e-02
3.066132265e+03 1.217777972e-02 9.972058085e-03 7.997281815e+00 6.539887949e+00 9.483129122e-02 9.148235353e-02
3.076152305e+03 1.189753793e-02 9.743987084e-03 7.999077141e+00 6.542208995e+00 9.302938173e-02 8.977129923e-02
3.086172345e+03 1.162361010e-02 9.520994850e-03 8.000840604e+00 6.544487913e+00 9.125899573e-02 8.808934651e-02
3.096192385e+03 1.135585973e-02 9.302974006e-03 8.002572693e+00 6.546725380e+00 8.951965962e-02 8.643608463e-02
3.106212425e+03 1.109415247e-02 9.089818952e-03 8.004273890e+00 6.548922063e+00 8.781090576e-02 8.481110788e-02
3.116232465e+03 1.083835670e-02 8.881426126e-03 8.005944670e+00 6.551078624e+00 8.613227119e-02 8.321401361e-02
3.126252505e+03 1.058834419e-02 8.677694301e-03 8.007585508e+00 6.553195715e+00 8.448329659e-02 8.164440050e-02
3.136272545e+03 1.034398867e-02 8.478523906e-03 8.009196870e+00 6.555273980e+00 8.286352856e-02 8.010187238e-02
3.146292585e+03 1.010516646e-02 8.283817308e-03 8.010779218e+00 6.557314053e+00 8.127251857e-02 7.858603644e-02
3.156312625e+03 9.871756583e-03 8.093478867e-03 8.012333007e+00 6.559316564e+00 7.970982261e-02 7.709650281e-02
3.166332665e+03 9.643640655e-03 7.907414882e-03 8.013858690e+00 6.561282131e+00 7.817500132e-02 7.563288472e-02
3.176352705e+03 9.420702533e-03 7.725533401e-03 8.015356713e+00 6.563211366e+00 7.666762071e-02 7.419479964e-02
3.186372745e+03 9.202828562e-03 7.547744335e-03 8.016827517e+00 6.565104872e+00 7.518725148e-02 7.278186836e-02
3.196392786e+03 8.989907326e-03 7.373959310e-03 8.018271539e+00 6.566963246e+00 7.373346921e-02 7.139371528e-02
3.206412826e+03 8.781829850e-03 7.204091800e-03 8.019689208e+00 6.568787073e+00 7.230585441e-02 7.002996842e-02
3.216432866e+03 8.578489386e-03 7.038056989e-03 8.021080951e+00 6.570576934e+00 7.090399253e-02 6.869025953e-02
3.226452906e+03 8.379781272e-03 6.875771647e-03 8.022447188e+00 6.572333400e+00 6.952747370e-02 6.737422393e-02
3.236472946e+03 8.185603112e-03 6.717154295e-03 8.023788334e+00 6.574057037e+00 6.817589314e-02 6.608150083e-02
3.246492986e+03 7.995854704e-03 6.562125137e-03 8.025104799e+00 6.575748398e+00 6.684885107e-02 6.481173330e-02
3.256513026e+03 7.810437884e-03 6.410605953e-03 8.026396989e+00 6.577408033e+00 6.554595260e-02 6.356456820e-02
3.266533066e+03 7.629256531e-03 6.262520105e-03 8.027665302e+00 6.579036483e+00 6.426680778e-02 6.233965632e-02
3.276553106e+03 7.452216529e-03 6.117792508e-03 8.028910132e+00 6.580634279e+00 6.301103161e-02 6.113665237e-02
3.286573146e+03 7.279226018e-03 5.976349636e-03 8.030131873e+00 6.582201950e+00 6.177824186e-02 5.995521226e-02
3.296593186e+03 7.110194668e-03 5.838119414e-03 8.031330905e+00 6.583740012e+00 6.056806405e-02 5.879499947e-02
3.306613226e+03 6.945034174e-03 5.703031248e-03 8.032507610e+00 6.585248976e+00 5.938012756e-02 5.765568009e-02
3.316633267e+03 6.783658071e-03 5.571015983e-03 8.033662360e+00 6.586729345e+00 5.821406664e-02 5.653692417e-02
3.326653307e+03 6.625981693e-03 5.442005871e-03 8.034795525e+00 6.588181615e+00 5.706952044e-02 5.543840582e-02
3.336673347e+03 6.471922313e-03 5.315934629e-03 8.035907469e+00 6.589606274e+00 5.594613231e-02 5.435980223e-02
3.346693387e+03 6.321399290e-03 5.192737481e-03 8.036998552e+00 6.591003805e+00 5.484354913e-02 5.330079284e-02
3.356713427e+03 6.174333089e-03 5.072350732e-03 8.038069129e+00 6.592374683e+00 5.376142474e-02 5.226106399e-02
3.366733467e+03 6.030646092e-03 4.954712102e-03 8.039119549e+00 6.593719373e+00 5.269941678e-02 5.124030471e-02
3.376753507e+03 5.890262329e-03 4.839760605e-03 8.040150156e+00 6.595038337e+00 5.165718758e-02 5.023820790e-02
3.386773547e+03 5.753107714e-03 4.727436665e-03 8.041161290e+00 6.596332028e+00 5.063440338e-02 4.925446934e-02
3.396793587e+03 5.619109647e-03 4.617681897e-03 8.042153288e+00 6.597600894e+00 4.963073532e-02 4.828878900e-02
3.406813627e+03 5.488196933e-03 4.510439057e-03 8.043126478e+00 6.598845374e+00 4.864585943e-02 4.734087120e-02
3.416833667e+03 5.360300002e-03 4.405652153e-03 8.044081188e+00 6.600065902e+00 4.767945603e-02 4.641042373e-02
3.426853707e+03 5.235350782e-03 4.303266371e-03 8.045017737e+00 6.601262904e+00 4.673120993e-02 4.549715810e-02
3.436873747e+03 5.113282874e-03 4.203228214e-03 8.045936442e+00 6.602436800e+00 4.580081028e-02 4.460078938e-02
3.446893788e+03 4.994031078e-03 4.105485131e-03 8.046837615e+00 6.603588004e+00 4.488795077e-02 4.372103666e-02
3.456913828e+03 4.877531682e-03 4.009985745e-03 8.047721562e+00 6.604716923e+00 4.399232945e-02 4.285762267e-02
3.466933868e+03 4.763722353e-03 3.916679773e-03 8.048588587e+00 6.605823958e+00 4.311364873e-02 4.201027386e-02
3.476953908e+03 4.652542151e-03 3.825518028e-03 8.049438987e+00 6.606909503e+00 4.225161531e-02 4.117872033e-02
3.486973948e+03 4.543931573e-03 3.736452448e-03 8.050273056e+00 6.607973947e+00 4.140594000e-02 4.036269559e-02
3.496993988e+03 4.437832218e-03 3.649435869e-03 8.051091083e+00 6.609017670e+00 4.057633817e-02 3.956193729e-02
3.507014028e+03 4.334187017e-03 3.564422184e-03 8.051893353e+00 6.610041051e+00 3.976252931e-02 3.877618655e-02
3.517034068e+03 4.232940137e-03 3.481366266e-03 8.052680146e+00 6.611044457e+00 3.896423711e-02 3.800518818e-02
3.527054108e+03 4.134037123e-03 3.400224037e-03 8.053451738e+00 6.612028254e+00 3.818118904e-02 3.724869003e-02
3.537074148e+03 4.037424660e-03 3.320952343e-03 8.054208401e+00 6.612992799e+00 3.741311678e-02 3.650644369e-02
3.547094188e+03 3.943050463e-03 3.243508887e-03 8.054950404e+00 6.613938446e+00 3.665975636e-02 3.577820472e-02
3.557114228e+03 3.850863453e-03 3.167852311e-03 8.055678009e+00 6.614865540e+00 3.592084769e-02 3.506373201e-02
3.567134269e+03 3.760813651e-03 3.093942139e-03 8.056391476e+00 6.615774423e+00 3.519613468e-02 3.436278795e-02
3.577154309e+03 3.672852544e-03 3.021739006e-03 8.057091060e+00 6.616665430e+00 3.448536453e-02 3.367513743e-02
3.587174349e+03 3.586932271e-03 2.951204130e-03 8.057777013e+00 6.617538891e+00 3.378828904e-02 3.300054984e-02
3.597194389e+03 3.503006130e-03 2.882299638e-03 8.058449583e+00 6.618395131e+00 3.310466365e-02 3.233879765e-02
3.607214429e+03 3.421028458e-03 2.814988485e-03 8.059109012e+00 6.619234470e+00 3.243424760e-02 3.168965669e-02
3.617234469e+03 3.340954674e-03 2.749234491e-03 8.059755540e+00 6.620057220e+00 3.177680381e-02 3.105290595e-02
3.627254509e+03 3.262741436e-03 2.685002463e-03 8.060389403e+00 6.620863689e+00 3.113209872e-02 3.042832743e-02
3.637274549e+03 3.186345939e-03 2.622257645e-03 8.061010832e+00 6.621654182e+00 3.049990276e-02 2.981570691e-02
3.647294589e+03 3.111726488e-03 2.560966170e-03 8.061620057e+00 6.622428998e+00 2.987998986e-02 2.921483321e-02
3.657314629e+03 3.038842309e-03 2.501094909e-03 8.062217300e+00 6.623188428e+00 2.927213755e-02 2.862549833e-02
3.667334669e+03 2.967653540e-03 2.442611465e-03 8.062802784e+00 6.623932761e+00 2.867612687e-02 2.804749744e-02
3.677354709e+03 2.898121475e-03 2.385484333e-03 8.063376725e+00 6.624662281e+00 2.809174250e-02 2.748062875e-02
3.687374749e+03 2.830207898e-03 2.329682454e-03 8.063939337e+00 6.625377267e+00 2.751877244e-02 2.692469370e-02
3.697394790e+03 2.763875571e-03 2.275175536e-03 8.064490829e+00 6.626077992e+00 2.695700816e-02 2.637949679e-02
3.707414830e+03 2.699088077e-03 2.221933948e-03 8.065031409e+00 6.626764725e+00 2.640624451e-02 2.584484555e-02
3.717434870e+03 2.635809795e-03 2.169928705e-03 8.065561279e+00 6.627437731e+00 2.586627972e-02 2.532055053e-02
3.727454910e+03 2.574006212e-03 2.119131653e-03 8.066080640e+00 6.628097271e+00 2.533691527e-02 2.480642504e-02
3.737474950e+03 2.513643222e-03 2.069515032e-03 8.066589688e+00 6.628743599e+00 2.481795594e-02 2.430228560e-02
3.747494990e+03 2.454687552e-03 2.021051740e-03 8.067088615e+00 6.629376966e+00 2.430920973e-02 2.380795161e-02
3.757515030e+03 2.397106685e-03 1.973715275e-03 8.067577613e+00 6.629997621e+00 2.381048781e-02 2.332324533e-02
3.767535070e+03 2.340868812e-03 1.927479712e-03 8.068056867e+00 6.630605804e+00 2.332160448e-02 2.284799186e-02
3.777555110e+03 2.285943186e-03 1.882319971e-03 8.068526561e+00 6.631201755e+00 2.284237702e-02 2.238201880e-02
3.787575150e+03 2.232299492e-03 1.838211329e-03 8.068986875e+00 6.631785706e+00 2.237262583e-02 2.192515675e-02
3.797595190e+03 2.179907999e-03 1.795129537e-03 8.069437986e+00 6.632357887e+00 2.191217438e-02 2.147723916e-02
3.807615230e+03 2.128739732e-03 1.753050953e-03 8.069880069e+00 6.632918526e+00 2.146084905e-02 2.103810212e-02
3.817635271e+03 2.078766357e-03 1.711952455e-03 8.070313295e+00 6.633467843e+00 2.101847917e-02 2.060758435e-02
3.827655311e+03 2.029960344e-03 1.671811574e-03 8.070737831e+00 6.634006056e+00 2.058489694e-02 2.018552713e-02
3.837675351e+03 1.982294776e-03 1.632606340e-03 8.071153843e+00 6.634533378e+00 2.015993740e-02 1.977177433e-02
3.847695391e+03 1.935743152e-03 1.594315116e-03 8.071561494e+00 6.635050021e+00 1.974343839e-02 1.936617252e-02
3.857715431e+03 1.890279663e-03 1.556916830e-03 8.071960943e+00 6.635556191e+00 1.933524050e-02 1.896857073e-02
3.867735471e+03 1.845879080e-03 1.520390883e-03 8.072352346e+00 6.636052089e+00 1.893518704e-02 1.857882048e-02
3.877755511e+03 1.802516780e-03 1.484717150e-03 8.072735859e+00 6.636537916e+00 1.854312413e-02 1.819677584e-02
3.887775551e+03 1.760168752e-03 1.449875981e-03 8.073111631e+00 6.637013867e+00 1.815890069e-02 1.782229344e-02
3.897795591e+03 1.718811393e-03 1.415848108e-03 8.073479813e+00 6.637480134e+00 1.778236788e-02 1.745523205e-02
3.907815631e+03 1.678421680e-03 1.382614711e-03 8.073840550e+00 6.637936906e+00 1.741337963e-02 1.709545294e-02
3.917835671e+03 1.638977096e-03 1.350157384e-03 8.074193986e+00 6.638384367e+00 1.705179235e-02 1.674281972e-02
3.927855711e+03 1.600455704e-03 1.318458178e-03 8.074540262e+00 6.638822701e+00 1.669746503e-02 1.639719833e-02
3.937875752e+03 1.562836418e-03 1.287499793e-03 8.074879515e+00 6.639252083e+00 1.635025935e-02 1.605845711e-02
3.947895792e+03 1.526098011e-03 1.257264888e-03 8.075211881e+00 6.639672691e+00 1.601003903e-02 1.572646646e-02
3.957915832e+03 1.490219971e-03 1.227736672e-03 8.075537495e+00 6.640084695e+00 1.567667030e-02 1.540109907e-02
3.967935872e+03 1.455182239e-03 1.198898719e-03 8.075856488e+00 6.640488265e+00 1.535002177e-02 1.508222981e-02
3.977955912e+03 1.420965196e-03 1.170734960e-03 8.076168987e+00 6.640883568e+00 1.502996436e-02 1.476973573e-02
3.987975952e+03 1.387549648e-03 1.143229671e-03 8.076475121e+00 6.641270765e+00 1.471637125e-02 1.446349597e-02
3.997995992e+03 1.354917537e-03 1.116368153e-03 8.076775012e+00 6.641650016e+00 1.440911822e-02 1.416339169e-02
4.008016032e+03 1.323050314e-03 1.090135181e-03 8.077068783e+00 6.642021476e+00 1.410808280e-02 1.386930622e-02
4.018036072e+03 1.291930101e-03 1.064516114e-03 8.077356552e+00 6.642385302e+00 1.381314483e-02 1.358112486e-02
4.028056112e+03 1.261539459e-03 1.039496678e-03 8.077638439e+00 6.642741643e+00 1.352418629e-02 1.329873492e-02
4.038076152e+03 1.231861334e-03 1.015062914e-03 8.077914557e+00 6.643090647e+00 1.324109124e-02 1.302202565e-02
4.048096192e+03 1.202879045e-03 9.912011730e-04 8.078185020e+00 6.643432461e+00 1.296374583e-02 1.275088824e-02
4.058116232e+03 1.174576659e-03 9.678983034e-04 8.078449940e+00 6.643767227e+00 1.269203885e-02 1.248521625e-02
4.068136273e+03 1.146938348e-03 9.451413153e-04 8.078709425e+00 6.644095083e+00 1.242586067e-02 1.222490480e-02
4.078156313e+03 1.119948469e-03 9.229174180e-04 8.078963581e+00 6.644416167e+00 1.216510336e-02 1.196985063e-02
4.088176353e+03 1.093591865e-03 9.012141756e-04 8.079212515e+00 6.644730615e+00 1.190966112e-02 1.171995251e-02
4.098196393e+03 1.067853717e-03 8.800194248e-04 8.079456330e+00 6.645038559e+00 1.165943010e-02 1.147511097e-02
4.108216433e+03 1.042719532e-03 8.593212668e-04 8.079695126e+00 6.645340128e+00 1.141430831e-02 1.123522831e-02
4.118236473e+03 1.018175302e-03 8.391082607e-04 8.079929003e+00 6.645635450e+00 1.117419582e-02 1.100020866e-02
4.128256513e+03 9.942074456e-04 8.193693592e-04 8.080158059e+00 6.645924650e+00 1.093899467e-02 1.076995789e-02
4.138276553e+03 9.708023059e-04 8.000933065e-04 8.080382389e+00 6.646207851e+00 1.070860818e-02 1.054438337e-02
4.148296593e+03 9.479467054e-04 7.812693115e-04 8.080602088e+00 6.646485174e+00 1.048294162e-02 1.032339421e-02
4.158316633e+03 9.256277593e-04 7.628868264e-04 8.080817248e+00 6.646756736e+00 1.026190201e-02 1.010690112e-02
4.168336673e+03 9.038328664e-04 7.449355397e-04 8.081027960e+00 6.647022654e+00 1.004539806e-02 9.894816421e-03
4.178356713e+03 8.825497513e-04 7.274053828e-04 8.081234312e+00 6.647283042e+00 9.833340226e-03 9.687054079e-03
4.188376754e+03 8.617668129e-04 7.102866185e-04 8.081436389e+00 6.647538007e+00 9.625641336e-03 9.483530353e-03
4.198396794e+03 8.414721657e-04 6.935695804e-04 8.081634278e+00 6.647787659e+00 9.422214806e-03 9.284161993e-03
4.208416834e+03 8.216544098e-04 6.772448734e-04 8.081828062e+00 6.648032106e+00 9.222976050e-03 9.088867665e-03
4.218436874e+03 8.023024131e-04 6.613033118e-04 8.082017824e+00 6.648271452e+00 9.027842056e-03 8.897567530e-03
4.228456914e+03 7.834053048e-04 6.457359122e-04 8.082203642e+00 6.648505799e+00 8.836731361e-03 8.710183220e-03
4.238476954e+03 7.649523233e-04 6.305340621e-04 8.082385598e+00 6.648735251e+00 8.649564184e-03 8.526637757e-03
4.248496994e+03 7.469331165e-04 6.156891440e-04 8.082563770e+00 6.648959907e+00 8.466262047e-03 8.346855647e-03
4.258517034e+03 7.293375153e-04 6.011927933e-04 8.082738233e+00 6.649179863e+00 8.286748004e-03 8.170762765e-03
4.268537074e+03 7.121555704e-04 5.870368397e-04 8.082909061e+00 6.649395216e+00 8.110946552e-03 7.998286352e-03
4.278557114e+03 6.953775498e-04 5.732132952e-04 8.083076330e+00 6.649606058e+00 7.938783602e-03 7.829354989e-03
4.288577154e+03 6.789940524e-04 5.597145060e-04 8.083240109e+00 6.649812482e+00 7.770186406e-03 7.663898435e-03
4.298597194e+03 6.629957932e-04 5.465328764e-04 8.083400471e+00 6.650014578e+00 7.605083602e-03 7.501847834e-03
4.308617234e+03 6.473736721e-04 5.336609631e-04 8.083557484e+00 6.650212435e+00 7.443405167e-03 7.343135609e-03
4.318637275e+03 6.321188128e-04 5.210915305e-04 8.083711217e+00 6.650406141e+00 7.285082360e-03 7.187695375e-03
4.328657315e+03 6.172225302e-04 5.088175114e-04 8.083861737e+00 6.650595781e+00 7.130047714e-03 7.035461951e-03
4.338677355e+03 6.026766078e-04 4.968320283e-04 8.084009108e+00 6.650781436e+00 6.978235360e-03 6.886371768e-03
4.348697395e+03 5.884730886e-04 4.851283708e-04 8.084153392e+00 6.650963183e+00 6.829580752e-03 6.740362533e-03
4.358717435e+03 5.746039549e-04 4.736999631e-04 8.084294650e+00 6.651141102e+00 6.684020226e-03 6.597372711e-03
4.368737475e+03 5.610615526e-04 4.625403979e-04 8.084432944e+00 6.651315268e+00 6.541491532e-03 6.457342174e-03
4.378757515e+03 5.478381182e-04 4.516433117e-04 8.084568334e+00 6.651485760e+00 6.401933558e-03 6.320211834e-03
4.388777555e+03 5.349257052e-04 4.410023565e-04 8.084700882e+00 6.651652659e+00 6.265286297e-03 6.185923604e-03
4.398797595e+03 5.223169287e-04 4.306114357e-04 8.084830647e+00 6.651816039e+00 6.131491005e-03 6.054420680e-03
4.408817635e+03 5.100045117e-04 4.204646168e-04 8.084957686e+00 6.651975974e+00 6.000490000e-03 5.925647233e-03
