time            X1              X2             
1.302605210e+02 5.501704058e-01 9.999970981e-01
1.322645291e+02 5.489736102e-01 9.999970907e-01
1.342685371e+02 5.478270714e-01 9.999970837e-01
1.362725451e+02 5.467286236e-01 9.999970769e-01
1.382765531e+02 5.456761890e-01 9.999970705e-01
1.402805611e+02 5.446677834e-01 9.999970643e-01
1.422845691e+02 5.437015065e-01 9.999970584e-01
1.442885772e+02 5.427755399e-01 9.999970528e-01
1.462925852e+02 5.418881452e-01 9.999970474e-01
1.482965932e+02 5.410376567e-01 9.999970423e-01
1.503006012e+02 5.402224835e-01 9.999970374e-01
1.523046092e+02 5.394411001e-01 9.999970327e-01
1.543086172e+02 5.386920502e-01 9.999970282e-01
1.563126253e+02 5.379739379e-01 9.999970240e-01
1.583166333e+02 5.372854272e-01 9.999970199e-01
1.603206413e+02 5.366252429e-01 9.999970160e-01
1.623246493e+02 5.359921604e-01 9.999970123e-01
1.643286573e+02 5.353850115e-01 9.999970088e-01
1.663326653e+02 5.348026772e-01 9.999970054e-01
1.683366733e+02 5.342440853e-01 9.999970021e-01
1.703406814e+02 5.337082133e-01 9.999969991e-01
1.723446894e+02 5.331940795e-01 9.999969961e-01
1.743486974e+02 5.327007464e-01 9.999969933e-01
1.763527054e+02 5.322273169e-01 9.999969907e-01
1.783567134e+02 5.317729311e-01 9.999969881e-01
1.803607214e+02 5.313367689e-01 9.999969857e-01
1.823647295e+02 5.309180429e-01 9.999969834e-01
1.843687375e+02 5.305160012e-01 9.999969812e-01
1.863727455e+02 5.301299247e-01 9.999969791e-01
1.883767535e+02 5.297591230e-01 9.999969771e-01
1.903807615e+02 5.294029383e-01 9.999969751e-01
1.923847695e+02 5.290607398e-01 9.999969733e-01
1.943887776e+02 5.287319227e-01 9.999969716e-01
1.963927856e+02 5.284159114e-01 9.999969700e-01
1.983967936e+02 5.281121527e-01 9.999969684e-01
2.004008016e+02 5.278201168e-01 9.999969669e-01
2.024048096e+02 5.275393000e-01 9.999969655e-01
2.044088176e+02 5.272692170e-01 9.999969641e-01
2.064128257e+02 5.270094045e-01 9.999969629e-01
2.084168337e+02 5.267594206e-01 9.999969617e-01
2.104208417e+02 5.265188405e-01 9.999969605e-01
2.124248497e+02 5.262872582e-01 9.999969594e-01
2.144288577e+02 5.260642867e-01 9.999969584e-01
2.164328657e+02 5.258495535e-01 9.999969574e-01
2.184368737e+02 5.256427037e-01 9.999969565e-01
2.204408818e+02 5.254433979e-01 9.999969556e-01
2.224448898e+02 5.252513096e-01 9.999969547e-01
2.244488978e+02 5.250661273e-01 9.999969539e-01
2.264529058e+02 5.248875546e-01 9.999969532e-01
2.284569138e+02 5.247153052e-01 9.999969525e-01
2.304609218e+02 5.245491054e-01 9.999969518e-01
2.324649299e+02 5.243886964e-01 9.999969512e-01
2.344689379e+02 5.242338270e-01 9.999969506e-01
2.364729459e+02 5.240842577e-01 9.999969500e-01
2.384769539e+02 5.239397615e-01 9.999969495e-01
2.404809619e+02 5.238001188e-01 9.999969490e-01
2.424849699e+02 5.236651196e-01 9.999969486e-01
2.444889780e+02 5.235345646e-01 9.999969481e-01
2.464929860e+02 5.234082621e-01 9.999969477e-01
2.484969940e+02 5.232860282e-01 9.999969473e-01
2.505010020e+02 5.231676875e-01 9.999969470e-01
2.525050100e+02 5.230530728e-01 9.999969467e-01
2.545090180e+02 5.229420227e-01 9.999969463e-01
2.565130261e+02 5.228343836e-01 9.999969461e-01
2.585170341e+02 5.227300095e-01 9.999969458e-01
2.605210421e+02 5.226287587e-01 9.999969456e-01
2.625250501e+02 5.225304959e-01 9.999969453e-01
2.645290581e+02 5.224350933e-01 9.999969451e-01
2.665330661e+02 5.223424277e-01 9.999969449e-01
2.685370741e+02 5.222523804e-01 9.999969448e-01
2.705410822e+02 5.221648376e-01 9.999969446e-01
2.725450902e+02 5.220796935e-01 9.999969445e-01
2.745490982e+02 5.219968434e-01 9.999969443e-01
2.765531062e+02 5.219161881e-01 9.999969442e-01
2.785571142e+02 5.218376330e-01 9.999969442e-01
2.805611222e+02 5.217610886e-01 9.999969441e-01
2.825651303e+02 5.216864675e-01 9.999969440e-01
2.845691383e+02 5.216136864e-01 9.999969439e-01
2.865731463e+02 5.215426666e-01 9.999969438e-01
2.885771543e+02 5.214733324e-01 9.999969438e-01
2.905811623e+02 5.214056107e-01 9.999969439e-01
2.925851703e+02 5.213394318e-01 9.999969441e-01
2.945891784e+02 5.212747302e-01 9.999969441e-01
2.965931864e+02 5.212114416e-01 9.999969439e-01
2.985971944e+02 5.211495050e-01 9.999969435e-01
3.006012024e+02 5.210888623e-01 9.999969429e-01
3.026052104e+02 5.210294586e-01 9.999969427e-01
3.046092184e+02 5.209712398e-01 9.999969427e-01
3.066132265e+02 5.209141545e-01 9.999969431e-01
3.086172345e+02 5.208581536e-01 9.999969440e-01
3.106212425e+02 5.208031922e-01 9.999969445e-01
3.126252505e+02 5.207492243e-01 9.999969449e-01
3.146292585e+02 5.206962069e-01 9.999969449e-01
3.166332665e+02 5.206440986e-01 9.999969445e-01
3.186372745e+02 5.205928616e-01 9.999969442e-01
3.206412826e+02 5.205424580e-01 9.999969441e-01
3.226452906e+02 5.204928515e-01 9.999969441e-01
3.246492986e+02 5.204440076e-01 9.999969444e-01
3.266533066e+02 5.203958938e-01 9.999969447e-01
3.286573146e+02 5.203484792e-01 9.999969449e-01
3.306613226e+02 5.203017331e-01 9.999969450e-01
3.326653307e+02 5.202556268e-01 9.999969451e-01
3.346693387e+02 5.202101326e-01 9.999969452e-01
3.366733467e+02 5.201652250e-01 9.999969453e-01
3.386773547e+02 5.201208782e-01 9.999969455e-01
3.406813627e+02 5.200770681e-01 9.999969456e-01
3.426853707e+02 5.200337714e-01 9.999969457e-01
3.446893788e+02 5.199909668e-01 9.999969458e-01
3.466933868e+02 5.199486327e-01 9.999969459e-01
3.486973948e+02 5.199067489e-01 9.999969461e-01
3.507014028e+02 5.198652957e-01 9.999969462e-01
3.527054108e+02 5.198242554e-01 9.999969464e-01
3.547094188e+02 5.197836102e-01 9.999969465e-01
3.567134269e+02 5.197433429e-01 9.999969466e-01
3.587174349e+02 5.197034371e-01 9.999969467e-01
3.607214429e+02 5.196638769e-01 9.999969468e-01
3.627254509e+02 5.196246483e-01 9.999969469e-01
3.647294589e+02 5.195857372e-01 9.999969471e-01
3.667334669e+02 5.195471295e-01 9.999969473e-01
3.687374749e+02 5.195088121e-01 9.999969475e-01
3.707414830e+02 5.194707721e-01 9.999969479e-01
3.727454910e+02 5.194329983e-01 9.999969482e-01
3.747494990e+02 5.193954797e-01 9.999969484e-01
3.767535070e+02 5.193582047e-01 9.999969485e-01
3.787575150e+02 5.193211628e-01 9.999969485e-01
3.807615230e+02 5.192843440e-01 9.999969483e-01
3.827655311e+02 5.192477389e-01 9.999969481e-01
3.847695391e+02 5.192113388e-01 9.999969482e-01
3.867735471e+02 5.191751345e-01 9.999969486e-01
3.887775551e+02 5.191391176e-01 9.999969493e-01
3.907815631e+02 5.191032801e-01 9.999969506e-01
3.927855711e+02 5.190676144e-01 9.999969521e-01
3.947895792e+02 5.190321135e-01 9.999969529e-01
3.967935872e+02 5.189967701e-01 9.999969535e-01
3.987975952e+02 5.189615775e-01 9.999969536e-01
4.008016032e+02 5.189265291e-01 9.999969529e-01
4.028056112e+02 5.188916189e-01 9.999969516e-01
4.048096192e+02 5.188568414e-01 9.999969509e-01
4.068136273e+02 5.188221906e-01 9.999969502e-01
4.088176353e+02 5.187876612e-01 9.999969498e-01
4.108216433e+02 5.187532480e-01 9.999969497e-01
4.128256513e+02 5.187189459e-01 9.999969502e-01
4.148296593e+02 5.186847507e-01 9.999969502e-01
4.168336673e+02 5.186506576e-01 9.999969506e-01
4.188376754e+02 5.186166622e-01 9.999969512e-01
4.208416834e+02 5.185827604e-01 9.999969522e-01
4.228456914e+02 5.185489481e-01 9.999969536e-01
4.248496994e+02 5.185152219e-01 9.999969544e-01
4.268537074e+02 5.184815780e-01 9.999969548e-01
4.288577154e+02 5.184480129e-01 9.999969546e-01
4.308617234e+02 5.184145233e-01 9.999969534e-01
4.328657315e+02 5.183811058e-01 9.999969510e-01
4.348697395e+02 5.183477579e-01 9.999969499e-01
4.368737475e+02 5.183144763e-01 9.999969491e-01
4.388777555e+02 5.182812582e-01 9.999969489e-01
4.408817635e+02 5.182481011e-01 9.999969498e-01
4.428857715e+02 5.182150023e-01 9.999969523e-01
4.448897796e+02 5.181819595e-01 9.999969536e-01
4.468937876e+02 5.181489704e-01 9.999969549e-01
4.488977956e+02 5.181160327e-01 9.999969563e-01
4.509018036e+02 5.180831443e-01 9.999969574e-01
4.529058116e+02 5.180503030e-01 9.999969579e-01
4.549098196e+02 5.180175070e-01 9.999969587e-01
4.569138277e+02 5.179847546e-01 9.999969591e-01
4.589178357e+02 5.179520437e-01 9.999969590e-01
4.609218437e+02 5.179193727e-01 9.999969582e-01
4.629258517e+02 5.178867400e-01 9.999969563e-01
4.649298597e+02 5.178541440e-01 9.999969549e-01
4.669338677e+02 5.178215833e-01 9.999969538e-01
4.689378758e+02 5.177890564e-01 9.999969532e-01
4.709418838e+02 5.177565619e-01 9.999969536e-01
4.729458918e+02 5.177240984e-01 9.999969554e-01
4.749498998e+02 5.176916648e-01 9.999969569e-01
4.769539078e+02 5.176592599e-01 9.999969580e-01
4.789579158e+02 5.176268825e-01 9.999969592e-01
4.809619238e+02 5.175945314e-01 9.999969602e-01
4.829659319e+02 5.175622056e-01 9.999969609e-01
4.849699399e+02 5.175299042e-01 9.999969615e-01
4.869739479e+02 5.174976262e-01 9.999969621e-01
4.889779559e+02 5.174653706e-01 9.999969621e-01
4.909819639e+02 5.174331365e-01 9.999969615e-01
4.929859719e+02 5.174009232e-01 9.999969600e-01
4.949899800e+02 5.173687297e-01 9.999969584e-01
4.969939880e+02 5.173365554e-01 9.999969574e-01
4.989979960e+02 5.173043995e-01 9.999969569e-01
5.010020040e+02 5.172722612e-01 9.999969573e-01
5.030060120e+02 5.172401400e-01 9.999969590e-01
5.050100200e+02 5.172080351e-01 9.999969611e-01
5.070140281e+02 5.171759459e-01 9.999969621e-01
5.090180361e+02 5.171438719e-01 9.999969630e-01
5.110220441e+02 5.171118125e-01 9.999969633e-01
5.130260521e+02 5.170797670e-01 9.999969628e-01
5.150300601e+02 5.170477351e-01 9.999969619e-01
5.170340681e+02 5.170157162e-01 9.999969618e-01
5.190380762e+02 5.169837098e-01 9.999969618e-01
5.210420842e+02 5.169517156e-01 9.999969619e-01
5.230460922e+02 5.169197329e-01 9.999969623e-01
5.250501002e+02 5.168877614e-01 9.999969628e-01
5.270541082e+02 5.168558008e-01 9.999969630e-01
5.290581162e+02 5.168238507e-01 9.999969633e-01
5.310621242e+02 5.167919106e-01 9.999969635e-01
5.330661323e+02 5.167599802e-01 9.999969637e-01
5.350701403e+02 5.167280593e-01 9.999969639e-01
5.370741483e+02 5.166961474e-01 9.999969643e-01
5.390781563e+02 5.166642443e-01 9.999969646e-01
5.410821643e+02 5.166323497e-01 9.999969649e-01
5.430861723e+02 5.166004633e-01 9.999969652e-01
5.450901804e+02 5.165685848e-01 9.999969654e-01
5.470941884e+02 5.165367139e-01 9.999969655e-01
5.490981964e+02 5.165048504e-01 9.999969655e-01
5.511022044e+02 5.164729941e-01 9.999969656e-01
5.531062124e+02 5.164411447e-01 9.999969659e-01
5.551102204e+02 5.164093021e-01 9.999969661e-01
5.571142285e+02 5.163774660e-01 9.999969664e-01
5.591182365e+02 5.163456362e-01 9.999969666e-01
5.611222445e+02 5.163138125e-01 9.999969668e-01
5.631262525e+02 5.162819948e-01 9.999969669e-01
5.651302605e+02 5.162501830e-01 9.999969670e-01
5.671342685e+02 5.162183766e-01 9.999969672e-01
5.691382766e+02 5.161865756e-01 9.999969674e-01
5.711422846e+02 5.161547800e-01 9.999969676e-01
5.731462926e+02 5.161229896e-01 9.999969678e-01
5.751503006e+02 5.160912042e-01 9.999969680e-01
5.771543086e+02 5.160594238e-01 9.999969682e-01
5.791583166e+02 5.160276482e-01 9.999969684e-01
5.811623246e+02 5.159958772e-01 9.999969686e-01
5.831663327e+02 5.159641107e-01 9.999969688e-01
5.851703407e+02 5.159323485e-01 9.999969690e-01
5.871743487e+02 5.159005907e-01 9.999969692e-01
5.891783567e+02 5.158688372e-01 9.999969694e-01
5.911823647e+02 5.158370878e-01 9.999969697e-01
5.931863727e+02 5.158053426e-01 9.999969699e-01
5.951903808e+02 5.157736014e-01 9.999969701e-01
5.971943888e+02 5.157418638e-01 9.999969703e-01
5.991983968e+02 5.157101300e-01 9.999969705e-01
6.012024048e+02 5.156783999e-01 9.999969707e-01
6.032064128e+02 5.156466734e-01 9.999969709e-01
6.052104208e+02 5.156149506e-01 9.999969711e-01
6.072144289e+02 5.155832313e-01 9.999969713e-01
6.092184369e+02 5.155515154e-01 9.999969715e-01
6.112224449e+02 5.155198028e-01 9.999969717e-01
6.132264529e+02 5.154880934e-01 9.999969719e-01
6.152304609e+02 5.154563872e-01 9.999969721e-01
6.172344689e+02 5.154246842e-01 9.999969723e-01
6.192384770e+02 5.153929843e-01 9.999969725e-01
6.212424850e+02 5.153612875e-01 9.999969727e-01
6.232464930e+02 5.153295938e-01 9.999969729e-01
6.252505010e+02 5.152979031e-01 9.999969731e-01
6.272545090e+02 5.152662154e-01 9.999969733e-01
6.292585170e+02 5.152345305e-01 9.999969736e-01
6.312625251e+02 5.152028486e-01 9.999969738e-01
6.332665331e+02 5.151711696e-01 9.999969740e-01
6.352705411e+02 5.151394933e-01 9.999969742e-01
6.372745491e+02 5.151078199e-01 9.999969744e-01
6.392785571e+02 5.150761493e-01 9.999969746e-01
6.412825651e+02 5.150444815e-01 9.999969748e-01
6.432865731e+02 5.150128163e-01 9.999969750e-01
6.452905812e+02 5.149811538e-01 9.999969752e-01
6.472945892e+02 5.149494939e-01 9.999969754e-01
6.492985972e+02 5.149178366e-01 9.999969756e-01
6.513026052e+02 5.148861818e-01 9.999969758e-01
6.533066132e+02 5.148545295e-01 9.999969760e-01
6.553106212e+02 5.148228796e-01 9.999969762e-01
6.573146293e+02 5.147912321e-01 9.999969764e-01
6.593186373e+02 5.147595868e-01 9.999969766e-01
6.613226453e+02 5.147279439e-01 9.999969768e-01
6.633266533e+02 5.146963040e-01 9.999969770e-01
6.653306613e+02 5.146646666e-01 9.999969772e-01
6.673346693e+02 5.146330316e-01 9.999969774e-01
6.693386774e+02 5.146013989e-01 9.999969777e-01
6.713426854e+02 5.145697685e-01 9.999969779e-01
6.733466934e+02 5.145381404e-01 9.999969781e-01
6.753507014e+02 5.145065145e-01 9.999969783e-01
6.773547094e+02 5.144748908e-01 9.999969785e-01
6.793587174e+02 5.144432693e-01 9.999969787e-01
6.813627255e+02 5.144116499e-01 9.999969789e-01
6.833667335e+02 5.143800325e-01 9.999969791e-01
6.853707415e+02 5.143484171e-01 9.999969793e-01
6.873747495e+02 5.143168038e-01 9.999969795e-01
6.893787575e+02 5.142851934e-01 9.999969797e-01
6.913827655e+02 5.142535850e-01 9.999969799e-01
6.933867735e+02 5.142219788e-01 9.999969801e-01
6.953907816e+02 5.141903748e-01 9.999969803e-01
6.973947896e+02 5.141587728e-01 9.999969805e-01
6.993987976e+02 5.141271729e-01 9.999969807e-01
7.014028056e+02 5.140955751e-01 9.999969809e-01
7.034068136e+02 5.140639794e-01 9.999969811e-01
7.054108216e+02 5.140323857e-01 9.999969813e-01
7.074148297e+02 5.140007940e-01 9.999969815e-01
7.094188377e+02 5.139692043e-01 9.999969817e-01
7.114228457e+02 5.139376166e-01 9.999969820e-01
7.134268537e+02 5.139060310e-01 9.999969822e-01
7.154308617e+02 5.138744476e-01 9.999969824e-01
7.174348697e+02 5.138428663e-01 9.999969826e-01
7.194388778e+02 5.138112870e-01 9.999969828e-01
7.214428858e+02 5.137797097e-01 9.999969830e-01
7.234468938e+02 5.137481345e-01 9.999969832e-01
7.254509018e+02 5.137165613e-01 9.999969834e-01
7.274549098e+02 5.136849902e-01 9.999969836e-01
7.294589178e+02 5.136534211e-01 9.999969838e-01
7.314629259e+02 5.136218541e-01 9.999969840e-01
7.334669339e+02 5.135902891e-01 9.999969842e-01
7.354709419e+02 5.135587263e-01 9.999969844e-01
7.374749499e+02 5.135271654e-01 9.999969846e-01
7.394789579e+02 5.134956065e-01 9.999969848e-01
7.414829659e+02 5.134640497e-01 9.999969850e-01
7.434869739e+02 5.134324948e-01 9.999969852e-01
7.454909820e+02 5.134009420e-01 9.999969854e-01
7.474949900e+02 5.133693913e-01 9.999969856e-01
7.494989980e+02 5.133378425e-01 9.999969858e-01
7.515030060e+02 5.133062958e-01 9.999969860e-01
7.535070140e+02 5.132747512e-01 9.999969862e-01
7.555110220e+02 5.132432086e-01 9.999969864e-01
7.575150301e+02 5.132116680e-01 9.999969867e-01
7.595190381e+02 5.131801294e-01 9.999969869e-01
7.615230461e+02 5.131485929e-01 9.999969871e-01
7.635270541e+02 5.131170585e-01 9.999969873e-01
7.655310621e+02 5.130855259e-01 9.999969875e-01
7.675350701e+02 5.130539954e-01 9.999969877e-01
7.695390782e+02 5.130224668e-01 9.999969879e-01
7.715430862e+02 5.129909403e-01 9.999969881e-01
7.735470942e+02 5.129594158e-01 9.999969883e-01
7.755511022e+02 5.129278933e-01 9.999969885e-01
7.775551102e+02 5.128963727e-01 9.999969887e-01
7.795591182e+02 5.128648542e-01 9.999969889e-01
7.815631263e+02 5.128333377e-01 9.999969891e-01
7.835671343e+02 5.128018232e-01 9.999969893e-01
7.855711423e+02 5.127703106e-01 9.999969895e-01
7.875751503e+02 5.127388001e-01 9.999969897e-01
7.895791583e+02 5.127072915e-01 9.999969899e-01
7.915831663e+02 5.126757849e-01 9.999969901e-01
7.935871743e+02 5.126442803e-01 9.999969903e-01
7.955911824e+02 5.126127776e-01 9.999969905e-01
7.975951904e+02 5.125812770e-01 9.999969907e-01
7.995991984e+02 5.125497783e-01 9.999969909e-01
8.016032064e+02 5.125182817e-01 9.999969911e-01
8.036072144e+02 5.124867870e-01 9.999969913e-01
8.056112224e+02 5.124552943e-01 9.999969916e-01
8.076152305e+02 5.124238036e-01 9.999969918e-01
8.096192385e+02 5.123923148e-01 9.999969920e-01
8.116232465e+02 5.123608280e-01 9.999969922e-01
8.136272545e+02 5.123293432e-01 9.999969924e-01
8.156312625e+02 5.122978603e-01 9.999969926e-01
8.176352705e+02 5.122663793e-01 9.999969928e-01
8.196392786e+02 5.122349003e-01 9.999969930e-01
8.216432866e+02 5.122034233e-01 9.999969932e-01
8.236472946e+02 5.121719482e-01 9.999969934e-01
8.256513026e+02 5.121404750e-01 9.999969936e-01
8.276553106e+02 5.121090037e-01 9.999969938e-01
8.296593186e+02 5.120775344e-01 9.999969940e-01
8.316633267e+02 5.120460671e-01 9.999969942e-01
8.336673347e+02 5.120146018e-01 9.999969944e-01
8.356713427e+02 5.119831385e-01 9.999969946e-01
8.376753507e+02 5.119516770e-01 9.999969948e-01
8.396793587e+02 5.119202176e-01 9.999969950e-01
8.416833667e+02 5.118887601e-01 9.999969952e-01
8.436873747e+02 5.118573045e-01 9.999969954e-01
8.456913828e+02 5.118258509e-01 9.999969956e-01
8.476953908e+02 5.117943992e-01 9.999969958e-01
8.496993988e+02 5.117629495e-01 9.999969960e-01
8.517034068e+02 5.117315017e-01 9.999969962e-01
8.537074148e+02 5.117000558e-01 9.999969964e-01
8.557114228e+02 5.116686119e-01 9.999969966e-01
8.577154309e+02 5.116371699e-01 9.999969968e-01
8.597194389e+02 5.116057298e-01 9.999969971e-01
8.617234469e+02 5.115742917e-01 9.999969973e-01
8.637274549e+02 5.115428555e-01 9.999969975e-01
8.657314629e+02 5.115114213e-01 9.999969977e-01
8.677354709e+02 5.114799890e-01 9.999969979e-01
8.697394790e+02 5.114485587e-01 9.999969981e-01
8.717434870e+02 5.114171303e-01 9.999969983e-01
8.737474950e+02 5.113857039e-01 9.999969985e-01
8.757515030e+02 5.113542794e-01 9.999969987e-01
8.777555110e+02 5.113228568e-01 9.999969989e-01
8.797595190e+02 5.112914362e-01 9.999969991e-01
8.817635271e+02 5.112600175e-01 9.999969993e-01
8.837675351e+02 5.112286008e-01 9.999969995e-01
8.857715431e+02 5.111971860e-01 9.999969997e-01
8.877755511e+02 5.111657732e-01 9.999969999e-01
8.897795591e+02 5.111343623e-01 9.999970001e-01
8.917835671e+02 5.111029534e-01 9.999970003e-01
8.937875752e+02 5.110715464e-01 9.999970005e-01
8.957915832e+02 5.110401414e-01 9.999970007e-01
8.977955912e+02 5.110087382e-01 9.999970009e-01
8.997995992e+02 5.109773370e-01 9.999970011e-01
9.018036072e+02 5.109459378e-01 9.999970013e-01
9.038076152e+02 5.109145405e-01 9.999970015e-01
9.058116232e+02 5.108831451e-01 9.999970017e-01
9.078156313e+02 5.108517517e-01 9.999970019e-01
9.098196393e+02 5.108203602e-01 9.999970021e-01
9.118236473e+02 5.107889707e-01 9.999970023e-01
9.138276553e+02 5.107575831e-01 9.999970025e-01
9.158316633e+02 5.107261975e-01 9.999970027e-01
9.178356713e+02 5.106948138e-01 9.999970029e-01
9.198396794e+02 5.106634321e-01 9.999970031e-01
9.218436874e+02 5.106320523e-01 9.999970034e-01
9.238476954e+02 5.106006744e-01 9.999970036e-01
9.258517034e+02 5.105692985e-01 9.999970038e-01
9.278557114e+02 5.105379246e-01 9.999970040e-01
9.298597194e+02 5.105065526e-01 9.999970042e-01
9.318637275e+02 5.104751824e-01 9.999970044e-01
9.338677355e+02 5.104438141e-01 9.999970046e-01
9.358717435e+02 5.104124478e-01 9.999970048e-01
9.378757515e+02 5.103810835e-01 9.999970050e-01
9.398797595e+02 5.103497210e-01 9.999970052e-01
9.418837675e+02 5.103183605e-01 9.999970054e-01
9.438877756e+02 5.102870020e-01 9.999970056e-01
9.458917836e+02 5.102556454e-01 9.999970058e-01
9.478957916e+02 5.102242907e-01 9.999970060e-01
9.498997996e+02 5.101929380e-01 9.999970062e-01
9.519038076e+02 5.101615872e-01 9.999970064e-01
9.539078156e+02 5.101302383e-01 9.999970066e-01
9.559118236e+02 5.100988914e-01 9.999970068e-01
9.579158317e+02 5.100675465e-01 9.999970070e-01
9.599198397e+02 5.100362035e-01 9.999970072e-01
9.619238477e+02 5.100048624e-01 9.999970074e-01
9.639278557e+02 5.099735233e-01 9.999970076e-01
9.659318637e+02 5.099421861e-01 9.999970078e-01
9.679358717e+02 5.099108508e-01 9.999970080e-01
9.699398798e+02 5.098795175e-01 9.999970082e-01
9.719438878e+02 5.098481862e-01 9.999970084e-01
9.739478958e+02 5.098168568e-01 9.999970086e-01
9.759519038e+02 5.097855293e-01 9.999970088e-01
9.779559118e+02 5.097542038e-01 9.999970090e-01
9.799599198e+02 5.097228802e-01 9.999970092e-01
9.819639279e+02 5.096915586e-01 9.999970094e-01
9.839679359e+02 5.096602389e-01 9.999970096e-01
9.859719439e+02 5.096289212e-01 9.999970098e-01
9.879759519e+02 5.095976054e-01 9.999970100e-01
9.899799599e+02 5.095662916e-01 9.999970102e-01
9.919839679e+02 5.095349797e-01 9.999970104e-01
9.939879760e+02 5.095036697e-01 9.999970107e-01
9.959919840e+02 5.094723616e-01 9.999970109e-01
9.979959920e+02 5.094410554e-01 9.999970111e-01
1.000000000e+03 5.094097512e-01 9.999970113e-01
