time            Ak              Br              Cj              sAk             sBr             sCj            
2.452905812e+03 2.967242880e+00 2.989936094e+00 4.819965663e+00 1.175502618e+00 9.516815888e-01 8.446310832e-01
2.597194389e+03 3.473647388e+00 2.633335413e+00 4.484626814e+00 1.174122634e+00 1.100355988e+00 8.595135210e-01
2.741482966e+03 3.973723130e+00 2.520178245e+00 3.902849284e+00 1.140317574e+00 1.247556847e+00 9.228104325e-01
2.885771543e+03 4.308119509e+00 2.622556082e+00 3.274462175e+00 1.102540943e+00 1.367283915e+00 1.035361291e+00
3.030060120e+03 4.364970749e+00 2.900150908e+00 2.751945658e+00 1.088165824e+00 1.439981147e+00 1.191502257e+00
3.174348697e+03 4.132842536e+00 3.293255353e+00 2.404536154e+00 1.116649448e+00 1.461176539e+00 1.376388084e+00
3.318637275e+03 3.695638104e+00 3.713504465e+00 2.241274177e+00 1.199701172e+00 1.444642831e+00 1.564956055e+00
3.462925852e+03 3.181975918e+00 4.053654107e+00 2.246004910e+00 1.342738816e+00 1.417609637e+00 1.726027885e+00
3.607214429e+03 2.707656412e+00 4.219681693e+00 2.395916313e+00 1.543023523e+00 1.411278638e+00 1.832092364e+00
3.751503006e+03 2.343898514e+00 4.165487773e+00 2.662024364e+00 1.784341846e+00 1.453321227e+00 1.871324125e+00
3.895791583e+03 2.118425894e+00 3.907497686e+00 3.000655191e+00 2.032613714e+00 1.565098736e+00 1.855734896e+00
4.040080160e+03 2.033280550e+00 3.513642113e+00 3.347248061e+00 2.239821261e+00 1.759827689e+00 1.819934139e+00
4.184368737e+03 2.080783385e+00 3.075508740e+00 3.622858428e+00 2.361093090e+00 2.035859972e+00 1.810569208e+00
4.328657315e+03 2.249214642e+00 2.677679402e+00 3.755765427e+00 2.379788085e+00 2.363919329e+00 1.873565797e+00
4.472945892e+03 2.518264028e+00 2.378171385e+00 3.707876702e+00 2.324632351e+00 2.678593807e+00 2.044947967e+00
4.617234469e+03 2.849313127e+00 2.205893895e+00 3.490678124e+00 2.263595807e+00 2.894338060e+00 2.340618744e+00
4.761523046e+03 3.180343377e+00 2.169288905e+00 3.161866443e+00 2.277534654e+00 2.953772279e+00 2.735844883e+00
4.905811623e+03 3.436054716e+00 2.265273457e+00 2.803395433e+00 2.433039415e+00 2.878269517e+00 3.142851681e+00
5.050100200e+03 3.553581526e+00 2.481168031e+00 2.491694778e+00 2.760397504e+00 2.770703042e+00 3.427603734e+00
5.194388778e+03 3.509316825e+00 2.789554772e+00 2.277117667e+00 3.221388260e+00 2.761885300e+00 3.495416630e+00
5.338677355e+03 3.328861808e+00 3.142961956e+00 2.181661636e+00 3.679293882e+00 2.949507388e+00 3.384947473e+00
5.482965932e+03 3.073112233e+00 3.477944707e+00 2.208128697e+00 3.946692362e+00 3.355034973e+00 3.260497708e+00
5.627254509e+03 2.810571128e+00 3.731810618e+00 2.348783305e+00 3.939537865e+00 3.878106913e+00 3.302764503e+00
5.771543086e+03 2.595129647e+00 3.862679430e+00 2.588037477e+00 3.783022667e+00 4.295249929e+00 3.607079981e+00
5.915831663e+03 2.459538114e+00 3.859358016e+00 2.900682659e+00 3.718672771e+00 4.412375089e+00 4.121344072e+00
6.060120240e+03 2.420414020e+00 3.739235878e+00 3.249644185e+00 3.923936610e+00 4.273365835e+00 4.620096717e+00
6.204408818e+03 2.485664601e+00 3.541495407e+00 3.585848232e+00 4.401933964e+00 4.140270724e+00 4.834253277e+00
6.348697395e+03 2.657996636e+00 3.318394582e+00 3.852364772e+00 4.941731233e+00 4.261370270e+00 4.722665877e+00
6.492985972e+03 2.931892845e+00 3.124537155e+00 3.996998623e+00 5.228063509e+00 4.695333393e+00 4.538206264e+00
6.637274549e+03 3.284776457e+00 3.006924707e+00 3.992275667e+00 5.143779813e+00 5.255276472e+00 4.580044895e+00
6.781563126e+03 3.668520150e+00 2.999155416e+00 3.851143605e+00 4.913286853e+00 5.602311328e+00 4.958777983e+00
6.925851703e+03 4.011861005e+00 3.119477465e+00 3.625808131e+00 4.867579706e+00 5.552660194e+00 5.522638683e+00
7.070140281e+03 4.239926085e+00 3.368899889e+00 3.388642930e+00 5.166394079e+00 5.282916278e+00 5.932377834e+00
7.214428858e+03 4.303708296e+00 3.726251500e+00 3.207678386e+00 5.707531492e+00 5.135250881e+00 5.944222795e+00
7.358717435e+03 4.202110826e+00 4.142463565e+00 3.131354810e+00 6.180084483e+00 5.316575290e+00 5.659453054e+00
7.503006012e+03 3.982757577e+00 4.542315504e+00 3.185818243e+00 6.293907314e+00 5.789139170e+00 5.402396193e+00
7.647294589e+03 3.721869330e+00 4.841098307e+00 3.377095066e+00 6.045465275e+00 6.303142097e+00 5.422210063e+00
7.791583166e+03 3.496619537e+00 4.973303754e+00 3.690113685e+00 5.697076014e+00 6.554315707e+00 5.756196037e+00
7.935871743e+03 3.365575077e+00 4.919031824e+00 4.083729269e+00 5.521117136e+00 6.422103341e+00 6.244046026e+00
8.080160321e+03 3.362904311e+00 4.712631264e+00 4.488929323e+00 5.628304026e+00 6.050242253e+00 6.619151478e+00
8.224448898e+03 3.500383820e+00 4.428337250e+00 4.819884399e+00 5.954490494e+00 5.686175929e+00 6.675126579e+00
8.368737475e+03 3.768330728e+00 4.151921324e+00 4.999920090e+00 6.310144713e+00 5.490143606e+00 6.396333601e+00
8.513026052e+03 4.132307687e+00 3.955039522e+00 4.991206051e+00 6.463418743e+00 5.467090835e+00 5.919952961e+00
8.657314629e+03 4.530699760e+00 3.883223527e+00 4.810626889e+00 6.236067551e+00 5.477247088e+00 5.381516527e+00
8.801603206e+03 4.882398710e+00 3.955714265e+00 4.521710673e+00 5.558022706e+00 5.276605086e+00 4.798159527e+00
8.945891784e+03 5.108536579e+00 4.168500244e+00 4.207976854e+00 4.551840079e+00 4.685526382e+00 4.108410220e+00
9.090180361e+03 5.160001898e+00 4.494842269e+00 3.944421323e+00 3.588381396e+00 3.894523569e+00 3.383998240e+00
9.234468938e+03 5.035201460e+00 4.884692351e+00 3.781482804e+00 2.892394449e+00 3.233231759e+00 2.799323085e+00
9.378757515e+03 4.777902969e+00 5.269078098e+00 3.743286372e+00 2.413779132e+00 2.757355297e+00 2.382528140e+00
9.523046092e+03 4.457690344e+00 5.573740782e+00 3.832525472e+00 2.069408969e+00 2.408012518e+00 2.081010355e+00
9.667334669e+03 4.145179608e+00 5.739105977e+00 4.034428236e+00 1.809845313e+00 2.140180930e+00 1.853240973e+00
9.811623246e+03 3.894336468e+00 5.737583756e+00 4.317631979e+00 1.607141245e+00 1.927556745e+00 1.674803460e+00
9.955911824e+03 3.736487773e+00 5.579861303e+00 4.634614751e+00 1.444462013e+00 1.754176138e+00 1.531001610e+00
1.010020040e+04 3.682558744e+00 5.307925187e+00 4.925776717e+00 1.311047898e+00 1.609775969e+00 1.412480680e+00
1.024448898e+04 3.727495146e+00 4.979020512e+00 5.128846356e+00 1.199690686e+00 1.487438931e+00 1.312996173e+00
1.038877756e+04 3.853090997e+00 4.648084144e+00 5.190860148e+00 1.105375044e+00 1.382321713e+00 1.228216151e+00
1.053306613e+04 4.028990833e+00 4.355042114e+00 5.077415925e+00 1.024500993e+00 1.290925148e+00 1.155038589e+00
1.067735471e+04 4.214182763e+00 4.118892813e+00 4.776481945e+00 9.544162051e-01 1.210653920e+00 1.091182313e+00
1.082164329e+04 4.362192603e+00 3.936185671e+00 4.301675879e+00 8.931227196e-01 1.139539658e+00 1.034931374e+00
1.096593186e+04 4.432138465e+00 3.781147622e+00 3.703434488e+00 8.390864991e-01 1.076060539e+00 9.849695839e-01
1.111022044e+04 4.403445799e+00 3.611945174e+00 3.073398733e+00 7.911099749e-01 1.019020181e+00 9.402700826e-01
1.125450902e+04 4.283783956e+00 3.396699894e+00 2.505197516e+00 7.482445002e-01 9.674641540e-01 9.000196837e-01
1.139879760e+04 4.099065859e+00 3.147462210e+00 2.042767609e+00 7.097288347e-01 9.206211096e-01 8.635658402e-01
1.154308617e+04 3.874446272e+00 2.907892911e+00 1.682406265e+00 6.749450423e-01 8.778604104e-01 8.303787071e-01
1.168737475e+04 3.626504021e+00 2.706401304e+00 1.403816880e+00 6.433863026e-01 8.386610884e-01 8.000234945e-01
1.183166333e+04 3.366666527e+00 2.544905456e+00 1.187453801e+00 6.146330328e-01 8.025887346e-01 7.721399855e-01
1.197595190e+04 3.104747761e+00 2.415180560e+00 1.018094588e+00 5.883349180e-01 7.692780387e-01 7.464271430e-01
1.212024048e+04 2.849490972e+00 2.309127607e+00 8.843230486e-01 5.641972081e-01 7.384194198e-01 7.226313848e-01
1.226452906e+04 2.607818197e+00 2.220761792e+00 7.776014334e-01 5.419701442e-01 7.097486680e-01 7.005375484e-01
1.240881764e+04 2.384170180e+00 2.145841492e+00 6.915413988e-01 5.214407114e-01 6.830388315e-01 6.799618484e-01
1.255310621e+04 2.180476095e+00 2.081335301e+00 6.213661337e-01 5.024261411e-01 6.580937966e-01 6.607463326e-01
1.269739479e+04 1.996695769e+00 2.025041483e+00 5.635056980e-01 4.847687440e-01 6.347431621e-01 6.427544765e-01
1.284168337e+04 1.831579220e+00 1.975332981e+00 5.152879187e-01 4.683317666e-01 6.128381104e-01 6.258676516e-01
1.298597194e+04 1.683327214e+00 1.930985944e+00 4.747032741e-01 4.529960418e-01 5.922480560e-01 6.099822719e-01
1.313026052e+04 1.550025352e+00 1.891063551e+00 4.402289995e-01 4.386572622e-01 5.728579042e-01 5.950074710e-01
1.327454910e+04 1.429870285e+00 1.854836885e+00 4.106999383e-01 4.252237440e-01 5.545657950e-01 5.808631978e-01
1.341883768e+04 1.321258172e+00 1.821730062e+00 3.852147771e-01 4.126145825e-01 5.372812313e-01 5.674786456e-01
1.356312625e+04 1.222799859e+00 1.791281988e+00 3.630685546e-01 4.007581226e-01 5.209235216e-01 5.547909485e-01
1.370741483e+04 1.133304131e+00 1.763118919e+00 3.437037550e-01 3.895906781e-01 5.054204697e-01 5.427440904e-01
1.385170341e+04 1.051751043e+00 1.736934659e+00 3.266749551e-01 3.790554622e-01 4.907072751e-01 5.312879936e-01
1.399599198e+04 9.772649028e-01 1.712475875e+00 3.116228002e-01 3.691016823e-01 4.767255985e-01 5.203777463e-01
1.414028056e+04 9.090904581e-01 1.689531132e+00 2.982547785e-01 3.596837745e-01 4.634227678e-01 5.099729497e-01
1.428456914e+04 8.465729639e-01 1.667922528e+00 2.863307773e-01 3.507607516e-01 4.507510988e-01 5.000371612e-01
1.442885772e+04 7.891419098e-01 1.647499298e+00 2.756522078e-01 3.422956466e-01 4.386673123e-01 4.905374191e-01
1.457314629e+04 7.362977502e-01 1.628132805e+00 2.660536225e-01 3.342550348e-01 4.271320323e-01 4.814438333e-01
1.471743487e+04 6.876010914e-01 1.609712611e+00 2.573962749e-01 3.266086221e-01 4.161093500e-01 4.727292337e-01
1.486172345e+04 6.426638588e-01 1.592143373e+00 2.495630983e-01 3.193288899e-01 4.055664482e-01 4.643688655e-01
1.500601202e+04 6.011419728e-01 1.575342336e+00 2.424547338e-01 3.123907862e-01 3.954732713e-01 4.563401248e-01
1.515030060e+04 5.627292985e-01 1.559237322e+00 2.359863995e-01 3.057714573e-01 3.858022381e-01 4.486223277e-01
1.529458918e+04 5.271525892e-01 1.543765098e+00 2.300853891e-01 2.994500143e-01 3.765279905e-01 4.411965100e-01
1.543887776e+04 4.941672310e-01 1.528870033e+00 2.246890550e-01 2.934073280e-01 3.676271721e-01 4.340452509e-01
1.558316633e+04 4.635536214e-01 1.514502976e+00 2.197431630e-01 2.876258474e-01 3.590782313e-01 4.271525161e-01
1.572745491e+04 4.351141301e-01 1.500620361e+00 2.152005752e-01 2.820894432e-01 3.508612502e-01 4.205035236e-01
1.587174349e+04 4.086704821e-01 1.487183428e+00 2.110201579e-01 2.767832675e-01 3.429577913e-01 4.140846217e-01
1.601603206e+04 3.840615009e-01 1.474157585e+00 2.071658772e-01 2.716936297e-01 3.353507606e-01 4.078831823e-01
1.616032064e+04 3.611411753e-01 1.461511862e+00 2.036060560e-01 2.668078869e-01 3.280242871e-01 4.018875060e-01
1.630460922e+04 3.397769794e-01 1.449218458e+00 2.003127534e-01 2.621143469e-01 3.209636143e-01 3.960867374e-01
1.644889780e+04 3.198484133e-01 1.437252341e+00 1.972612452e-01 2.576021806e-01 3.141550034e-01 3.904707897e-01
1.659318637e+04 3.012457280e-01 1.425590924e+00 1.944295874e-01 2.532613451e-01 3.075856464e-01 3.850302774e-01
1.673747495e+04 2.838688033e-01 1.414213767e+00 1.917982446e-01 2.490825135e-01 3.012435879e-01 3.797564554e-01
1.688176353e+04 2.676261750e-01 1.403102340e+00 1.893497812e-01 2.450570135e-01 2.951176549e-01 3.746411651e-01
1.702605210e+04 2.524341674e-01 1.392239800e+00 1.870685941e-01 2.411767711e-01 2.891973936e-01 3.696767857e-01
1.717034068e+04 2.382161301e-01 1.381610810e+00 1.849406860e-01 2.374342607e-01 2.834730123e-01 3.648561898e-01
1.731462926e+04 2.249017582e-01 1.371201385e+00 1.829534703e-01 2.338224594e-01 2.779353290e-01 3.601727044e-01
1.745891784e+04 2.124264883e-01 1.360998714e+00 1.810955979e-01 2.303348055e-01 2.725757241e-01 3.556200731e-01
1.760320641e+04 2.007309678e-01 1.350991098e+00 1.793568245e-01 2.269651635e-01 2.673860992e-01 3.511924265e-01
1.774749499e+04 1.897605735e-01 1.341167782e+00 1.777278743e-01 2.237077880e-01 2.623588362e-01 3.468842499e-01
1.789178357e+04 1.794649931e-01 1.331518897e+00 1.762003393e-01 2.205572960e-01 2.574867644e-01 3.426903588e-01
1.803607214e+04 1.697978184e-01 1.322035347e+00 1.747665751e-01 2.175086361e-01 2.527631252e-01 3.386058716e-01
1.818036072e+04 1.607162248e-01 1.312708760e+00 1.734196289e-01 2.145570666e-01 2.481815452e-01 3.346261905e-01
1.832464930e+04 1.521806467e-01 1.303531399e+00 1.721531583e-01 2.116981301e-01 2.437360076e-01 3.307469786e-01
1.846893788e+04 1.441545029e-01 1.294496118e+00 1.709613727e-01 2.089276340e-01 2.394208283e-01 3.269641430e-01
1.861322645e+04 1.366039439e-01 1.285596299e+00 1.698389753e-01 2.062416305e-01 2.352306325e-01 3.232738166e-01
1.875751503e+04 1.294976207e-01 1.276825809e+00 1.687811135e-01 2.036363999e-01 2.311603345e-01 3.196723431e-01
1.890180361e+04 1.228064810e-01 1.268178956e+00 1.677833357e-01 2.011084338e-01 2.272051180e-01 3.161562626e-01
1.904609218e+04 1.165035813e-01 1.259650451e+00 1.668415526e-01 1.986544211e-01 2.233604186e-01 3.127222983e-01
1.919038076e+04 1.105639174e-01 1.251235374e+00 1.659520030e-01 1.962712341e-01 2.196219079e-01 3.093673447e-01
1.933466934e+04 1.049642662e-01 1.242929142e+00 1.651112222e-01 1.939559162e-01 2.159854777e-01 3.060884559e-01
1.947895792e+04 9.968304572e-02 1.234727482e+00 1.643160152e-01 1.917056704e-01 2.124472268e-01 3.028828357e-01
1.962324649e+04 9.470018699e-02 1.226626403e+00 1.635634318e-01 1.895178486e-01 2.090034475e-01 2.997478280e-01
1.976753507e+04 8.999701730e-02 1.218622177e+00 1.628507455e-01 1.873899425e-01 2.056506142e-01 2.966809079e-01
1.991182365e+04 8.555615322e-02 1.210711318e+00 1.621754335e-01 1.853195740e-01 2.023853723e-01 2.936796740e-01
2.005611222e+04 8.136140215e-02 1.202890558e+00 1.615351591e-01 1.833044875e-01 1.992045281e-01 2.907418402e-01
2.020040080e+04 7.739767096e-02 1.195156835e+00 1.609277555e-01 1.813425416e-01 1.961050386e-01 2.878652293e-01
2.034468938e+04 7.365088472e-02 1.187507277e+00 1.603512117e-01 1.794317023e-01 1.930840034e-01 2.850477664e-01
2.048897796e+04 7.010791127e-02 1.179939184e+00 1.598036594e-01 1.775700367e-01 1.901386563e-01 2.822874726e-01
2.063326653e+04 6.675649228e-02 1.172450018e+00 1.592833616e-01 1.757557063e-01 1.872663575e-01 2.795824597e-01
2.077755511e+04 6.358517882e-02 1.165037391e+00 1.587887019e-01 1.739869619e-01 1.844645865e-01 2.769309249e-01
2.092184369e+04 6.058327300e-02 1.157699054e+00 1.583181744e-01 1.722621380e-01 1.817309354e-01 2.743311460e-01
2.106613226e+04 5.774077257e-02 1.150432884e+00 1.578703755e-01 1.705796478e-01 1.790631029e-01 2.717814766e-01
2.121042084e+04 5.504832290e-02 1.143236879e+00 1.574439956e-01 1.689379789e-01 1.764588882e-01 2.692803424e-01
2.135470942e+04 5.249717176e-02 1.136109149e+00 1.570378121e-01 1.673356889e-01 1.739161858e-01 2.668262368e-01
2.149899800e+04 5.007912615e-02 1.129047905e+00 1.566506830e-01 1.657714017e-01 1.714329803e-01 2.644177175e-01
2.164328657e+04 4.778651348e-02 1.122051456e+00 1.562815403e-01 1.642438034e-01 1.690073418e-01 2.620534030e-01
2.178757515e+04 4.561214491e-02 1.115118197e+00 1.559293849e-01 1.627516391e-01 1.666374213e-01 2.597319693e-01
2.193186373e+04 4.354928231e-02 1.108246612e+00 1.555932814e-01 1.612937094e-01 1.643214466e-01 2.574521471e-01
2.207615230e+04 4.159160794e-02 1.101435257e+00 1.552723533e-01 1.598688679e-01 1.620577180e-01 2.552127184e-01
2.222044088e+04 3.973319444e-02 1.094682763e+00 1.549657789e-01 1.584760175e-01 1.598446051e-01 2.530125146e-01
2.236472946e+04 3.796848136e-02 1.087987830e+00 1.546727872e-01 1.571141090e-01 1.576805436e-01 2.508504137e-01
2.250901804e+04 3.629224350e-02 1.081349224e+00 1.543926567e-01 1.557821372e-01 1.555640303e-01 2.487253375e-01
2.265330661e+04 3.469958146e-02 1.074765758e+00 1.541247057e-01 1.544791393e-01 1.534936225e-01 2.466362500e-01
2.279759519e+04 3.318589466e-02 1.068236315e+00 1.538682955e-01 1.532041938e-01 1.514679353e-01 2.445821562e-01
2.294188377e+04 3.174684703e-02 1.061759826e+00 1.536228289e-01 1.519564161e-01 1.494856344e-01 2.425620977e-01
2.308617234e+04 3.037837597e-02 1.055335268e+00 1.533877406e-01 1.507349587e-01 1.475454393e-01 2.405751534e-01
2.323046092e+04 2.907665594e-02 1.048961666e+00 1.531624997e-01 1.495390083e-01 1.456461177e-01 2.386204364e-01
2.337474950e+04 2.783808079e-02 1.042638086e+00 1.529466050e-01 1.483677830e-01 1.437864821e-01 2.366970916e-01
2.351903808e+04 2.665925997e-02 1.036363635e+00 1.527395852e-01 1.472205328e-01 1.419653899e-01 2.348042957e-01
2.366332665e+04 2.553699002e-02 1.030137456e+00 1.525409941e-01 1.460965352e-01 1.401817386e-01 2.329412533e-01
2.380761523e+04 2.446828119e-02 1.023958734e+00 1.523504149e-01 1.449951000e-01 1.384344716e-01 2.311072019e-01
2.395190381e+04 2.345031347e-02 1.017826684e+00 1.521674538e-01 1.439155631e-01 1.367225698e-01 2.293014052e-01
2.409619238e+04 2.248041905e-02 1.011740553e+00 1.519917377e-01 1.428572845e-01 1.350450490e-01 2.275231516e-01
2.424048096e+04 2.155608059e-02 1.005699617e+00 1.518229138e-01 1.418196480e-01 1.334009597e-01 2.257717539e-01
2.438476954e+04 2.067492651e-02 9.997031799e-01 1.516606494e-01 1.408020610e-01 1.317893863e-01 2.240465490e-01
2.452905812e+04 1.983472200e-02 9.937505717e-01 1.515046301e-01 1.398039531e-01 1.302094457e-01 2.223468966e-01
2.467334669e+04 1.903335915e-02 9.878411493e-01 1.513545589e-01 1.388247754e-01 1.286602859e-01 2.206721782e-01
2.481763527e+04 1.826884866e-02 9.819742930e-01 1.512101549e-01 1.378639989e-01 1.271410843e-01 2.190217962e-01
2.496192385e+04 1.753931095e-02 9.761494043e-01 1.510711521e-01 1.369211137e-01 1.256510463e-01 2.173951728e-01
2.510621242e+04 1.684297360e-02 9.703659053e-01 1.509372988e-01 1.359956287e-01 1.241894046e-01 2.157917494e-01
2.525050100e+04 1.617816128e-02 9.646232400e-01 1.508083570e-01 1.350870700e-01 1.227554176e-01 2.142109853e-01
2.539478958e+04 1.554329112e-02 9.589208704e-01 1.506841009e-01 1.341949806e-01 1.213483687e-01 2.126523576e-01
2.553907816e+04 1.493686352e-02 9.532582758e-01 1.505643161e-01 1.333189191e-01 1.199675645e-01 2.111153599e-01
2.568336673e+04 1.435746373e-02 9.476349524e-01 1.504488000e-01 1.324584601e-01 1.186123346e-01 2.095995019e-01
2.582765531e+04 1.380375336e-02 9.420504130e-01 1.503373601e-01 1.316131925e-01 1.172820309e-01 2.081043089e-01
2.597194389e+04 1.327446771e-02 9.365041855e-01 1.502298141e-01 1.307827195e-01 1.159760262e-01 2.066293210e-01
2.611623246e+04 1.276841036e-02 9.309958128e-01 1.501259892e-01 1.299666581e-01 1.146937137e-01 2.051740929e-01
2.626052104e+04 1.228444872e-02 9.255248509e-01 1.500257210e-01 1.291646378e-01 1.134345059e-01 2.037381927e-01
2.640480962e+04 1.182151005e-02 9.200908693e-01 1.499288537e-01 1.283763008e-01 1.121978339e-01 2.023212016e-01
2.654909820e+04 1.137857976e-02 9.146934496e-01 1.498352391e-01 1.276013012e-01 1.109831468e-01 2.009227138e-01
2.669338677e+04 1.095469444e-02 9.093321849e-01 1.497447364e-01 1.268393040e-01 1.097899107e-01 1.995423350e-01
2.683767535e+04 1.054894281e-02 9.040066798e-01 1.496572118e-01 1.260899856e-01 1.086176084e-01 1.981796831e-01
2.698196393e+04 1.016046106e-02 8.987165496e-01 1.495725381e-01 1.253530329e-01 1.074657384e-01 1.968343870e-01
2.712625251e+04 9.788429489e-03 8.934614195e-01 1.494905941e-01 1.246281425e-01 1.063338148e-01 1.955060866e-01
2.727054108e+04 9.432072925e-03 8.882409250e-01 1.494112650e-01 1.239150211e-01 1.052213666e-01 1.941944323e-01
2.741482966e+04 9.090654361e-03 8.830547104e-01 1.493344411e-01 1.232133845e-01 1.041279365e-01 1.928990843e-01
2.755911824e+04 8.763476605e-03 8.779024289e-01 1.492600183e-01 1.225229578e-01 1.030530815e-01 1.916197127e-01
2.770340681e+04 8.449876629e-03 8.727837422e-01 1.491878973e-01 1.218434741e-01 1.019963714e-01 1.903559968e-01
2.784769539e+04 8.149226570e-03 8.676983202e-01 1.491179838e-01 1.211746753e-01 1.009573890e-01 1.891076252e-01
2.799198397e+04 7.860928944e-03 8.626458401e-01 1.490501875e-01 1.205163111e-01 9.993572900e-02 1.878742948e-01
2.813627255e+04 7.584418699e-03 8.576259870e-01 1.489844231e-01 1.198681388e-01 9.893099837e-02 1.866557112e-01
2.828056112e+04 7.319156157e-03 8.526384525e-01 1.489206083e-01 1.192299231e-01 9.794281493e-02 1.854515876e-01
2.842484970e+04 7.064630247e-03 8.476829351e-01 1.488586654e-01 1.186014356e-01 9.697080776e-02 1.842616455e-01
2.856913828e+04 6.820356155e-03 8.427591400e-01 1.487985199e-01 1.179824551e-01 9.601461665e-02 1.830856136e-01
2.871342685e+04 6.585869867e-03 8.378667777e-01 1.487401008e-01 1.173727665e-01 9.507389108e-02 1.819232278e-01
2.885771543e+04 6.360735081e-03 8.330055661e-01 1.486833407e-01 1.167721617e-01 9.414829128e-02 1.807742316e-01
2.900200401e+04 6.144532824e-03 8.281752278e-01 1.486281746e-01 1.161804379e-01 9.323748624e-02 1.796383744e-01
2.914629259e+04 5.936865993e-03 8.233754909e-01 1.485745410e-01 1.155973988e-01 9.234115439e-02 1.785154128e-01
2.929058116e+04 5.737358462e-03 8.186060886e-01 1.485223810e-01 1.150228536e-01 9.145898330e-02 1.774051096e-01
2.943486974e+04 5.545649890e-03 8.138667590e-01 1.484716381e-01 1.144566168e-01 9.059066867e-02 1.763072333e-01
2.957915832e+04 5.361399457e-03 8.091572466e-01 1.484222589e-01 1.138985085e-01 8.973591514e-02 1.752215591e-01
2.972344689e+04 5.184281687e-03 8.044773004e-01 1.483741921e-01 1.133483539e-01 8.889443511e-02 1.741478676e-01
2.986773547e+04 5.013986416e-03 7.998266728e-01 1.483273885e-01 1.128059830e-01 8.806594860e-02 1.730859450e-01
3.001202405e+04 4.850219673e-03 7.952051173e-01 1.482818009e-01 1.122712301e-01 8.725018283e-02 1.720355819e-01
3.015631263e+04 4.692699613e-03 7.906123931e-01 1.482373838e-01 1.117439342e-01 8.644687225e-02 1.709965744e-01
3.030060120e+04 4.541159055e-03 7.860482697e-01 1.481940952e-01 1.112239397e-01 8.565575948e-02 1.699687253e-01
3.044488978e+04 4.395343263e-03 7.815125230e-01 1.481518950e-01 1.107110954e-01 8.487659431e-02 1.689518425e-01
3.058917836e+04 4.255008421e-03 7.770049293e-01 1.481107442e-01 1.102052540e-01 8.410913245e-02 1.679457382e-01
3.073346693e+04 4.119923071e-03 7.725252447e-01 1.480706023e-01 1.097062690e-01 8.335313247e-02 1.669502235e-01
3.087775551e+04 3.989865831e-03 7.680732328e-01 1.480314307e-01 1.092139984e-01 8.260835960e-02 1.659651150e-01
3.102204409e+04 3.864626859e-03 7.636487201e-01 1.479932017e-01 1.087283116e-01 8.187459450e-02 1.649902472e-01
3.116633267e+04 3.744005078e-03 7.592514738e-01 1.479558792e-01 1.082490734e-01 8.115161367e-02 1.640254442e-01
3.131062124e+04 3.627808791e-03 7.548812862e-01 1.479194318e-01 1.077761551e-01 8.043920279e-02 1.630705394e-01
3.145490982e+04 3.515855019e-03 7.505379466e-01 1.478838288e-01 1.073094305e-01 7.973715190e-02 1.621253688e-01
3.159919840e+04 3.407969103e-03 7.462212510e-01 1.478490412e-01 1.068487773e-01 7.904525697e-02 1.611897727e-01
3.174348697e+04 3.303984377e-03 7.419309997e-01 1.478150413e-01 1.063940763e-01 7.836331926e-02 1.602635959e-01
