time            A               B               Y              
3.877755511e+03 9.346150973e-06 1.444146329e+01 9.812843885e-04
3.887775551e+03 8.986435775e-06 1.444153094e+01 9.507380218e-04
3.897795591e+03 8.640514756e-06 1.444159650e+01 9.211340861e-04
3.907815631e+03 8.307775505e-06 1.444166005e+01 8.924392942e-04
3.917835671e+03 7.987715325e-06 1.444172165e+01 8.646252388e-04
3.927855711e+03 7.679936577e-06 1.444178135e+01 8.376681440e-04
3.937875752e+03 7.383968121e-06 1.444183922e+01 8.115409737e-04
3.947895792e+03 7.099413280e-06 1.444189530e+01 7.862192176e-04
3.957915832e+03 6.825884869e-06 1.444194966e+01 7.616786873e-04
3.967935872e+03 6.563002850e-06 1.444200234e+01 7.378955827e-04
3.977955912e+03 6.310370705e-06 1.444205340e+01 7.148454632e-04
3.987975952e+03 6.067696989e-06 1.444210288e+01 6.925079727e-04
3.997995992e+03 5.834684180e-06 1.444215083e+01 6.708601140e-04
4.008016032e+03 5.611292092e-06 1.444219730e+01 6.498813437e-04
4.018036072e+03 5.397406406e-06 1.444224234e+01 6.295511604e-04
4.028056112e+03 5.192953992e-06 1.444228598e+01 6.098499444e-04
4.038076152e+03 4.997914854e-06 1.444232827e+01 5.907590437e-04
4.048096192e+03 4.809745253e-06 1.444236926e+01 5.722599069e-04
4.058116232e+03 4.618039823e-06 1.444240898e+01 5.543319624e-04
4.068136273e+03 4.430662090e-06 1.444244746e+01 5.369591447e-04
4.078156313e+03 4.260650423e-06 1.444248476e+01 5.201269356e-04
4.088176353e+03 4.105753088e-06 1.444252089e+01 5.038184921e-04
4.098196393e+03 3.947363069e-06 1.444255590e+01 4.880144943e-04
4.108216433e+03 3.787552801e-06 1.444258983e+01 4.726998576e-04
4.118236473e+03 3.643872919e-06 1.444262271e+01 4.578627834e-04
4.128256513e+03 3.503099320e-06 1.444265456e+01 4.434863014e-04
4.138276553e+03 3.368265978e-06 1.444268543e+01 4.295563082e-04
4.148296593e+03 3.238697218e-06 1.444271533e+01 4.160596675e-04
4.158316633e+03 3.113893527e-06 1.444274432e+01 4.029794538e-04
4.168336673e+03 2.993762373e-06 1.444277240e+01 3.903069691e-04
4.178356713e+03 2.878184694e-06 1.444279960e+01 3.780283648e-04
4.188376754e+03 2.767162460e-06 1.444282594e+01 3.661438779e-04
4.198396794e+03 2.660312634e-06 1.444285150e+01 3.546089192e-04
4.208416834e+03 2.557815959e-06 1.444287624e+01 3.434442624e-04
4.218436874e+03 2.459598566e-06 1.444290020e+01 3.326345535e-04
4.228456914e+03 2.365583361e-06 1.444292340e+01 3.221648945e-04
4.238476954e+03 2.275685738e-06 1.444294588e+01 3.120214500e-04
4.248496994e+03 2.189739406e-06 1.444296766e+01 3.021905707e-04
4.258517034e+03 2.105167999e-06 1.444298877e+01 2.926643623e-04
4.268537074e+03 2.022310145e-06 1.444300923e+01 2.834358776e-04
4.278557114e+03 1.943930849e-06 1.444302904e+01 2.744955575e-04
4.288577154e+03 1.869754076e-06 1.444304823e+01 2.658360118e-04
4.298597194e+03 1.797602876e-06 1.444306682e+01 2.574463816e-04
4.308617234e+03 1.728242533e-06 1.444308484e+01 2.493192210e-04
4.318637275e+03 1.661740002e-06 1.444310229e+01 2.414430587e-04
4.328657315e+03 1.598040882e-06 1.444311920e+01 2.338143232e-04
4.338677355e+03 1.537004067e-06 1.444313558e+01 2.264250276e-04
4.348697395e+03 1.478472324e-06 1.444315144e+01 2.192662719e-04
4.358717435e+03 1.422442802e-06 1.444316680e+01 2.123379205e-04
4.368737475e+03 1.368428381e-06 1.444318170e+01 2.056169430e-04
4.378757515e+03 1.316701063e-06 1.444319611e+01 1.991139751e-04
4.388777555e+03 1.267411763e-06 1.444321006e+01 1.928191822e-04
4.398797595e+03 1.220586840e-06 1.444322357e+01 1.867238958e-04
4.408817635e+03 1.176214846e-06 1.444323666e+01 1.808198014e-04
4.418837675e+03 1.134284334e-06 1.444324934e+01 1.750985846e-04
4.428857715e+03 1.091225017e-06 1.444326163e+01 1.695538391e-04
4.438877756e+03 1.042240647e-06 1.444327354e+01 1.641822675e-04
4.448897796e+03 9.962574378e-07 1.444328507e+01 1.589798033e-04
4.458917836e+03 9.542988128e-07 1.444329624e+01 1.539414744e-04
4.468937876e+03 9.148142007e-07 1.444330705e+01 1.490619110e-04
4.478957916e+03 8.808821959e-07 1.444331753e+01 1.443366094e-04
4.488977956e+03 8.476280991e-07 1.444332767e+01 1.397601512e-04
4.498997996e+03 8.167971615e-07 1.444333750e+01 1.353277874e-04
4.509018036e+03 7.868644090e-07 1.444334701e+01 1.310352531e-04
4.519038076e+03 7.575040712e-07 1.444335623e+01 1.268776413e-04
4.529058116e+03 7.290049663e-07 1.444336516e+01 1.228511030e-04
4.539078156e+03 7.012122425e-07 1.444337380e+01 1.189513751e-04
4.549098196e+03 6.742757696e-07 1.444338217e+01 1.151748212e-04
4.559118236e+03 6.484652139e-07 1.444339028e+01 1.115179138e-04
4.569138277e+03 6.234652233e-07 1.444339813e+01 1.079761776e-04
4.579158317e+03 5.992391757e-07 1.444340574e+01 1.045456430e-04
4.589178357e+03 5.760353895e-07 1.444341310e+01 1.012244514e-04
4.599198397e+03 5.537343173e-07 1.444342023e+01 9.800801861e-05
4.609218437e+03 5.323405890e-07 1.444342714e+01 9.489268054e-05
4.619238477e+03 5.117956741e-07 1.444343382e+01 9.187581575e-05
4.629258517e+03 4.920395341e-07 1.444344030e+01 8.895482768e-05
4.639278557e+03 4.730888507e-07 1.444344657e+01 8.612585327e-05
4.649298597e+03 4.548966385e-07 1.444345264e+01 8.338626407e-05
4.659318637e+03 4.374271203e-07 1.444345853e+01 8.073317481e-05
4.669338677e+03 4.206249226e-07 1.444346422e+01 7.816414922e-05
4.679358717e+03 4.044650033e-07 1.444346974e+01 7.567605607e-05
4.689378758e+03 3.889396320e-07 1.444347508e+01 7.326682724e-05
4.699398798e+03 3.740326979e-07 1.444348025e+01 7.093431665e-05
4.709418838e+03 3.596994327e-07 1.444348526e+01 6.867539960e-05
4.719438878e+03 3.459051534e-07 1.444349011e+01 6.648769357e-05
4.729458918e+03 3.326115468e-07 1.444349481e+01 6.436894905e-05
4.739478958e+03 3.197766699e-07 1.444349936e+01 6.231704951e-05
4.749498998e+03 3.074903952e-07 1.444350376e+01 6.032950265e-05
4.759519038e+03 2.956908139e-07 1.444350803e+01 5.840450569e-05
4.769539078e+03 2.843315191e-07 1.444351216e+01 5.654031696e-05
4.779559118e+03 2.733858108e-07 1.444351617e+01 5.473524015e-05
4.789579158e+03 2.628260928e-07 1.444352004e+01 5.298770167e-05
4.799599198e+03 2.526345796e-07 1.444352379e+01 5.129602143e-05
4.809619238e+03 2.428819201e-07 1.444352743e+01 4.965672971e-05
4.819639279e+03 2.334997816e-07 1.444353095e+01 4.806943563e-05
4.829659319e+03 2.244754109e-07 1.444353435e+01 4.653266203e-05
4.839679359e+03 2.157969679e-07 1.444353765e+01 4.504501571e-05
4.849699399e+03 2.074535268e-07 1.444354084e+01 4.360518749e-05
4.859719439e+03 1.994317097e-07 1.444354393e+01 4.221126903e-05
4.869739479e+03 1.917172516e-07 1.444354693e+01 4.086107049e-05
4.879759519e+03 1.843039250e-07 1.444354983e+01 3.955393193e-05
4.889779559e+03 1.771828591e-07 1.444355263e+01 3.828855542e-05
4.899799599e+03 1.703459439e-07 1.444355535e+01 3.706369602e-05
4.909819639e+03 1.637858306e-07 1.444355798e+01 3.587816179e-05
4.919839679e+03 1.574757827e-07 1.444356052e+01 3.473028016e-05
4.929859719e+03 1.514063314e-07 1.444356299e+01 3.361886871e-05
4.939879760e+03 1.455736148e-07 1.444356537e+01 3.254292636e-05
4.949899800e+03 1.399680435e-07 1.444356768e+01 3.150133316e-05
4.959919840e+03 1.345802987e-07 1.444356992e+01 3.049300919e-05
4.969939880e+03 1.294013357e-07 1.444357208e+01 2.951691346e-05
4.979959920e+03 1.244234346e-07 1.444357418e+01 2.857176097e-05
4.989979960e+03 1.196375937e-07 1.444357621e+01 2.765672477e-05
5.000000000e+03 1.150357029e-07 1.444357817e+01 2.677085058e-05
