time            Cj              Ck              Br             
2.326653307e+03 2.663768186e+00 1.643929583e+00 1.553865304e-07
2.332665331e+03 2.663768187e+00 1.643929585e+00 1.488323103e-07
2.338677355e+03 2.663768189e+00 1.643929588e+00 1.426028212e-07
2.344689379e+03 2.663768190e+00 1.643929590e+00 1.366734408e-07
2.350701403e+03 2.663768192e+00 1.643929592e+00 1.310183126e-07
2.356713427e+03 2.663768193e+00 1.643929594e+00 1.256102003e-07
2.362725451e+03 2.663768195e+00 1.643929597e+00 1.204203433e-07
2.368737475e+03 2.663768196e+00 1.643929598e+00 1.154183107e-07
2.374749499e+03 2.663768197e+00 1.643929600e+00 1.105718567e-07
2.380761523e+03 2.663768198e+00 1.643929602e+00 1.058467748e-07
2.386773547e+03 2.663768200e+00 1.643929604e+00 1.012067533e-07
2.392785571e+03 2.663768201e+00 1.643929606e+00 9.708815564e-08
2.398797595e+03 2.663768202e+00 1.643929607e+00 9.352476819e-08
2.404809619e+03 2.663768202e+00 1.643929609e+00 9.017116590e-08
2.410821643e+03 2.663768203e+00 1.643929610e+00 8.701161821e-08
2.416833667e+03 2.663768204e+00 1.643929611e+00 8.402958065e-08
2.422845691e+03 2.663768205e+00 1.643929612e+00 8.120760751e-08
2.428857715e+03 2.663768205e+00 1.643929613e+00 7.852726433e-08
2.434869739e+03 2.663768206e+00 1.643929614e+00 7.596904050e-08
2.440881764e+03 2.663768207e+00 1.643929615e+00 7.351226182e-08
2.446893788e+03 2.663768207e+00 1.643929616e+00 7.113500302e-08
2.452905812e+03 2.663768208e+00 1.643929617e+00 6.881400038e-08
2.458917836e+03 2.663768209e+00 1.643929618e+00 6.652456426e-08
2.464929860e+03 2.663768209e+00 1.643929619e+00 6.424049166e-08
2.470941884e+03 2.663768210e+00 1.643929620e+00 6.193397878e-08
2.476953908e+03 2.663768210e+00 1.643929621e+00 5.957553361e-08
2.482965932e+03 2.663768211e+00 1.643929622e+00 5.713388846e-08
2.488977956e+03 2.663768212e+00 1.643929623e+00 5.490835381e-08
2.494989980e+03 2.663768212e+00 1.643929623e+00 5.324114555e-08
2.501002004e+03 2.663768212e+00 1.643929624e+00 5.164249110e-08
2.507014028e+03 2.663768213e+00 1.643929624e+00 5.010506047e-08
2.513026052e+03 2.663768213e+00 1.643929625e+00 4.862143949e-08
2.519038076e+03 2.663768214e+00 1.643929626e+00 4.718410366e-08
2.525050100e+03 2.663768214e+00 1.643929626e+00 4.578539196e-08
2.531062124e+03 2.663768214e+00 1.643929627e+00 4.441748072e-08
2.537074148e+03 2.663768215e+00 1.643929627e+00 4.307235744e-08
2.543086172e+03 2.663768215e+00 1.643929628e+00 4.174179461e-08
2.549098196e+03 2.663768215e+00 1.643929628e+00 4.041732359e-08
2.555110220e+03 2.663768216e+00 1.643929629e+00 3.909020841e-08
2.561122244e+03 2.663768216e+00 1.643929629e+00 3.775141962e-08
2.567134269e+03 2.663768216e+00 1.643929630e+00 3.639160813e-08
2.573146293e+03 2.663768217e+00 1.643929630e+00 3.500107904e-08
2.579158317e+03 2.663768217e+00 1.643929631e+00 3.356976549e-08
2.585170341e+03 2.663768217e+00 1.643929632e+00 3.214970770e-08
2.591182365e+03 2.663768218e+00 1.643929632e+00 3.097503876e-08
2.597194389e+03 2.663768218e+00 1.643929632e+00 2.982007155e-08
2.603206413e+03 2.663768218e+00 1.643929633e+00 2.868467245e-08
2.609218437e+03 2.663768219e+00 1.643929633e+00 2.756898951e-08
2.615230461e+03 2.663768219e+00 1.643929634e+00 2.647344901e-08
2.621242485e+03 2.663768219e+00 1.643929634e+00 2.539875203e-08
2.627254509e+03 2.663768219e+00 1.643929635e+00 2.434587094e-08
2.633266533e+03 2.663768220e+00 1.643929635e+00 2.331604597e-08
2.639278557e+03 2.663768220e+00 1.643929635e+00 2.231078175e-08
2.645290581e+03 2.663768220e+00 1.643929636e+00 2.133184380e-08
2.651302605e+03 2.663768220e+00 1.643929636e+00 2.038125514e-08
2.657314629e+03 2.663768221e+00 1.643929636e+00 1.946129277e-08
2.663326653e+03 2.663768221e+00 1.643929637e+00 1.857448422e-08
2.669338677e+03 2.663768221e+00 1.643929637e+00 1.772360411e-08
2.675350701e+03 2.663768221e+00 1.643929637e+00 1.691167066e-08
2.681362725e+03 2.663768222e+00 1.643929638e+00 1.614075652e-08
2.687374749e+03 2.663768222e+00 1.643929638e+00 1.532445956e-08
2.693386774e+03 2.663768222e+00 1.643929638e+00 1.453385691e-08
2.699398798e+03 2.663768222e+00 1.643929639e+00 1.376990083e-08
2.705410822e+03 2.663768222e+00 1.643929639e+00 1.303356669e-08
2.711422846e+03 2.663768223e+00 1.643929639e+00 1.232584355e-08
2.717434870e+03 2.663768223e+00 1.643929640e+00 1.164772485e-08
2.723446894e+03 2.663768223e+00 1.643929640e+00 1.100019897e-08
2.729458918e+03 2.663768223e+00 1.643929640e+00 1.038423990e-08
2.735470942e+03 2.663768223e+00 1.643929640e+00 9.800797859e-09
2.741482966e+03 2.663768223e+00 1.643929640e+00 9.250789895e-09
2.747494990e+03 2.663768223e+00 1.643929641e+00 8.735090549e-09
2.753507014e+03 2.663768224e+00 1.643929641e+00 8.254522457e-09
2.759519038e+03 2.663768224e+00 1.643929641e+00 7.809846986e-09
2.765531062e+03 2.663768224e+00 1.643929641e+00 7.401754855e-09
2.771543086e+03 2.663768224e+00 1.643929641e+00 7.030856763e-09
2.777555110e+03 2.663768224e+00 1.643929641e+00 6.697674019e-09
2.783567134e+03 2.663768224e+00 1.643929642e+00 6.368787449e-09
2.789579158e+03 2.663768224e+00 1.643929642e+00 6.061927889e-09
2.795591182e+03 2.663768224e+00 1.643929642e+00 5.781913127e-09
2.801603206e+03 2.663768224e+00 1.643929642e+00 5.527383066e-09
2.807615230e+03 2.663768224e+00 1.643929642e+00 5.296747541e-09
2.813627255e+03 2.663768224e+00 1.643929642e+00 5.088174282e-09
2.819639279e+03 2.663768224e+00 1.643929642e+00 4.899576870e-09
2.825651303e+03 2.663768224e+00 1.643929642e+00 4.728602703e-09
2.831663327e+03 2.663768225e+00 1.643929642e+00 4.572620954e-09
2.837675351e+03 2.663768225e+00 1.643929642e+00 4.428710536e-09
2.843687375e+03 2.663768225e+00 1.643929642e+00 4.293648056e-09
2.849699399e+03 2.663768225e+00 1.643929642e+00 4.163895784e-09
2.855711423e+03 2.663768225e+00 1.643929643e+00 4.035589608e-09
2.861723447e+03 2.663768225e+00 1.643929643e+00 3.904526998e-09
2.867735471e+03 2.663768225e+00 1.643929643e+00 3.766154966e-09
2.873747495e+03 2.663768225e+00 1.643929643e+00 3.615558028e-09
2.879759519e+03 2.663768225e+00 1.643929643e+00 3.626397581e-09
2.885771543e+03 2.663768225e+00 1.643929643e+00 3.749606431e-09
2.891783567e+03 2.663768225e+00 1.643929643e+00 3.895846639e-09
2.897795591e+03 2.663768225e+00 1.643929643e+00 4.063061731e-09
2.903807615e+03 2.663768225e+00 1.643929642e+00 4.248975597e-09
2.909819639e+03 2.663768225e+00 1.643929642e+00 4.451084489e-09
2.915831663e+03 2.663768225e+00 1.643929642e+00 4.666649028e-09
2.921843687e+03 2.663768224e+00 1.643929642e+00 4.892686201e-09
2.927855711e+03 2.663768224e+00 1.643929642e+00 5.125961366e-09
2.933867735e+03 2.663768224e+00 1.643929642e+00 5.362980252e-09
2.939879760e+03 2.663768224e+00 1.643929642e+00 5.599980958e-09
2.945891784e+03 2.663768224e+00 1.643929642e+00 5.832925961e-09
2.951903808e+03 2.663768224e+00 1.643929642e+00 6.057494112e-09
2.957915832e+03 2.663768224e+00 1.643929642e+00 6.269072639e-09
2.963927856e+03 2.663768224e+00 1.643929642e+00 6.462749150e-09
2.969939880e+03 2.663768224e+00 1.643929642e+00 6.633303634e-09
2.975951904e+03 2.663768224e+00 1.643929641e+00 6.775200462e-09
2.981963928e+03 2.663768224e+00 1.643929641e+00 6.882580387e-09
2.987975952e+03 2.663768224e+00 1.643929641e+00 6.949252552e-09
2.993987976e+03 2.663768224e+00 1.643929641e+00 6.968686482e-09
3.000000000e+03 2.663768224e+00 1.643929641e+00 6.934004095e-09
