time            Cj              shCj            Br              shBr            Ap              shAp            Ck              Aq              Bs              shCk            shAq            shBs           
4.709418838e+03 2.458760494e-05 2.969084360e-01 3.685744505e-14 1.105748602e+00 7.432453047e-15 1.236687502e+00 8.195868312e-11 6.756775497e-21 3.685744505e-20 2.969084360e-01 1.236687502e+00 1.105748602e+00
4.729458918e+03 2.362585812e-05 2.969079477e-01 3.691341165e-14 1.105748602e+00 7.194751775e-15 1.236687502e+00 7.875286041e-11 6.540683432e-21 3.691341165e-20 2.969079477e-01 1.236687502e+00 1.105748602e+00
4.749498998e+03 2.270172784e-05 2.969074785e-01 3.376922060e-14 1.105748602e+00 6.283845613e-15 1.236687502e+00 7.567242612e-11 5.712586921e-21 3.376922060e-20 2.969074785e-01 1.236687502e+00 1.105748602e+00
4.769539078e+03 2.181383816e-05 2.969070278e-01 2.971563091e-14 1.105748602e+00 4.835092359e-15 1.236687502e+00 7.271279388e-11 4.395538508e-21 2.971563091e-20 2.969070278e-01 1.236687502e+00 1.105748602e+00
4.789579158e+03 2.096069682e-05 2.969065946e-01 2.383534627e-14 1.105748602e+00 2.991134704e-15 1.236687502e+00 6.986898939e-11 2.719213367e-21 2.383534627e-20 2.969065946e-01 1.236687502e+00 1.105748602e+00
4.809619238e+03 2.014093340e-05 2.969061784e-01 1.706691287e-14 1.105748602e+00 1.011315523e-15 1.236687502e+00 6.713644468e-11 9.193777481e-22 1.706691287e-20 2.969061784e-01 1.236687502e+00 1.105748602e+00
4.829659319e+03 1.935322409e-05 2.969057785e-01 1.074958769e-14 1.105748602e+00 -7.489757771e-16 1.236687502e+00 6.451074698e-11 -6.808870706e-22 1.074958769e-20 2.969057785e-01 1.236687502e+00 1.105748602e+00
4.849699399e+03 1.859628822e-05 2.969053942e-01 6.663489577e-15 1.105748602e+00 -1.829122743e-15 1.236687502e+00 6.198762742e-11 -1.662838858e-21 6.663489577e-21 2.969053942e-01 1.236687502e+00 1.105748602e+00
4.869739479e+03 1.786895795e-05 2.969050249e-01 2.931796716e-15 1.105748602e+00 -2.703494853e-15 1.236687502e+00 5.956319316e-11 -2.457722594e-21 2.931796716e-21 2.969050249e-01 1.236687502e+00 1.105748602e+00
4.889779559e+03 1.717017693e-05 2.969046701e-01 -6.058555243e-15 1.105748602e+00 -4.802560517e-15 1.236687502e+00 5.723392309e-11 -4.365964107e-21 -6.058555243e-21 2.969046701e-01 1.236687502e+00 1.105748602e+00
4.909819639e+03 1.649873871e-05 2.969043292e-01 -1.498483635e-14 1.105748602e+00 -6.793030276e-15 1.236687502e+00 5.499579571e-11 -6.175482070e-21 -1.498483635e-20 2.969043292e-01 1.236687502e+00 1.105748602e+00
4.929859719e+03 1.585356010e-05 2.969040017e-01 -2.322941870e-14 1.105748602e+00 -8.545422094e-15 1.236687502e+00 5.284520034e-11 -7.768565541e-21 -2.322941869e-20 2.969040017e-01 1.236687502e+00 1.105748602e+00
4.949899800e+03 1.523359382e-05 2.969036869e-01 -3.008495438e-14 1.105748602e+00 -9.919086504e-15 1.236687502e+00 5.077864608e-11 -9.017351368e-21 -3.008495438e-20 2.969036869e-01 1.236687502e+00 1.105748602e+00
4.969939880e+03 1.463782583e-05 2.969033844e-01 -3.475292383e-14 1.105748602e+00 -1.076284034e-14 1.236687502e+00 4.879275276e-11 -9.784400310e-21 -3.475292383e-20 2.969033844e-01 1.236687502e+00 1.105748602e+00
4.989979960e+03 1.406535529e-05 2.969030938e-01 -3.800616280e-14 1.105748602e+00 -1.121839006e-14 1.236687502e+00 4.688451763e-11 -1.019853641e-20 -3.800616280e-20 2.969030938e-01 1.236687502e+00 1.105748602e+00
5.010020040e+03 1.351535338e-05 2.969028145e-01 -4.141266616e-14 1.105748602e+00 -1.157998734e-14 1.236687502e+00 4.505117793e-11 -1.052726121e-20 -4.141266616e-20 2.969028145e-01 1.236687502e+00 1.105748602e+00
5.030060120e+03 1.298686222e-05 2.969025462e-01 -4.334411877e-14 1.105748602e+00 -1.156901033e-14 1.236687502e+00 4.328954072e-11 -1.051728212e-20 -4.334411877e-20 2.969025462e-01 1.236687502e+00 1.105748602e+00
5.050100200e+03 1.247903059e-05 2.969022884e-01 -4.377108447e-14 1.105748602e+00 -1.120742888e-14 1.236687502e+00 4.159676864e-11 -1.018857171e-20 -4.377108447e-20 2.969022884e-01 1.236687502e+00 1.105748602e+00
5.070140281e+03 1.199103637e-05 2.969020406e-01 -4.275516921e-14 1.105748602e+00 -1.054432543e-14 1.236687502e+00 3.997012124e-11 -9.585750388e-21 -4.275516921e-20 2.969020406e-01 1.236687502e+00 1.105748602e+00
5.090180361e+03 1.152208445e-05 2.969018025e-01 -4.046080163e-14 1.105748602e+00 -9.658936631e-15 1.236687502e+00 3.840694816e-11 -8.780851483e-21 -4.046080163e-20 2.969018025e-01 1.236687502e+00 1.105748602e+00
5.110220441e+03 1.107147147e-05 2.969015738e-01 -3.685704765e-14 1.105748602e+00 -8.496784004e-15 1.236687502e+00 3.690490489e-11 -7.724349096e-21 -3.685704765e-20 2.969015738e-01 1.236687502e+00 1.105748602e+00
5.130260521e+03 1.063852739e-05 2.969013540e-01 -3.199112637e-14 1.105748602e+00 -7.013655027e-15 1.236687502e+00 3.546175797e-11 -6.376050026e-21 -3.199112637e-20 2.969013540e-01 1.236687502e+00 1.105748602e+00
5.150300601e+03 1.022251152e-05 2.969011427e-01 -2.647307856e-14 1.105748602e+00 -5.433285987e-15 1.236687502e+00 3.407503840e-11 -4.939350898e-21 -2.647307855e-20 2.969011427e-01 1.236687502e+00 1.105748602e+00
5.170340681e+03 9.822756561e-06 2.969009398e-01 -2.080954047e-14 1.105748602e+00 -3.885309585e-15 1.236687502e+00 3.274252187e-11 -3.532099623e-21 -2.080954047e-20 2.969009398e-01 1.236687502e+00 1.105748602e+00
5.190380762e+03 9.438618576e-06 2.969007448e-01 -1.563819527e-14 1.105748602e+00 -2.528200533e-15 1.236687502e+00 3.146206192e-11 -2.298364121e-21 -1.563819527e-20 2.969007448e-01 1.236687502e+00 1.105748602e+00
5.210420842e+03 9.069475390e-06 2.969005573e-01 -1.173741966e-14 1.105748602e+00 -1.551168047e-15 1.236687502e+00 3.023158463e-11 -1.410152769e-21 -1.173741966e-20 2.969005573e-01 1.236687502e+00 1.105748602e+00
5.230460922e+03 8.714773623e-06 2.969003772e-01 -7.710403345e-15 1.105748602e+00 -6.090664506e-16 1.236687502e+00 2.904924541e-11 -5.536967710e-22 -7.710403347e-21 2.969003772e-01 1.236687502e+00 1.105748602e+00
5.250501002e+03 8.373971466e-06 2.969002042e-01 -2.655193119e-15 1.105748602e+00 5.270864731e-16 1.236687502e+00 2.791323822e-11 4.791695236e-22 -2.655193121e-21 2.969002042e-01 1.236687502e+00 1.105748602e+00
5.270541082e+03 8.046496469e-06 2.969000380e-01 1.882866006e-15 1.105748602e+00 1.494548387e-15 1.236687502e+00 2.682165490e-11 1.358680355e-21 1.882866005e-21 2.969000380e-01 1.236687502e+00 1.105748602e+00
5.290581162e+03 7.731823540e-06 2.968998782e-01 5.708445769e-15 1.105748602e+00 2.265127182e-15 1.236687502e+00 2.577274513e-11 2.059206530e-21 5.708445769e-21 2.968998782e-01 1.236687502e+00 1.105748602e+00
5.310621242e+03 7.429445621e-06 2.968997247e-01 8.640176755e-15 1.105748602e+00 2.819898971e-15 1.236687502e+00 2.476481874e-11 2.563544519e-21 8.640176755e-21 2.968997247e-01 1.236687502e+00 1.105748602e+00
5.330661323e+03 7.138872382e-06 2.968995772e-01 1.051505719e-14 1.105748602e+00 3.150742446e-15 1.236687502e+00 2.379624127e-11 2.864311311e-21 1.051505720e-20 2.968995772e-01 1.236687502e+00 1.105748602e+00
5.350701403e+03 6.859675232e-06 2.968994354e-01 1.162355874e-14 1.105748602e+00 3.262616703e-15 1.236687502e+00 2.286558411e-11 2.966015179e-21 1.162355874e-20 2.968994354e-01 1.236687502e+00 1.105748602e+00
5.370741483e+03 6.591421785e-06 2.968992992e-01 1.211666720e-14 1.105748602e+00 3.174064405e-15 1.236687502e+00 2.197140595e-11 2.885513090e-21 1.211666721e-20 2.968992992e-01 1.236687502e+00 1.105748602e+00
5.390781563e+03 6.333661814e-06 2.968991683e-01 1.189168496e-14 1.105748602e+00 2.918541387e-15 1.236687502e+00 2.111220605e-11 2.653219437e-21 1.189168496e-20 2.968991683e-01 1.236687502e+00 1.105748602e+00
5.410821643e+03 6.085981065e-06 2.968990426e-01 1.110930736e-14 1.105748602e+00 2.546835988e-15 1.236687502e+00 2.028660355e-11 2.315305441e-21 1.110930736e-20 2.968990426e-01 1.236687502e+00 1.105748602e+00
5.430861723e+03 5.847979112e-06 2.968989218e-01 1.000413600e-14 1.105748602e+00 2.128268696e-15 1.236687502e+00 1.949326371e-11 1.934789725e-21 1.000413600e-20 2.968989218e-01 1.236687502e+00 1.105748602e+00
5.450901804e+03 5.619268300e-06 2.968988056e-01 8.891398682e-15 1.105748602e+00 1.752230485e-15 1.236687502e+00 1.873089433e-11 1.592936813e-21 8.891398677e-21 2.968988056e-01 1.236687502e+00 1.105748602e+00
5.470941884e+03 5.399540793e-06 2.968986941e-01 6.564178872e-15 1.105748602e+00 1.090710119e-15 1.236687502e+00 1.799846931e-11 9.915546673e-22 6.564178865e-21 2.968986941e-01 1.236687502e+00 1.105748602e+00
5.490981964e+03 5.188446029e-06 2.968985869e-01 3.171661113e-15 1.105748602e+00 1.830811973e-16 1.236687502e+00 1.729482010e-11 1.664374677e-22 3.171661104e-21 2.968985869e-01 1.236687502e+00 1.105748602e+00
5.511022044e+03 4.985618053e-06 2.968984839e-01 -4.451220721e-16 1.105748602e+00 -7.453767939e-16 1.236687502e+00 1.661872684e-11 -6.776152501e-22 -4.451220818e-22 2.968984839e-01 1.236687502e+00 1.105748602e+00
5.531062124e+03 4.790727699e-06 2.968983850e-01 -4.004709356e-15 1.105748602e+00 -1.625115178e-15 1.236687502e+00 1.596909233e-11 -1.477377417e-21 -4.004709366e-21 2.968983850e-01 1.236687502e+00 1.105748602e+00
5.551102204e+03 4.603455679e-06 2.968982899e-01 -7.167373098e-15 1.105748602e+00 -2.374086898e-15 1.236687502e+00 1.534485227e-11 -2.158260799e-21 -7.167373108e-21 2.968982899e-01 1.236687502e+00 1.105748602e+00
5.571142285e+03 4.423491665e-06 2.968981985e-01 -9.531560365e-15 1.105748602e+00 -2.897070382e-15 1.236687502e+00 1.474497222e-11 -2.633700334e-21 -9.531560373e-21 2.968981985e-01 1.236687502e+00 1.105748602e+00
5.591182365e+03 4.250533368e-06 2.968981107e-01 -1.063033396e-14 1.105748602e+00 -3.084993414e-15 1.236687502e+00 1.416844456e-11 -2.804539459e-21 -1.063033397e-20 2.968981107e-01 1.236687502e+00 1.105748602e+00
5.611222445e+03 4.084308732e-06 2.968980263e-01 -1.047591959e-14 1.105748602e+00 -2.944102500e-15 1.236687502e+00 1.361436244e-11 -2.676456817e-21 -1.047591959e-20 2.968980263e-01 1.236687502e+00 1.105748602e+00
5.631262525e+03 3.924693294e-06 2.968979453e-01 -1.236163603e-14 1.105748602e+00 -3.259902829e-15 1.236687502e+00 1.308231098e-11 -2.963548028e-21 -1.236163603e-20 2.968979453e-01 1.236687502e+00 1.105748602e+00
5.651302605e+03 3.771328668e-06 2.968978674e-01 -1.383107338e-14 1.105748602e+00 -3.457937388e-15 1.236687502e+00 1.257109556e-11 -3.143579448e-21 -1.383107338e-20 2.968978674e-01 1.236687502e+00 1.105748602e+00
5.671342685e+03 3.623965036e-06 2.968977926e-01 -1.481970994e-14 1.105748602e+00 -3.532690540e-15 1.236687502e+00 1.207988345e-11 -3.211536862e-21 -1.481970994e-20 2.968977926e-01 1.236687502e+00 1.105748602e+00
5.691382766e+03 3.482360075e-06 2.968977207e-01 -1.527587716e-14 1.105748602e+00 -3.484165231e-15 1.236687502e+00 1.160786692e-11 -3.167422947e-21 -1.527587715e-20 2.968977207e-01 1.236687502e+00 1.105748602e+00
5.711422846e+03 3.346278273e-06 2.968976516e-01 -1.516278890e-14 1.105748602e+00 -3.318530711e-15 1.236687502e+00 1.115426091e-11 -3.016846111e-21 -1.516278889e-20 2.968976516e-01 1.236687502e+00 1.105748602e+00
5.731462926e+03 3.215490249e-06 2.968975852e-01 -1.446057076e-14 1.105748602e+00 -3.048770254e-15 1.236687502e+00 1.071830083e-11 -2.771609330e-21 -1.446057075e-20 2.968975852e-01 1.236687502e+00 1.105748602e+00
5.751503006e+03 3.089772067e-06 2.968975214e-01 -1.316828939e-14 1.105748602e+00 -2.695328882e-15 1.236687502e+00 1.029924022e-11 -2.450298987e-21 -1.316828939e-20 2.968975214e-01 1.236687502e+00 1.105748602e+00
5.771543086e+03 2.969002407e-06 2.968974601e-01 -1.150109971e-14 1.105748602e+00 -2.228554783e-15 1.236687502e+00 9.896674690e-12 -2.025958894e-21 -1.150109971e-20 2.968974601e-01 1.236687502e+00 1.105748602e+00
5.791583166e+03 2.852998723e-06 2.968974012e-01 -9.566937133e-15 1.105748602e+00 -1.666399462e-15 1.236687502e+00 9.509995742e-12 -1.514908602e-21 -9.566937133e-21 2.968974012e-01 1.236687502e+00 1.105748602e+00
5.811623246e+03 2.741529372e-06 2.968973446e-01 -7.394097972e-15 1.105748602e+00 -1.067443234e-15 1.236687502e+00 9.138431238e-12 -9.704029389e-22 -7.394097973e-21 2.968973446e-01 1.236687502e+00 1.105748602e+00
5.831663327e+03 2.634412774e-06 2.968972902e-01 -5.132352362e-15 1.105748602e+00 -4.721536162e-16 1.236687502e+00 8.781375915e-12 -4.292305575e-22 -5.132352363e-21 2.968972902e-01 1.236687502e+00 1.105748602e+00
5.851703407e+03 2.531473013e-06 2.968972379e-01 -2.967798649e-15 1.105748602e+00 7.046149841e-17 1.236687502e+00 8.438243377e-12 6.405591112e-23 -2.967798651e-21 2.968972379e-01 1.236687502e+00 1.105748602e+00
5.871743487e+03 2.432539353e-06 2.968971877e-01 -1.125302563e-15 1.105748602e+00 5.023283843e-16 1.236687502e+00 8.108464509e-12 4.566621711e-22 -1.125302565e-21 2.968971877e-01 1.236687502e+00 1.105748602e+00
5.891783567e+03 2.337445764e-06 2.968971394e-01 1.290636144e-16 1.105748602e+00 7.557820311e-16 1.236687502e+00 7.791485879e-12 6.870745764e-22 1.290636129e-22 2.968971394e-01 1.236687502e+00 1.105748602e+00
5.911823647e+03 2.246040193e-06 2.968970930e-01 7.096624233e-16 1.105748602e+00 8.112846080e-16 1.236687502e+00 7.486800642e-12 7.375314625e-22 7.096624229e-22 2.968970930e-01 1.236687502e+00 1.105748602e+00
5.931863727e+03 2.158263129e-06 2.968970485e-01 2.525913348e-15 1.105748602e+00 1.169197906e-15 1.236687502e+00 7.194210428e-12 1.062907188e-21 2.525913348e-21 2.968970485e-01 1.236687502e+00 1.105748602e+00
5.951903808e+03 2.073915289e-06 2.968970056e-01 4.150457072e-15 1.105748602e+00 1.464019641e-15 1.236687502e+00 6.913050964e-12 1.330926947e-21 4.150457071e-21 2.968970056e-01 1.236687502e+00 1.105748602e+00
5.971943888e+03 1.992861423e-06 2.968969645e-01 5.512628387e-15 1.105748602e+00 1.684438397e-15 1.236687502e+00 6.642871409e-12 1.531307634e-21 5.512628387e-21 2.968969645e-01 1.236687502e+00 1.105748602e+00
5.991983968e+03 1.914970898e-06 2.968969249e-01 6.541308505e-15 1.105748602e+00 1.820686874e-15 1.236687502e+00 6.383236326e-12 1.655169887e-21 6.541308505e-21 2.968969249e-01 1.236687502e+00 1.105748602e+00
6.012024048e+03 1.840117359e-06 2.968968869e-01 7.165573751e-15 1.105748602e+00 1.864819046e-15 1.236687502e+00 6.133724531e-12 1.695290043e-21 7.165573750e-21 2.968968869e-01 1.236687502e+00 1.105748602e+00
6.032064128e+03 1.768178387e-06 2.968968504e-01 7.315344264e-15 1.105748602e+00 1.810987315e-15 1.236687502e+00 5.893927958e-12 1.646352105e-21 7.315344264e-21 2.968968504e-01 1.236687502e+00 1.105748602e+00
6.052104208e+03 1.699035152e-06 2.968968153e-01 6.922032701e-15 1.105748602e+00 1.655719670e-15 1.236687502e+00 5.663450506e-12 1.505199700e-21 6.922032700e-21 2.968968153e-01 1.236687502e+00 1.105748602e+00
6.072144289e+03 1.632603652e-06 2.968967816e-01 6.350827517e-15 1.105748602e+00 1.443094564e-15 1.236687502e+00 5.442012172e-12 1.311904149e-21 6.350827517e-21 2.968967816e-01 1.236687502e+00 1.105748602e+00
6.092184369e+03 1.568785860e-06 2.968967492e-01 5.738322853e-15 1.105748602e+00 1.196052254e-15 1.236687502e+00 5.229286200e-12 1.087320230e-21 5.738322853e-21 2.968967492e-01 1.236687502e+00 1.105748602e+00
6.112224449e+03 1.507463358e-06 2.968967180e-01 4.910872259e-15 1.105748602e+00 9.081118041e-16 1.236687502e+00 5.024877861e-12 8.255561846e-22 4.910872260e-21 2.968967180e-01 1.236687502e+00 1.105748602e+00
6.132264529e+03 1.448537694e-06 2.968966881e-01 3.941479076e-15 1.105748602e+00 6.015073356e-16 1.236687502e+00 4.828458979e-12 5.468248493e-22 3.941479077e-21 2.968966881e-01 1.236687502e+00 1.105748602e+00
6.152304609e+03 1.391913542e-06 2.968966594e-01 2.925038951e-15 1.105748602e+00 3.040189041e-16 1.236687502e+00 4.639711807e-12 2.763808205e-22 2.925038952e-21 2.968966594e-01 1.236687502e+00 1.105748602e+00
6.172344689e+03 1.337498436e-06 2.968966317e-01 1.979961740e-15 1.105748602e+00 4.935088881e-17 1.236687502e+00 4.458328119e-12 4.486444302e-23 1.979961741e-21 2.968966317e-01 1.236687502e+00 1.105748602e+00
6.192384770e+03 1.285202492e-06 2.968966052e-01 1.249793407e-15 1.105748602e+00 -1.224896198e-16 1.236687502e+00 4.284008307e-12 -1.113542008e-22 1.249793407e-21 2.968966052e-01 1.236687502e+00 1.105748602e+00
6.212424850e+03 1.234940922e-06 2.968965797e-01 8.274824519e-16 1.105748602e+00 -1.869182072e-16 1.236687502e+00 4.116469740e-12 -1.699256431e-22 8.274824520e-22 2.968965797e-01 1.236687502e+00 1.105748602e+00
6.232464930e+03 1.186673100e-06 2.968965552e-01 -3.376084448e-16 1.105748602e+00 -4.471718350e-16 1.236687502e+00 3.955576999e-12 -4.065198501e-22 -3.376084447e-22 2.968965552e-01 1.236687502e+00 1.105748602e+00
6.252505010e+03 1.140295087e-06 2.968965316e-01 -1.455419493e-15 1.105748602e+00 -6.816562983e-16 1.236687502e+00 3.800983623e-12 -6.196875438e-22 -1.455419493e-21 2.968965316e-01 1.236687502e+00 1.105748602e+00
6.272545090e+03 1.095731864e-06 2.968965090e-01 -2.467227380e-15 1.105748602e+00 -8.789715707e-16 1.236687502e+00 3.652439546e-12 -7.990650641e-22 -2.467227380e-21 2.968965090e-01 1.236687502e+00 1.105748602e+00
6.292585170e+03 1.052910635e-06 2.968964873e-01 -3.308892268e-15 1.105748602e+00 -1.027474938e-15 1.236687502e+00 3.509702116e-12 -9.340681246e-22 -3.308892268e-21 2.968964873e-01 1.236687502e+00 1.105748602e+00
6.312625251e+03 1.011760615e-06 2.968964664e-01 -3.910862361e-15 1.105748602e+00 -1.115367359e-15 1.236687502e+00 3.372535385e-12 -1.013970326e-21 -3.910862362e-21 2.968964664e-01 1.236687502e+00 1.105748602e+00
6.332665331e+03 9.722128175e-07 2.968964463e-01 -4.198178472e-15 1.105748602e+00 -1.130779834e-15 1.236687502e+00 3.240709392e-12 -1.027981667e-21 -4.198178472e-21 2.968964463e-01 1.236687502e+00 1.105748602e+00
6.352705411e+03 9.341998366e-07 2.968964270e-01 -4.090478590e-15 1.105748602e+00 -1.061859765e-15 1.236687502e+00 3.113999455e-12 -9.653270586e-22 -4.090478590e-21 2.968964270e-01 1.236687502e+00 1.105748602e+00
6.372745491e+03 8.976971622e-07 2.968964085e-01 -4.080802786e-15 1.105748602e+00 -9.870535277e-16 1.236687502e+00 2.992323874e-12 -8.973213886e-22 -4.080802786e-21 2.968964085e-01 1.236687502e+00 1.105748602e+00
6.392785571e+03 8.626571515e-07 2.968963907e-01 -4.318252648e-15 1.105748602e+00 -9.322401688e-16 1.236687502e+00 2.875523838e-12 -8.474910620e-22 -4.318252648e-21 2.968963907e-01 1.236687502e+00 1.105748602e+00
6.412825651e+03 8.289955883e-07 2.968963736e-01 -4.423623303e-15 1.105748602e+00 -8.420864343e-16 1.236687502e+00 2.763318628e-12 -7.655331214e-22 -4.423623303e-21 2.968963736e-01 1.236687502e+00 1.105748602e+00
6.432865731e+03 7.966567824e-07 2.968963572e-01 -4.399787590e-15 1.105748602e+00 -7.220003457e-16 1.236687502e+00 2.655522608e-12 -6.563639496e-22 -4.399787591e-21 2.968963572e-01 1.236687502e+00 1.105748602e+00
6.452905812e+03 7.655863451e-07 2.968963414e-01 -4.255203047e-15 1.105748602e+00 -5.795468047e-16 1.236687502e+00 2.551954484e-12 -5.268607303e-22 -4.255203048e-21 2.968963414e-01 1.236687502e+00 1.105748602e+00
6.472945892e+03 7.357310107e-07 2.968963262e-01 -4.004408696e-15 1.105748602e+00 -4.246106608e-16 1.236687502e+00 2.452436702e-12 -3.860096904e-22 -4.004408696e-21 2.968963262e-01 1.236687502e+00 1.105748602e+00
6.492985972e+03 7.070384580e-07 2.968963117e-01 -3.668521825e-15 1.105748602e+00 -2.695597788e-16 1.236687502e+00 2.356794860e-12 -2.450543431e-22 -3.668521826e-21 2.968963117e-01 1.236687502e+00 1.105748602e+00
6.513026052e+03 6.794571322e-07 2.968962977e-01 -3.275734778e-15 1.105748602e+00 -1.294081057e-16 1.236687502e+00 2.264857107e-12 -1.176437312e-22 -3.275734779e-21 2.968962977e-01 1.236687502e+00 1.105748602e+00
6.533066132e+03 6.529360665e-07 2.968962842e-01 -2.861811735e-15 1.105748602e+00 -2.197873817e-17 1.236687502e+00 2.176453555e-12 -1.998067016e-23 -2.861811735e-21 2.968962842e-01 1.236687502e+00 1.105748602e+00
6.553106212e+03 6.274247034e-07 2.968962712e-01 -2.470585498e-15 1.105748602e+00 3.193300990e-17 1.236687502e+00 2.091415678e-12 2.903000938e-23 -2.470585498e-21 2.968962712e-01 1.236687502e+00 1.105748602e+00
6.573146293e+03 6.029582970e-07 2.968962588e-01 -1.826161520e-15 1.105748602e+00 1.871518090e-16 1.236687502e+00 2.009860990e-12 1.701380083e-22 -1.826161520e-21 2.968962588e-01 1.236687502e+00 1.105748602e+00
6.593186373e+03 5.794839409e-07 2.968962469e-01 -1.000099596e-15 1.105748602e+00 4.109495945e-16 1.236687502e+00 1.931613136e-12 3.735905405e-22 -1.000099596e-21 2.968962469e-01 1.236687502e+00 1.105748602e+00
6.613226453e+03 5.569315282e-07 2.968962354e-01 -1.390205970e-16 1.105748602e+00 6.314710165e-16 1.236687502e+00 1.856438427e-12 5.740645604e-22 -1.390205970e-22 2.968962354e-01 1.236687502e+00 1.105748602e+00
6.633266533e+03 5.352625706e-07 2.968962244e-01 7.228565756e-16 1.105748602e+00 8.399144228e-16 1.236687502e+00 1.784208569e-12 7.635585661e-22 7.228565756e-22 2.968962244e-01 1.236687502e+00 1.105748602e+00
6.653306613e+03 5.144393650e-07 2.968962139e-01 1.545623977e-15 1.105748602e+00 1.026338783e-15 1.236687502e+00 1.714797883e-12 9.330352567e-22 1.545623977e-21 2.968962139e-01 1.236687502e+00 1.105748602e+00
6.673346693e+03 4.944248723e-07 2.968962037e-01 2.283404805e-15 1.105748602e+00 1.179618760e-15 1.236687502e+00 1.648082908e-12 1.072380691e-21 2.283404805e-21 2.968962037e-01 1.236687502e+00 1.105748602e+00
6.693386774e+03 4.751825952e-07 2.968961939e-01 2.884073592e-15 1.105748602e+00 1.287399791e-15 1.236687502e+00 1.583941984e-12 1.170363446e-21 2.884073592e-21 2.968961939e-01 1.236687502e+00 1.105748602e+00
6.713426854e+03 4.566764563e-07 2.968961845e-01 3.288976390e-15 1.105748602e+00 1.336053155e-15 1.236687502e+00 1.522254854e-12 1.214593777e-21 3.288976391e-21 2.968961845e-01 1.236687502e+00 1.105748602e+00
6.733466934e+03 4.388706766e-07 2.968961755e-01 3.432650961e-15 1.105748602e+00 1.310631049e-15 1.236687502e+00 1.462902255e-12 1.191482772e-21 3.432650961e-21 2.968961755e-01 1.236687502e+00 1.105748602e+00
6.753507014e+03 4.217296535e-07 2.968961668e-01 3.242546965e-15 1.105748602e+00 1.194821668e-15 1.236687502e+00 1.405765512e-12 1.086201516e-21 3.242546965e-21 2.968961668e-01 1.236687502e+00 1.105748602e+00
6.773547094e+03 4.053097258e-07 2.968961585e-01 3.478468646e-15 1.105748602e+00 1.174860666e-15 1.236687502e+00 1.351032419e-12 1.068055151e-21 3.478468646e-21 2.968961585e-01 1.236687502e+00 1.105748602e+00
6.793587174e+03 3.895451196e-07 2.968961505e-01 3.777241546e-15 1.105748602e+00 1.164632152e-15 1.236687502e+00 1.298483732e-12 1.058756501e-21 3.777241546e-21 2.968961505e-01 1.236687502e+00 1.105748602e+00
6.813627255e+03 3.743947126e-07 2.968961428e-01 3.994770119e-15 1.105748602e+00 1.131658019e-15 1.236687502e+00 1.247982375e-12 1.028780018e-21 3.994770119e-21 2.968961428e-01 1.236687502e+00 1.105748602e+00
6.833667335e+03 3.598331628e-07 2.968961354e-01 4.125803579e-15 1.105748602e+00 1.077633276e-15 1.236687502e+00 1.199443876e-12 9.796666141e-22 4.125803579e-21 2.968961354e-01 1.236687502e+00 1.105748602e+00
6.853707415e+03 3.458358047e-07 2.968961283e-01 4.166742561e-15 1.105748602e+00 1.005126807e-15 1.236687502e+00 1.152786016e-12 9.137516426e-22 4.166742561e-21 2.968961283e-01 1.236687502e+00 1.105748602e+00
6.873747495e+03 3.323785772e-07 2.968961214e-01 4.115808832e-15 1.105748602e+00 9.176456380e-16 1.236687502e+00 1.107928591e-12 8.342233072e-22 4.115808833e-21 2.968961214e-01 1.236687502e+00 1.105748602e+00
6.893787575e+03 3.194379509e-07 2.968961149e-01 3.973214999e-15 1.105748602e+00 8.196991863e-16 1.236687502e+00 1.064793170e-12 7.451810784e-22 3.973214999e-21 2.968961149e-01 1.236687502e+00 1.105748602e+00
6.913827655e+03 3.069908549e-07 2.968961085e-01 3.741334211e-15 1.105748602e+00 7.168635186e-16 1.236687502e+00 1.023302850e-12 6.516941078e-22 3.741334211e-21 2.968961085e-01 1.236687502e+00 1.105748602e+00
6.933867735e+03 2.950146050e-07 2.968961025e-01 3.424869870e-15 1.105748602e+00 6.158456071e-16 1.236687502e+00 9.833820166e-13 5.598596428e-22 3.424869870e-21 2.968961025e-01 1.236687502e+00 1.105748602e+00
6.953907816e+03 2.834868304e-07 2.968960966e-01 3.031025338e-15 1.105748602e+00 5.245475852e-16 1.236687502e+00 9.449561013e-13 4.768614411e-22 3.031025338e-21 2.968960966e-01 1.236687502e+00 1.105748602e+00
6.973947896e+03 2.724416174e-07 2.968960910e-01 2.584515868e-15 1.105748602e+00 3.744457520e-16 1.236687502e+00 9.081387248e-13 3.404052291e-22 2.584515868e-21 2.968960910e-01 1.236687502e+00 1.105748602e+00
6.993987976e+03 2.618265930e-07 2.968960856e-01 2.090024451e-15 1.105748602e+00 2.180518200e-16 1.236687502e+00 8.727553098e-13 1.982289273e-22 2.090024451e-21 2.968960856e-01 1.236687502e+00 1.105748602e+00
7.014028056e+03 2.516235818e-07 2.968960804e-01 1.564246871e-15 1.105748602e+00 6.213935876e-17 1.236687502e+00 8.387452726e-13 5.649032621e-23 1.564246871e-21 2.968960804e-01 1.236687502e+00 1.105748602e+00
7.034068136e+03 2.418163119e-07 2.968960755e-01 1.027554054e-15 1.105748602e+00 -8.766382995e-17 1.236687502e+00 8.060543730e-13 -7.969439079e-23 1.027554054e-21 2.968960755e-01 1.236687502e+00 1.105748602e+00
