time            Cj              shCj            Br              shBr            Ap              shAp            Ck              Aq              Bs              shCk            shAq            shBs           
2.344689379e+03 2.738436191e-03 2.982862704e-01 5.645651142e-08 1.105748631e+00 9.696567957e-09 1.236687507e+00 9.128120636e-09 8.815061779e-15 5.645651142e-14 2.982862704e-01 1.236687507e+00 1.105748631e+00
2.364729459e+03 2.630822732e-03 2.982316429e-01 4.894004958e-08 1.105748627e+00 8.272711553e-09 1.236687506e+00 8.769409107e-09 7.520646867e-15 4.894004958e-14 2.982316429e-01 1.236687506e+00 1.105748627e+00
2.384769539e+03 2.527467372e-03 2.981791697e-01 4.242325899e-08 1.105748624e+00 7.057565008e-09 1.236687505e+00 8.424891240e-09 6.415968189e-15 4.242325899e-14 2.981791697e-01 1.236687505e+00 1.105748624e+00
2.404809619e+03 2.428191076e-03 2.981287662e-01 3.677444709e-08 1.105748621e+00 6.020963282e-09 1.236687505e+00 8.093970252e-09 5.473602984e-15 3.677444709e-14 2.981287662e-01 1.236687505e+00 1.105748621e+00
2.424849699e+03 2.332830637e-03 2.980803506e-01 3.187880357e-08 1.105748619e+00 5.136861788e-09 1.236687504e+00 7.776102123e-09 4.669874353e-15 3.187880357e-14 2.980803506e-01 1.236687504e+00 1.105748619e+00
2.444889780e+03 2.241229536e-03 2.980338440e-01 2.763619129e-08 1.105748616e+00 4.382898848e-09 1.236687504e+00 7.470765119e-09 3.984453498e-15 2.763619129e-14 2.980338440e-01 1.236687504e+00 1.105748616e+00
2.464929860e+03 2.153238750e-03 2.979891705e-01 2.395882361e-08 1.105748614e+00 3.739751176e-09 1.236687504e+00 7.177462499e-09 3.399773797e-15 2.395882361e-14 2.979891705e-01 1.236687504e+00 1.105748614e+00
2.484969940e+03 2.068714886e-03 2.979462570e-01 2.077092403e-08 1.105748613e+00 3.191015095e-09 1.236687503e+00 6.895716287e-09 2.900922813e-15 2.077092403e-14 2.979462570e-01 1.236687503e+00 1.105748613e+00
2.505010020e+03 1.987520590e-03 2.979050339e-01 1.800750473e-08 1.105748611e+00 2.722858717e-09 1.236687503e+00 6.625068632e-09 2.475326107e-15 1.800750473e-14 2.979050339e-01 1.236687503e+00 1.105748611e+00
2.525050100e+03 1.909522650e-03 2.978654337e-01 1.561044158e-08 1.105748610e+00 2.323076052e-09 1.236687503e+00 6.365075501e-09 2.111887320e-15 1.561044158e-14 2.978654337e-01 1.236687503e+00 1.105748610e+00
2.545090180e+03 1.834593564e-03 2.978273915e-01 1.352866570e-08 1.105748609e+00 1.981057973e-09 1.236687503e+00 6.115311880e-09 1.800961794e-15 1.352866570e-14 2.978273915e-01 1.236687503e+00 1.105748609e+00
2.565130261e+03 1.762613057e-03 2.977908464e-01 1.172387156e-08 1.105748608e+00 1.689237581e-09 1.236687503e+00 5.875376856e-09 1.535670528e-15 1.172387156e-14 2.977908464e-01 1.236687503e+00 1.105748608e+00
2.585170341e+03 1.693464394e-03 2.977557391e-01 1.015845042e-08 1.105748607e+00 1.440054713e-09 1.236687502e+00 5.644881314e-09 1.309140648e-15 1.015845042e-14 2.977557391e-01 1.236687502e+00 1.105748607e+00
2.605210421e+03 1.627036526e-03 2.977220131e-01 8.802862924e-09 1.105748606e+00 1.227820973e-09 1.236687502e+00 5.423455085e-09 1.116200884e-15 8.802862924e-15 2.977220131e-01 1.236687502e+00 1.105748606e+00
2.625250501e+03 1.563221821e-03 2.976896138e-01 7.629050541e-09 1.105748606e+00 1.047075065e-09 1.236687502e+00 5.210739404e-09 9.518864225e-16 7.629050541e-15 2.976896138e-01 1.236687502e+00 1.105748606e+00
2.645290581e+03 1.501916694e-03 2.976584887e-01 6.612128879e-09 1.105748605e+00 8.930286937e-10 1.236687502e+00 5.006388982e-09 8.118442670e-16 6.612128879e-15 2.976584887e-01 1.236687502e+00 1.105748605e+00
2.665330661e+03 1.443021971e-03 2.976285873e-01 5.731283645e-09 1.105748605e+00 7.617713114e-10 1.236687502e+00 4.810073235e-09 6.925193740e-16 5.731283645e-15 2.976285873e-01 1.236687502e+00 1.105748605e+00
2.685370741e+03 1.386442172e-03 2.975998613e-01 4.967726478e-09 1.105748604e+00 6.497972487e-10 1.236687502e+00 4.621473906e-09 5.907247716e-16 4.967726478e-15 2.975998613e-01 1.236687502e+00 1.105748604e+00
2.705410822e+03 1.332085806e-03 2.975722641e-01 4.305744286e-09 1.105748604e+00 5.542444889e-10 1.236687502e+00 4.440286021e-09 5.038586263e-16 4.305744286e-15 2.975722641e-01 1.236687502e+00 1.105748604e+00
2.725450902e+03 1.279865093e-03 2.975457512e-01 3.731753036e-09 1.105748604e+00 4.726895659e-10 1.236687502e+00 4.266216977e-09 4.297177872e-16 3.731753036e-15 2.975457512e-01 1.236687502e+00 1.105748604e+00
2.745490982e+03 1.229695731e-03 2.975202798e-01 3.234023078e-09 1.105748603e+00 4.030727179e-10 1.236687502e+00 4.098985768e-09 3.664297435e-16 3.234023078e-15 2.975202798e-01 1.236687502e+00 1.105748603e+00
2.765531062e+03 1.181496949e-03 2.974958088e-01 2.802667651e-09 1.105748603e+00 3.437027707e-10 1.236687502e+00 3.938323163e-09 3.124570642e-16 2.802667651e-15 2.974958088e-01 1.236687502e+00 1.105748603e+00
2.785571142e+03 1.135190882e-03 2.974722988e-01 2.428603080e-09 1.105748603e+00 2.930219863e-10 1.236687502e+00 3.783969606e-09 2.663836239e-16 2.428603080e-15 2.974722988e-01 1.236687502e+00 1.105748603e+00
2.805611222e+03 1.090703226e-03 2.974497121e-01 2.104699250e-09 1.105748603e+00 2.498648431e-10 1.236687502e+00 3.635677421e-09 2.271498574e-16 2.104699250e-15 2.974497121e-01 1.236687502e+00 1.105748603e+00
2.825651303e+03 1.047961975e-03 2.974280120e-01 1.823777665e-09 1.105748603e+00 2.130190845e-10 1.236687502e+00 3.493206583e-09 1.936537132e-16 1.823777665e-15 2.974280120e-01 1.236687502e+00 1.105748603e+00
2.845691383e+03 1.006898647e-03 2.974071638e-01 1.580543427e-09 1.105748603e+00 1.816482776e-10 1.236687502e+00 3.356328822e-09 1.651347978e-16 1.580543427e-15 2.974071638e-01 1.236687502e+00 1.105748603e+00
2.865731463e+03 9.674467857e-04 2.973871337e-01 1.369579328e-09 1.105748602e+00 1.548674813e-10 1.236687502e+00 3.224822619e-09 1.407886193e-16 1.369579328e-15 2.973871337e-01 1.236687502e+00 1.105748602e+00
2.885771543e+03 9.295433061e-04 2.973678898e-01 1.186927395e-09 1.105748602e+00 1.320674265e-10 1.236687502e+00 3.098477687e-09 1.200612968e-16 1.186927395e-15 2.973678898e-01 1.236687502e+00 1.105748602e+00
2.905811623e+03 8.931273628e-04 2.973494011e-01 1.029004696e-09 1.105748602e+00 1.127036047e-10 1.236687502e+00 2.977091209e-09 1.024578224e-16 1.029004696e-15 2.973494011e-01 1.236687502e+00 1.105748602e+00
2.925851703e+03 8.581403555e-04 2.973316379e-01 8.925092485e-10 1.105748602e+00 9.627192498e-11 1.236687502e+00 2.860467852e-09 8.751993180e-17 8.925092485e-16 2.973316379e-01 1.236687502e+00 1.105748602e+00
2.945891784e+03 8.245258696e-04 2.973145716e-01 7.740610396e-10 1.105748602e+00 8.222105604e-11 1.236687502e+00 2.748419565e-09 7.474641459e-17 7.740610396e-16 2.973145716e-01 1.236687502e+00 1.105748602e+00
2.965931864e+03 7.922303528e-04 2.972981748e-01 6.721171472e-10 1.105748602e+00 7.039029430e-11 1.236687502e+00 2.640767843e-09 6.399117664e-17 6.721171472e-16 2.972981748e-01 1.236687502e+00 1.105748602e+00
2.985971944e+03 7.612014735e-04 2.972824212e-01 5.836892437e-10 1.105748602e+00 6.028260636e-11 1.236687502e+00 2.537338245e-09 5.480236942e-17 5.836892437e-16 2.972824212e-01 1.236687502e+00 1.105748602e+00
3.006012024e+03 7.313892196e-04 2.972672853e-01 5.066203532e-10 1.105748602e+00 5.156767980e-11 1.236687502e+00 2.437964065e-09 4.687970891e-17 5.066203532e-16 2.972672853e-01 1.236687502e+00 1.105748602e+00
3.026052104e+03 7.027461215e-04 2.972527429e-01 4.399920642e-10 1.105748602e+00 4.416772145e-11 1.236687502e+00 2.342487072e-09 4.015247405e-17 4.399920642e-16 2.972527429e-01 1.236687502e+00 1.105748602e+00
3.046092184e+03 6.752258390e-04 2.972387707e-01 3.818505109e-10 1.105748602e+00 3.777273168e-11 1.236687502e+00 2.250752797e-09 3.433884698e-17 3.818505109e-16 2.972387707e-01 1.236687502e+00 1.105748602e+00
3.066132265e+03 6.487843379e-04 2.972253461e-01 3.311831539e-10 1.105748602e+00 3.225852755e-11 1.236687502e+00 2.162614460e-09 2.932593414e-17 3.311831539e-16 2.972253461e-01 1.236687502e+00 1.105748602e+00
3.086172345e+03 6.233792944e-04 2.972124477e-01 2.871093444e-10 1.105748602e+00 2.752096895e-11 1.236687502e+00 2.077930981e-09 2.501906268e-17 2.871093444e-16 2.972124477e-01 1.236687502e+00 1.105748602e+00
3.106212425e+03 5.989700104e-04 2.972000549e-01 2.488274090e-10 1.105748602e+00 2.346534675e-11 1.236687502e+00 1.996566701e-09 2.133213341e-17 2.488274090e-16 2.972000549e-01 1.236687502e+00 1.105748602e+00
3.126252505e+03 5.755173721e-04 2.971881478e-01 2.155281902e-10 1.105748602e+00 1.998092783e-11 1.236687502e+00 1.918391240e-09 1.816447985e-17 2.155281902e-16 2.971881478e-01 1.236687502e+00 1.105748602e+00
3.146292585e+03 5.529839003e-04 2.971767074e-01 1.867023931e-10 1.105748602e+00 1.701792018e-11 1.236687502e+00 1.843279668e-09 1.547083653e-17 1.867023931e-16 2.971767074e-01 1.236687502e+00 1.105748602e+00
3.166332665e+03 5.313335376e-04 2.971657153e-01 1.618108007e-10 1.105748602e+00 1.451160474e-11 1.236687502e+00 1.771111792e-09 1.319236795e-17 1.618108007e-16 2.971657153e-01 1.236687502e+00 1.105748602e+00
3.186372745e+03 5.105316211e-04 2.971551540e-01 1.403385237e-10 1.105748602e+00 1.239633515e-11 1.236687502e+00 1.701772070e-09 1.126939559e-17 1.403385237e-16 2.971551540e-01 1.236687502e+00 1.105748602e+00
3.206412826e+03 4.905448528e-04 2.971450065e-01 1.218225757e-10 1.105748602e+00 1.061262012e-11 1.236687502e+00 1.635149509e-09 9.647836469e-18 1.218225757e-16 2.971450065e-01 1.236687502e+00 1.105748602e+00
3.226452906e+03 4.713411737e-04 2.971352567e-01 1.057477165e-10 1.105748602e+00 9.085393035e-12 1.236687502e+00 1.571137246e-09 8.259448214e-18 1.057477165e-16 2.971352567e-01 1.236687502e+00 1.105748602e+00
3.246492986e+03 4.528900526e-04 2.971258889e-01 9.205722625e-11 1.105748602e+00 7.832135147e-12 1.236687502e+00 1.509633509e-09 7.120122861e-18 9.205722625e-17 2.971258889e-01 1.236687502e+00 1.105748602e+00
3.266533066e+03 4.351619252e-04 2.971168881e-01 8.038760824e-11 1.105748602e+00 6.803075877e-12 1.236687502e+00 1.450539751e-09 6.184614434e-18 8.038760824e-17 2.971168881e-01 1.236687502e+00 1.105748602e+00
3.286573146e+03 4.181282579e-04 2.971082400e-01 7.024156555e-11 1.105748602e+00 5.918250001e-12 1.236687502e+00 1.393760860e-09 5.380227274e-18 7.024156555e-17 2.971082400e-01 1.236687502e+00 1.105748602e+00
3.306613226e+03 4.017616054e-04 2.970999305e-01 6.115398771e-11 1.105748602e+00 5.103088207e-12 1.236687502e+00 1.339205351e-09 4.639171098e-18 6.115398771e-17 2.970999305e-01 1.236687502e+00 1.105748602e+00
3.326653307e+03 3.860363493e-04 2.970919467e-01 5.355723762e-11 1.105748602e+00 4.459950522e-12 1.236687502e+00 1.286787831e-09 4.054500474e-18 5.355723762e-17 2.970919467e-01 1.236687502e+00 1.105748602e+00
3.346693387e+03 3.709270064e-04 2.970842755e-01 4.692340374e-11 1.105748602e+00 3.899419923e-12 1.236687502e+00 1.236423355e-09 3.544927203e-18 4.692340374e-17 2.970842755e-01 1.236687502e+00 1.105748602e+00
3.366733467e+03 3.564093027e-04 2.970769048e-01 4.103081212e-11 1.105748602e+00 3.392561267e-12 1.236687502e+00 1.188031009e-09 3.084146606e-18 4.103081212e-17 2.970769048e-01 1.236687502e+00 1.105748602e+00
3.386773547e+03 3.424599535e-04 2.970698226e-01 3.571510884e-11 1.105748602e+00 2.920035429e-12 1.236687502e+00 1.141533178e-09 2.654577662e-18 3.571510884e-17 2.970698226e-01 1.236687502e+00 1.105748602e+00
3.406813627e+03 3.290570517e-04 2.970630178e-01 3.110656093e-11 1.105748602e+00 2.510753270e-12 1.236687502e+00 1.096856839e-09 2.282502973e-18 3.110656093e-17 2.970630178e-01 1.236687502e+00 1.105748602e+00
3.426853707e+03 3.161789417e-04 2.970564795e-01 2.702262718e-11 1.105748602e+00 2.143431005e-12 1.236687502e+00 1.053929806e-09 1.948573641e-18 2.702262718e-17 2.970564795e-01 1.236687502e+00 1.105748602e+00
3.446893788e+03 3.038049960e-04 2.970501971e-01 2.342616355e-11 1.105748602e+00 1.821364171e-12 1.236687502e+00 1.012683320e-09 1.655785610e-18 2.342616355e-17 2.970501971e-01 1.236687502e+00 1.105748602e+00
3.466933868e+03 2.919154782e-04 2.970441607e-01 2.026780111e-11 1.105748602e+00 1.541252862e-12 1.236687502e+00 9.730515939e-10 1.401138966e-18 2.026780111e-17 2.970441607e-01 1.236687502e+00 1.105748602e+00
3.486973948e+03 2.804915529e-04 2.970383607e-01 1.746673961e-11 1.105748602e+00 1.287672258e-12 1.236687502e+00 9.349718430e-10 1.170611143e-18 1.746673961e-17 2.970383607e-01 1.236687502e+00 1.105748602e+00
3.507014028e+03 2.695148764e-04 2.970327877e-01 1.503690923e-11 1.105748602e+00 1.072574756e-12 1.236687502e+00 8.983829214e-10 9.750679597e-19 1.503690923e-17 2.970327877e-01 1.236687502e+00 1.105748602e+00
3.527054108e+03 2.589678923e-04 2.970274329e-01 1.296879703e-11 1.105748602e+00 8.991028428e-13 1.236687502e+00 8.632263077e-10 8.173662207e-19 1.296879703e-17 2.970274329e-01 1.236687502e+00 1.105748602e+00
3.547094188e+03 2.488338342e-04 2.970222878e-01 1.121187418e-11 1.105748602e+00 7.600831802e-13 1.236687502e+00 8.294461139e-10 6.909847093e-19 1.121187418e-17 2.970222878e-01 1.236687502e+00 1.105748602e+00
3.567134269e+03 2.390965694e-04 2.970173441e-01 9.713845374e-12 1.105748602e+00 6.474310614e-13 1.236687502e+00 7.969885647e-10 5.885736922e-19 9.713845374e-18 2.970173441e-01 1.236687502e+00 1.105748602e+00
3.587174349e+03 2.297404851e-04 2.970125939e-01 8.444964520e-12 1.105748602e+00 5.580582471e-13 1.236687502e+00 7.658016171e-10 5.073256792e-19 8.444964520e-18 2.970125939e-01 1.236687502e+00 1.105748602e+00
3.607214429e+03 2.207505928e-04 2.970080297e-01 7.345071285e-12 1.105748602e+00 4.816864057e-13 1.236687502e+00 7.358353092e-10 4.378967325e-19 7.345071285e-18 2.970080297e-01 1.236687502e+00 1.105748602e+00
3.627254509e+03 2.121127691e-04 2.970036442e-01 6.488017286e-12 1.105748602e+00 4.366992185e-13 1.236687502e+00 7.070425637e-10 3.969992895e-19 6.488017286e-18 2.970036442e-01 1.236687502e+00 1.105748602e+00
3.647294589e+03 2.038131579e-04 2.969994304e-01 5.808252690e-12 1.105748602e+00 4.113919993e-13 1.236687502e+00 6.793771932e-10 3.739927266e-19 5.808252690e-18 2.969994304e-01 1.236687502e+00 1.105748602e+00
3.667334669e+03 1.958384284e-04 2.969953815e-01 5.236308021e-12 1.105748602e+00 3.932919336e-13 1.236687502e+00 6.527947614e-10 3.575381215e-19 5.236308021e-18 2.969953815e-01 1.236687502e+00 1.105748602e+00
3.687374749e+03 1.881757676e-04 2.969914911e-01 4.707364921e-12 1.105748602e+00 3.711433568e-13 1.236687502e+00 6.272525585e-10 3.374030516e-19 4.707364921e-18 2.969914911e-01 1.236687502e+00 1.105748602e+00
3.707414830e+03 1.808130125e-04 2.969877530e-01 4.225934978e-12 1.105748602e+00 3.469823422e-13 1.236687502e+00 6.027100418e-10 3.154384929e-19 4.225934978e-18 2.969877530e-01 1.236687502e+00 1.105748602e+00
3.727454910e+03 1.737386517e-04 2.969841613e-01 3.876828614e-12 1.105748602e+00 3.383248375e-13 1.236687502e+00 5.791288389e-10 3.075680341e-19 3.876828614e-18 2.969841613e-01 1.236687502e+00 1.105748602e+00
3.747494990e+03 1.669411779e-04 2.969807102e-01 3.561307361e-12 1.105748602e+00 3.276129215e-13 1.236687502e+00 5.564705929e-10 2.978299287e-19 3.561307361e-18 2.969807102e-01 1.236687502e+00 1.105748602e+00
3.767535070e+03 1.604096707e-04 2.969773941e-01 3.254621228e-12 1.105748602e+00 3.117235333e-13 1.236687502e+00 5.346989025e-10 2.833850303e-19 3.254621228e-18 2.969773941e-01 1.236687502e+00 1.105748602e+00
3.787575150e+03 1.541335962e-04 2.969742076e-01 2.931556338e-12 1.105748602e+00 2.877628493e-13 1.236687502e+00 5.137786539e-10 2.616025903e-19 2.931556338e-18 2.969742076e-01 1.236687502e+00 1.105748602e+00
3.807615230e+03 1.481033697e-04 2.969711460e-01 2.643211491e-12 1.105748602e+00 2.627753170e-13 1.236687502e+00 4.936778990e-10 2.388866518e-19 2.643211491e-18 2.969711460e-01 1.236687502e+00 1.105748602e+00
3.827655311e+03 1.423091324e-04 2.969682043e-01 2.360022279e-12 1.105748602e+00 2.341062567e-13 1.236687502e+00 4.743637747e-10 2.128238697e-19 2.360022279e-18 2.969682043e-01 1.236687502e+00 1.105748602e+00
3.847695391e+03 1.367415973e-04 2.969653776e-01 2.085583685e-12 1.105748602e+00 2.037618372e-13 1.236687502e+00 4.558053243e-10 1.852380339e-19 2.085583685e-18 2.969653776e-01 1.236687502e+00 1.105748602e+00
3.867735471e+03 1.313918227e-04 2.969626614e-01 1.830093543e-12 1.105748602e+00 1.751451635e-13 1.236687502e+00 4.379727422e-10 1.592228759e-19 1.830093543e-18 2.969626614e-01 1.236687502e+00 1.105748602e+00
3.887775551e+03 1.262513773e-04 2.969600516e-01 1.582768220e-12 1.105748602e+00 1.457659929e-13 1.236687502e+00 4.208379243e-10 1.325145390e-19 1.582768220e-18 2.969600516e-01 1.236687502e+00 1.105748602e+00
3.907815631e+03 1.213121675e-04 2.969575439e-01 1.334187517e-12 1.105748602e+00 1.132350269e-13 1.236687502e+00 4.043738915e-10 1.029409335e-19 1.334187517e-18 2.969575439e-01 1.236687502e+00 1.105748602e+00
3.927855711e+03 1.165662077e-04 2.969551344e-01 1.106644920e-12 1.105748602e+00 8.340430470e-14 1.236687502e+00 3.885540257e-10 7.582209518e-20 1.106644920e-18 2.969551344e-01 1.236687502e+00 1.105748602e+00
3.947895792e+03 1.120059028e-04 2.969528190e-01 9.113755973e-13 1.105748602e+00 5.890475037e-14 1.236687502e+00 3.733530094e-10 5.354977306e-20 9.113755973e-19 2.969528190e-01 1.236687502e+00 1.105748602e+00
3.967935872e+03 1.076239597e-04 2.969505943e-01 7.574110793e-13 1.105748602e+00 4.180888911e-14 1.236687502e+00 3.587465325e-10 3.800808100e-20 7.574110793e-19 2.969505943e-01 1.236687502e+00 1.105748602e+00
3.987975952e+03 1.034135785e-04 2.969484566e-01 6.106392829e-13 1.105748602e+00 2.511049741e-14 1.236687502e+00 3.447119282e-10 2.282772492e-20 6.106392829e-19 2.969484566e-01 1.236687502e+00 1.105748602e+00
4.008016032e+03 9.936794069e-05 2.969464026e-01 4.912144310e-13 1.105748602e+00 1.300434718e-14 1.236687502e+00 3.312264690e-10 1.182213380e-20 4.912144310e-19 2.969464026e-01 1.236687502e+00 1.105748602e+00
4.028056112e+03 9.548057908e-05 2.969444290e-01 3.974576770e-13 1.105748602e+00 5.046774666e-15 1.236687502e+00 3.182685969e-10 4.587976969e-21 3.974576770e-19 2.969444290e-01 1.236687502e+00 1.105748602e+00
4.048096192e+03 9.174526265e-05 2.969425325e-01 3.250949954e-13 1.105748602e+00 1.624681328e-16 1.236687502e+00 3.058175422e-10 1.476983033e-22 3.250949954e-19 2.969425325e-01 1.236687502e+00 1.105748602e+00
4.068136273e+03 8.815613490e-05 2.969407103e-01 2.788496255e-13 1.105748602e+00 -2.374441729e-16 1.236687502e+00 2.938537830e-10 -2.158583377e-22 2.788496255e-19 2.969407103e-01 1.236687502e+00 1.105748602e+00
4.088176353e+03 8.470748987e-05 2.969389594e-01 2.553665256e-13 1.105748602e+00 3.227161443e-15 1.236687502e+00 2.823582996e-10 2.933783131e-21 2.553665256e-19 2.969389594e-01 1.236687502e+00 1.105748602e+00
4.108216433e+03 8.139377228e-05 2.969372770e-01 2.438803684e-13 1.105748602e+00 8.113836221e-15 1.236687502e+00 2.713125743e-10 7.376214747e-21 2.438803684e-19 2.969372770e-01 1.236687502e+00 1.105748602e+00
4.128256513e+03 7.820966900e-05 2.969356604e-01 2.341161146e-13 1.105748602e+00 1.229234131e-14 1.236687502e+00 2.606988967e-10 1.117485573e-20 2.341161146e-19 2.969356604e-01 1.236687502e+00 1.105748602e+00
4.148296593e+03 7.515011661e-05 2.969341070e-01 2.235507591e-13 1.105748602e+00 1.526304300e-14 1.236687502e+00 2.505003887e-10 1.387549363e-20 2.235507591e-19 2.969341070e-01 1.236687502e+00 1.105748602e+00
4.168336673e+03 7.221040565e-05 2.969326145e-01 2.376894339e-13 1.105748602e+00 2.236547580e-14 1.236687502e+00 2.407013522e-10 2.033225072e-20 2.376894339e-19 2.969326145e-01 1.236687502e+00 1.105748602e+00
4.188376754e+03 6.938572657e-05 2.969311804e-01 2.517482419e-13 1.105748602e+00 2.857736502e-14 1.236687502e+00 2.312857552e-10 2.597942274e-20 2.517482419e-19 2.969311804e-01 1.236687502e+00 1.105748602e+00
4.208416834e+03 6.667154809e-05 2.969298024e-01 2.593362416e-13 1.105748602e+00 3.274356740e-14 1.236687502e+00 2.222384936e-10 2.976687945e-20 2.593362416e-19 2.969298024e-01 1.236687502e+00 1.105748602e+00
4.228456914e+03 6.406349766e-05 2.969284783e-01 2.532038898e-13 1.105748602e+00 3.360211436e-14 1.236687502e+00 2.135449922e-10 3.054737669e-20 2.532038898e-19 2.969284783e-01 1.236687502e+00 1.105748602e+00
4.248496994e+03 6.155743073e-05 2.969272059e-01 2.331365739e-13 1.105748602e+00 3.118927891e-14 1.236687502e+00 2.051914358e-10 2.835388992e-20 2.331365739e-19 2.969272059e-01 1.236687502e+00 1.105748602e+00
4.268537074e+03 5.914955801e-05 2.969259834e-01 2.196002508e-13 1.105748602e+00 2.926104331e-14 1.236687502e+00 1.971651934e-10 2.660094846e-20 2.196002508e-19 2.969259834e-01 1.236687502e+00 1.105748602e+00
4.288577154e+03 5.683589064e-05 2.969248088e-01 1.997986180e-13 1.105748602e+00 2.577164412e-14 1.236687502e+00 1.894529688e-10 2.342876738e-20 1.997986180e-19 2.969248088e-01 1.236687502e+00 1.105748602e+00
4.308617234e+03 5.461271430e-05 2.969236800e-01 1.756793301e-13 1.105748602e+00 2.136657439e-14 1.236687502e+00 1.820423810e-10 1.942415854e-20 1.756793301e-19 2.969236800e-01 1.236687502e+00 1.105748602e+00
4.328657315e+03 5.247644511e-05 2.969225954e-01 1.506885169e-13 1.105748602e+00 1.705237415e-14 1.236687502e+00 1.749214837e-10 1.550215832e-20 1.506885169e-19 2.969225954e-01 1.236687502e+00 1.105748602e+00
4.348697395e+03 5.042369180e-05 2.969215532e-01 1.253824149e-13 1.105748602e+00 1.296832473e-14 1.236687502e+00 1.680789727e-10 1.178938612e-20 1.253824149e-19 2.969215532e-01 1.236687502e+00 1.105748602e+00
4.368737475e+03 4.845135824e-05 2.969205519e-01 9.044080921e-14 1.105748602e+00 6.435227067e-15 1.236687502e+00 1.615045275e-10 5.850206425e-21 9.044080921e-20 2.969205519e-01 1.236687502e+00 1.105748602e+00
4.388777555e+03 4.655617693e-05 2.969195897e-01 5.632149864e-14 1.105748602e+00 1.991158900e-16 1.236687502e+00 1.551872564e-10 1.810144453e-22 5.632149864e-20 2.969195897e-01 1.236687502e+00 1.105748602e+00
4.408817635e+03 4.473511131e-05 2.969186651e-01 2.696907143e-14 1.105748602e+00 -4.891259285e-15 1.236687502e+00 1.491170377e-10 -4.446599350e-21 2.696907143e-20 2.969186651e-01 1.236687502e+00 1.105748602e+00
4.428857715e+03 4.298523373e-05 2.969177767e-01 7.287891948e-15 1.105748602e+00 -7.812456690e-15 1.236687502e+00 1.432841124e-10 -7.102233355e-21 7.287891948e-21 2.969177767e-01 1.236687502e+00 1.105748602e+00
4.448897796e+03 4.130376885e-05 2.969169230e-01 -2.946666698e-15 1.105748602e+00 -8.630178126e-15 1.236687502e+00 1.376792295e-10 -7.845616478e-21 -2.946666698e-21 2.969169230e-01 1.236687502e+00 1.105748602e+00
4.468937876e+03 3.968815827e-05 2.969161027e-01 -1.777308453e-14 1.105748602e+00 -1.030064086e-14 1.236687502e+00 1.322938609e-10 -9.364218963e-21 -1.777308453e-20 2.969161027e-01 1.236687502e+00 1.105748602e+00
4.488977956e+03 3.813574468e-05 2.969153145e-01 -2.721625970e-14 1.105748602e+00 -1.084131445e-14 1.236687502e+00 1.271191489e-10 -9.855740406e-21 -2.721625970e-20 2.969153145e-01 1.236687502e+00 1.105748602e+00
4.509018036e+03 3.664404446e-05 2.969145572e-01 -3.139167644e-14 1.105748602e+00 -1.039550424e-14 1.236687502e+00 1.221468149e-10 -9.450458404e-21 -3.139167644e-20 2.969145572e-01 1.236687502e+00 1.105748602e+00
4.529058116e+03 3.521066342e-05 2.969138294e-01 -3.099541826e-14 1.105748602e+00 -9.266376630e-15 1.236687502e+00 1.173688781e-10 -8.423978755e-21 -3.099541826e-20 2.969138294e-01 1.236687502e+00 1.105748602e+00
4.549098196e+03 3.383332953e-05 2.969131302e-01 -2.642728401e-14 1.105748602e+00 -7.533993583e-15 1.236687502e+00 1.127777651e-10 -6.849085075e-21 -2.642728401e-20 2.969131302e-01 1.236687502e+00 1.105748602e+00
4.569138277e+03 3.250993632e-05 2.969124583e-01 -1.663996043e-14 1.105748602e+00 -4.557722453e-15 1.236687502e+00 1.083664544e-10 -4.143384048e-21 -1.663996043e-20 2.969124583e-01 1.236687502e+00 1.105748602e+00
4.589178357e+03 3.123831345e-05 2.969118126e-01 -4.882615683e-15 1.105748602e+00 -1.363444776e-15 1.236687502e+00 1.041277115e-10 -1.239495251e-21 -4.882615683e-21 2.969118126e-01 1.236687502e+00 1.105748602e+00
4.609218437e+03 3.001642506e-05 2.969111923e-01 6.362083915e-15 1.105748602e+00 1.490978323e-15 1.236687502e+00 1.000547502e-10 1.355434839e-21 6.362083915e-21 2.969111923e-01 1.236687502e+00 1.105748602e+00
4.629258517e+03 2.884230751e-05 2.969105962e-01 1.385711308e-14 1.105748602e+00 3.295394835e-15 1.236687502e+00 9.614102504e-11 2.995813487e-21 1.385711308e-20 2.969105962e-01 1.236687502e+00 1.105748602e+00
4.649298597e+03 2.771410081e-05 2.969100234e-01 1.778240010e-14 1.105748602e+00 4.109090023e-15 1.236687502e+00 9.238033604e-11 3.735536385e-21 1.778240010e-20 2.969100234e-01 1.236687502e+00 1.105748602e+00
4.669338677e+03 2.663008555e-05 2.969094730e-01 2.654780488e-14 1.105748602e+00 5.823902967e-15 1.236687502e+00 8.876695183e-11 5.294457243e-21 2.654780488e-20 2.969094730e-01 1.236687502e+00 1.105748602e+00
4.689378758e+03 2.558847693e-05 2.969089442e-01 3.317020306e-14 1.105748602e+00 6.961608777e-15 1.236687502e+00 8.529492309e-11 6.328735252e-21 3.317020306e-20 2.969089442e-01 1.236687502e+00 1.105748602e+00
