time            Cj              Ak              Br             
1.550420842e+04 1.588894318e+00 3.481503939e+00 7.682146196e-01
1.554468938e+04 1.522063885e+00 3.527564023e+00 7.885813152e-01
1.558517034e+04 1.457705806e+00 3.569334460e+00 8.107158152e-01
1.562565130e+04 1.395867263e+00 3.606699736e+00 8.346571092e-01
1.566613226e+04 1.336577576e+00 3.639564035e+00 8.604449759e-01
1.570661323e+04 1.279849657e+00 3.667850687e+00 8.881194179e-01
1.574709419e+04 1.225681599e+00 3.691501525e+00 9.177200121e-01
1.578757515e+04 1.174058355e+00 3.710476264e+00 9.492852159e-01
1.582805611e+04 1.124953186e+00 3.724751555e+00 9.828515847e-01
1.586853707e+04 1.078329418e+00 3.734320742e+00 1.018453065e+00
1.590901804e+04 1.034141678e+00 3.739192796e+00 1.056120071e+00
1.594949900e+04 9.923375549e-01 3.739391865e+00 1.095878741e+00
1.598997996e+04 9.528587554e-01 3.734956845e+00 1.137749990e+00
1.603046092e+04 9.156423267e-01 3.725940972e+00 1.181748558e+00
1.607094188e+04 8.806219223e-01 3.712411170e+00 1.227882238e+00
1.611142285e+04 8.477287230e-01 3.694447923e+00 1.276150906e+00
1.615190381e+04 8.168923946e-01 3.672144924e+00 1.326545669e+00
1.619238477e+04 7.880419098e-01 3.645608807e+00 1.379048053e+00
1.623286573e+04 7.611063317e-01 3.614958892e+00 1.433629178e+00
1.627334669e+04 7.360154004e-01 3.580326951e+00 1.490249107e+00
1.631382766e+04 7.127000795e-01 3.541856912e+00 1.548856241e+00
1.635430862e+04 6.910930725e-01 3.499704516e+00 1.609386785e+00
1.639478958e+04 6.711292379e-01 3.454036918e+00 1.671764351e+00
1.643527054e+04 6.527459166e-01 3.405032201e+00 1.735899718e+00
1.647575150e+04 6.358832059e-01 3.352878782e+00 1.801690736e+00
1.651623246e+04 6.204841927e-01 3.297774708e+00 1.869022388e+00
1.655671343e+04 6.064951437e-01 3.239926829e+00 1.937766994e+00
1.659719439e+04 5.938656479e-01 3.179549857e+00 2.007784605e+00
1.663767535e+04 5.825487213e-01 3.116865289e+00 2.078923569e+00
1.667815631e+04 5.725008797e-01 3.052100236e+00 2.151021248e+00
1.671863727e+04 5.636821866e-01 2.985486130e+00 2.223904911e+00
1.675911824e+04 5.560562803e-01 2.917257355e+00 2.297392759e+00
1.679959920e+04 5.495903802e-01 2.847649807e+00 2.371295088e+00
1.684008016e+04 5.442552765e-01 2.776899407e+00 2.445415557e+00
1.688056112e+04 5.400253058e-01 2.705240594e+00 2.519552553e+00
1.692104208e+04 5.368783164e-01 2.632904827e+00 2.593500612e+00
1.696152305e+04 5.347956248e-01 2.560119111e+00 2.667051891e+00
1.700200401e+04 5.337619636e-01 2.487104585e+00 2.739997636e+00
1.704248497e+04 5.337654237e-01 2.414075188e+00 2.812129651e+00
1.708296593e+04 5.347973899e-01 2.341236429e+00 2.883241718e+00
1.712344689e+04 5.368524723e-01 2.268784274e+00 2.953130962e+00
1.716392786e+04 5.399284329e-01 2.196904176e+00 3.021599117e+00
1.720440882e+04 5.440261075e-01 2.125770253e+00 3.088453719e+00
1.724488978e+04 5.491493222e-01 2.055544618e+00 3.153509140e+00
1.728537074e+04 5.553048059e-01 1.986376865e+00 3.216587528e+00
1.732585170e+04 5.625020953e-01 1.918403723e+00 3.277519596e+00
1.736633267e+04 5.707534337e-01 1.851748857e+00 3.336145286e+00
1.740681363e+04 5.800736621e-01 1.786522826e+00 3.392314274e+00
1.744729459e+04 5.904801000e-01 1.722823179e+00 3.445886358e+00
1.748777555e+04 6.019924158e-01 1.660734675e+00 3.496731701e+00
1.752825651e+04 6.146324858e-01 1.600329619e+00 3.544730974e+00
1.756873747e+04 6.284242371e-01 1.541668305e+00 3.589775376e+00
1.760921844e+04 6.433934768e-01 1.484799536e+00 3.631766570e+00
1.764969940e+04 6.595677021e-01 1.429761222e+00 3.670616526e+00
1.769018036e+04 6.769758920e-01 1.376581027e+00 3.706247311e+00
1.773066132e+04 6.956482776e-01 1.325277066e+00 3.738590824e+00
1.777114228e+04 7.156160900e-01 1.275858628e+00 3.767588496e+00
1.781162325e+04 7.369112817e-01 1.228326907e+00 3.793190959e+00
1.785210421e+04 7.595662310e-01 1.182675749e+00 3.815357729e+00
1.789258517e+04 7.836134118e-01 1.138892389e+00 3.834056876e+00
1.793306613e+04 8.090850396e-01 1.096958176e+00 3.849264702e+00
1.797354709e+04 8.360126920e-01 1.056849281e+00 3.860965471e+00
1.801402806e+04 8.644269031e-01 1.018537365e+00 3.869151134e+00
1.805450902e+04 8.943567355e-01 9.819902363e-01 3.873821129e+00
1.809498998e+04 9.258293255e-01 9.471724543e-01 3.874982203e+00
1.813547094e+04 9.588694128e-01 9.140459093e-01 3.872648269e+00
1.817595190e+04 9.934988476e-01 8.825703583e-01 3.866840320e+00
1.821643287e+04 1.029736085e+00 8.527039218e-01 3.857586380e+00
1.825691383e+04 1.067595672e+00 8.244035407e-01 3.844921488e+00
1.829739479e+04 1.107087733e+00 7.976253940e-01 3.828887725e+00
1.833787575e+04 1.148217447e+00 7.723252802e-01 3.809534254e+00
1.837835671e+04 1.190984547e+00 7.484589604e-01 3.786917390e+00
1.841883768e+04 1.235382820e+00 7.259824661e-01 3.761100671e+00
1.845931864e+04 1.281399636e+00 7.048523781e-01 3.732154928e+00
1.849979960e+04 1.329015509e+00 6.850260665e-01 3.700158360e+00
1.854028056e+04 1.378203692e+00 6.664619063e-01 3.665196567e+00
1.858076152e+04 1.428929814e+00 6.491194664e-01 3.627362566e+00
1.862124248e+04 1.481151581e+00 6.329596729e-01 3.586756759e+00
1.866172345e+04 1.534818526e+00 6.179449498e-01 3.543486856e+00
1.870220441e+04 1.589871833e+00 6.040393393e-01 3.497667736e+00
1.874268537e+04 1.646244239e+00 5.912086025e-01 3.449421236e+00
1.878316633e+04 1.703860000e+00 5.794203067e-01 3.398875887e+00
1.882364729e+04 1.762634962e+00 5.686438930e-01 3.346166552e+00
1.886412826e+04 1.822476707e+00 5.588507335e-01 3.291433996e+00
1.890460922e+04 1.883284794e+00 5.500141769e-01 3.234824384e+00
1.894509018e+04 1.944951080e+00 5.421095821e-01 3.176488697e+00
1.898557114e+04 2.007360121e+00 5.351143457e-01 3.116582072e+00
1.902605210e+04 2.070389697e+00 5.290079194e-01 3.055263088e+00
1.906653307e+04 2.133911369e+00 5.237718213e-01 2.992692985e+00
1.910701403e+04 2.197791122e+00 5.193896411e-01 2.929034853e+00
1.914749499e+04 2.261890083e+00 5.158470385e-01 2.864452759e+00
1.918797595e+04 2.326065278e+00 5.131317388e-01 2.799110871e+00
1.922845691e+04 2.390170435e+00 5.112335271e-01 2.733172558e+00
1.926893788e+04 2.454056823e+00 5.101442354e-01 2.666799501e+00
1.930941884e+04 2.517574101e+00 5.098577280e-01 2.600150817e+00
1.934989980e+04 2.580571175e+00 5.103698835e-01 2.533382206e+00
1.939038076e+04 2.642897048e+00 5.116785744e-01 2.466645153e+00
1.943086172e+04 2.704401651e+00 5.137836446e-01 2.400086158e+00
1.947134269e+04 2.764936651e+00 5.166868839e-01 2.333846050e+00
1.951182365e+04 2.824356208e+00 5.203919982e-01 2.268059360e+00
1.955230461e+04 2.882517683e+00 5.249045774e-01 2.202853770e+00
1.959278557e+04 2.939282301e+00 5.302320600e-01 2.138349651e+00
1.963326653e+04 2.994515739e+00 5.363836931e-01 2.074659671e+00
1.967374749e+04 3.048088658e+00 5.433704870e-01 2.011888504e+00
1.971422846e+04 3.099877155e+00 5.512051655e-01 1.950132615e+00
1.975470942e+04 3.149763159e+00 5.599021093e-01 1.889480123e+00
1.979519038e+04 3.197634734e+00 5.694772923e-01 1.830010764e+00
1.983567134e+04 3.243386338e+00 5.799482103e-01 1.771795915e+00
1.987615230e+04 3.286919011e+00 5.913338000e-01 1.714898684e+00
1.991663327e+04 3.328140500e+00 6.036543499e-01 1.659374086e+00
1.995711423e+04 3.366965309e+00 6.169313981e-01 1.605269253e+00
1.999759519e+04 3.403314742e+00 6.311876195e-01 1.552623704e+00
2.003807615e+04 3.437116875e+00 6.464466990e-01 1.501469661e+00
2.007855711e+04 3.468306508e+00 6.627331923e-01 1.451832395e+00
2.011903808e+04 3.496825071e+00 6.800723687e-01 1.403730613e+00
2.015951904e+04 3.522620526e+00 6.984900407e-01 1.357176857e+00
2.020000000e+04 3.545647245e+00 7.180123770e-01 1.312177919e+00
