time            Ak              Br              Cj             
7.890180361e+03 4.945674612e-01 1.789083939e+00 1.922063443e+00
7.910621242e+03 4.907676438e-01 1.763837887e+00 1.926906288e+00
7.931062124e+03 4.870615720e-01 1.738752323e+00 1.931559917e+00
7.951503006e+03 4.834469011e-01 1.713831746e+00 1.936022269e+00
7.971943888e+03 4.799213471e-01 1.689080447e+00 1.940291394e+00
7.992384770e+03 4.764826836e-01 1.664502515e+00 1.944365462e+00
8.012825651e+03 4.731287418e-01 1.640101853e+00 1.948242759e+00
8.033266533e+03 4.698574089e-01 1.615882162e+00 1.951921688e+00
8.053707415e+03 4.666666268e-01 1.591846952e+00 1.955400765e+00
8.074148297e+03 4.635543914e-01 1.567999545e+00 1.958678619e+00
8.094589178e+03 4.605187508e-01 1.544343082e+00 1.961753995e+00
8.115030060e+03 4.575578042e-01 1.520880533e+00 1.964625756e+00
8.135470942e+03 4.546697009e-01 1.497614690e+00 1.967292875e+00
8.155911824e+03 4.518526399e-01 1.474548174e+00 1.969754437e+00
8.176352705e+03 4.491048678e-01 1.451683440e+00 1.972009637e+00
8.196793587e+03 4.464246783e-01 1.429022783e+00 1.974057782e+00
8.217234469e+03 4.438104111e-01 1.406568338e+00 1.975898285e+00
8.237675351e+03 4.412604506e-01 1.384322088e+00 1.977530670e+00
8.258116232e+03 4.387732255e-01 1.362285871e+00 1.978954562e+00
8.278557114e+03 4.363472070e-01 1.340461374e+00 1.980169696e+00
8.298997996e+03 4.339809080e-01 1.318850148e+00 1.981175909e+00
8.319438878e+03 4.316728839e-01 1.297453600e+00 1.981973132e+00
8.339879760e+03 4.294217291e-01 1.276273011e+00 1.982561402e+00
8.360320641e+03 4.272260769e-01 1.255309527e+00 1.982940855e+00
8.380761523e+03 4.250845996e-01 1.234564183e+00 1.983111718e+00
8.401202405e+03 4.229960063e-01 1.214037888e+00 1.983074316e+00
8.421643287e+03 4.209590425e-01 1.193731437e+00 1.982829067e+00
8.442084168e+03 4.189724907e-01 1.173645501e+00 1.982376470e+00
8.462525050e+03 4.170351682e-01 1.153780644e+00 1.981717111e+00
8.482965932e+03 4.151459258e-01 1.134137329e+00 1.980851664e+00
8.503406814e+03 4.133036481e-01 1.114715923e+00 1.979780890e+00
8.523847695e+03 4.115072521e-01 1.095516691e+00 1.978505625e+00
8.544288577e+03 4.097556864e-01 1.076539804e+00 1.977026785e+00
8.564729459e+03 4.080479305e-01 1.057785349e+00 1.975345363e+00
8.585170341e+03 4.063829941e-01 1.039253321e+00 1.973462423e+00
8.605611222e+03 4.047599170e-01 1.020943629e+00 1.971379098e+00
8.626052104e+03 4.031777672e-01 1.002856107e+00 1.969096593e+00
8.646492986e+03 4.016356411e-01 9.849905106e-01 1.966616176e+00
8.666933868e+03 4.001326623e-01 9.673465226e-01 1.963939178e+00
8.687374749e+03 3.986679812e-01 9.499237554e-01 1.961066993e+00
8.707815631e+03 3.972407737e-01 9.327217550e-01 1.958001070e+00
8.728256513e+03 3.958502415e-01 9.157400037e-01 1.954742916e+00
8.748697395e+03 3.944956105e-01 8.989779189e-01 1.951294091e+00
8.769138277e+03 3.931761306e-01 8.824348642e-01 1.947656204e+00
8.789579158e+03 3.918910747e-01 8.661101453e-01 1.943830914e+00
8.810020040e+03 3.906397387e-01 8.500030137e-01 1.939819925e+00
8.830460922e+03 3.894214399e-01 8.341126734e-01 1.935624985e+00
8.850901804e+03 3.882355170e-01 8.184382758e-01 1.931247881e+00
8.871342685e+03 3.870813294e-01 8.029789283e-01 1.926690439e+00
8.891783567e+03 3.859582560e-01 7.877336957e-01 1.921954520e+00
8.912224449e+03 3.848656954e-01 7.727015997e-01 1.917042022e+00
8.932665331e+03 3.838030646e-01 7.578816252e-01 1.911954871e+00
8.953106212e+03 3.827697985e-01 7.432727183e-01 1.906695024e+00
8.973547094e+03 3.817653495e-01 7.288737844e-01 1.901264462e+00
8.993987976e+03 3.807891865e-01 7.146837010e-01 1.895665190e+00
9.014428858e+03 3.798407945e-01 7.007013133e-01 1.889899239e+00
9.034869739e+03 3.789196741e-01 6.869254380e-01 1.883968662e+00
9.055310621e+03 3.780253404e-01 6.733548639e-01 1.877875528e+00
9.075751503e+03 3.771573228e-01 6.599883396e-01 1.871621914e+00
9.096192385e+03 3.763151642e-01 6.468245946e-01 1.865209916e+00
9.116633267e+03 3.754984203e-01 6.338623339e-01 1.858641640e+00
9.137074148e+03 3.747066594e-01 6.211002529e-01 1.851919217e+00
9.157515030e+03 3.739394610e-01 6.085370221e-01 1.845044779e+00
9.177955912e+03 3.731964159e-01 5.961712708e-01 1.838020452e+00
9.198396794e+03 3.724771253e-01 5.840016082e-01 1.830848368e+00
9.218837675e+03 3.717812000e-01 5.720266388e-01 1.823530670e+00
9.239278557e+03 3.711082603e-01 5.602449420e-01 1.816069499e+00
9.259719439e+03 3.704579346e-01 5.486550943e-01 1.808467008e+00
9.280160321e+03 3.698298595e-01 5.372556456e-01 1.800725337e+00
9.300601202e+03 3.692236788e-01 5.260451255e-01 1.792846624e+00
9.321042084e+03 3.686390433e-01 5.150220441e-01 1.784832997e+00
9.341482966e+03 3.680756095e-01 5.041848930e-01 1.776686574e+00
9.361923848e+03 3.675330398e-01 4.935321692e-01 1.768409482e+00
9.382364729e+03 3.670110013e-01 4.830623494e-01 1.760003833e+00
9.402805611e+03 3.665091654e-01 4.727739024e-01 1.751471737e+00
9.423246493e+03 3.660272071e-01 4.626652660e-01 1.742815277e+00
9.443687375e+03 3.655648048e-01 4.527348579e-01 1.734036518e+00
9.464128257e+03 3.651216392e-01 4.429811112e-01 1.725137536e+00
9.484569138e+03 3.646973932e-01 4.334024415e-01 1.716120385e+00
9.505010020e+03 3.642917509e-01 4.239972510e-01 1.706987107e+00
9.525450902e+03 3.639043974e-01 4.147639179e-01 1.697739718e+00
9.545891784e+03 3.635350179e-01 4.057008170e-01 1.688380222e+00
9.566332665e+03 3.631832974e-01 3.968063113e-01 1.678910607e+00
9.586773547e+03 3.628489199e-01 3.880787592e-01 1.669332851e+00
9.607214429e+03 3.625315684e-01 3.795165024e-01 1.659648906e+00
9.627655311e+03 3.622309235e-01 3.711178736e-01 1.649860710e+00
9.648096192e+03 3.619466637e-01 3.628811922e-01 1.639970178e+00
9.668537074e+03 3.616784643e-01 3.548047727e-01 1.629979210e+00
9.688977956e+03 3.614259974e-01 3.468869155e-01 1.619889685e+00
9.709418838e+03 3.611889310e-01 3.391259149e-01 1.609703465e+00
9.729859719e+03 3.609669290e-01 3.315200536e-01 1.599422393e+00
9.750300601e+03 3.607596502e-01 3.240676053e-01 1.589048292e+00
9.770741483e+03 3.605667478e-01 3.167668345e-01 1.578582964e+00
9.791182365e+03 3.603878700e-01 3.096159967e-01 1.568028194e+00
9.811623246e+03 3.602226576e-01 3.026133394e-01 1.557385749e+00
9.832064128e+03 3.600707461e-01 2.957571012e-01 1.546657376e+00
9.852505010e+03 3.599317631e-01 2.890455130e-01 1.535844805e+00
9.872945892e+03 3.598053285e-01 2.824767979e-01 1.524949747e+00
9.893386774e+03 3.596910550e-01 2.760491715e-01 1.513973898e+00
9.913827655e+03 3.595885459e-01 2.697608428e-01 1.502918936e+00
9.934268537e+03 3.594973975e-01 2.636100136e-01 1.491786524e+00
9.954709419e+03 3.594171959e-01 2.575948796e-01 1.480578310e+00
9.975150301e+03 3.593475190e-01 2.517136307e-01 1.469295928e+00
9.995591182e+03 3.592879352e-01 2.459644510e-01 1.457940998e+00
1.001603206e+04 3.592380029e-01 2.403455201e-01 1.446515129e+00
1.003647295e+04 3.591972707e-01 2.348550129e-01 1.435019916e+00
1.005691383e+04 3.591652769e-01 2.294911006e-01 1.423456948e+00
1.007735471e+04 3.591415492e-01 2.242519509e-01 1.411827801e+00
1.009779559e+04 3.591256049e-01 2.191357290e-01 1.400134046e+00
1.011823647e+04 3.591169502e-01 2.141405981e-01 1.388377245e+00
1.013867735e+04 3.591150805e-01 2.092647196e-01 1.376558959e+00
1.015911824e+04 3.591194800e-01 2.045062543e-01 1.364680743e+00
1.017955912e+04 3.591296219e-01 1.998633628e-01 1.352744150e+00
1.020000000e+04 3.591449680e-01 1.953342063e-01 1.340750732e+00
