time            Cj              Br              Ak             
5.555110220e+03 3.422595102e+00 7.810914367e-01 1.576953941e+00
5.569539078e+03 3.395301320e+00 7.700054425e-01 1.615284819e+00
5.583967936e+03 3.366737345e+00 7.594982164e-01 1.654278599e+00
5.598396794e+03 3.336942304e+00 7.495605384e-01 1.693911951e+00
5.612825651e+03 3.305957175e+00 7.401834518e-01 1.734159449e+00
5.627254509e+03 3.273824710e+00 7.313582970e-01 1.774993574e+00
5.641683367e+03 3.240589343e+00 7.230767436e-01 1.816384758e+00
5.656112224e+03 3.206297159e+00 7.153307672e-01 1.858301352e+00
5.670541082e+03 3.170995775e+00 7.081127010e-01 1.900709689e+00
5.684969940e+03 3.134734215e+00 7.014152628e-01 1.943574143e+00
5.699398798e+03 3.097562855e+00 6.952315236e-01 1.986857157e+00
5.713827655e+03 3.059533286e+00 6.895549442e-01 2.030519318e+00
5.728256513e+03 3.020698201e+00 6.843793754e-01 2.074519427e+00
5.742685371e+03 2.981111239e+00 6.796990847e-01 2.118814605e+00
5.757114228e+03 2.940826875e+00 6.755087431e-01 2.163360377e+00
5.771543086e+03 2.899900274e+00 6.718034431e-01 2.208110777e+00
5.785971944e+03 2.858387134e+00 6.685786964e-01 2.253018473e+00
5.800400802e+03 2.816343538e+00 6.658304458e-01 2.298034891e+00
5.814829659e+03 2.773825804e+00 6.635550644e-01 2.343110341e+00
5.829258517e+03 2.730890322e+00 6.617493599e-01 2.388194155e+00
5.843687375e+03 2.687593399e+00 6.604105738e-01 2.433234840e+00
5.858116232e+03 2.643991102e+00 6.595363842e-01 2.478180223e+00
5.872545090e+03 2.600139097e+00 6.591249067e-01 2.522977590e+00
5.886973948e+03 2.556092503e+00 6.591746913e-01 2.567573855e+00
5.901402806e+03 2.511905732e+00 6.596847237e-01 2.611915711e+00
5.915831663e+03 2.467632347e+00 6.606544227e-01 2.655949783e+00
5.930260521e+03 2.423324923e+00 6.620836336e-01 2.699622780e+00
5.944689379e+03 2.379034908e+00 6.639726306e-01 2.742881652e+00
5.959118236e+03 2.334812497e+00 6.663221113e-01 2.785673741e+00
5.973547094e+03 2.290706518e+00 6.691331829e-01 2.827946902e+00
5.987975952e+03 2.246764310e+00 6.724073700e-01 2.869649673e+00
6.002404810e+03 2.203031629e+00 6.761466108e-01 2.910731408e+00
6.016833667e+03 2.159552568e+00 6.803532184e-01 2.951142346e+00
6.031262525e+03 2.116369438e+00 6.850299043e-01 2.990833796e+00
6.045691383e+03 2.073522737e+00 6.901797945e-01 3.029758277e+00
6.060120240e+03 2.031051077e+00 6.958063544e-01 3.067869515e+00
6.074549098e+03 1.988991132e+00 7.019134002e-01 3.105122575e+00
6.088977956e+03 1.947377593e+00 7.085050877e-01 3.141473940e+00
6.103406814e+03 1.906243132e+00 7.155859809e-01 3.176881726e+00
6.117835671e+03 1.865618400e+00 7.231609660e-01 3.211305637e+00
6.132264529e+03 1.825532025e+00 7.312351267e-01 3.244706830e+00
6.146693387e+03 1.786010582e+00 7.398139430e-01 3.277048316e+00
6.161122244e+03 1.747078623e+00 7.489031546e-01 3.308294813e+00
6.175551102e+03 1.708758690e+00 7.585087565e-01 3.338412792e+00
6.189979960e+03 1.671071342e+00 7.686369931e-01 3.367370527e+00
6.204408818e+03 1.634035187e+00 7.792943279e-01 3.395138098e+00
6.218837675e+03 1.597666924e+00 7.904874292e-01 3.421687404e+00
6.233266533e+03 1.561981381e+00 8.022231482e-01 3.446992173e+00
6.247695391e+03 1.526991575e+00 8.145084931e-01 3.471027960e+00
6.262124248e+03 1.492708769e+00 8.273506024e-01 3.493772137e+00
6.276553106e+03 1.459142531e+00 8.407567193e-01 3.515203880e+00
6.290981964e+03 1.426300782e+00 8.547341694e-01 3.535304162e+00
6.305410822e+03 1.394189896e+00 8.692903205e-01 3.554055726e+00
6.319839679e+03 1.362814762e+00 8.844325521e-01 3.571443068e+00
6.334268537e+03 1.332178855e+00 9.001682229e-01 3.587452400e+00
6.348697395e+03 1.302284299e+00 9.165046392e-01 3.602071626e+00
6.363126253e+03 1.273131944e+00 9.334490221e-01 3.615290341e+00
6.377555110e+03 1.244721441e+00 9.510084692e-01 3.627099791e+00
6.391983968e+03 1.217051323e+00 9.691899102e-01 3.637492841e+00
6.406412826e+03 1.190119079e+00 9.880000654e-01 3.646463926e+00
6.420841683e+03 1.163921237e+00 1.007445407e+00 3.654009074e+00
6.435270541e+03 1.138453420e+00 1.027532112e+00 3.660125822e+00
6.449699399e+03 1.113710423e+00 1.048266018e+00 3.664813216e+00
6.464128257e+03 1.089686308e+00 1.069652582e+00 3.668071846e+00
6.478557114e+03 1.066374419e+00 1.091696823e+00 3.669903690e+00
6.492985972e+03 1.043767484e+00 1.114403278e+00 3.670312181e+00
6.507414830e+03 1.021857728e+00 1.137775962e+00 3.669302288e+00
6.521843687e+03 1.000636841e+00 1.161818301e+00 3.666880298e+00
6.536272545e+03 9.800960362e-01 1.186533078e+00 3.663053787e+00
6.550701403e+03 9.602262221e-01 1.211922408e+00 3.657831869e+00
6.565130261e+03 9.410179838e-01 1.237987668e+00 3.651225019e+00
6.579559118e+03 9.224615798e-01 1.264729440e+00 3.643244937e+00
6.593987976e+03 9.045471193e-01 1.292147480e+00 3.633904818e+00
6.608416834e+03 8.872644753e-01 1.320240644e+00 3.623219047e+00
6.622845691e+03 8.706034296e-01 1.349006858e+00 3.611203417e+00
6.637274549e+03 8.545536814e-01 1.378443063e+00 3.597875034e+00
6.651703407e+03 8.391048493e-01 1.408545159e+00 3.583252245e+00
6.666132265e+03 8.242465826e-01 1.439307977e+00 3.567354775e+00
6.680561122e+03 8.099685241e-01 1.470725220e+00 3.550203558e+00
6.694989980e+03 7.962603870e-01 1.502789436e+00 3.531820844e+00
6.709418838e+03 7.831119690e-01 1.535491968e+00 3.512230131e+00
6.723847695e+03 7.705131807e-01 1.568822930e+00 3.491456157e+00
6.738276553e+03 7.584540729e-01 1.602771169e+00 3.469524894e+00
6.752705411e+03 7.469248599e-01 1.637324240e+00 3.446463520e+00
6.767134269e+03 7.359159425e-01 1.672468380e+00 3.422300401e+00
6.781563126e+03 7.254179281e-01 1.708188489e+00 3.397065061e+00
6.795991984e+03 7.154216485e-01 1.744468116e+00 3.370788157e+00
6.810420842e+03 7.059181713e-01 1.781289456e+00 3.343501456e+00
6.824849699e+03 6.968988282e-01 1.818633330e+00 3.315237780e+00
6.839278557e+03 6.883552213e-01 1.856479191e+00 3.286030974e+00
6.853707415e+03 6.802792351e-01 1.894805138e+00 3.255915866e+00
6.868136273e+03 6.726630486e-01 1.933587917e+00 3.224928216e+00
6.882565130e+03 6.654991396e-01 1.972802945e+00 3.193104666e+00
6.896993988e+03 6.587803001e-01 2.012424338e+00 3.160482694e+00
6.911422846e+03 6.524996426e-01 2.052424918e+00 3.127100524e+00
6.925851703e+03 6.466506084e-01 2.092776256e+00 3.092997089e+00
6.940280561e+03 6.412269732e-01 2.133448721e+00 3.058211952e+00
6.954709419e+03 6.362228508e-01 2.174411523e+00 3.022785241e+00
6.969138277e+03 6.316326985e-01 2.215632749e+00 2.986757567e+00
6.983567134e+03 6.274513176e-01 2.257079412e+00 2.950169929e+00
6.997995992e+03 6.236738615e-01 2.298717574e+00 2.913063695e+00
7.012424850e+03 6.202958346e-01 2.340512338e+00 2.875480462e+00
7.026853707e+03 6.173130935e-01 2.382427916e+00 2.837461960e+00
7.041282565e+03 6.147218495e-01 2.424427745e+00 2.799050002e+00
7.055711423e+03 6.125186707e-01 2.466474543e+00 2.760286393e+00
7.070140281e+03 6.107004822e-01 2.508530433e+00 2.721212870e+00
7.084569138e+03 6.092645619e-01 2.550556941e+00 2.681870941e+00
7.098997996e+03 6.082085431e-01 2.592515127e+00 2.642301845e+00
7.113426854e+03 6.075304110e-01 2.634365646e+00 2.602546434e+00
7.127855711e+03 6.072285065e-01 2.676068917e+00 2.562645169e+00
7.142284569e+03 6.073015200e-01 2.717585122e+00 2.522637957e+00
7.156713427e+03 6.077484893e-01 2.758874307e+00 2.482564074e+00
7.171142285e+03 6.085687987e-01 2.799896505e+00 2.442462127e+00
7.185571142e+03 6.097621761e-01 2.840611796e+00 2.402369950e+00
7.200000000e+03 6.113286897e-01 2.880980418e+00 2.362324553e+00
