time            A               B               Y              
3.887775551e+03 3.154874240e-03 1.475734734e+01 3.550219581e-02
3.897795591e+03 3.080558276e-03 1.475817594e+01 3.476598665e-02
3.907815631e+03 3.007984784e-03 1.475898766e+01 3.404451095e-02
3.917835671e+03 2.937113161e-03 1.475978282e+01 3.333748934e-02
3.927855711e+03 2.867903823e-03 1.476056176e+01 3.264464734e-02
3.937875752e+03 2.800318733e-03 1.476132478e+01 3.196571561e-02
3.947895792e+03 2.734319676e-03 1.476207220e+01 3.130042884e-02
3.957915832e+03 2.669869697e-03 1.476280432e+01 3.064852662e-02
3.967935872e+03 2.606932664e-03 1.476352145e+01 3.000975302e-02
3.977955912e+03 2.545473249e-03 1.476422387e+01 2.938385662e-02
3.987975952e+03 2.485457127e-03 1.476491187e+01 2.877059067e-02
3.997995992e+03 2.426850893e-03 1.476558575e+01 2.816971301e-02
4.008016032e+03 2.369621403e-03 1.476624578e+01 2.758098503e-02
4.018036072e+03 2.313736472e-03 1.476689224e+01 2.700417268e-02
4.028056112e+03 2.259164622e-03 1.476752539e+01 2.643904604e-02
4.038076152e+03 2.205875069e-03 1.476814549e+01 2.588537925e-02
4.048096192e+03 2.153838190e-03 1.476875281e+01 2.534295068e-02
4.058116232e+03 2.103024875e-03 1.476934759e+01 2.481154255e-02
4.068136273e+03 2.053406412e-03 1.476993008e+01 2.429094087e-02
4.078156313e+03 2.004954929e-03 1.477050052e+01 2.378093556e-02
4.088176353e+03 1.957643206e-03 1.477105915e+01 2.328132027e-02
4.098196393e+03 1.911444462e-03 1.477160622e+01 2.279189293e-02
4.108216433e+03 1.866332712e-03 1.477214195e+01 2.231245461e-02
4.118236473e+03 1.822282484e-03 1.477266657e+01 2.184281018e-02
4.128256513e+03 1.779268880e-03 1.477318031e+01 2.138276805e-02
4.138276553e+03 1.737267552e-03 1.477368339e+01 2.093214000e-02
4.148296593e+03 1.696254664e-03 1.477417603e+01 2.049074141e-02
4.158316633e+03 1.656206888e-03 1.477465844e+01 2.005839101e-02
4.168336673e+03 1.617102329e-03 1.477513079e+01 1.963491093e-02
4.178356713e+03 1.578918788e-03 1.477559328e+01 1.922012626e-02
4.188376754e+03 1.541634663e-03 1.477604615e+01 1.881386536e-02
4.198396794e+03 1.505228872e-03 1.477648956e+01 1.841596025e-02
4.208416834e+03 1.469680638e-03 1.477692373e+01 1.802624609e-02
4.218436874e+03 1.434969960e-03 1.477734882e+01 1.764456067e-02
4.228456914e+03 1.401077201e-03 1.477776503e+01 1.727074472e-02
4.238476954e+03 1.367983158e-03 1.477817253e+01 1.690464212e-02
4.248496994e+03 1.335669389e-03 1.477857150e+01 1.654610175e-02
4.258517034e+03 1.304117134e-03 1.477896211e+01 1.619497029e-02
4.268537074e+03 1.273308862e-03 1.477934454e+01 1.585110254e-02
4.278557114e+03 1.243226759e-03 1.477971894e+01 1.551435142e-02
4.288577154e+03 1.213853927e-03 1.478008549e+01 1.518457593e-02
4.298597194e+03 1.185173723e-03 1.478044434e+01 1.486163684e-02
4.308617234e+03 1.157169601e-03 1.478079566e+01 1.454539554e-02
4.318637275e+03 1.129826360e-03 1.478113958e+01 1.423572263e-02
4.328657315e+03 1.103127726e-03 1.478147627e+01 1.393248139e-02
4.338677355e+03 1.077058433e-03 1.478180587e+01 1.363554188e-02
4.348697395e+03 1.051603624e-03 1.478212853e+01 1.334477733e-02
4.358717435e+03 1.026749124e-03 1.478244440e+01 1.306006524e-02
4.368737475e+03 1.002481189e-03 1.478275360e+01 1.278128617e-02
4.378757515e+03 9.787853233e-04 1.478305628e+01 1.250831614e-02
4.388777555e+03 9.556487045e-04 1.478335256e+01 1.224104203e-02
4.398797595e+03 9.330584615e-04 1.478364258e+01 1.197935069e-02
4.408817635e+03 9.110011306e-04 1.478392648e+01 1.172312543e-02
4.418837675e+03 8.894645655e-04 1.478420436e+01 1.147225817e-02
4.428857715e+03 8.684365869e-04 1.478447636e+01 1.122664087e-02
4.438877756e+03 8.479049579e-04 1.478474260e+01 1.098616552e-02
4.448897796e+03 8.278581013e-04 1.478500320e+01 1.075072840e-02
4.458917836e+03 8.082845894e-04 1.478525827e+01 1.052022708e-02
4.468937876e+03 7.891731974e-04 1.478550793e+01 1.029456085e-02
4.478957916e+03 7.705130630e-04 1.478575229e+01 1.007363138e-02
4.488977956e+03 7.522935682e-04 1.478599146e+01 9.857342203e-03
4.498997996e+03 7.345042558e-04 1.478622554e+01 9.645598371e-03
4.509018036e+03 7.171350297e-04 1.478645465e+01 9.438307335e-03
4.519038076e+03 7.001760446e-04 1.478667889e+01 9.235378454e-03
4.529058116e+03 6.836175775e-04 1.478689835e+01 9.036722253e-03
4.539078156e+03 6.674501569e-04 1.478711314e+01 8.842251149e-03
4.549098196e+03 6.516646656e-04 1.478732335e+01 8.651880041e-03
4.559118236e+03 6.362521118e-04 1.478752908e+01 8.465524975e-03
4.569138277e+03 6.212035716e-04 1.478773042e+01 8.283102793e-03
4.579158317e+03 6.065105830e-04 1.478792746e+01 8.104533496e-03
4.589178357e+03 5.921648374e-04 1.478812030e+01 7.929738388e-03
4.599198397e+03 5.781579234e-04 1.478830902e+01 7.758638496e-03
4.609218437e+03 5.644820031e-04 1.478849370e+01 7.591158725e-03
4.619238477e+03 5.511293061e-04 1.478867443e+01 7.427224747e-03
4.629258517e+03 5.380920708e-04 1.478885130e+01 7.266762607e-03
4.639278557e+03 5.253628795e-04 1.478902438e+01 7.109700840e-03
4.649298597e+03 5.129345338e-04 1.478919375e+01 6.955969682e-03
4.659318637e+03 5.007999693e-04 1.478935950e+01 6.805500535e-03
4.669338677e+03 4.889522906e-04 1.478952169e+01 6.658226190e-03
4.679358717e+03 4.773846730e-04 1.478968040e+01 6.514080143e-03
4.689378758e+03 4.660905365e-04 1.478983570e+01 6.372997819e-03
4.699398798e+03 4.550634195e-04 1.478998767e+01 6.234915696e-03
4.709418838e+03 4.442969863e-04 1.479013638e+01 6.099771361e-03
4.719438878e+03 4.337850401e-04 1.479028189e+01 5.967503591e-03
4.729458918e+03 4.235218023e-04 1.479042427e+01 5.838053959e-03
4.739478958e+03 4.135012438e-04 1.479056359e+01 5.711362972e-03
4.749498998e+03 4.037175912e-04 1.479069991e+01 5.587372989e-03
4.759519038e+03 3.941651860e-04 1.479083329e+01 5.466027404e-03
4.769539078e+03 3.848385462e-04 1.479096380e+01 5.347271003e-03
4.779559118e+03 3.757325814e-04 1.479109151e+01 5.231051233e-03
4.789579158e+03 3.668419102e-04 1.479121645e+01 5.117314172e-03
4.799599198e+03 3.581614245e-04 1.479133871e+01 5.006007858e-03
4.809619238e+03 3.496861313e-04 1.479145832e+01 4.897081346e-03
4.819639279e+03 3.414111985e-04 1.479157536e+01 4.790484974e-03
4.829659319e+03 3.333319732e-04 1.479168986e+01 4.686170466e-03
4.839679359e+03 3.254437828e-04 1.479180190e+01 4.584089771e-03
4.849699399e+03 3.177421216e-04 1.479191151e+01 4.484196148e-03
4.859719439e+03 3.102225932e-04 1.479201875e+01 4.386443824e-03
4.869739479e+03 3.028808933e-04 1.479212367e+01 4.290787874e-03
4.879759519e+03 2.957128184e-04 1.479222632e+01 4.197184285e-03
4.889779559e+03 2.887142839e-04 1.479232675e+01 4.105590075e-03
4.899799599e+03 2.818812931e-04 1.479242501e+01 4.015963080e-03
4.909819639e+03 2.752099442e-04 1.479252113e+01 3.928262003e-03
4.919839679e+03 2.686964092e-04 1.479261518e+01 3.842446248e-03
4.929859719e+03 2.623369622e-04 1.479270718e+01 3.758476146e-03
4.939879760e+03 2.561279692e-04 1.479279719e+01 3.676312879e-03
4.949899800e+03 2.500658728e-04 1.479288524e+01 3.595918359e-03
4.959919840e+03 2.441471956e-04 1.479297138e+01 3.517255255e-03
4.969939880e+03 2.383685372e-04 1.479305565e+01 3.440286974e-03
4.979959920e+03 2.327265716e-04 1.479313809e+01 3.364977645e-03
4.989979960e+03 2.272181805e-04 1.479321874e+01 3.291292830e-03
5.000000000e+03 2.218401575e-04 1.479329763e+01 3.219197920e-03
