time            C               ReactCC         ProduceCC       HelperCC       
4.937875752e+03 1.161341467e+02 4.458993130e-25 9.986585335e+01 9.986585335e+01
4.953907816e+03 1.161341467e+02 4.452032450e-25 9.986585335e+01 9.986585335e+01
4.969939880e+03 1.161341467e+02 4.445071771e-25 9.986585335e+01 9.986585335e+01
4.985971944e+03 1.161341467e+02 4.438111092e-25 9.986585335e+01 9.986585335e+01
5.002004008e+03 1.161341467e+02 4.431150412e-25 9.986585335e+01 9.986585335e+01
5.018036072e+03 1.161341467e+02 4.424189733e-25 9.986585335e+01 9.986585335e+01
5.034068136e+03 1.161341467e+02 4.417229054e-25 9.986585335e+01 9.986585335e+01
5.050100200e+03 1.161341467e+02 4.410268374e-25 9.986585335e+01 9.986585335e+01
5.066132265e+03 1.161341467e+02 4.403307695e-25 9.986585335e+01 9.986585335e+01
5.082164329e+03 1.161341467e+02 4.396347016e-25 9.986585335e+01 9.986585335e+01
5.098196393e+03 1.161341467e+02 4.389386336e-25 9.986585335e+01 9.986585335e+01
5.114228457e+03 1.161341467e+02 4.382425657e-25 9.986585335e+01 9.986585335e+01
5.130260521e+03 1.161341467e+02 4.375464978e-25 9.986585335e+01 9.986585335e+01
5.146292585e+03 1.161341467e+02 4.368504298e-25 9.986585335e+01 9.986585335e+01
5.162324649e+03 1.161341467e+02 4.361543619e-25 9.986585335e+01 9.986585335e+01
5.178356713e+03 1.161341467e+02 4.354582940e-25 9.986585335e+01 9.986585335e+01
5.194388778e+03 1.161341467e+02 4.347622260e-25 9.986585335e+01 9.986585335e+01
5.210420842e+03 1.161341467e+02 4.340661581e-25 9.986585335e+01 9.986585335e+01
5.226452906e+03 1.161341467e+02 4.333700902e-25 9.986585335e+01 9.986585335e+01
5.242484970e+03 1.161341467e+02 4.326740222e-25 9.986585335e+01 9.986585335e+01
5.258517034e+03 1.161341467e+02 4.319779543e-25 9.986585335e+01 9.986585335e+01
5.274549098e+03 1.161341467e+02 4.312818863e-25 9.986585335e+01 9.986585335e+01
5.290581162e+03 1.161341467e+02 4.305858184e-25 9.986585335e+01 9.986585335e+01
5.306613226e+03 1.161341467e+02 4.298897505e-25 9.986585335e+01 9.986585335e+01
5.322645291e+03 1.161341467e+02 4.291936825e-25 9.986585335e+01 9.986585335e+01
5.338677355e+03 1.161341467e+02 4.284976146e-25 9.986585335e+01 9.986585335e+01
5.354709419e+03 1.161341467e+02 4.278015467e-25 9.986585335e+01 9.986585335e+01
5.370741483e+03 1.161341467e+02 4.271054787e-25 9.986585335e+01 9.986585335e+01
5.386773547e+03 1.161341467e+02 4.264094108e-25 9.986585335e+01 9.986585335e+01
5.402805611e+03 1.161341467e+02 4.257133429e-25 9.986585335e+01 9.986585335e+01
5.418837675e+03 1.161341467e+02 4.250172749e-25 9.986585335e+01 9.986585335e+01
5.434869739e+03 1.161341467e+02 4.243212070e-25 9.986585335e+01 9.986585335e+01
5.450901804e+03 1.161341467e+02 4.236251391e-25 9.986585335e+01 9.986585335e+01
5.466933868e+03 1.161341467e+02 4.229290711e-25 9.986585335e+01 9.986585335e+01
5.482965932e+03 1.161341467e+02 4.222330032e-25 9.986585335e+01 9.986585335e+01
5.498997996e+03 1.161341467e+02 4.215369353e-25 9.986585335e+01 9.986585335e+01
5.515030060e+03 1.161341467e+02 4.208408673e-25 9.986585335e+01 9.986585335e+01
5.531062124e+03 1.161341467e+02 4.201447994e-25 9.986585335e+01 9.986585335e+01
5.547094188e+03 1.161341467e+02 4.194487315e-25 9.986585335e+01 9.986585335e+01
5.563126253e+03 1.161341467e+02 4.187526635e-25 9.986585335e+01 9.986585335e+01
5.579158317e+03 1.161341467e+02 4.180565956e-25 9.986585335e+01 9.986585335e+01
5.595190381e+03 1.161341467e+02 4.173605276e-25 9.986585335e+01 9.986585335e+01
5.611222445e+03 1.161341467e+02 4.166644597e-25 9.986585335e+01 9.986585335e+01
5.627254509e+03 1.161341467e+02 4.159683918e-25 9.986585335e+01 9.986585335e+01
5.643286573e+03 1.161341467e+02 4.152723238e-25 9.986585335e+01 9.986585335e+01
5.659318637e+03 1.161341467e+02 4.145762559e-25 9.986585335e+01 9.986585335e+01
5.675350701e+03 1.161341467e+02 4.138801880e-25 9.986585335e+01 9.986585335e+01
5.691382766e+03 1.161341467e+02 4.131841200e-25 9.986585335e+01 9.986585335e+01
5.707414830e+03 1.161341467e+02 4.124880521e-25 9.986585335e+01 9.986585335e+01
5.723446894e+03 1.161341467e+02 4.117919842e-25 9.986585335e+01 9.986585335e+01
5.739478958e+03 1.161341467e+02 4.110959162e-25 9.986585335e+01 9.986585335e+01
5.755511022e+03 1.161341467e+02 4.103998483e-25 9.986585335e+01 9.986585335e+01
5.771543086e+03 1.161341467e+02 4.097037804e-25 9.986585335e+01 9.986585335e+01
5.787575150e+03 1.161341467e+02 4.090077124e-25 9.986585335e+01 9.986585335e+01
5.803607214e+03 1.161341467e+02 4.083116445e-25 9.986585335e+01 9.986585335e+01
5.819639279e+03 1.161341467e+02 4.076155766e-25 9.986585335e+01 9.986585335e+01
5.835671343e+03 1.161341467e+02 4.069195086e-25 9.986585335e+01 9.986585335e+01
5.851703407e+03 1.161341467e+02 4.062234407e-25 9.986585335e+01 9.986585335e+01
5.867735471e+03 1.161341467e+02 4.055273728e-25 9.986585335e+01 9.986585335e+01
5.883767535e+03 1.161341467e+02 4.048313048e-25 9.986585335e+01 9.986585335e+01
5.899799599e+03 1.161341467e+02 4.041352369e-25 9.986585335e+01 9.986585335e+01
5.915831663e+03 1.161341467e+02 4.034391690e-25 9.986585335e+01 9.986585335e+01
5.931863727e+03 1.161341467e+02 4.027431010e-25 9.986585335e+01 9.986585335e+01
5.947895792e+03 1.161341467e+02 4.020470331e-25 9.986585335e+01 9.986585335e+01
5.963927856e+03 1.161341467e+02 4.013509651e-25 9.986585335e+01 9.986585335e+01
5.979959920e+03 1.161341467e+02 4.006548972e-25 9.986585335e+01 9.986585335e+01
5.995991984e+03 1.161341467e+02 3.999588293e-25 9.986585335e+01 9.986585335e+01
6.012024048e+03 1.161341467e+02 3.992627613e-25 9.986585335e+01 9.986585335e+01
6.028056112e+03 1.161341467e+02 3.985666934e-25 9.986585335e+01 9.986585335e+01
6.044088176e+03 1.161341467e+02 3.978706255e-25 9.986585335e+01 9.986585335e+01
6.060120240e+03 1.161341467e+02 3.971745575e-25 9.986585335e+01 9.986585335e+01
6.076152305e+03 1.161341467e+02 3.964784896e-25 9.986585335e+01 9.986585335e+01
6.092184369e+03 1.161341467e+02 3.957824217e-25 9.986585335e+01 9.986585335e+01
6.108216433e+03 1.161341467e+02 3.950863537e-25 9.986585335e+01 9.986585335e+01
6.124248497e+03 1.161341467e+02 3.943902858e-25 9.986585335e+01 9.986585335e+01
6.140280561e+03 1.161341467e+02 3.936942179e-25 9.986585335e+01 9.986585335e+01
6.156312625e+03 1.161341467e+02 3.929981499e-25 9.986585335e+01 9.986585335e+01
6.172344689e+03 1.161341467e+02 3.923020820e-25 9.986585335e+01 9.986585335e+01
6.188376754e+03 1.161341467e+02 3.916060141e-25 9.986585335e+01 9.986585335e+01
6.204408818e+03 1.161341467e+02 3.909099461e-25 9.986585335e+01 9.986585335e+01
6.220440882e+03 1.161341467e+02 3.902138782e-25 9.986585335e+01 9.986585335e+01
6.236472946e+03 1.161341467e+02 3.895178103e-25 9.986585335e+01 9.986585335e+01
6.252505010e+03 1.161341467e+02 3.888217423e-25 9.986585335e+01 9.986585335e+01
6.268537074e+03 1.161341467e+02 3.881256744e-25 9.986585335e+01 9.986585335e+01
6.284569138e+03 1.161341467e+02 3.874296064e-25 9.986585335e+01 9.986585335e+01
6.300601202e+03 1.161341467e+02 3.867335385e-25 9.986585335e+01 9.986585335e+01
6.316633267e+03 1.161341467e+02 3.860374706e-25 9.986585335e+01 9.986585335e+01
6.332665331e+03 1.161341467e+02 3.853414026e-25 9.986585335e+01 9.986585335e+01
6.348697395e+03 1.161341467e+02 3.846453347e-25 9.986585335e+01 9.986585335e+01
6.364729459e+03 1.161341467e+02 3.839492668e-25 9.986585335e+01 9.986585335e+01
6.380761523e+03 1.161341467e+02 3.832531988e-25 9.986585335e+01 9.986585335e+01
6.396793587e+03 1.161341467e+02 3.825571309e-25 9.986585335e+01 9.986585335e+01
6.412825651e+03 1.161341467e+02 3.818610630e-25 9.986585335e+01 9.986585335e+01
6.428857715e+03 1.161341467e+02 3.811649950e-25 9.986585335e+01 9.986585335e+01
6.444889780e+03 1.161341467e+02 3.804689271e-25 9.986585335e+01 9.986585335e+01
6.460921844e+03 1.161341467e+02 3.797728592e-25 9.986585335e+01 9.986585335e+01
6.476953908e+03 1.161341467e+02 3.790767912e-25 9.986585335e+01 9.986585335e+01
6.492985972e+03 1.161341467e+02 3.783807233e-25 9.986585335e+01 9.986585335e+01
6.509018036e+03 1.161341467e+02 3.776846554e-25 9.986585335e+01 9.986585335e+01
6.525050100e+03 1.161341467e+02 3.769885874e-25 9.986585335e+01 9.986585335e+01
6.541082164e+03 1.161341467e+02 3.762925195e-25 9.986585335e+01 9.986585335e+01
6.557114228e+03 1.161341467e+02 3.755964516e-25 9.986585335e+01 9.986585335e+01
6.573146293e+03 1.161341467e+02 3.749003836e-25 9.986585335e+01 9.986585335e+01
6.589178357e+03 1.161341467e+02 3.742043157e-25 9.986585335e+01 9.986585335e+01
6.605210421e+03 1.161341467e+02 3.735082477e-25 9.986585335e+01 9.986585335e+01
6.621242485e+03 1.161341467e+02 3.728121798e-25 9.986585335e+01 9.986585335e+01
6.637274549e+03 1.161341467e+02 3.721161119e-25 9.986585335e+01 9.986585335e+01
6.653306613e+03 1.161341467e+02 3.714200439e-25 9.986585335e+01 9.986585335e+01
6.669338677e+03 1.161341467e+02 3.707239760e-25 9.986585335e+01 9.986585335e+01
6.685370741e+03 1.161341467e+02 3.700279081e-25 9.986585335e+01 9.986585335e+01
6.701402806e+03 1.161341467e+02 3.693318401e-25 9.986585335e+01 9.986585335e+01
6.717434870e+03 1.161341467e+02 3.686357722e-25 9.986585335e+01 9.986585335e+01
6.733466934e+03 1.161341467e+02 3.679397043e-25 9.986585335e+01 9.986585335e+01
6.749498998e+03 1.161341467e+02 3.672436363e-25 9.986585335e+01 9.986585335e+01
6.765531062e+03 1.161341467e+02 3.665475684e-25 9.986585335e+01 9.986585335e+01
6.781563126e+03 1.161341467e+02 3.658515005e-25 9.986585335e+01 9.986585335e+01
6.797595190e+03 1.161341467e+02 3.651554325e-25 9.986585335e+01 9.986585335e+01
6.813627255e+03 1.161341467e+02 3.644593646e-25 9.986585335e+01 9.986585335e+01
6.829659319e+03 1.161341467e+02 3.637632967e-25 9.986585335e+01 9.986585335e+01
6.845691383e+03 1.161341467e+02 3.630672287e-25 9.986585335e+01 9.986585335e+01
6.861723447e+03 1.161341467e+02 3.623711608e-25 9.986585335e+01 9.986585335e+01
6.877755511e+03 1.161341467e+02 3.616750929e-25 9.986585335e+01 9.986585335e+01
6.893787575e+03 1.161341467e+02 3.609790249e-25 9.986585335e+01 9.986585335e+01
6.909819639e+03 1.161341467e+02 3.602829570e-25 9.986585335e+01 9.986585335e+01
6.925851703e+03 1.161341467e+02 3.595868891e-25 9.986585335e+01 9.986585335e+01
6.941883768e+03 1.161341467e+02 3.588908211e-25 9.986585335e+01 9.986585335e+01
6.957915832e+03 1.161341467e+02 3.581947532e-25 9.986585335e+01 9.986585335e+01
6.973947896e+03 1.161341467e+02 3.574986852e-25 9.986585335e+01 9.986585335e+01
6.989979960e+03 1.161341467e+02 3.568026173e-25 9.986585335e+01 9.986585335e+01
7.006012024e+03 1.161341467e+02 3.561065494e-25 9.986585335e+01 9.986585335e+01
7.022044088e+03 1.161341467e+02 3.554104814e-25 9.986585335e+01 9.986585335e+01
7.038076152e+03 1.161341467e+02 3.547144135e-25 9.986585335e+01 9.986585335e+01
7.054108216e+03 1.161341467e+02 3.540183456e-25 9.986585335e+01 9.986585335e+01
7.070140281e+03 1.161341467e+02 3.533222776e-25 9.986585335e+01 9.986585335e+01
7.086172345e+03 1.161341467e+02 3.526262097e-25 9.986585335e+01 9.986585335e+01
7.102204409e+03 1.161341467e+02 3.519301418e-25 9.986585335e+01 9.986585335e+01
7.118236473e+03 1.161341467e+02 3.512340738e-25 9.986585335e+01 9.986585335e+01
7.134268537e+03 1.161341467e+02 3.505380059e-25 9.986585335e+01 9.986585335e+01
7.150300601e+03 1.161341467e+02 3.498419380e-25 9.986585335e+01 9.986585335e+01
7.166332665e+03 1.161341467e+02 3.491458700e-25 9.986585335e+01 9.986585335e+01
7.182364729e+03 1.161341467e+02 3.484498021e-25 9.986585335e+01 9.986585335e+01
7.198396794e+03 1.161341467e+02 3.477537342e-25 9.986585335e+01 9.986585335e+01
7.214428858e+03 1.161341467e+02 3.470576662e-25 9.986585335e+01 9.986585335e+01
7.230460922e+03 1.161341467e+02 3.463615983e-25 9.986585335e+01 9.986585335e+01
7.246492986e+03 1.161341467e+02 3.456655304e-25 9.986585335e+01 9.986585335e+01
7.262525050e+03 1.161341467e+02 3.449694624e-25 9.986585335e+01 9.986585335e+01
7.278557114e+03 1.161341467e+02 3.442733945e-25 9.986585335e+01 9.986585335e+01
7.294589178e+03 1.161341467e+02 3.435773265e-25 9.986585335e+01 9.986585335e+01
7.310621242e+03 1.161341467e+02 3.428812586e-25 9.986585335e+01 9.986585335e+01
7.326653307e+03 1.161341467e+02 3.421851907e-25 9.986585335e+01 9.986585335e+01
7.342685371e+03 1.161341467e+02 3.414891227e-25 9.986585335e+01 9.986585335e+01
7.358717435e+03 1.161341467e+02 3.407930548e-25 9.986585335e+01 9.986585335e+01
7.374749499e+03 1.161341467e+02 3.400969869e-25 9.986585335e+01 9.986585335e+01
7.390781563e+03 1.161341467e+02 3.394009189e-25 9.986585335e+01 9.986585335e+01
7.406813627e+03 1.161341467e+02 3.387048510e-25 9.986585335e+01 9.986585335e+01
7.422845691e+03 1.161341467e+02 3.380087831e-25 9.986585335e+01 9.986585335e+01
7.438877756e+03 1.161341467e+02 3.373127151e-25 9.986585335e+01 9.986585335e+01
7.454909820e+03 1.161341467e+02 3.366166472e-25 9.986585335e+01 9.986585335e+01
7.470941884e+03 1.161341467e+02 3.359205793e-25 9.986585335e+01 9.986585335e+01
7.486973948e+03 1.161341467e+02 3.352245113e-25 9.986585335e+01 9.986585335e+01
7.503006012e+03 1.161341467e+02 3.345284434e-25 9.986585335e+01 9.986585335e+01
7.519038076e+03 1.161341467e+02 3.338323755e-25 9.986585335e+01 9.986585335e+01
7.535070140e+03 1.161341467e+02 3.331363075e-25 9.986585335e+01 9.986585335e+01
7.551102204e+03 1.161341467e+02 3.324402396e-25 9.986585335e+01 9.986585335e+01
7.567134269e+03 1.161341467e+02 3.317441717e-25 9.986585335e+01 9.986585335e+01
7.583166333e+03 1.161341467e+02 3.310481037e-25 9.986585335e+01 9.986585335e+01
7.599198397e+03 1.161341467e+02 3.303520358e-25 9.986585335e+01 9.986585335e+01
7.615230461e+03 1.161341467e+02 3.296559678e-25 9.986585335e+01 9.986585335e+01
7.631262525e+03 1.161341467e+02 3.289598999e-25 9.986585335e+01 9.986585335e+01
7.647294589e+03 1.161341467e+02 3.282638320e-25 9.986585335e+01 9.986585335e+01
7.663326653e+03 1.161341467e+02 3.275677640e-25 9.986585335e+01 9.986585335e+01
7.679358717e+03 1.161341467e+02 3.268716961e-25 9.986585335e+01 9.986585335e+01
7.695390782e+03 1.161341467e+02 3.261756282e-25 9.986585335e+01 9.986585335e+01
7.711422846e+03 1.161341467e+02 3.254795602e-25 9.986585335e+01 9.986585335e+01
7.727454910e+03 1.161341467e+02 3.247834923e-25 9.986585335e+01 9.986585335e+01
7.743486974e+03 1.161341467e+02 3.240874244e-25 9.986585335e+01 9.986585335e+01
7.759519038e+03 1.161341467e+02 3.233913564e-25 9.986585335e+01 9.986585335e+01
7.775551102e+03 1.161341467e+02 3.226952885e-25 9.986585335e+01 9.986585335e+01
7.791583166e+03 1.161341467e+02 3.219992206e-25 9.986585335e+01 9.986585335e+01
7.807615230e+03 1.161341467e+02 3.213031526e-25 9.986585335e+01 9.986585335e+01
7.823647295e+03 1.161341467e+02 3.206070847e-25 9.986585335e+01 9.986585335e+01
7.839679359e+03 1.161341467e+02 3.199110168e-25 9.986585335e+01 9.986585335e+01
7.855711423e+03 1.161341467e+02 3.192149488e-25 9.986585335e+01 9.986585335e+01
7.871743487e+03 1.161341467e+02 3.185188809e-25 9.986585335e+01 9.986585335e+01
7.887775551e+03 1.161341467e+02 3.178228130e-25 9.986585335e+01 9.986585335e+01
7.903807615e+03 1.161341467e+02 3.171267450e-25 9.986585335e+01 9.986585335e+01
7.919839679e+03 1.161341467e+02 3.164306771e-25 9.986585335e+01 9.986585335e+01
7.935871743e+03 1.161341467e+02 3.157346092e-25 9.986585335e+01 9.986585335e+01
7.951903808e+03 1.161341467e+02 3.150385412e-25 9.986585335e+01 9.986585335e+01
7.967935872e+03 1.161341467e+02 3.143424733e-25 9.986585335e+01 9.986585335e+01
7.983967936e+03 1.161341467e+02 3.136464053e-25 9.986585335e+01 9.986585335e+01
8.000000000e+03 1.161341467e+02 3.129503374e-25 9.986585335e+01 9.986585335e+01
