time            sAk             sBr             sCj            
5.583967936e+03 5.173797083e+00 2.628838811e+00 1.316817849e+00
5.598396794e+03 5.147869652e+00 2.617689530e+00 1.297876017e+00
5.612825651e+03 5.121781211e+00 2.606739588e+00 1.279338092e+00
5.627254509e+03 5.095545910e+00 2.595984191e+00 1.261193834e+00
5.641683367e+03 5.069177786e+00 2.585418612e+00 1.243433287e+00
5.656112224e+03 5.042690742e+00 2.575038205e+00 1.226046759e+00
5.670541082e+03 5.016098532e+00 2.564838408e+00 1.209024824e+00
5.684969940e+03 4.989414743e+00 2.554814757e+00 1.192358307e+00
5.699398798e+03 4.962652774e+00 2.544962885e+00 1.176038281e+00
5.713827655e+03 4.935825819e+00 2.535278534e+00 1.160056055e+00
5.728256513e+03 4.908946849e+00 2.525757545e+00 1.144403174e+00
5.742685371e+03 4.882028592e+00 2.516395869e+00 1.129071407e+00
5.757114228e+03 4.855083517e+00 2.507189564e+00 1.114052742e+00
5.771543086e+03 4.828123815e+00 2.498134794e+00 1.099339381e+00
5.785971944e+03 4.801161384e+00 2.489227827e+00 1.084923733e+00
5.800400802e+03 4.774207811e+00 2.480465038e+00 1.070798408e+00
5.814829659e+03 4.747274361e+00 2.471842903e+00 1.056956213e+00
5.829258517e+03 4.720371960e+00 2.463358000e+00 1.043390146e+00
5.843687375e+03 4.693511183e+00 2.455007005e+00 1.030093391e+00
5.858116232e+03 4.666702244e+00 2.446786690e+00 1.017059311e+00
5.872545090e+03 4.639954983e+00 2.438693920e+00 1.004281447e+00
5.886973948e+03 4.613278864e+00 2.430725653e+00 9.917535118e-01
5.901402806e+03 4.586682958e+00 2.422878934e+00 9.794693833e-01
5.915831663e+03 4.560175947e+00 2.415150894e+00 9.674231036e-01
5.930260521e+03 4.533766112e+00 2.407538750e+00 9.556088728e-01
5.944689379e+03 4.507461335e+00 2.400039799e+00 9.440210451e-01
5.959118236e+03 4.481269095e+00 2.392651417e+00 9.326541256e-01
5.973547094e+03 4.455196465e+00 2.385371056e+00 9.215027651e-01
5.987975952e+03 4.429250122e+00 2.378196243e+00 9.105617578e-01
6.002404810e+03 4.403436338e+00 2.371124577e+00 8.998260364e-01
6.016833667e+03 4.377760995e+00 2.364153725e+00 8.892906693e-01
6.031262525e+03 4.352229579e+00 2.357281425e+00 8.789508567e-01
6.045691383e+03 4.326847194e+00 2.350505475e+00 8.688019272e-01
6.060120240e+03 4.301618567e+00 2.343823742e+00 8.588393349e-01
6.074549098e+03 4.276548052e+00 2.337234151e+00 8.490586552e-01
6.088977956e+03 4.251639645e+00 2.330734687e+00 8.394555829e-01
6.103406814e+03 4.226896987e+00 2.324323393e+00 8.300259277e-01
6.117835671e+03 4.202323383e+00 2.317998368e+00 8.207656125e-01
6.132264529e+03 4.177921801e+00 2.311757764e+00 8.116706692e-01
6.146693387e+03 4.153694894e+00 2.305599786e+00 8.027372367e-01
6.161122244e+03 4.129645006e+00 2.299522689e+00 7.939615576e-01
6.175551102e+03 4.105774188e+00 2.293524777e+00 7.853399756e-01
6.189979960e+03 4.082084205e+00 2.287604402e+00 7.768689326e-01
6.204408818e+03 4.058576552e+00 2.281759962e+00 7.685449662e-01
6.218837675e+03 4.035252470e+00 2.275989899e+00 7.603647072e-01
6.233266533e+03 4.012112950e+00 2.270292697e+00 7.523248765e-01
6.247695391e+03 3.989158755e+00 2.264666883e+00 7.444222835e-01
6.262124248e+03 3.966390425e+00 2.259111024e+00 7.366538230e-01
6.276553106e+03 3.943808295e+00 2.253623726e+00 7.290164730e-01
6.290981964e+03 3.921412505e+00 2.248203633e+00 7.215072922e-01
6.305410822e+03 3.899203011e+00 2.242849424e+00 7.141234185e-01
6.319839679e+03 3.877179599e+00 2.237559814e+00 7.068620652e-01
6.334268537e+03 3.855341895e+00 2.232333554e+00 6.997205211e-01
6.348697395e+03 3.833689377e+00 2.227169426e+00 6.926961460e-01
6.363126253e+03 3.812221386e+00 2.222066245e+00 6.857863707e-01
6.377555110e+03 3.790937134e+00 2.217022856e+00 6.789886939e-01
6.391983968e+03 3.769835718e+00 2.212038136e+00 6.723006803e-01
6.406412826e+03 3.748916126e+00 2.207110988e+00 6.657199592e-01
6.420841683e+03 3.728177249e+00 2.202240348e+00 6.592442221e-01
6.435270541e+03 3.707617886e+00 2.197425173e+00 6.528712213e-01
6.449699399e+03 3.687236760e+00 2.192664452e+00 6.465987675e-01
6.464128257e+03 3.667032513e+00 2.187957196e+00 6.404247295e-01
6.478557114e+03 3.647003729e+00 2.183302443e+00 6.343470304e-01
6.492985972e+03 3.627148929e+00 2.178699253e+00 6.283636482e-01
6.507414830e+03 3.607466583e+00 2.174146709e+00 6.224726129e-01
6.521843687e+03 3.587955116e+00 2.169643920e+00 6.166720051e-01
6.536272545e+03 3.568612911e+00 2.165190013e+00 6.109599553e-01
6.550701403e+03 3.549438322e+00 2.160784138e+00 6.053346413e-01
6.565130261e+03 3.530429665e+00 2.156425465e+00 5.997942881e-01
6.579559118e+03 3.511585242e+00 2.152113183e+00 5.943371651e-01
6.593987976e+03 3.492903327e+00 2.147846502e+00 5.889615861e-01
6.608416834e+03 3.474382183e+00 2.143624649e+00 5.836659072e-01
6.622845691e+03 3.456020060e+00 2.139446870e+00 5.784485258e-01
6.637274549e+03 3.437815197e+00 2.135312429e+00 5.733078798e-01
6.651703407e+03 3.419765833e+00 2.131220606e+00 5.682424455e-01
6.666132265e+03 3.401870199e+00 2.127170698e+00 5.632507376e-01
6.680561122e+03 3.384126532e+00 2.123162018e+00 5.583313070e-01
6.694989980e+03 3.366533066e+00 2.119193895e+00 5.534827410e-01
6.709418838e+03 3.349088046e+00 2.115265671e+00 5.487036607e-01
6.723847695e+03 3.331789721e+00 2.111376705e+00 5.439927216e-01
6.738276553e+03 3.314636350e+00 2.107526371e+00 5.393486115e-01
6.752705411e+03 3.297626204e+00 2.103714054e+00 5.347700498e-01
6.767134269e+03 3.280757563e+00 2.099939154e+00 5.302557874e-01
6.781563126e+03 3.264028725e+00 2.096201085e+00 5.258046043e-01
6.795991984e+03 3.247437999e+00 2.092499271e+00 5.214153106e-01
6.810420842e+03 3.230983711e+00 2.088833151e+00 5.170867436e-01
6.824849699e+03 3.214664206e+00 2.085202175e+00 5.128177692e-01
6.839278557e+03 3.198477842e+00 2.081605804e+00 5.086072791e-01
6.853707415e+03 3.182423000e+00 2.078043512e+00 5.044541915e-01
6.868136273e+03 3.166498077e+00 2.074514783e+00 5.003574498e-01
6.882565130e+03 3.150701489e+00 2.071019111e+00 4.963160216e-01
6.896993988e+03 3.135031674e+00 2.067556002e+00 4.923288990e-01
6.911422846e+03 3.119487088e+00 2.064124972e+00 4.883950964e-01
6.925851703e+03 3.104066207e+00 2.060725546e+00 4.845136518e-01
6.940280561e+03 3.088767530e+00 2.057357259e+00 4.806836242e-01
6.954709419e+03 3.073589573e+00 2.054019655e+00 4.769040946e-01
6.969138277e+03 3.058530877e+00 2.050712289e+00 4.731741645e-01
6.983567134e+03 3.043590000e+00 2.047434722e+00 4.694929555e-01
6.997995992e+03 3.028765522e+00 2.044186527e+00 4.658596091e-01
7.012424850e+03 3.014056046e+00 2.040967282e+00 4.622732855e-01
7.026853707e+03 2.999460192e+00 2.037776576e+00 4.587331639e-01
7.041282565e+03 2.984976603e+00 2.034614006e+00 4.552384417e-01
7.055711423e+03 2.970603940e+00 2.031479174e+00 4.517883333e-01
7.070140281e+03 2.956340887e+00 2.028371694e+00 4.483820710e-01
7.084569138e+03 2.942186145e+00 2.025291182e+00 4.450189034e-01
7.098997996e+03 2.928138439e+00 2.022237267e+00 4.416980954e-01
7.113426854e+03 2.914196509e+00 2.019209582e+00 4.384189280e-01
7.127855711e+03 2.900359117e+00 2.016207766e+00 4.351806971e-01
7.142284569e+03 2.886625045e+00 2.013231467e+00 4.319827144e-01
7.156713427e+03 2.872993091e+00 2.010280340e+00 4.288243054e-01
7.171142285e+03 2.859462074e+00 2.007354043e+00 4.257048105e-01
7.185571142e+03 2.846030830e+00 2.004452244e+00 4.226235840e-01
7.200000000e+03 2.832698215e+00 2.001574615e+00 4.195799932e-01
