time            Cj              Ck             
6.474949900e+02 4.557377146e+01 5.003592121e+01
6.492985972e+02 4.558103650e+01 5.004410249e+01
6.511022044e+02 4.558826496e+01 5.005224133e+01
6.529058116e+02 4.559545711e+01 5.006033807e+01
6.547094188e+02 4.560261326e+01 5.006839306e+01
6.565130261e+02 4.560973370e+01 5.007640666e+01
6.583166333e+02 4.561681873e+01 5.008437920e+01
6.601202405e+02 4.562386862e+01 5.009231102e+01
6.619238477e+02 4.563088365e+01 5.010020247e+01
6.637274549e+02 4.563786412e+01 5.010805386e+01
6.655310621e+02 4.564481029e+01 5.011586553e+01
6.673346693e+02 4.565172244e+01 5.012363779e+01
6.691382766e+02 4.565860084e+01 5.013137097e+01
6.709418838e+02 4.566544575e+01 5.013906539e+01
6.727454910e+02 4.567225744e+01 5.014672136e+01
6.745490982e+02 4.567903617e+01 5.015433918e+01
6.763527054e+02 4.568578221e+01 5.016191917e+01
6.781563126e+02 4.569249580e+01 5.016946162e+01
6.799599198e+02 4.569917720e+01 5.017696684e+01
6.817635271e+02 4.570582666e+01 5.018443511e+01
6.835671343e+02 4.571244443e+01 5.019186674e+01
6.853707415e+02 4.571903075e+01 5.019926202e+01
6.871743487e+02 4.572558586e+01 5.020662122e+01
6.889779559e+02 4.573211001e+01 5.021394463e+01
6.907815631e+02 4.573860344e+01 5.022123254e+01
6.925851703e+02 4.574506637e+01 5.022848522e+01
6.943887776e+02 4.575149904e+01 5.023570294e+01
6.961923848e+02 4.575790168e+01 5.024288598e+01
6.979959920e+02 4.576427452e+01 5.025003460e+01
6.997995992e+02 4.577061778e+01 5.025714907e+01
7.016032064e+02 4.577693169e+01 5.026422966e+01
7.034068136e+02 4.578321646e+01 5.027127661e+01
7.052104208e+02 4.578947232e+01 5.027829020e+01
7.070140281e+02 4.579569948e+01 5.028527066e+01
7.088176353e+02 4.580189815e+01 5.029221827e+01
7.106212425e+02 4.580806854e+01 5.029913326e+01
7.124248497e+02 4.581421088e+01 5.030601588e+01
7.142284569e+02 4.582032535e+01 5.031286638e+01
7.160320641e+02 4.582641217e+01 5.031968500e+01
7.178356713e+02 4.583247155e+01 5.032647197e+01
7.196392786e+02 4.583850367e+01 5.033322753e+01
7.214428858e+02 4.584450874e+01 5.033995193e+01
