time            Ak              Br              Cj              sAk             sBr             sCj            
7.154308617e+03 2.167763426e+00 7.927723386e-01 1.165155199e+00 8.906865617e-03 2.385578610e-02 1.401350765e-02
7.358717435e+03 2.207879423e+00 8.451716468e-01 1.071760994e+00 8.701432926e-03 2.287152537e-02 1.503721470e-02
7.563126253e+03 2.227722262e+00 9.067755556e-01 9.884622715e-01 8.578294639e-03 2.169336753e-02 1.612107552e-02
7.767535070e+03 2.227154840e+00 9.774320432e-01 9.154564403e-01 8.530263980e-03 2.037853334e-02 1.724905331e-02
7.971943888e+03 2.206714000e+00 1.056767711e+00 8.526424487e-01 8.552452814e-03 1.898998522e-02 1.840131381e-02
8.176352705e+03 2.167560201e+00 1.144121490e+00 7.997177190e-01 8.641878382e-03 1.758989131e-02 1.955444892e-02
8.380761523e+03 2.111407912e+00 1.238492565e+00 7.562615619e-01 8.797115818e-03 1.623334100e-02 2.068189828e-02
8.585170341e+03 2.040435795e+00 1.338512800e+00 7.218026977e-01 9.017979506e-03 1.496362112e-02 2.175457475e-02
8.789579158e+03 1.957177388e+00 1.442450804e+00 6.958705454e-01 9.305218989e-03 1.380990439e-02 2.274169726e-02
8.993987976e+03 1.864393603e+00 1.548252596e+00 6.780319526e-01 9.660211659e-03 1.278753810e-02 2.361185853e-02
9.198396794e+03 1.764935105e+00 1.653616366e+00 6.679151749e-01 1.008464527e-02 1.190032838e-02 2.433433930e-02
9.402805611e+03 1.661604803e+00 1.756094231e+00 6.652230045e-01 1.058018408e-02 1.114385270e-02 2.488066070e-02
9.607214429e+03 1.557032574e+00 1.853209346e+00 6.697373161e-01 1.114811544e-02 1.050879257e-02 2.522635436e-02
9.811623246e+03 1.453573669e+00 1.942575221e+00 6.813157786e-01 1.178898319e-02 9.983690068e-03 2.535282920e-02
1.001603206e+04 1.353238265e+00 2.022005435e+00 6.998821472e-01 1.250221468e-02 9.556835017e-03 2.524920505e-02
1.022044088e+04 1.257654965e+00 2.089603633e+00 7.254105449e-01 1.328575568e-02 9.217377013e-03 2.491388620e-02
1.042484970e+04 1.168066292e+00 2.143830353e+00 7.579040175e-01 1.413573033e-02 8.955861613e-03 2.435562687e-02
1.062925852e+04 1.085350692e+00 2.183545069e+00 7.973676786e-01 1.504614709e-02 8.764405200e-03 2.359382135e-02
1.083366733e+04 1.010063163e+00 2.208026671e+00 8.437769276e-01 1.600867200e-02 8.636673442e-03 2.265781460e-02
1.103807615e+04 9.424872430e-01 2.216975908e+00 8.970416949e-01 1.701248866e-02 8.567768118e-03 2.158512374e-02
1.124248497e+04 8.826909941e-01 2.210504364e+00 9.569684506e-01 1.804425907e-02 8.554078549e-03 2.041866499e-02
1.144689379e+04 8.305820979e-01 2.189112972e+00 1.023222404e+00 1.908819319e-02 8.593124827e-03 1.920326883e-02
1.165130261e+04 7.859575847e-01 2.153661998e+00 1.095293859e+00 2.012623090e-02 8.683404085e-03 1.798201323e-02
1.185571142e+04 7.485472856e-01 2.105332208e+00 1.172472375e+00 2.113833934e-02 8.824239098e-03 1.679291072e-02
1.206012024e+04 7.180491291e-01 2.045577885e+00 1.253832558e+00 2.210292234e-02 9.015628967e-03 1.566649992e-02
1.226452906e+04 6.941570779e-01 1.976070315e+00 1.338235255e+00 2.299735497e-02 9.258096264e-03 1.462466749e-02
1.246893788e+04 6.765817992e-01 1.898632889e+00 1.424345845e+00 2.379864642e-02 9.552527481e-03 1.368071962e-02
1.267334669e+04 6.650651366e-01 1.815171123e+00 1.510668401e+00 2.448423552e-02 9.900004166e-03 1.284046336e-02
1.287775551e+04 6.593890024e-01 1.727599920e+00 1.595594717e+00 2.503291794e-02 1.030162227e-02 1.210387895e-02
1.308216433e+04 6.593796372e-01 1.637774067e+00 1.677462973e+00 2.542588408e-02 1.075829965e-02 1.146695489e-02
1.328657315e+04 6.649077732e-01 1.547426464e+00 1.754621318e+00 2.564782412e-02 1.127057425e-02 1.092334685e-02
1.349098196e+04 6.758851678e-01 1.458118426e+00 1.825490791e+00 2.568803045e-02 1.183839569e-02 1.046568109e-02
1.369539078e+04 6.922578568e-01 1.371204759e+00 1.888622873e+00 2.554140657e-02 1.246091572e-02 1.008646662e-02
1.389979960e+04 7.139962672e-01 1.287814483e+00 1.942748291e+00 2.520926832e-02 1.313628496e-02 9.778661620e-03
1.410420842e+04 7.410824286e-01 1.208846717e+00 1.986814562e+00 2.469980412e-02 1.386146606e-02 9.535979316e-03
1.430861723e+04 7.734943598e-01 1.134979154e+00 2.020012471e+00 2.402809061e-02 1.463207136e-02 9.353025298e-03
1.451302605e+04 8.111880499e-01 1.066686449e+00 2.041791574e+00 2.321556721e-02 1.544223770e-02 9.225327475e-03
1.471743487e+04 8.540774938e-01 1.004265205e+00 2.051866316e+00 2.228894524e-02 1.628454659e-02 9.149307779e-03
1.492184369e+04 9.020135478e-01 9.478626431e-01 2.050214136e+00 2.127859333e-02 1.714999734e-02 9.122223182e-03
1.512625251e+04 9.547633124e-01 8.975058669e-01 2.037066978e+00 2.021656971e-02 1.802804049e-02 9.142092970e-03
1.533066132e+04 1.011991017e+00 8.531304045e-01 2.012896926e+00 1.913448474e-02 1.890667231e-02 9.207618987e-03
1.553507014e+04 1.073242763e+00 8.146060931e-01 1.978396420e+00 1.806149487e-02 1.977259411e-02 9.318103259e-03
1.573947896e+04 1.137936785e+00 7.817598254e-01 1.934453207e+00 1.702267442e-02 2.061143660e-02 9.473362859e-03
1.594388778e+04 1.205360912e+00 7.543945658e-01 1.882119742e+00 1.603795527e-02 2.140805085e-02 9.673641706e-03
1.614829659e+04 1.274678581e+00 7.323048656e-01 1.822577797e+00 1.512173232e-02 2.214686797e-02 9.919517401e-03
1.635270541e+04 1.344943009e+00 7.152887318e-01 1.757099242e+00 1.428305152e-02 2.281232544e-02 1.021180356e-02
1.655711423e+04 1.415120100e+00 7.031563858e-01 1.687003730e+00 1.352630252e-02 2.338935963e-02 1.055144349e-02
1.676152305e+04 1.484117638e+00 6.957361264e-01 1.613616254e+00 1.285215638e-02 2.386395315e-02 1.093939857e-02
1.696593186e+04 1.550819276e+00 6.928776753e-01 1.538226311e+00 1.225859330e-02 2.422372261e-02 1.137652913e-02
1.717034068e+04 1.614120382e+00 6.944532725e-01 1.462051514e+00 1.174184860e-02 2.445851563e-02 1.186347065e-02
1.737474950e+04 1.672963408e+00 7.003568260e-01 1.386207317e+00 1.129720195e-02 2.456098828e-02 1.240050544e-02
1.757915832e+04 1.726370382e+00 7.105013030e-01 1.311684410e+00 1.091957170e-02 2.452711588e-02 1.298743343e-02
1.778356713e+04 1.773470775e+00 7.248145559e-01 1.239334241e+00 1.060392743e-02 2.435659229e-02 1.362344558e-02
1.798797595e+04 1.813523300e+00 7.432337480e-01 1.169863004e+00 1.034555176e-02 2.405306160e-02 1.430700461e-02
1.819238477e+04 1.845931856e+00 7.656984980e-01 1.103832398e+00 1.014019271e-02 2.362415741e-02 1.503573406e-02
1.839679359e+04 1.870254859e+00 7.921429871e-01 1.041666942e+00 9.984135821e-03 2.308129249e-02 1.580632834e-02
1.860120240e+04 1.886209231e+00 8.224872076e-01 9.836655645e-01 9.874229366e-03 2.243921232e-02 1.661447940e-02
1.880561122e+04 1.893669543e+00 8.566276599e-01 9.300163709e-01 9.807877150e-03 2.171531175e-02 1.745483071e-02
1.901002004e+04 1.892662864e+00 8.944279779e-01 8.808131672e-01 9.783013231e-03 2.092875623e-02 1.832096077e-02
1.921442886e+04 1.883361268e+00 9.357097938e-01 8.360719025e-01 9.798068856e-03 2.009950139e-02 1.920539223e-02
1.941883768e+04 1.866070943e+00 9.802447251e-01 7.957471543e-01 9.851930704e-03 1.924726933e-02 2.009964035e-02
1.962324649e+04 1.841219839e+00 1.027747770e+00 7.597470775e-01 9.943898849e-03 1.839060174e-02 2.099428880e-02
1.982765531e+04 1.809343228e+00 1.077872882e+00 7.279468514e-01 1.007364203e-02 1.754606935e-02 2.187910007e-02
2.003206413e+04 1.771067844e+00 1.130211380e+00 7.002003921e-01 1.024115082e-02 1.672771431e-02 2.274316022e-02
2.023647295e+04 1.727094689e+00 1.184293094e+00 6.763499656e-01 1.044669175e-02 1.594673974e-02 2.357505106e-02
2.044088176e+04 1.678180588e+00 1.239591050e+00 6.562341746e-01 1.069075555e-02 1.521147205e-02 2.436306005e-02
2.064529058e+04 1.625119110e+00 1.295529102e+00 6.396941630e-01 1.097400637e-02 1.452752287e-02 2.509541765e-02
2.084969940e+04 1.568721163e+00 1.351492486e+00 6.265783274e-01 1.129722642e-02 1.389811920e-02 2.576056482e-02
2.105410822e+04 1.509796059e+00 1.406840526e+00 6.167456671e-01 1.166125836e-02 1.332451911e-02 2.634744424e-02
2.125851703e+04 1.449133548e+00 1.460921028e+00 6.100679680e-01 1.206694457e-02 1.280645626e-02 2.684581040e-02
2.146292585e+04 1.387487652e+00 1.513085299e+00 6.064309873e-01 1.251506351e-02 1.234256143e-02 2.724654889e-02
2.166733467e+04 1.325562863e+00 1.562703031e+00 6.057347756e-01 1.300626387e-02 1.193073258e-02 2.754199188e-02
2.187174349e+04 1.264003046e+00 1.609176381e+00 6.078932805e-01 1.354099615e-02 1.156843829e-02 2.772622043e-02
2.207615230e+04 1.203383277e+00 1.651952627e+00 6.128332969e-01 1.411944354e-02 1.125295448e-02 2.779533629e-02
2.228056112e+04 1.144204965e+00 1.690534637e+00 6.204928770e-01 1.474145415e-02 1.098153342e-02 2.774768046e-02
2.248496994e+04 1.086893868e+00 1.724489144e+00 6.308192479e-01 1.540647421e-02 1.075152450e-02 2.758398748e-02
2.268937876e+04 1.031800647e+00 1.753452788e+00 6.437662890e-01 1.611348470e-02 1.056045611e-02 2.730746070e-02
2.289378758e+04 9.792038765e-01 1.777135694e+00 6.592916181e-01 1.686094456e-02 1.040608240e-02 2.692374675e-02
2.309819639e+04 9.293147228e-01 1.795323117e+00 6.773533413e-01 1.764674051e-02 1.028641251e-02 2.644080929e-02
2.330260521e+04 8.822829588e-01 1.807875257e+00 6.979065257e-01 1.846814697e-02 1.019972229e-02 2.586869493e-02
2.350701403e+04 8.382038275e-01 1.814725609e+00 7.208994675e-01 1.932179687e-02 1.014455624e-02 2.521919780e-02
2.371142285e+04 7.971253014e-01 1.815878197e+00 7.462698558e-01 2.020366482e-02 1.011972304e-02 2.450543733e-02
2.391583166e+04 7.590554108e-01 1.811403954e+00 7.739409513e-01 2.110906324e-02 1.012428643e-02 2.374137368e-02
2.412024048e+04 7.239693456e-01 1.801436451e+00 8.038179219e-01 2.203265285e-02 1.015755328e-02 2.294128624e-02
2.432464930e+04 6.918161407e-01 1.786167205e+00 8.357845027e-01 2.296846647e-02 1.021906014e-02 2.211925381e-02
2.452905812e+04 6.625246737e-01 1.765840396e+00 8.697001064e-01 2.390994648e-02 1.030855864e-02 2.128867116e-02
2.473346693e+04 6.360093473e-01 1.740747991e+00 9.053977480e-01 2.484999590e-02 1.042599970e-02 2.046183564e-02
2.493787575e+04 6.121745147e-01 1.711223254e+00 9.426825541e-01 2.578104254e-02 1.057151730e-02 1.964962633e-02
2.514228457e+04 5.909187951e-01 1.677635339e+00 9.813314273e-01 2.669511585e-02 1.074541151e-02 1.886128913e-02
2.534669339e+04 5.721383783e-01 1.640382658e+00 1.021093669e+00 2.758393754e-02 1.094812994e-02 1.810434118e-02
2.555110220e+04 5.557298261e-01 1.599886340e+00 1.061692660e+00 2.843902376e-02 1.118024878e-02 1.738457660e-02
2.575551102e+04 5.415922998e-01 1.556583375e+00 1.102828614e+00 2.925180073e-02 1.144245222e-02 1.670616318e-02
2.595991984e+04 5.296293001e-01 1.510919644e+00 1.144182283e+00 3.001373243e-02 1.173551044e-02 1.607180560e-02
2.616432866e+04 5.197499877e-01 1.463342852e+00 1.185419578e+00 3.071646137e-02 1.206025614e-02 1.548295321e-02
2.636873747e+04 5.118700370e-01 1.414295849e+00 1.226196607e+00 3.135195332e-02 1.241756020e-02 1.494001882e-02
2.657314629e+04 5.059122547e-01 1.364210139e+00 1.266165379e+00 3.191265573e-02 1.280830440e-02 1.444260484e-02
2.677755511e+04 5.018068695e-01 1.313499977e+00 1.304979619e+00 3.239165737e-02 1.323335342e-02 1.398970829e-02
2.698196393e+04 4.994915650e-01 1.262557081e+00 1.342300420e+00 3.278284694e-02 1.369352537e-02 1.357990346e-02
2.718637275e+04 4.989113534e-01 1.211746196e+00 1.377801857e+00 3.308107336e-02 1.418956015e-02 1.321149290e-02
2.739078156e+04 5.000182074e-01 1.161401646e+00 1.411175966e+00 3.328228798e-02 1.472208820e-02 1.288263216e-02
2.759519038e+04 5.027705741e-01 1.111824770e+00 1.442137207e+00 3.338367840e-02 1.529159690e-02 1.259142440e-02
2.779959920e+04 5.071327238e-01 1.063282304e+00 1.470426253e+00 3.338378024e-02 1.589839737e-02 1.233599384e-02
2.800400802e+04 5.130739741e-01 1.016005761e+00 1.495812931e+00 3.328255943e-02 1.654259187e-02 1.211453718e-02
2.820841683e+04 5.205677907e-01 9.701916196e-01 1.518098436e+00 3.308146409e-02 1.722404141e-02 1.192536070e-02
2.841282565e+04 5.295907608e-01 9.260022713e-01 1.537116796e+00 3.278343867e-02 1.794233507e-02 1.176690538e-02
2.861723447e+04 5.401215098e-01 8.835676381e-01 1.552735531e+00 3.239289260e-02 1.869676309e-02 1.163776070e-02
2.882164329e+04 5.521394619e-01 8.429871512e-01 1.564855699e+00 3.191562945e-02 1.948629058e-02 1.153667522e-02
2.902605210e+04 5.656235630e-01 8.043323836e-01 1.573411760e+00 3.135872956e-02 2.030953691e-02 1.146255990e-02
2.923046092e+04 5.805509115e-01 7.676495390e-01 1.578370316e+00 3.073038746e-02 2.116475947e-02 1.141448868e-02
2.943486974e+04 5.968953630e-01 7.329624308e-01 1.579729116e+00 3.003971317e-02 2.204984113e-02 1.139169742e-02
2.963927856e+04 6.146260896e-01 7.002751639e-01 1.577515664e+00 2.929650426e-02 2.296228357e-02 1.139358030e-02
2.984368737e+04 6.337061967e-01 6.695750785e-01 1.571785415e+00 2.851098727e-02 2.389920747e-02 1.141968592e-02
3.004809619e+04 6.540913603e-01 6.408353491e-01 1.562620109e+00 2.769355515e-02 2.485735604e-02 1.146971280e-02
3.025250501e+04 6.757285631e-01 6.140175644e-01 1.550125859e+00 2.685449810e-02 2.583310518e-02 1.154350450e-02
3.045691383e+04 6.985550068e-01 5.890739925e-01 1.534431270e+00 2.600375753e-02 2.682247806e-02 1.164104476e-02
3.066132265e+04 7.224971914e-01 5.659497162e-01 1.515685464e+00 2.515069739e-02 2.782116491e-02 1.176245218e-02
3.086573146e+04 7.474702124e-01 5.445845004e-01 1.494056033e+00 2.430391293e-02 2.882454696e-02 1.190797536e-02
3.107014028e+04 7.733774956e-01 5.249144950e-01 1.469726829e+00 2.347109337e-02 2.982772775e-02 1.207798649e-02
3.127454910e+04 8.001104931e-01 5.068735907e-01 1.442896058e+00 2.265890413e-02 3.082556042e-02 1.227297845e-02
3.147895792e+04 8.275491085e-01 4.903947158e-01 1.413773803e+00 2.187295482e-02 3.181268985e-02 1.249355604e-02
3.168336673e+04 8.555622326e-01 4.754108540e-01 1.382579765e+00 2.111778796e-02 3.278359144e-02 1.274043184e-02
3.188777555e+04 8.840086516e-01 4.618559024e-01 1.349540874e+00 2.039691516e-02 3.373261621e-02 1.301441949e-02
3.209218437e+04 9.127383267e-01 4.496653777e-01 1.314888827e+00 1.971288936e-02 3.465404032e-02 1.331642659e-02
3.229659319e+04 9.415938807e-01 4.387769771e-01 1.278857567e+00 1.906739899e-02 3.554211799e-02 1.364744758e-02
3.250100200e+04 9.704123718e-01 4.291310049e-01 1.241680837e+00 1.846137704e-02 3.639113781e-02 1.400855581e-02
3.270541082e+04 9.990272396e-01 4.206706976e-01 1.203589746e+00 1.789511811e-02 3.719548292e-02 1.440089491e-02
3.290981964e+04 1.027270363e+00 4.133424516e-01 1.164810426e+00 1.736839450e-02 3.794969360e-02 1.482566953e-02
3.311422846e+04 1.054974155e+00 4.070959674e-01 1.125561856e+00 1.688056573e-02 3.864853152e-02 1.528413535e-02
3.331863727e+04 1.081973729e+00 4.018843288e-01 1.086053795e+00 1.643068214e-02 3.928704737e-02 1.577758789e-02
3.352304609e+04 1.108108914e+00 3.976640180e-01 1.046485022e+00 1.601757023e-02 3.986064598e-02 1.630735135e-02
3.372745491e+04 1.133226109e+00 3.943948757e-01 1.007041867e+00 1.563990584e-02 4.036514974e-02 1.687476610e-02
3.393186373e+04 1.157180065e+00 3.920400294e-01 9.678969208e-01 1.529628016e-02 4.079686274e-02 1.748117483e-02
3.413627255e+04 1.179835417e+00 3.905657835e-01 9.292080783e-01 1.498524936e-02 4.115263004e-02 1.812790856e-02
3.434068136e+04 1.201067930e+00 3.899414729e-01 8.911179264e-01 1.470537167e-02 4.142989086e-02 1.881627184e-02
3.454509018e+04 1.220765502e+00 3.901392955e-01 8.537534001e-01 1.445523846e-02 4.162672606e-02 1.954752669e-02
3.474949900e+04 1.238828928e+00 3.911341228e-01 8.172257076e-01 1.423349762e-02 4.174189830e-02 2.032287629e-02
3.495390782e+04 1.255172381e+00 3.929032919e-01 7.816305061e-01 1.403886966e-02 4.177488322e-02 2.114344820e-02
3.515831663e+04 1.269723641e+00 3.954263782e-01 7.470483290e-01 1.387015854e-02 4.172588997e-02 2.201027728e-02
3.536272545e+04 1.282424094e+00 3.986849529e-01 7.135451938e-01 1.372625940e-02 4.159587088e-02 2.292428844e-02
3.556713427e+04 1.293228523e+00 4.026623273e-01 6.811733710e-01 1.360616344e-02 4.138651908e-02 2.388627960e-02
3.577154309e+04 1.302104742e+00 4.073432842e-01 6.499722699e-01 1.350896042e-02 4.110025408e-02 2.489690524e-02
3.597595190e+04 1.309033061e+00 4.127137965e-01 6.199694265e-01 1.343383935e-02 4.074019385e-02 2.595666047e-02
3.618036072e+04 1.314005644e+00 4.187607358e-01 5.911815430e-01 1.338008842e-02 4.031011434e-02 2.706586621e-02
3.638476954e+04 1.317025793e+00 4.254715718e-01 5.636155552e-01 1.334709414e-02 3.981439642e-02 2.822465569e-02
3.658917836e+04 1.318107164e+00 4.328340650e-01 5.372697035e-01 1.333434003e-02 3.925796132e-02 2.943296244e-02
3.679358717e+04 1.317272962e+00 4.408359546e-01 5.121345846e-01 1.334140507e-02 3.864619542e-02 3.069050994e-02
3.699799599e+04 1.314555129e+00 4.494646459e-01 4.881941749e-01 1.336796222e-02 3.798486701e-02 3.199680306e-02
3.720240481e+04 1.309993521e+00 4.587068981e-01 4.654267846e-01 1.341377691e-02 3.728003487e-02 3.335112200e-02
3.740681363e+04 1.303635134e+00 4.685485175e-01 4.438059696e-01 1.347870587e-02 3.653795131e-02 3.475251737e-02
3.761122244e+04 1.295533358e+00 4.789740651e-01 4.233013762e-01 1.356269612e-02 3.576496434e-02 3.619980778e-02
3.781563126e+04 1.285747258e+00 4.899665765e-01 4.038794961e-01 1.366578444e-02 3.496742066e-02 3.769157926e-02
3.802004008e+04 1.274340911e+00 5.015073060e-01 3.855043697e-01 1.378809701e-02 3.415157097e-02 3.922618656e-02
3.822444890e+04 1.261382785e+00 5.135754947e-01 3.681382051e-01 1.392984964e-02 3.332348058e-02 4.080175549e-02
3.842885772e+04 1.246945156e+00 5.261481719e-01 3.517419291e-01 1.409134827e-02 3.248894838e-02 4.241618657e-02
3.863326653e+04 1.231103573e+00 5.391999933e-01 3.362756725e-01 1.427299000e-02 3.165343608e-02 4.406715991e-02
3.883767535e+04 1.213936350e+00 5.527031209e-01 3.216991914e-01 1.447526457e-02 3.082200945e-02 4.575214077e-02
3.904208417e+04 1.195524097e+00 5.666271476e-01 3.079722291e-01 1.469875622e-02 2.999929225e-02 4.746838558e-02
3.924649299e+04 1.175949269e+00 5.809390700e-01 2.950548254e-01 1.494414608e-02 2.918943373e-02 4.921294822e-02
3.945090180e+04 1.155295743e+00 5.956033109e-01 2.829075762e-01 1.521221506e-02 2.839608967e-02 5.098268645e-02
3.965531062e+04 1.133648401e+00 6.105817913e-01 2.714918498e-01 1.550384718e-02 2.762241657e-02 5.277426841e-02
3.985971944e+04 1.111092737e+00 6.258340529e-01 2.607699639e-01 1.582003350e-02 2.687107772e-02 5.458417892e-02
4.006412826e+04 1.087714464e+00 6.413174266e-01 2.507053280e-01 1.616187648e-02 2.614425991e-02 5.640872569e-02
4.026853707e+04 1.063599134e+00 6.569872461e-01 2.412625552e-01 1.653059504e-02 2.544369892e-02 5.824404530e-02
4.047294589e+04 1.038831762e+00 6.727971009e-01 2.324075485e-01 1.692753010e-02 2.477071203e-02 6.008610906e-02
4.067735471e+04 1.013496455e+00 6.886991246e-01 2.241075628e-01 1.735415087e-02 2.412623554e-02 6.193072869e-02
4.088176353e+04 9.876760591e-01 7.046443111e-01 2.163312487e-01 1.781206169e-02 2.351086544e-02 6.377356185e-02
4.108617234e+04 9.614518021e-01 7.205828553e-01 2.090486788e-01 1.830300969e-02 2.292489961e-02 6.561011765e-02
4.129058116e+04 9.349029625e-01 7.364645051e-01 2.022313595e-01 1.882889307e-02 2.236837992e-02 6.743576170e-02
4.149498998e+04 9.081065462e-01 7.522389292e-01 1.958522327e-01 1.939177015e-02 2.184113296e-02 6.924572134e-02
4.169939880e+04 8.811369867e-01 7.678560790e-01 1.898856661e-01 1.999386941e-02 2.134280846e-02 7.103509095e-02
4.190380762e+04 8.540658672e-01 7.832665507e-01 1.843074357e-01 2.063760017e-02 2.087291493e-02 7.279883699e-02
4.210821643e+04 8.269616686e-01 7.984219346e-01 1.790947035e-01 2.132556405e-02 2.043085200e-02 7.453180286e-02
4.231262525e+04 7.998895478e-01 8.132751469e-01 1.742259887e-01 2.206056729e-02 2.001593912e-02 7.622871382e-02
4.251703407e+04 7.729111471e-01 8.277807408e-01 1.696811358e-01 2.284563385e-02 1.962744067e-02 7.788418204e-02
4.272144289e+04 7.460844390e-01 8.418951895e-01 1.654412805e-01 2.368401921e-02 1.926458766e-02 7.949271179e-02
4.292585170e+04 7.194636066e-01 8.555771400e-01 1.614888129e-01 2.457922481e-02 1.892659625e-02 8.104870491e-02
4.313026052e+04 6.930989596e-01 8.687876339e-01 1.578073401e-01 2.553501286e-02 1.861268336e-02 8.254646683e-02
4.333466934e+04 6.670368894e-01 8.814902922e-01 1.543816485e-01 2.655542165e-02 1.832207976e-02 8.398021337e-02
4.353907816e+04 6.413198587e-01 8.936514655e-01 1.511976660e-01 2.764478078e-02 1.805404078e-02 8.534407878e-02
4.374348697e+04 6.159864288e-01 9.052403459e-01 1.482424241e-01 2.880772630e-02 1.780785523e-02 8.663212531e-02
4.394789579e+04 5.910713194e-01 9.162290446e-01 1.455040219e-01 3.004921506e-02 1.758285268e-02 8.783835496e-02
4.415230461e+04 5.666055019e-01 9.265926325e-01 1.429715898e-01 3.137453816e-02 1.737840942e-02 8.895672398e-02
4.435671343e+04 5.426163214e-01 9.363091492e-01 1.406352552e-01 3.278933260e-02 1.719395336e-02 8.998116076e-02
4.456112224e+04 5.191276462e-01 9.453595797e-01 1.384861085e-01 3.429959064e-02 1.702896806e-02 9.090558805e-02
4.476553106e+04 4.961600414e-01 9.537278032e-01 1.365161713e-01 3.591166581e-02 1.688299617e-02 9.172395018e-02
4.496993988e+04 4.737309617e-01 9.614005155e-01 1.347183645e-01 3.763227452e-02 1.675564227e-02 9.243024647e-02
