time            X1              X2              Y1             
7.675350701e+02 2.579246043e+00 1.567205795e+00 1.832405134e-02
7.695390782e+02 2.579310370e+00 1.567307822e+00 1.803266288e-02
7.715430862e+02 2.579373678e+00 1.567408231e+00 1.774589678e-02
7.735470942e+02 2.579435983e+00 1.567507046e+00 1.746368001e-02
7.755511022e+02 2.579497302e+00 1.567604292e+00 1.718594065e-02
7.775551102e+02 2.579557649e+00 1.567699995e+00 1.691260788e-02
7.795591182e+02 2.579617041e+00 1.567794179e+00 1.664361286e-02
7.815631263e+02 2.579675492e+00 1.567886867e+00 1.637888671e-02
7.835671343e+02 2.579733017e+00 1.567978084e+00 1.611836188e-02
7.855711423e+02 2.579789630e+00 1.568067853e+00 1.586197196e-02
7.875751503e+02 2.579845346e+00 1.568156196e+00 1.560965152e-02
7.895791583e+02 2.579900179e+00 1.568243137e+00 1.536133617e-02
7.915831663e+02 2.579954144e+00 1.568328696e+00 1.511696266e-02
7.935871743e+02 2.580007252e+00 1.568412898e+00 1.487646925e-02
7.955911824e+02 2.580059519e+00 1.568495761e+00 1.463979416e-02
7.975951904e+02 2.580110958e+00 1.568577309e+00 1.440687698e-02
7.995991984e+02 2.580161581e+00 1.568657561e+00 1.417765823e-02
8.016032064e+02 2.580211401e+00 1.568736539e+00 1.395207934e-02
8.036072144e+02 2.580260431e+00 1.568814262e+00 1.373008264e-02
8.056112224e+02 2.580308683e+00 1.568890750e+00 1.351161182e-02
8.076152305e+02 2.580356171e+00 1.568966023e+00 1.329661119e-02
8.096192385e+02 2.580402905e+00 1.569040100e+00 1.308502558e-02
8.116232465e+02 2.580448897e+00 1.569112999e+00 1.287680093e-02
8.136272545e+02 2.580494160e+00 1.569184741e+00 1.267188397e-02
8.156312625e+02 2.580538705e+00 1.569255343e+00 1.247022229e-02
8.176352705e+02 2.580582544e+00 1.569324822e+00 1.227176424e-02
8.196392786e+02 2.580625686e+00 1.569393197e+00 1.207645977e-02
8.216432866e+02 2.580668144e+00 1.569460486e+00 1.188425853e-02
8.236472946e+02 2.580709928e+00 1.569526705e+00 1.169511134e-02
8.256513026e+02 2.580751049e+00 1.569591872e+00 1.150896980e-02
8.276553106e+02 2.580791518e+00 1.569656002e+00 1.132578625e-02
8.296593186e+02 2.580831344e+00 1.569719114e+00 1.114551375e-02
8.316633267e+02 2.580870538e+00 1.569781222e+00 1.096810629e-02
8.336673347e+02 2.580909109e+00 1.569842342e+00 1.079351882e-02
8.356713427e+02 2.580947068e+00 1.569902491e+00 1.062170637e-02
8.376753507e+02 2.580984425e+00 1.569961684e+00 1.045262492e-02
8.396793587e+02 2.581021188e+00 1.570019935e+00 1.028623115e-02
8.416833667e+02 2.581057367e+00 1.570077261e+00 1.012248242e-02
8.436873747e+02 2.581092972e+00 1.570133674e+00 9.961336706e-03
8.456913828e+02 2.581128012e+00 1.570189191e+00 9.802753085e-03
8.476953908e+02 2.581162495e+00 1.570243825e+00 9.646690920e-03
8.496993988e+02 2.581196430e+00 1.570297590e+00 9.493110078e-03
8.517034068e+02 2.581229826e+00 1.570350500e+00 9.341971185e-03
8.537074148e+02 2.581262692e+00 1.570402568e+00 9.193235473e-03
8.557114228e+02 2.581295036e+00 1.570453808e+00 9.046864774e-03
8.577154309e+02 2.581326866e+00 1.570504234e+00 8.902821534e-03
8.597194389e+02 2.581358190e+00 1.570553857e+00 8.761069421e-03
8.617234469e+02 2.581389016e+00 1.570602691e+00 8.621571693e-03
8.637274549e+02 2.581419352e+00 1.570650748e+00 8.484292561e-03
8.657314629e+02 2.581449207e+00 1.570698040e+00 8.349196792e-03
8.677354709e+02 2.581478587e+00 1.570744580e+00 8.216249695e-03
8.697394790e+02 2.581507500e+00 1.570790380e+00 8.085417111e-03
8.717434870e+02 2.581535954e+00 1.570835452e+00 7.956665402e-03
8.737474950e+02 2.581563955e+00 1.570879806e+00 7.829961987e-03
8.757515030e+02 2.581591512e+00 1.570923454e+00 7.705274322e-03
8.777555110e+02 2.581618630e+00 1.570966408e+00 7.582570208e-03
8.797595190e+02 2.581645317e+00 1.571008678e+00 7.461818123e-03
8.817635271e+02 2.581671580e+00 1.571050276e+00 7.342987034e-03
8.837675351e+02 2.581697426e+00 1.571091212e+00 7.226046381e-03
8.857715431e+02 2.581722860e+00 1.571131497e+00 7.110966071e-03
8.877755511e+02 2.581747890e+00 1.571171141e+00 6.997716710e-03
8.897795591e+02 2.581772523e+00 1.571210153e+00 6.886269646e-03
8.917835671e+02 2.581796763e+00 1.571248545e+00 6.776595879e-03
8.937875752e+02 2.581820618e+00 1.571286326e+00 6.668667223e-03
8.957915832e+02 2.581844094e+00 1.571323505e+00 6.562455925e-03
8.977955912e+02 2.581867197e+00 1.571360093e+00 6.457934661e-03
8.997995992e+02 2.581889932e+00 1.571396099e+00 6.355076526e-03
9.018036072e+02 2.581912306e+00 1.571431532e+00 6.253855023e-03
9.038076152e+02 2.581934323e+00 1.571466400e+00 6.154244795e-03
9.058116232e+02 2.581955991e+00 1.571500714e+00 6.056219848e-03
9.078156313e+02 2.581977314e+00 1.571534481e+00 5.959754965e-03
9.098196393e+02 2.581998298e+00 1.571567711e+00 5.864825337e-03
9.118236473e+02 2.582018948e+00 1.571600412e+00 5.771406538e-03
9.138276553e+02 2.582039270e+00 1.571632592e+00 5.679474519e-03
9.158316633e+02 2.582059268e+00 1.571664260e+00 5.589005599e-03
9.178356713e+02 2.582078948e+00 1.571695425e+00 5.499976794e-03
9.198396794e+02 2.582098315e+00 1.571726092e+00 5.412365273e-03
9.218436874e+02 2.582117374e+00 1.571756272e+00 5.326148342e-03
9.238476954e+02 2.582136130e+00 1.571785971e+00 5.241303820e-03
9.258517034e+02 2.582154588e+00 1.571815198e+00 5.157809869e-03
9.278557114e+02 2.582172751e+00 1.571843959e+00 5.075644987e-03
9.298597194e+02 2.582190626e+00 1.571872262e+00 4.994788002e-03
9.318637275e+02 2.582208216e+00 1.571900115e+00 4.915218178e-03
9.338677355e+02 2.582225527e+00 1.571927524e+00 4.836915373e-03
9.358717435e+02 2.582242562e+00 1.571954496e+00 4.759859189e-03
9.378757515e+02 2.582259326e+00 1.571981040e+00 4.684029793e-03
9.398797595e+02 2.582275823e+00 1.572007160e+00 4.609407656e-03
9.418837675e+02 2.582292058e+00 1.572032865e+00 4.535973553e-03
9.438877756e+02 2.582308034e+00 1.572058160e+00 4.463708552e-03
9.458917836e+02 2.582323756e+00 1.572083053e+00 4.392594012e-03
9.478957916e+02 2.582339228e+00 1.572107549e+00 4.322612134e-03
9.498997996e+02 2.582354453e+00 1.572131655e+00 4.253744644e-03
9.519038076e+02 2.582369436e+00 1.572155377e+00 4.185973754e-03
9.539078156e+02 2.582384181e+00 1.572178721e+00 4.119282003e-03
9.559118236e+02 2.582398691e+00 1.572201694e+00 4.053652200e-03
9.579158317e+02 2.582412970e+00 1.572224301e+00 3.989067412e-03
9.599198397e+02 2.582427022e+00 1.572246548e+00 3.925510968e-03
9.619238477e+02 2.582440850e+00 1.572268440e+00 3.862966446e-03
9.639278557e+02 2.582454458e+00 1.572289984e+00 3.801418146e-03
9.659318637e+02 2.582467850e+00 1.572311185e+00 3.740850227e-03
9.679358717e+02 2.582481028e+00 1.572332048e+00 3.681246880e-03
9.699398798e+02 2.582493996e+00 1.572352578e+00 3.622592740e-03
9.719438878e+02 2.582506758e+00 1.572372782e+00 3.564872675e-03
9.739478958e+02 2.582519317e+00 1.572392664e+00 3.508071785e-03
9.759519038e+02 2.582531676e+00 1.572412230e+00 3.452175397e-03
9.779559118e+02 2.582543838e+00 1.572431483e+00 3.397169057e-03
9.799599198e+02 2.582555806e+00 1.572450430e+00 3.343038810e-03
9.819639279e+02 2.582567584e+00 1.572469076e+00 3.289771010e-03
9.839679359e+02 2.582579175e+00 1.572487424e+00 3.237351615e-03
9.859719439e+02 2.582590580e+00 1.572505480e+00 3.185767107e-03
9.879759519e+02 2.582601805e+00 1.572523248e+00 3.135004179e-03
9.899799599e+02 2.582612850e+00 1.572540733e+00 3.085049729e-03
9.919839679e+02 2.582623720e+00 1.572557940e+00 3.035890853e-03
9.939879760e+02 2.582634416e+00 1.572574873e+00 2.987514844e-03
9.959919840e+02 2.582644943e+00 1.572591536e+00 2.939909276e-03
9.979959920e+02 2.582655301e+00 1.572607934e+00 2.893062330e-03
1.000000000e+03 2.582665495e+00 1.572624070e+00 2.846961597e-03
