time            Ak              Br              Cj              sAk             sBr             sCj            
4.496993988e+04 5.255801995e-01 9.022064316e-01 1.318583665e-01 3.018574309e-02 1.899065204e-02 9.768789429e-02
4.517434870e+04 5.042763538e-01 9.097986188e-01 1.293218490e-01 3.131902457e-02 1.880644661e-02 9.946330579e-02
4.537875752e+04 4.834768616e-01 9.168270519e-01 1.269016973e-01 3.251447405e-02 1.863769861e-02 1.012121631e-01
4.558316633e+04 4.631935778e-01 9.232870094e-01 1.245895345e-01 3.377539726e-02 1.848381365e-02 1.029327823e-01
4.578757515e+04 4.434358835e-01 9.291760131e-01 1.223775883e-01 3.510529084e-02 1.834422533e-02 1.046235023e-01
4.599198397e+04 4.242108503e-01 9.344937257e-01 1.202586642e-01 3.650785200e-02 1.821839594e-02 1.062826759e-01
4.619639279e+04 4.055234071e-01 9.392418246e-01 1.182261197e-01 3.798698913e-02 1.810581683e-02 1.079086600e-01
4.640080160e+04 3.873765100e-01 9.434238693e-01 1.162738394e-01 3.954683221e-02 1.800600869e-02 1.094998040e-01
4.660521042e+04 3.697713071e-01 9.470451685e-01 1.143962122e-01 4.119174289e-02 1.791852151e-02 1.110544388e-01
4.680961924e+04 3.527073195e-01 9.501126263e-01 1.125881067e-01 4.292632582e-02 1.784293443e-02 1.125708640e-01
4.701402806e+04 3.361825998e-01 9.526345989e-01 1.108448499e-01 4.475543804e-02 1.777885552e-02 1.140473352e-01
4.721843687e+04 3.201938748e-01 9.546207694e-01 1.091622096e-01 4.668419652e-02 1.772592166e-02 1.154820531e-01
4.742284569e+04 3.047367116e-01 9.560820043e-01 1.075363741e-01 4.871798836e-02 1.768379809e-02 1.168731504e-01
4.762725451e+04 2.898056643e-01 9.570302001e-01 1.059639312e-01 5.086247916e-02 1.765217784e-02 1.182186787e-01
4.783166333e+04 2.753944047e-01 9.574781480e-01 1.044418489e-01 5.312361730e-02 1.763078134e-02 1.195165962e-01
4.803607214e+04 2.614958783e-01 9.574394203e-01 1.029674605e-01 5.550763978e-02 1.761935677e-02 1.207647572e-01
4.824048096e+04 2.481024134e-01 9.569282373e-01 1.015384471e-01 5.802107423e-02 1.761767960e-02 1.219609017e-01
4.844488978e+04 2.352057999e-01 9.559593314e-01 1.001528164e-01 6.067073547e-02 1.762555144e-02 1.231026453e-01
4.864929860e+04 2.227974444e-01 9.545478639e-01 9.880889065e-02 6.346372451e-02 1.764280050e-02 1.241874728e-01
4.885370741e+04 2.108684840e-01 9.527093241e-01 9.750529349e-02 6.640742342e-02 1.766928251e-02 1.252127316e-01
4.905811623e+04 1.994097717e-01 9.504593775e-01 9.624092498e-02 6.950947536e-02 1.770487894e-02 1.261756278e-01
4.926252505e+04 1.884119886e-01 9.478138067e-01 9.501494755e-02 7.277776765e-02 1.774949644e-02 1.270732257e-01
4.946693387e+04 1.778658887e-01 9.447885210e-01 9.382679016e-02 7.622042372e-02 1.780307096e-02 1.279024517e-01
4.967134269e+04 1.677619898e-01 9.413992576e-01 9.267610130e-02 7.984574660e-02 1.786556334e-02 1.286600957e-01
4.987575150e+04 1.580909453e-01 9.376617355e-01 9.156275911e-02 8.366219949e-02 1.793696081e-02 1.293428243e-01
5.008016032e+04 1.488434191e-01 9.335914597e-01 9.048684793e-02 8.767835346e-02 1.801727871e-02 1.299471924e-01
5.028456914e+04 1.400101437e-01 9.292037143e-01 8.944863682e-02 9.190282922e-02 1.810655847e-02 1.304696663e-01
5.048897796e+04 1.315819309e-01 9.245134953e-01 8.844857274e-02 9.634423644e-02 1.820486942e-02 1.309066431e-01
5.069338677e+04 1.235496788e-01 9.195354429e-01 8.748727766e-02 1.010110982e-01 1.831231047e-02 1.312544740e-01
5.089779559e+04 1.159043590e-01 9.142838200e-01 8.656551451e-02 1.059117583e-01 1.842900773e-02 1.315095089e-01
5.110220441e+04 1.086370032e-01 9.087724661e-01 8.568417845e-02 1.110542865e-01 1.855511588e-02 1.316681337e-01
5.130661323e+04 1.017387009e-01 9.030147776e-01 8.484428571e-02 1.164463902e-01 1.869081920e-02 1.317268139e-01
5.151102204e+04 9.520052321e-02 8.970236270e-01 8.404695839e-02 1.220952586e-01 1.883633181e-02 1.316821494e-01
5.171543086e+04 8.901352723e-02 8.908113666e-01 8.329340879e-02 1.280074551e-01 1.899189797e-02 1.315309306e-01
5.191983968e+04 8.316873711e-02 8.843898518e-01 8.258492419e-02 1.341888454e-01 1.915779253e-02 1.312701999e-01
5.212424850e+04 7.765700466e-02 8.777702677e-01 8.192285539e-02 1.406443171e-01 1.933432162e-02 1.308973183e-01
5.232865731e+04 7.246909003e-02 8.709632878e-01 8.130859797e-02 1.473778007e-01 1.952182282e-02 1.304100339e-01
5.253306613e+04 6.759552952e-02 8.639789276e-01 8.074358012e-02 1.543920266e-01 1.972066586e-02 1.298065521e-01
5.273747495e+04 6.302663222e-02 8.568265799e-01 8.022924680e-02 1.616884253e-01 1.993125300e-02 1.290856066e-01
5.294188377e+04 5.875243703e-02 8.495149894e-01 7.976704457e-02 1.692669950e-01 2.015401959e-02 1.282465288e-01
5.314629259e+04 5.476268704e-02 8.420522440e-01 7.935840655e-02 1.771261864e-01 2.038943463e-02 1.272893125e-01
5.335070140e+04 5.104681259e-02 8.344457658e-01 7.900473853e-02 1.852628121e-01 2.063800140e-02 1.262146684e-01
5.355511022e+04 4.759392062e-02 8.267023059e-01 7.870740155e-02 1.936719501e-01 2.090025834e-02 1.250240845e-01
5.375951904e+04 4.439280257e-02 8.188279427e-01 7.846769731e-02 2.023468963e-01 2.117677989e-02 1.237198639e-01
5.396392786e+04 4.143195638e-02 8.108280858e-01 7.828685434e-02 2.112791467e-01 2.146817760e-02 1.223051472e-01
5.416833667e+04 3.869961860e-02 8.027074821e-01 7.816601297e-02 2.204583973e-01 2.177510163e-02 1.207839273e-01
5.437274549e+04 3.618380987e-02 7.944702256e-01 7.810621015e-02 2.298725740e-01 2.209824255e-02 1.191610502e-01
5.457715431e+04 3.387239482e-02 7.861197721e-01 7.810836506e-02 2.395078986e-01 2.243833345e-02 1.174421953e-01
5.478156313e+04 3.175315349e-02 7.776589587e-01 7.817326557e-02 2.493489897e-01 2.279615258e-02 1.156338376e-01
5.498597194e+04 2.981386044e-02 7.690900266e-01 7.830155508e-02 2.593789893e-01 2.317252655e-02 1.137431928e-01
5.519038076e+04 2.804236974e-02 7.604146478e-01 7.849371983e-02 2.695797155e-01 2.356833418e-02 1.117781463e-01
5.539478958e+04 2.642670298e-02 7.516339557e-01 7.875007702e-02 2.799318359e-01 2.398451108e-02 1.097471670e-01
5.559919840e+04 2.495513722e-02 7.427485786e-01 7.907076394e-02 2.904150597e-01 2.442205502e-02 1.076592073e-01
5.580360721e+04 2.361628938e-02 7.337586757e-01 7.945572808e-02 3.010083390e-01 2.488203214e-02 1.055235920e-01
5.600801603e+04 2.239919396e-02 7.246639747e-01 7.990471840e-02 3.116900754e-01 2.536558422e-02 1.033498995e-01
5.621242485e+04 2.129337162e-02 7.154638112e-01 8.041727779e-02 3.224383241e-01 2.587393698e-02 1.011478390e-01
5.641683367e+04 2.028888693e-02 7.061571681e-01 8.099273682e-02 3.332309914e-01 2.640840954e-02 9.892712582e-02
5.662124248e+04 1.937639351e-02 6.967427151e-01 8.163020896e-02 3.440460178e-01 2.697042508e-02 9.669735933e-02
5.682565130e+04 1.854716603e-02 6.872188466e-01 8.232858721e-02 3.548615450e-01 2.756152307e-02 9.446790657e-02
5.703006012e+04 1.779311913e-02 6.775837191e-01 8.308654214e-02 3.656560612e-01 2.818337262e-02 9.224779411e-02
5.723446894e+04 1.710681265e-02 6.678352856e-01 8.390252154e-02 3.764085198e-01 2.883778779e-02 9.004561148e-02
5.743887776e+04 1.648144676e-02 6.579713278e-01 8.477475147e-02 3.870984354e-01 2.952674461e-02 8.786942729e-02
5.764328657e+04 1.591084601e-02 6.479894859e-01 8.570123881e-02 3.977059512e-01 3.025240003e-02 8.572672024e-02
5.784769539e+04 1.538943456e-02 6.378872841e-01 8.667977512e-02 4.082118793e-01 3.101711308e-02 8.362432566e-02
5.805210421e+04 1.491220491e-02 6.276621544e-01 8.770794186e-02 4.185977147e-01 3.182346848e-02 8.156839812e-02
5.825651303e+04 1.447468176e-02 6.173114557e-01 8.878311676e-02 4.288456246e-01 3.267430307e-02 7.956438966e-02
5.846092184e+04 1.407288277e-02 6.068324913e-01 8.990248130e-02 4.389384151e-01 3.357273528e-02 7.761704316e-02
5.866533066e+04 1.370327765e-02 5.962225221e-01 9.106302901e-02 4.488594761e-01 3.452219827e-02 7.573039971e-02
5.886973948e+04 1.336274699e-02 5.854787785e-01 9.226157462e-02 4.585927074e-01 3.552647696e-02 7.390781872e-02
5.907414830e+04 1.304854204e-02 5.745984695e-01 9.349476367e-02 4.681224293e-01 3.658974972e-02 7.215200875e-02
5.927855711e+04 1.275824631e-02 5.635787907e-01 9.475908259e-02 4.774332772e-01 3.771663533e-02 7.046506826e-02
5.948296593e+04 1.248973958e-02 5.524169307e-01 9.605086893e-02 4.865100848e-01 3.891224596e-02 6.884853356e-02
5.968737475e+04 1.224116488e-02 5.411100779e-01 9.736632163e-02 4.953377560e-01 4.018224732e-02 6.730343280e-02
5.989178357e+04 1.201089833e-02 5.296554278e-01 9.870151112e-02 5.039011286e-01 4.153292611e-02 6.583034375e-02
6.009619238e+04 1.179752184e-02 5.180501909e-01 1.000523890e-01 5.121848295e-01 4.297126657e-02 6.442945412e-02
6.030060120e+04 1.159980026e-02 5.062916044e-01 1.014147974e-01 5.201731236e-01 4.450503714e-02 6.310062425e-02
6.050501002e+04 1.141666030e-02 4.943769477e-01 1.027844775e-01 5.278497533e-01 4.614289103e-02 6.184344903e-02
6.070941884e+04 1.124717128e-02 4.823035620e-01 1.041570776e-01 5.351977748e-01 4.789448031e-02 6.065731918e-02
6.091382766e+04 1.109053310e-02 4.700688781e-01 1.055281598e-01 5.421993895e-01 4.977057972e-02 5.954148191e-02
6.111823647e+04 1.094606094e-02 4.576704511e-01 1.068932063e-01 5.488357675e-01 5.178323463e-02 5.849509852e-02
6.132264529e+04 1.081317531e-02 4.451060092e-01 1.082476243e-01 5.550868664e-01 5.394592574e-02 5.751730076e-02
6.152705411e+04 1.069139283e-02 4.323735134e-01 1.095867502e-01 5.609312430e-01 5.627375458e-02 5.660724532e-02
6.173146293e+04 1.058032058e-02 4.194712421e-01 1.109058520e-01 5.663458586e-01 5.878366647e-02 5.576416540e-02
6.193587174e+04 1.047965020e-02 4.063978861e-01 1.122001316e-01 5.713058826e-01 6.149468232e-02 5.498742224e-02
6.214028056e+04 1.038915428e-02 3.931526730e-01 1.134647252e-01 5.757844891e-01 6.442816724e-02 5.427655560e-02
6.234468938e+04 1.030868446e-02 3.797355241e-01 1.146947031e-01 5.797526485e-01 6.760814333e-02 5.363133364e-02
6.254909820e+04 1.023816952e-02 3.661472489e-01 1.158850681e-01 5.831789269e-01 7.106162466e-02 5.305180379e-02
6.275350701e+04 1.017761682e-02 3.523897805e-01 1.170307526e-01 5.860292880e-01 7.481898002e-02 5.253834643e-02
6.295791583e+04 1.012711564e-02 3.384664584e-01 1.181266157e-01 5.882668884e-01 7.891437042e-02 5.209173152e-02
6.316232465e+04 1.008683543e-02 3.243823724e-01 1.191674379e-01 5.898519246e-01 8.338618147e-02 5.171317991e-02
6.336673347e+04 1.005703231e-02 3.101447778e-01 1.201479147e-01 5.907415141e-01 8.827743254e-02 5.140443325e-02
6.357114228e+04 1.003806297e-02 2.957635705e-01 1.210626501e-01 5.908895567e-01 9.363635303e-02 5.116783078e-02
6.377555110e+04 1.003037478e-02 2.812518356e-01 1.219061497e-01 5.902467573e-01 9.951686307e-02 5.100639565e-02
6.397995992e+04 1.003452905e-02 2.666265234e-01 1.226728065e-01 5.887607586e-01 1.059788322e-01 5.092394387e-02
6.418436874e+04 1.005120566e-02 2.519091433e-01 1.233568922e-01 5.863763071e-01 1.130886622e-01 5.092519987e-02
6.438877756e+04 1.008121488e-02 2.371265496e-01 1.239525430e-01 5.830357330e-01 1.209193680e-01 5.101593547e-02
6.459318637e+04 1.012551104e-02 2.223118039e-01 1.244537395e-01 5.786795892e-01 1.295506438e-01 5.120314028e-02
6.479759519e+04 1.018520672e-02 2.075049932e-01 1.248542875e-01 5.732476612e-01 1.390684897e-01 5.149520941e-02
6.500200401e+04 1.026158879e-02 1.927540467e-01 1.251477907e-01 5.666803285e-01 1.495644419e-01 5.190217336e-02
6.520641283e+04 1.035613472e-02 1.781154072e-01 1.253276166e-01 5.589204264e-01 1.611341211e-01 5.243596508e-02
6.541082164e+04 1.047052896e-02 1.636544637e-01 1.253868541e-01 5.499156438e-01 1.738749625e-01 5.311073043e-02
6.561523046e+04 1.060667805e-02 1.494455842e-01 1.253182599e-01 5.396214804e-01 1.878829308e-01 5.394318377e-02
6.581963928e+04 1.076672401e-02 1.355716231e-01 1.251141907e-01 5.280048809e-01 2.032479543e-01 5.495302598e-02
6.602404810e+04 1.095305298e-02 1.221226883e-01 1.247665189e-01 5.150484167e-01 2.200479821e-01 5.616341608e-02
6.622845691e+04 1.116829757e-02 1.091940264e-01 1.242665290e-01 5.007549402e-01 2.383415668e-01 5.760150793e-02
6.643286573e+04 1.141532967e-02 9.688291090e-02 1.236047957e-01 4.851524603e-01 2.581591002e-01 5.929905078e-02
6.663727455e+04 1.169724054e-02 8.528452947e-02 1.227710422e-01 4.682988618e-01 2.794929890e-01 6.129305466e-02
6.684168337e+04 1.201730455e-02 7.448702291e-02 1.217539874e-01 4.502859719e-01 3.022875037e-01 6.362651799e-02
6.704609218e+04 1.237892312e-02 6.456601532e-02 1.205411910e-01 4.312423537e-01 3.264291600e-01 6.634921182e-02
6.725050100e+04 1.278554589e-02 5.557917902e-02 1.191189162e-01 4.113341868e-01 3.517388792e-01 6.951851211e-02
6.745490982e+04 1.324056662e-02 4.756153239e-02 1.174720377e-01 3.907636152e-01 3.779672843e-01 7.320026776e-02
6.765931864e+04 1.374719405e-02 4.052221553e-02 1.155840329e-01 3.697642267e-01 4.047943331e-01 7.746968641e-02
6.786372745e+04 1.430829961e-02 3.444334970e-02 1.134371031e-01 3.485936481e-01 4.318342198e-01 8.241221022e-02
6.806813627e+04 1.492624520e-02 2.928133528e-02 1.110124794e-01 3.275236125e-01 4.586453550e-01 8.812434812e-02
6.827254509e+04 1.560269857e-02 2.497049970e-02 1.082909701e-01 3.068284137e-01 4.847451381e-01 9.471439616e-02
6.847695391e+04 1.633844300e-02 2.142864181e-02 1.052538105e-01 2.867728249e-01 5.096279139e-01 1.023029626e-01
6.868136273e+04 1.713319276e-02 1.856361413e-02 1.018838606e-01 2.676008988e-01 5.327841855e-01 1.110231552e-01
6.888577154e+04 1.798542187e-02 1.628000489e-02 9.816718107e-02 2.495268456e-01 5.537191460e-01 1.210202274e-01
6.909018036e+04 1.889221399e-02 1.448508774e-02 9.409499917e-02 2.327288334e-01 5.719691167e-01 1.324504095e-01
6.929458918e+04 1.984914108e-02 1.309337403e-02 8.966602104e-02 2.173462629e-01 5.871147885e-01 1.454785290e-01
6.949899800e+04 2.085017074e-02 1.202958303e-02 8.488898710e-02 2.034804107e-01 5.987916612e-01 1.602739712e-01
6.970340681e+04 2.188760223e-02 1.123004492e-02 7.978531355e-02 1.911979691e-01 6.066982177e-01 1.770044297e-01
6.990781563e+04 2.295203048e-02 1.064280918e-02 7.439150777e-02 1.805369348e-01 6.106030112e-01 1.958268803e-01
7.011222445e+04 2.403232921e-02 1.022685382e-02 6.876099916e-02 1.715139374e-01 6.103519485e-01 2.168750852e-01
7.031663327e+04 2.511564775e-02 9.950761749e-03 6.296488483e-02 1.641322975e-01 6.058766614e-01 2.402438308e-01
7.052104208e+04 2.618741436e-02 9.791191988e-03 5.709108108e-02 1.583901211e-01 5.972039326e-01 2.659693656e-01
7.072545090e+04 2.723134254e-02 9.731334352e-03 5.124141789e-02 1.542880680e-01 5.844656145e-01 2.940074302e-01
7.092985972e+04 2.822943896e-02 9.759503256e-03 4.552646186e-02 1.518363367e-01 5.679071206e-01 3.242104758e-01
7.113426854e+04 2.916202147e-02 9.867898747e-03 4.005822175e-02 1.510607778e-01 5.478920937e-01 3.563067661e-01
7.133867735e+04 3.000776412e-02 1.005155484e-02 3.494142237e-02 1.520079328e-01 5.249003948e-01 3.898850587e-01
7.154308617e+04 3.074380227e-02 1.030744639e-02 3.026456919e-02 1.547488999e-01 4.995169842e-01 4.243889124e-01
7.174749499e+04 3.134594788e-02 1.063372373e-02 2.609233272e-02 1.593818741e-01 4.724105532e-01 4.591233362e-01
7.195190381e+04 3.178908166e-02 1.102904908e-02 2.246073202e-02 1.660330788e-01 4.443027053e-01 4.932763639e-01
7.215631263e+04 3.204780887e-02 1.149200785e-02 1.937608004e-02 1.748557227e-01 4.159304064e-01 5.259539028e-01
7.236072144e+04 3.209747012e-02 1.202058583e-02 1.681782508e-02 1.860264130e-01 3.880063388e-01 5.562253252e-01
7.256513026e+04 3.191558164e-02 1.261171111e-02 1.474448434e-02 1.997383478e-01 3.611828141e-01 5.831740855e-01
7.276953908e+04 3.148374699e-02 1.326085841e-02 1.310124687e-02 2.161903955e-01 3.360238246e-01 6.059485018e-01
7.297394790e+04 3.079000331e-02 1.396172250e-02 1.182764043e-02 2.355712938e-01 3.129885036e-01 6.238078538e-01
7.317835671e+04 2.983143026e-02 1.470596636e-02 1.086401600e-02 2.580382551e-01 2.924271781e-01 6.361613474e-01
7.338276553e+04 2.861672179e-02 1.548304099e-02 1.015612441e-02 2.836897354e-01 2.745887063e-01 6.425995176e-01
7.358717435e+04 2.716821053e-02 1.628007681e-02 9.657643518e-03 3.125333087e-01 2.596365050e-01 6.429182619e-01
7.379158317e+04 2.552277384e-02 1.708184037e-02 9.331010190e-03 3.444503949e-01 2.476699042e-01 6.371361132e-01
7.399599198e+04 2.373101900e-02 1.787075541e-02 9.147028022e-03 3.791617327e-01 2.387475483e-01 6.255036331e-01
7.420040080e+04 2.185439989e-02 1.862699119e-02 9.083769574e-03 4.161985648e-01 2.329100127e-01 6.085027143e-01
7.440480962e+04 1.996030047e-02 1.932863848e-02 9.125160704e-03 4.548859026e-01 2.301996748e-01 5.868321825e-01
7.460921844e+04 1.811572105e-02 1.995200773e-02 9.259515022e-03 4.943436937e-01 2.306763760e-01 5.613770991e-01
7.481362725e+04 1.638068177e-02 2.047211028e-02 9.478158082e-03 5.335101570e-01 2.344278836e-01 5.331610938e-01
7.501803607e+04 1.480274648e-02 2.086339997e-02 9.774210629e-03 5.711878220e-01 2.415742631e-01 5.032851660e-01
7.522244489e+04 1.341374348e-02 2.110087241e-02 1.014153308e-02 6.061090652e-01 2.522653364e-01 4.728594763e-01
7.542685371e+04 1.222923661e-02 2.116160468e-02 1.057383539e-02 6.370142545e-01 2.666701267e-01 4.429374581e-01
7.563126253e+04 1.125048542e-02 2.102677424e-02 1.106393973e-02 6.627339670e-01 2.849571800e-01 4.144614240e-01
7.583567134e+04 1.046805285e-02 2.068409820e-02 1.160318940e-02 6.822673119e-01 3.072647881e-01 3.882265658e-01
7.604008016e+04 9.865970579e-03 2.013047260e-02 1.218099842e-02 6.948505409e-01 3.336609695e-01 3.648662529e-01
7.624448898e+04 9.425532782e-03 1.937439569e-02 1.278453892e-02 7.000125660e-01 3.640945255e-01 3.448574240e-01
7.644889780e+04 9.128153935e-03 1.843757329e-02 1.339856575e-02 6.976152625e-01 3.983408915e-01 3.285416649e-01
7.665330661e+04 8.957120187e-03 1.735503130e-02 1.400538175e-02 6.878760804e-01 4.359494560e-01 3.161559083e-01
7.685771543e+04 8.898346941e-03 1.617320537e-02 1.458495700e-02 6.713691833e-01 4.762018586e-01 3.078665030e-01
7.706212425e+04 8.940389075e-03 1.494589663e-02 1.511522988e-02 6.490006455e-01 5.180923197e-01 3.038011919e-01
7.726653307e+04 9.073965872e-03 1.372861487e-02 1.557263980e-02 6.219547562e-01 5.603402268e-01 3.040746300e-01
7.747094188e+04 9.291222358e-03 1.257243651e-02 1.593295917e-02 5.916131243e-01 6.014406801e-01 3.088042842e-01
7.767535070e+04 9.584881633e-03 1.151878012e-02 1.617250639e-02 5.594543013e-01 6.397523090e-01 3.181141946e-01
7.787975952e+04 9.947397021e-03 1.059628104e-02 1.626980444e-02 5.269474623e-01 6.736140225e-01 3.321247745e-01
7.808416834e+04 1.037017540e-02 9.820261918e-03 1.620769251e-02 4.954563915e-01 7.014763699e-01 3.509273840e-01
7.828857715e+04 1.084291901e-02 9.194464537e-03 1.597576826e-02 4.661676853e-01 7.220316704e-01 3.745436084e-01
7.849298597e+04 1.135312317e-02 8.714156263e-03 1.557286918e-02 4.400511720e-01 7.343285216e-01 4.028710429e-01
7.869739479e+04 1.188575570e-02 8.369564040e-03 1.500908860e-02 4.178532562e-01 7.378597551e-01 4.356204084e-01
7.890180361e+04 1.242314244e-02 8.148803268e-03 1.430666853e-02 4.001172705e-01 7.326156243e-01 4.722531377e-01
7.910621242e+04 1.294508009e-02 8.039910212e-03 1.349917259e-02 3.872209154e-01 7.190967376e-01 5.119318271e-01
7.931062124e+04 1.342921032e-02 8.031908275e-03 1.262862780e-02 3.794200254e-01 6.982819203e-01 5.534984863e-01
7.951503006e+04 1.385169470e-02 8.115088830e-03 1.174093257e-02 3.768889354e-01 6.715509037e-01 5.954933840e-01
7.971943888e+04 1.418824755e-02 8.280741473e-03 1.088042371e-02 3.797500424e-01 6.405668240e-01 6.362217922e-01
7.992384770e+04 1.441558014e-02 8.520571875e-03 1.008488759e-02 3.880874914e-01 6.071326852e-01 6.738660765e-01
8.012825651e+04 1.451326937e-02 8.825994866e-03 9.382232132e-03 4.019420150e-01 5.730433438e-01 7.066298504e-01
8.033266533e+04 1.446599334e-02 9.187432169e-03 8.789395722e-03 4.212861985e-01 5.399555516e-01 7.328945974e-01
8.053707415e+04 1.426592414e-02 9.593708648e-03 8.313346105e-03 4.459817191e-01 5.092949510e-01 7.513666954e-01
8.074148297e+04 1.391489522e-02 1.003160745e-02 7.953421786e-03 4.757231091e-01 4.822089747e-01 7.611966159e-01
8.094589178e+04 1.342579020e-02 1.048562624e-02 7.704084876e-03 5.099765514e-01 4.595637657e-01 7.620573018e-01
8.115030060e+04 1.282258030e-02 1.093796157e-02 7.557342584e-03 5.479255731e-01 4.419745286e-01 7.541756579e-01
8.135470942e+04 1.213859152e-02 1.136875360e-02 7.504447667e-03 5.884388122e-01 4.298548914e-01 7.383133908e-01
8.155911824e+04 1.141303062e-02 1.175662115e-02 7.536806542e-03 6.300741109e-01 4.234704506e-01 7.156987983e-01
8.176352705e+04 1.068635207e-02 1.207952832e-02 7.646225657e-03 6.711291650e-01 4.229843590e-01 6.879152752e-01
8.196793587e+04 9.995525133e-03 1.231602018e-02 7.824701831e-03 7.097400743e-01 4.284861777e-01 6.567597268e-01
8.217234469e+04 9.370314065e-03 1.244684759e-02 8.063958237e-03 7.440192772e-01 4.399991063e-01 6.240896870e-01
8.237675351e+04 8.831364632e-03 1.245692409e-02 8.354889691e-03 7.722148578e-01 4.574636929e-01 5.916818243e-01
8.258116232e+04 8.390199136e-03 1.233746533e-02 8.687034545e-03 7.928700795e-01 4.806991964e-01 5.611212079e-01
8.278557114e+04 8.050704067e-03 1.208796840e-02 9.048164660e-03 8.049611710e-01 5.093478479e-01 5.337337621e-01
8.298997996e+04 7.811302727e-03 1.171757862e-02 9.424051719e-03 8.079974104e-01 5.428110416e-01 5.105632013e-01
8.319438878e+04 7.667107860e-03 1.124530812e-02 9.798459425e-03 8.020718010e-01 5.801914356e-01 4.923850654e-01
8.339879760e+04 7.611583423e-03 1.069872376e-02 1.015340035e-02 7.878565213e-01 6.202578073e-01 4.797442715e-01
8.360320641e+04 7.637545790e-03 1.011107019e-02 1.046969646e-02 7.665419218e-01 6.614498334e-01 4.730012467e-01
8.380761523e+04 7.737551580e-03 9.517298306e-03 1.072787707e-02 7.397246512e-01 7.019350190e-01 4.723731226e-01
8.401202405e+04 7.903829319e-03 8.949896284e-03 1.090943333e-02 7.092585718e-01 7.397204188e-01 4.779598253e-01
8.421643287e+04 8.127938223e-03 8.435522633e-03 1.099840975e-02 6.770896243e-01 7.728094452e-01 4.897490239e-01
8.442084168e+04 8.400318243e-03 7.993157807e-03 1.098323316e-02 6.450996350e-01 7.993833003e-01 5.075980243e-01
8.462525050e+04 8.709863897e-03 7.633933550e-03 1.085856306e-02 6.149815363e-01 8.179802781e-01 5.311951622e-01
8.482965932e+04 9.043622560e-03 7.362262793e-03 1.062681472e-02 5.881599601e-01 8.276463764e-01 5.600080419e-01
8.503406814e+04 9.386692952e-03 7.177613745e-03 1.029891608e-02 5.657595863e-01 8.280358050e-01 5.932308094e-01
8.523847695e+04 9.722379655e-03 7.076294392e-03 9.893897401e-03 5.486132526e-01 8.194474876e-01 6.297466277e-01
8.544288577e+04 1.003264567e-02 7.052839614e-03 9.437128482e-03 5.372953446e-01 8.027926485e-01 6.681223698e-01
8.564729459e+04 1.029889434e-02 7.100848623e-03 8.957382910e-03 5.321643510e-01 7.794969919e-01 7.066498938e-01
8.585170341e+04 1.050308311e-02 7.213309527e-03 8.483346271e-03 5.334001253e-01 7.513521235e-01 7.434389733e-01
8.605611222e+04 1.062914849e-02 7.382555729e-03 8.040367003e-03 5.410260218e-01 7.203380150e-01 7.765565544e-01
8.626052104e+04 1.066464263e-02 7.600013765e-03 7.648209394e-03 5.549107497e-01 6.884453547e-01 8.041939823e-01
8.646492986e+04 1.060240735e-02 7.855887759e-03 7.320153792e-03 5.747501559e-01 6.575236103e-01 8.248379566e-01
8.666933868e+04 1.044199594e-02 8.138898064e-03 7.063352627e-03 6.000340901e-01 6.291741408e-01 8.374185571e-01
8.687374749e+04 1.019049434e-02 8.436158311e-03 6.879992328e-03 6.300079793e-01 6.046948113e-01 8.414133374e-01
8.707815631e+04 9.862400464e-03 8.733254062e-03 6.768728952e-03 6.636424921e-01 5.850712704e-01 8.368936046e-01
8.728256513e+04 9.478379262e-03 9.014564406e-03 6.725970290e-03 6.996258578e-01 5.710014649e-01 8.245083249e-01
8.748697395e+04 9.062985593e-03 9.263854293e-03 6.746778077e-03 7.363917100e-01 5.629365786e-01 8.054093875e-01
8.769138277e+04 8.641776714e-03 9.465144643e-03 6.825347990e-03 7.721894532e-01 5.611227040e-01 7.811297870e-01
8.789579158e+04 8.238443922e-03 9.603843045e-03 6.955142381e-03 8.051953155e-01 5.656313807e-01 7.534328862e-01
8.810020040e+04 7.872592928e-03 9.668070893e-03 7.128795970e-03 8.336533625e-01 5.763719349e-01 7.241547700e-01
8.830460922e+04 7.558559029e-03 9.650057155e-03 7.337918963e-03 8.560271151e-01 5.930843162e-01 6.950619502e-01
8.850901804e+04 7.305293558e-03 9.547394441e-03 7.572904162e-03 8.711411346e-01 6.153152209e-01 6.677413672e-01
8.871342685e+04 7.117050568e-03 9.363881678e-03 7.822823429e-03 8.782916043e-01 6.423857500e-01 6.435317715e-01
8.891783567e+04 6.994461668e-03 9.109679206e-03 8.075475842e-03 8.773114483e-01 6.733618616e-01 6.234956329e-01
8.912224449e+04 6.935621047e-03 8.800581090e-03 8.317633796e-03 8.685814918e-01 7.070413627e-01 6.084233447e-01
8.932665331e+04 6.936935783e-03 8.456406999e-03 8.535514181e-03 8.529867490e-01 7.419704365e-01 5.988571646e-01
8.953106212e+04 6.993653043e-03 8.098759779e-03 8.715485294e-03 8.318241356e-01 7.764987596e-01 5.951216262e-01
8.973547094e+04 7.100085026e-03 7.748608319e-03 8.844991516e-03 8.066750910e-01 8.088746644e-01 5.973493184e-01
8.993987976e+04 7.249614751e-03 7.424212554e-03 8.913640824e-03 7.792612786e-01 8.373731393e-01 6.054947907e-01
