time            shCj            shCk            shBr           
3.837675351e+03 4.631606185e+00 2.635153829e+00 3.728419425e-01
3.847695391e+03 4.632576065e+00 2.636853591e+00 3.700595200e-01
3.857715431e+03 4.633539319e+00 2.638541011e+00 3.672968807e-01
3.867735471e+03 4.634495984e+00 2.640216174e+00 3.645538985e-01
3.877755511e+03 4.635446099e+00 2.641879161e+00 3.618304481e-01
3.887775551e+03 4.636389701e+00 2.643530053e+00 3.591264045e-01
3.897795591e+03 4.637326828e+00 2.645168934e+00 3.564416437e-01
3.907815631e+03 4.638257517e+00 2.646795882e+00 3.537760415e-01
3.917835671e+03 4.639181805e+00 2.648410978e+00 3.511294747e-01
3.927855711e+03 4.640099731e+00 2.650014302e+00 3.485018212e-01
3.937875752e+03 4.641011330e+00 2.651605935e+00 3.458929588e-01
3.947895792e+03 4.641916640e+00 2.653185954e+00 3.433027664e-01
3.957915832e+03 4.642815698e+00 2.654754439e+00 3.407311231e-01
3.967935872e+03 4.643708541e+00 2.656311468e+00 3.381779089e-01
3.977955912e+03 4.644595205e+00 2.657857117e+00 3.356430042e-01
3.987975952e+03 4.645475727e+00 2.659391467e+00 3.331262897e-01
3.997995992e+03 4.646350143e+00 2.660914592e+00 3.306276470e-01
4.008016032e+03 4.647218491e+00 2.662426571e+00 3.281469584e-01
4.018036072e+03 4.648080806e+00 2.663927477e+00 3.256841068e-01
4.028056112e+03 4.648937124e+00 2.665417388e+00 3.232389754e-01
4.038076152e+03 4.649787481e+00 2.666896378e+00 3.208114483e-01
4.048096192e+03 4.650631913e+00 2.668364523e+00 3.184014101e-01
4.058116232e+03 4.651470456e+00 2.669821895e+00 3.160087459e-01
4.068136273e+03 4.652303145e+00 2.671268569e+00 3.136333412e-01
4.078156313e+03 4.653130016e+00 2.672704619e+00 3.112750822e-01
4.088176353e+03 4.653951104e+00 2.674130118e+00 3.089338560e-01
4.098196393e+03 4.654766444e+00 2.675545138e+00 3.066095500e-01
4.108216433e+03 4.655576071e+00 2.676949751e+00 3.043020524e-01
4.118236473e+03 4.656380021e+00 2.678344029e+00 3.020112517e-01
4.128256513e+03 4.657178328e+00 2.679728044e+00 2.997370373e-01
4.138276553e+03 4.657971027e+00 2.681101866e+00 2.974792991e-01
4.148296593e+03 4.658758152e+00 2.682465565e+00 2.952379272e-01
4.158316633e+03 4.659539738e+00 2.683819212e+00 2.930128123e-01
4.168336673e+03 4.660315818e+00 2.685162876e+00 2.908038463e-01
4.178356713e+03 4.661086428e+00 2.686496627e+00 2.886109213e-01
4.188376754e+03 4.661851601e+00 2.687820533e+00 2.864339302e-01
4.198396794e+03 4.662611370e+00 2.689134662e+00 2.842727661e-01
4.208416834e+03 4.663365770e+00 2.690439083e+00 2.821273230e-01
4.218436874e+03 4.664114834e+00 2.691733863e+00 2.799974954e-01
4.228456914e+03 4.664858595e+00 2.693019070e+00 2.778831783e-01
4.238476954e+03 4.665597087e+00 2.694294769e+00 2.757842674e-01
4.248496994e+03 4.666330343e+00 2.695561028e+00 2.737006582e-01
4.258517034e+03 4.667058396e+00 2.696817912e+00 2.716322480e-01
4.268537074e+03 4.667781279e+00 2.698065488e+00 2.695789340e-01
4.278557114e+03 4.668499024e+00 2.699303819e+00 2.675406141e-01
4.288577154e+03 4.669211664e+00 2.700532971e+00 2.655171869e-01
4.298597194e+03 4.669919232e+00 2.701753009e+00 2.635085514e-01
4.308617234e+03 4.670621760e+00 2.702963995e+00 2.615146072e-01
4.318637275e+03 4.671319279e+00 2.704165994e+00 2.595352545e-01
4.328657315e+03 4.672011822e+00 2.705359070e+00 2.575703941e-01
4.338677355e+03 4.672699421e+00 2.706543283e+00 2.556199266e-01
4.348697395e+03 4.673382106e+00 2.707718696e+00 2.536837544e-01
4.358717435e+03 4.674059911e+00 2.708885372e+00 2.517617797e-01
4.368737475e+03 4.674732865e+00 2.710043373e+00 2.498539057e-01
4.378757515e+03 4.675401001e+00 2.711192758e+00 2.479600358e-01
4.388777555e+03 4.676064348e+00 2.712333590e+00 2.460800741e-01
4.398797595e+03 4.676722939e+00 2.713465928e+00 2.442139253e-01
4.408817635e+03 4.677376804e+00 2.714589832e+00 2.423614946e-01
4.418837675e+03 4.678025974e+00 2.715705362e+00 2.405226877e-01
4.428857715e+03 4.678670479e+00 2.716812579e+00 2.386974105e-01
4.438877756e+03 4.679310351e+00 2.717911542e+00 2.368855701e-01
4.448897796e+03 4.679945618e+00 2.719002308e+00 2.350870738e-01
4.458917836e+03 4.680576312e+00 2.720084936e+00 2.333018295e-01
4.468937876e+03 4.681202462e+00 2.721159485e+00 2.315297458e-01
4.478957916e+03 4.681824098e+00 2.722226010e+00 2.297707316e-01
4.488977956e+03 4.682441250e+00 2.723284571e+00 2.280246965e-01
4.498997996e+03 4.683053947e+00 2.724335224e+00 2.262915505e-01
4.509018036e+03 4.683662219e+00 2.725378025e+00 2.245712044e-01
4.519038076e+03 4.684266094e+00 2.726413028e+00 2.228635690e-01
4.529058116e+03 4.684865600e+00 2.727440290e+00 2.211685561e-01
4.539078156e+03 4.685460768e+00 2.728459865e+00 2.194860779e-01
4.549098196e+03 4.686051624e+00 2.729471808e+00 2.178160471e-01
4.559118236e+03 4.686638199e+00 2.730476173e+00 2.161583771e-01
4.569138277e+03 4.687220519e+00 2.731473015e+00 2.145129814e-01
4.579158317e+03 4.687798614e+00 2.732462386e+00 2.128797746e-01
4.589178357e+03 4.688372511e+00 2.733444341e+00 2.112586713e-01
4.599198397e+03 4.688942239e+00 2.734418935e+00 2.096495868e-01
4.609218437e+03 4.689507825e+00 2.735386218e+00 2.080524370e-01
4.619238477e+03 4.690069298e+00 2.736346244e+00 2.064671382e-01
4.629258517e+03 4.690626684e+00 2.737299064e+00 2.048936074e-01
4.639278557e+03 4.691180011e+00 2.738244731e+00 2.033317618e-01
4.649298597e+03 4.691729307e+00 2.739183298e+00 2.017815193e-01
4.659318637e+03 4.692274600e+00 2.740114816e+00 2.002427985e-01
4.669338677e+03 4.692815917e+00 2.741039338e+00 1.987155181e-01
4.679358717e+03 4.693353286e+00 2.741956913e+00 1.971995976e-01
4.689378758e+03 4.693886733e+00 2.742867595e+00 1.956949568e-01
4.699398798e+03 4.694416285e+00 2.743771434e+00 1.942015163e-01
4.709418838e+03 4.694941971e+00 2.744668480e+00 1.927191967e-01
4.719438878e+03 4.695463813e+00 2.745558778e+00 1.912479197e-01
4.729458918e+03 4.695981829e+00 2.746442360e+00 1.897876071e-01
4.739478958e+03 4.696496050e+00 2.747319285e+00 1.883381811e-01
4.749498998e+03 4.697006506e+00 2.748189608e+00 1.868995647e-01
4.759519038e+03 4.697513221e+00 2.749053377e+00 1.854716812e-01
4.769539078e+03 4.698016220e+00 2.749910634e+00 1.840544545e-01
4.779559118e+03 4.698515528e+00 2.750761430e+00 1.826478091e-01
4.789579158e+03 4.699011171e+00 2.751605810e+00 1.812516695e-01
4.799599198e+03 4.699503174e+00 2.752443822e+00 1.798659609e-01
4.809619238e+03 4.699991562e+00 2.753275512e+00 1.784906093e-01
4.819639279e+03 4.700476360e+00 2.754100926e+00 1.771255417e-01
4.829659319e+03 4.700957592e+00 2.754920108e+00 1.757706845e-01
4.839679359e+03 4.701435283e+00 2.755733106e+00 1.744259632e-01
4.849699399e+03 4.701909456e+00 2.756539963e+00 1.730913080e-01
4.859719439e+03 4.702380137e+00 2.757340725e+00 1.717666455e-01
4.869739479e+03 4.702847350e+00 2.758135437e+00 1.704519026e-01
4.879759519e+03 4.703311117e+00 2.758924140e+00 1.691470118e-01
4.889779559e+03 4.703771464e+00 2.759706882e+00 1.678519003e-01
4.899799599e+03 4.704228414e+00 2.760483704e+00 1.665664977e-01
4.909819639e+03 4.704681990e+00 2.761254650e+00 1.652907349e-01
4.919839679e+03 4.705132215e+00 2.762019763e+00 1.640245429e-01
4.929859719e+03 4.705579115e+00 2.762779086e+00 1.627678514e-01
4.939879760e+03 4.706022709e+00 2.763532660e+00 1.615205954e-01
4.949899800e+03 4.706463023e+00 2.764280529e+00 1.602827043e-01
4.959919840e+03 4.706900079e+00 2.765022735e+00 1.590541106e-01
4.969939880e+03 4.707333900e+00 2.765759318e+00 1.578347472e-01
4.979959920e+03 4.707764508e+00 2.766490321e+00 1.566245474e-01
4.989979960e+03 4.708191926e+00 2.767215784e+00 1.554234456e-01
5.000000000e+03 4.708616176e+00 2.767935748e+00 1.542313770e-01
