time            Cj              Ck              Br             
2.320641283e+02 1.191087521e+01 4.876457314e+00 3.512577743e-02
2.326653307e+02 1.191115839e+01 4.876858297e+00 3.455151805e-02
2.332665331e+02 1.191143699e+01 4.877252776e+00 3.398662650e-02
2.338677355e+02 1.191171109e+01 4.877640855e+00 3.343095061e-02
2.344689379e+02 1.191198075e+01 4.878022636e+00 3.288434055e-02
2.350701403e+02 1.191224605e+01 4.878398222e+00 3.234664878e-02
2.356713427e+02 1.191250706e+01 4.878767712e+00 3.181772998e-02
2.362725451e+02 1.191276385e+01 4.879131204e+00 3.129744184e-02
2.368737475e+02 1.191301648e+01 4.879488794e+00 3.078564443e-02
2.374749499e+02 1.191326502e+01 4.879840578e+00 3.028219974e-02
2.380761523e+02 1.191350953e+01 4.880186648e+00 2.978697195e-02
2.386773547e+02 1.191375009e+01 4.880527097e+00 2.929982742e-02
2.392785571e+02 1.191398675e+01 4.880862016e+00 2.882063464e-02
2.398797595e+02 1.191421957e+01 4.881191493e+00 2.834926439e-02
2.404809619e+02 1.191444862e+01 4.881515617e+00 2.788558950e-02
2.410821643e+02 1.191467396e+01 4.881834473e+00 2.742948478e-02
2.416833667e+02 1.191489564e+01 4.882148146e+00 2.698082707e-02
2.422845691e+02 1.191511374e+01 4.882456721e+00 2.653949517e-02
2.428857715e+02 1.191532829e+01 4.882760278e+00 2.610536983e-02
2.434869739e+02 1.191553937e+01 4.883058900e+00 2.567833386e-02
2.440881764e+02 1.191574702e+01 4.883352666e+00 2.525827189e-02
2.446893788e+02 1.191595130e+01 4.883641654e+00 2.484507039e-02
2.452905812e+02 1.191615227e+01 4.883925941e+00 2.443861764e-02
2.458917836e+02 1.191634997e+01 4.884205603e+00 2.403880374e-02
2.464929860e+02 1.191654447e+01 4.884480715e+00 2.364551979e-02
2.470941884e+02 1.191673581e+01 4.884751350e+00 2.325866160e-02
2.476953908e+02 1.191692404e+01 4.885017581e+00 2.287812291e-02
2.482965932e+02 1.191710922e+01 4.885279478e+00 2.250380097e-02
2.488977956e+02 1.191729139e+01 4.885537113e+00 2.213559459e-02
2.494989980e+02 1.191747059e+01 4.885790554e+00 2.177340414e-02
2.501002004e+02 1.191764689e+01 4.886039868e+00 2.141713159e-02
2.507014028e+02 1.191782033e+01 4.886285124e+00 2.106668057e-02
2.513026052e+02 1.191799094e+01 4.886526386e+00 2.072195623e-02
2.519038076e+02 1.191815878e+01 4.886763719e+00 2.038286523e-02
2.525050100e+02 1.191832390e+01 4.886997187e+00 2.004931573e-02
2.531062124e+02 1.191848633e+01 4.887226852e+00 1.972121745e-02
2.537074148e+02 1.191864612e+01 4.887452776e+00 1.939848155e-02
2.543086172e+02 1.191880331e+01 4.887675019e+00 1.908102052e-02
2.549098196e+02 1.191895794e+01 4.887893640e+00 1.876874843e-02
2.555110220e+02 1.191911006e+01 4.888108699e+00 1.846158071e-02
2.561122244e+02 1.191925971e+01 4.888320254e+00 1.815943403e-02
2.567134269e+02 1.191940692e+01 4.888528361e+00 1.786222656e-02
2.573146293e+02 1.191955173e+01 4.888733075e+00 1.756987778e-02
2.579158317e+02 1.191969419e+01 4.888934453e+00 1.728230837e-02
2.585170341e+02 1.191983433e+01 4.889132548e+00 1.699944040e-02
2.591182365e+02 1.191997219e+01 4.889327414e+00 1.672119722e-02
2.597194389e+02 1.192010781e+01 4.889519102e+00 1.644750328e-02
2.603206413e+02 1.192024121e+01 4.889707665e+00 1.617828437e-02
2.609218437e+02 1.192037245e+01 4.889893152e+00 1.591346761e-02
2.615230461e+02 1.192050155e+01 4.890075615e+00 1.565298111e-02
2.621242485e+02 1.192062854e+01 4.890255102e+00 1.539675412e-02
2.627254509e+02 1.192075347e+01 4.890431661e+00 1.514471718e-02
2.633266533e+02 1.192087637e+01 4.890605340e+00 1.489680200e-02
2.639278557e+02 1.192099726e+01 4.890776186e+00 1.465294118e-02
2.645290581e+02 1.192111618e+01 4.890944245e+00 1.441306855e-02
2.651302605e+02 1.192123316e+01 4.891109562e+00 1.417711907e-02
2.657314629e+02 1.192134824e+01 4.891272181e+00 1.394502871e-02
2.663326653e+02 1.192146145e+01 4.891432147e+00 1.371673437e-02
2.669338677e+02 1.192157281e+01 4.891589502e+00 1.349217410e-02
2.675350701e+02 1.192168235e+01 4.891744289e+00 1.327128708e-02
2.681362725e+02 1.192179011e+01 4.891896550e+00 1.305401311e-02
2.687374749e+02 1.192189611e+01 4.892046325e+00 1.284029327e-02
2.693386774e+02 1.192200038e+01 4.892193656e+00 1.263006956e-02
2.699398798e+02 1.192210295e+01 4.892338582e+00 1.242328484e-02
2.705410822e+02 1.192220386e+01 4.892481142e+00 1.221988267e-02
2.711422846e+02 1.192230311e+01 4.892621375e+00 1.201980782e-02
2.717434870e+02 1.192240075e+01 4.892759318e+00 1.182300601e-02
2.723446894e+02 1.192249679e+01 4.892895010e+00 1.162942387e-02
2.729458918e+02 1.192259127e+01 4.893028485e+00 1.143900893e-02
2.735470942e+02 1.192268421e+01 4.893159781e+00 1.125170958e-02
2.741482966e+02 1.192277563e+01 4.893288932e+00 1.106747507e-02
2.747494990e+02 1.192286556e+01 4.893415974e+00 1.088625550e-02
2.753507014e+02 1.192295402e+01 4.893540941e+00 1.070800153e-02
2.759519038e+02 1.192304104e+01 4.893663867e+00 1.053266469e-02
2.765531062e+02 1.192312664e+01 4.893784784e+00 1.036019730e-02
2.771543086e+02 1.192321084e+01 4.893903726e+00 1.019055241e-02
2.777555110e+02 1.192329367e+01 4.894020725e+00 1.002368379e-02
2.783567134e+02 1.192337514e+01 4.894135813e+00 9.859545881e-03
2.789579158e+02 1.192345529e+01 4.894249020e+00 9.698093796e-03
2.795591182e+02 1.192353413e+01 4.894360379e+00 9.539283290e-03
2.801603206e+02 1.192361168e+01 4.894469918e+00 9.383071129e-03
2.807615230e+02 1.192368797e+01 4.894577667e+00 9.229415531e-03
2.813627255e+02 1.192376301e+01 4.894683656e+00 9.078274745e-03
2.819639279e+02 1.192383682e+01 4.894787912e+00 8.929607658e-03
2.825651303e+02 1.192390943e+01 4.894890465e+00 8.783373815e-03
2.831663327e+02 1.192398085e+01 4.894991342e+00 8.639533404e-03
2.837675351e+02 1.192405111e+01 4.895090569e+00 8.498047242e-03
2.843687375e+02 1.192412022e+01 4.895188175e+00 8.358876762e-03
2.849699399e+02 1.192418820e+01 4.895284186e+00 8.221984011e-03
2.855711423e+02 1.192425508e+01 4.895378627e+00 8.087331897e-03
2.861723447e+02 1.192432085e+01 4.895471524e+00 7.954883887e-03
2.867735471e+02 1.192438556e+01 4.895562902e+00 7.824603946e-03
2.873747495e+02 1.192444921e+01 4.895652786e+00 7.696456620e-03
2.879759519e+02 1.192451181e+01 4.895741201e+00 7.570407024e-03
2.885771543e+02 1.192457340e+01 4.895828171e+00 7.446420832e-03
2.891783567e+02 1.192463398e+01 4.895913718e+00 7.324464264e-03
2.897795591e+02 1.192469357e+01 4.895997867e+00 7.204504074e-03
2.903807615e+02 1.192475218e+01 4.896080640e+00 7.086507599e-03
2.909819639e+02 1.192480984e+01 4.896162060e+00 6.970442853e-03
2.915831663e+02 1.192486656e+01 4.896242148e+00 6.856278251e-03
2.921843687e+02 1.192492235e+01 4.896320927e+00 6.743982713e-03
2.927855711e+02 1.192497723e+01 4.896398418e+00 6.633525653e-03
2.933867735e+02 1.192503121e+01 4.896474641e+00 6.524876978e-03
2.939879760e+02 1.192508430e+01 4.896549619e+00 6.418007072e-03
2.945891784e+02 1.192513654e+01 4.896623370e+00 6.312886787e-03
2.951903808e+02 1.192518791e+01 4.896695918e+00 6.209484469e-03
2.957915832e+02 1.192523845e+01 4.896767277e+00 6.107779387e-03
2.963927856e+02 1.192528816e+01 4.896837470e+00 6.007738971e-03
2.969939880e+02 1.192533706e+01 4.896906514e+00 5.909336183e-03
2.975951904e+02 1.192538516e+01 4.896974430e+00 5.812544374e-03
2.981963928e+02 1.192543247e+01 4.897041235e+00 5.717337277e-03
2.987975952e+02 1.192547901e+01 4.897106948e+00 5.623689011e-03
2.993987976e+02 1.192552479e+01 4.897171585e+00 5.531574082e-03
3.000000000e+02 1.192556982e+01 4.897235165e+00 5.440967376e-03
