time            Cj              shCj           
6.673346693e+02 1.425356199e+00 4.453153818e-02
6.693386774e+02 1.425067474e+00 4.424416611e-02
6.713426854e+02 1.424780670e+00 4.395870589e-02
6.733466934e+02 1.424495772e+00 4.367514403e-02
6.753507014e+02 1.424212769e+00 4.339346715e-02
6.773547094e+02 1.423931645e+00 4.311366196e-02
6.793587174e+02 1.423652389e+00 4.283571526e-02
6.813627255e+02 1.423374987e+00 4.255961400e-02
6.833667335e+02 1.423099426e+00 4.228534597e-02
6.853707415e+02 1.422825695e+00 4.201289787e-02
6.873747495e+02 1.422553779e+00 4.174225699e-02
6.893787575e+02 1.422283666e+00 4.147341073e-02
6.913827655e+02 1.422015343e+00 4.120634660e-02
6.933867735e+02 1.421748799e+00 4.094105218e-02
6.953907816e+02 1.421484021e+00 4.067751520e-02
6.973947896e+02 1.421220996e+00 4.041572346e-02
6.993987976e+02 1.420959711e+00 4.015566401e-02
7.014028056e+02 1.420700155e+00 3.989732498e-02
7.034068136e+02 1.420442316e+00 3.964069455e-02
7.054108216e+02 1.420186181e+00 3.938576075e-02
7.074148297e+02 1.419931739e+00 3.913251173e-02
7.094188377e+02 1.419678978e+00 3.888093571e-02
7.114228457e+02 1.419427885e+00 3.863102097e-02
7.134268537e+02 1.419178450e+00 3.838275589e-02
7.154308617e+02 1.418930662e+00 3.813612962e-02
7.174348697e+02 1.418684509e+00 3.789113105e-02
7.194388778e+02 1.418439980e+00 3.764774851e-02
7.214428858e+02 1.418197063e+00 3.740597083e-02
7.234468938e+02 1.417955748e+00 3.716578695e-02
7.254509018e+02 1.417716023e+00 3.692718590e-02
7.274549098e+02 1.417477878e+00 3.669015679e-02
7.294589178e+02 1.417241302e+00 3.645468883e-02
7.314629259e+02 1.417006282e+00 3.622077098e-02
7.334669339e+02 1.416772809e+00 3.598839182e-02
7.354709419e+02 1.416540871e+00 3.575754126e-02
7.374749499e+02 1.416310459e+00 3.552820870e-02
7.394789579e+02 1.416081561e+00 3.530038361e-02
7.414829659e+02 1.415854166e+00 3.507405552e-02
7.434869739e+02 1.415628265e+00 3.484921403e-02
7.454909820e+02 1.415403847e+00 3.462584879e-02
7.474949900e+02 1.415180902e+00 3.440394963e-02
7.494989980e+02 1.414959422e+00 3.418350810e-02
7.515030060e+02 1.414739395e+00 3.396451316e-02
7.535070140e+02 1.414520812e+00 3.374695494e-02
7.555110220e+02 1.414303662e+00 3.353082367e-02
7.575150301e+02 1.414087937e+00 3.331610965e-02
7.595190381e+02 1.413873625e+00 3.310280328e-02
7.615230461e+02 1.413660719e+00 3.289089505e-02
7.635270541e+02 1.413449209e+00 3.268037552e-02
7.655310621e+02 1.413239082e+00 3.247123366e-02
7.675350701e+02 1.413030330e+00 3.226346060e-02
7.695390782e+02 1.412822944e+00 3.205704719e-02
7.715430862e+02 1.412616915e+00 3.185198407e-02
7.735470942e+02 1.412412232e+00 3.164826190e-02
7.755511022e+02 1.412208888e+00 3.144587144e-02
7.775551102e+02 1.412006872e+00 3.124480347e-02
7.795591182e+02 1.411806175e+00 3.104504882e-02
7.815631263e+02 1.411606790e+00 3.084659971e-02
7.835671343e+02 1.411408708e+00 3.064944761e-02
7.855711423e+02 1.411211920e+00 3.045358305e-02
7.875751503e+02 1.411016417e+00 3.025899738e-02
7.895791583e+02 1.410822191e+00 3.006568202e-02
7.915831663e+02 1.410629233e+00 2.987362847e-02
7.935871743e+02 1.410437534e+00 2.968282832e-02
7.955911824e+02 1.410247087e+00 2.949327324e-02
7.975951904e+02 1.410057882e+00 2.930495433e-02
7.995991984e+02 1.409869909e+00 2.911786205e-02
8.016032064e+02 1.409683160e+00 2.893198882e-02
8.036072144e+02 1.409497628e+00 2.874732625e-02
8.056112224e+02 1.409313304e+00 2.856386592e-02
8.076152305e+02 1.409130178e+00 2.838159946e-02
8.096192385e+02 1.408948244e+00 2.820051851e-02
8.116232465e+02 1.408767493e+00 2.802061601e-02
8.136272545e+02 1.408587920e+00 2.784188455e-02
8.156312625e+02 1.408409514e+00 2.766431546e-02
8.176352705e+02 1.408232268e+00 2.748790093e-02
8.196392786e+02 1.408056174e+00 2.731263321e-02
8.216432866e+02 1.407881224e+00 2.713850464e-02
8.236472946e+02 1.407707412e+00 2.696550762e-02
8.256513026e+02 1.407534728e+00 2.679363422e-02
8.276553106e+02 1.407363166e+00 2.662287696e-02
8.296593186e+02 1.407192717e+00 2.645322850e-02
8.316633267e+02 1.407023376e+00 2.628468143e-02
8.336673347e+02 1.406855133e+00 2.611722842e-02
8.356713427e+02 1.406687983e+00 2.595086222e-02
8.376753507e+02 1.406521917e+00 2.578557561e-02
8.396793587e+02 1.406356928e+00 2.562136076e-02
8.416833667e+02 1.406193009e+00 2.545821081e-02
8.436873747e+02 1.406030153e+00 2.529611865e-02
8.456913828e+02 1.405868352e+00 2.513507719e-02
8.476953908e+02 1.405707600e+00 2.497507938e-02
8.496993988e+02 1.405547890e+00 2.481611822e-02
8.517034068e+02 1.405389214e+00 2.465818673e-02
8.537074148e+02 1.405231566e+00 2.450127806e-02
8.557114228e+02 1.405074939e+00 2.434538529e-02
8.577154309e+02 1.404919325e+00 2.419050160e-02
8.597194389e+02 1.404764719e+00 2.403662018e-02
8.617234469e+02 1.404611112e+00 2.388373428e-02
8.637274549e+02 1.404458499e+00 2.373183717e-02
8.657314629e+02 1.404306873e+00 2.358092233e-02
8.677354709e+02 1.404156228e+00 2.343098346e-02
8.697394790e+02 1.404006556e+00 2.328201382e-02
8.717434870e+02 1.403857852e+00 2.313400691e-02
8.737474950e+02 1.403710108e+00 2.298695632e-02
8.757515030e+02 1.403563319e+00 2.284085565e-02
8.777555110e+02 1.403417478e+00 2.269569857e-02
8.797595190e+02 1.403272578e+00 2.255147884e-02
8.817635271e+02 1.403128614e+00 2.240819024e-02
8.837675351e+02 1.402985579e+00 2.226582656e-02
8.857715431e+02 1.402843467e+00 2.212438167e-02
8.877755511e+02 1.402702273e+00 2.198384947e-02
8.897795591e+02 1.402561989e+00 2.184422394e-02
8.917835671e+02 1.402422610e+00 2.170549908e-02
8.937875752e+02 1.402284130e+00 2.156766895e-02
8.957915832e+02 1.402146543e+00 2.143072732e-02
8.977955912e+02 1.402009843e+00 2.129466841e-02
8.997995992e+02 1.401874023e+00 2.115948643e-02
9.018036072e+02 1.401739079e+00 2.102517555e-02
9.038076152e+02 1.401605005e+00 2.089173002e-02
9.058116232e+02 1.401471794e+00 2.075914409e-02
9.078156313e+02 1.401339441e+00 2.062741207e-02
9.098196393e+02 1.401207940e+00 2.049652832e-02
9.118236473e+02 1.401077286e+00 2.036648720e-02
9.138276553e+02 1.400947473e+00 2.023728315e-02
9.158316633e+02 1.400818495e+00 2.010891063e-02
9.178356713e+02 1.400690347e+00 1.998136412e-02
9.198396794e+02 1.400563024e+00 1.985463818e-02
9.218436874e+02 1.400436520e+00 1.972872736e-02
9.238476954e+02 1.400310829e+00 1.960362627e-02
9.258517034e+02 1.400185946e+00 1.947932956e-02
9.278557114e+02 1.400061867e+00 1.935583195e-02
9.298597194e+02 1.399938585e+00 1.923312811e-02
9.318637275e+02 1.399816095e+00 1.911121282e-02
9.338677355e+02 1.399694392e+00 1.899008084e-02
9.358717435e+02 1.399573471e+00 1.886972700e-02
9.378757515e+02 1.399453326e+00 1.875014615e-02
9.398797595e+02 1.399333953e+00 1.863133317e-02
9.418837675e+02 1.399215347e+00 1.851328312e-02
9.438877756e+02 1.399097501e+00 1.839599096e-02
9.458917836e+02 1.398980413e+00 1.827945165e-02
9.478957916e+02 1.398864076e+00 1.816366024e-02
9.498997996e+02 1.398748485e+00 1.804861180e-02
9.519038076e+02 1.398633636e+00 1.793430146e-02
9.539078156e+02 1.398519523e+00 1.782072437e-02
9.559118236e+02 1.398406142e+00 1.770787569e-02
9.579158317e+02 1.398293489e+00 1.759575063e-02
9.599198397e+02 1.398181557e+00 1.748434444e-02
9.619238477e+02 1.398070343e+00 1.737365240e-02
9.639278557e+02 1.397959842e+00 1.726366984e-02
9.659318637e+02 1.397850049e+00 1.715439209e-02
9.679358717e+02 1.397740960e+00 1.704581454e-02
9.699398798e+02 1.397632569e+00 1.693793260e-02
9.719438878e+02 1.397524873e+00 1.683074169e-02
9.739478958e+02 1.397417866e+00 1.672423725e-02
9.759519038e+02 1.397311545e+00 1.661841483e-02
9.779559118e+02 1.397205904e+00 1.651326996e-02
9.799599198e+02 1.397100940e+00 1.640879819e-02
9.819639279e+02 1.396996647e+00 1.630499514e-02
9.839679359e+02 1.396893022e+00 1.620185642e-02
9.859719439e+02 1.396790061e+00 1.609937769e-02
9.879759519e+02 1.396687757e+00 1.599755465e-02
9.899799599e+02 1.396586109e+00 1.589638300e-02
9.919839679e+02 1.396485110e+00 1.579585849e-02
9.939879760e+02 1.396384758e+00 1.569597691e-02
9.959919840e+02 1.396285047e+00 1.559673400e-02
9.979959920e+02 1.396185974e+00 1.549812555e-02
1.000000000e+03 1.396087534e+00 1.540014747e-02
