time            Ap              Br              Cj              Aq              Bs              Ck             
1.479959920e+04 2.092028351e+00 6.064148697e+00 2.877935746e+00 2.094931481e+00 6.073399251e+00 2.864519386e+00
1.486973948e+04 1.980373006e+00 5.955255454e+00 3.100015820e+00 1.982516495e+00 5.965819452e+00 3.085687283e+00
1.493987976e+04 1.887954327e+00 5.812058500e+00 3.336937827e+00 1.889355391e+00 5.823647721e+00 3.321857301e+00
1.501002004e+04 1.814063660e+00 5.638112418e+00 3.585986468e+00 1.814733516e+00 5.650437047e+00 3.570364333e+00
1.508016032e+04 1.758014821e+00 5.437590870e+00 3.843808864e+00 1.757957476e+00 5.450369771e+00 3.827904064e+00
1.515030060e+04 1.719198644e+00 5.215159079e+00 4.106472038e+00 1.718410106e+00 5.228128296e+00 4.090586454e+00
1.522044088e+04 1.697121224e+00 4.975817023e+00 4.369567786e+00 1.695589099e+00 4.988736381e+00 4.354036493e+00
1.529058116e+04 1.691427665e+00 4.724720936e+00 4.628356618e+00 1.689131125e+00 4.737378676e+00 4.613534453e+00
1.536072144e+04 1.701912944e+00 4.466992959e+00 4.877940750e+00 1.698823094e+00 4.479208450e+00 4.864186103e+00
1.543086172e+04 1.728520667e+00 4.207538061e+00 5.113447270e+00 1.724601340e+00 4.219162718e+00 5.101104517e+00
1.550100200e+04 1.771330661e+00 3.950880439e+00 5.330207967e+00 1.766539719e+00 3.961797048e+00 5.319590000e+00
1.557114228e+04 1.830536119e+00 3.701032398e+00 5.523921722e+00 1.824827307e+00 3.711153125e+00 5.515294283e+00
1.564128257e+04 1.906409243e+00 3.461407360e+00 5.690787481e+00 1.899734721e+00 3.470670751e+00 5.684356505e+00
1.571142285e+04 1.999256417e+00 3.234776440e+00 5.827605630e+00 1.991570014e+00 3.243143751e+00 5.823508597e+00
1.578156313e+04 2.109362489e+00 3.023268540e+00 5.931846881e+00 2.100623743e+00 3.030719695e+00 5.930148550e+00
1.585170341e+04 2.236925099e+00 2.828406367e+00 6.001693737e+00 2.227104083e+00 2.834935818e+00 6.002386226e+00
1.592184369e+04 2.381980026e+00 2.651170378e+00 6.036060648e+00 2.371062874e+00 2.656783091e+00 6.039067410e+00
1.599198397e+04 2.544322038e+00 2.492079636e+00 6.034598620e+00 2.532316967e+00 2.496787357e+00 6.039781545e+00
1.606212425e+04 2.723423960e+00 2.351281654e+00 5.997688915e+00 2.710367485e+00 2.355099559e+00 6.004857825e+00
1.613226453e+04 2.918361129e+00 2.228642656e+00 5.926427773e+00 2.904323980e+00 2.231586442e+00 5.935351322e+00
1.620240481e+04 3.127747768e+00 2.123832992e+00 5.822600300e+00 3.112839942e+00 2.125916419e+00 5.833017564e+00
1.627254509e+04 3.349693066e+00 2.036403852e+00 5.688640468e+00 3.334067311e+00 2.037636740e+00 5.700272517e+00
1.634268537e+04 3.581785153e+00 1.965852043e+00 5.527572786e+00 3.565638234e+00 1.966238683e+00 5.540133675e+00
1.641282565e+04 3.821106794e+00 1.911673568e+00 5.342931943e+00 3.804677936e+00 1.911211539e+00 5.356138689e+00
1.648296593e+04 4.064286727e+00 1.873404795e+00 5.138658882e+00 4.047852862e+00 1.872084143e+00 5.152240103e+00
1.655310621e+04 4.307585313e+00 1.850652488e+00 4.918974557e+00 4.291453071e+00 1.848455277e+00 4.932677520e+00
1.662324649e+04 4.547008330e+00 1.843112957e+00 4.688238516e+00 4.531503088e+00 1.840013162e+00 4.701834506e+00
1.669338677e+04 4.778441339e+00 1.850581697e+00 4.450799496e+00 4.763893980e+00 1.846545477e+00 4.464087418e+00
1.676352705e+04 4.997792827e+00 1.872953868e+00 4.210850040e+00 4.984525210e+00 1.867940238e+00 4.223658345e+00
1.683366733e+04 5.201135002e+00 1.910216474e+00 3.972295467e+00 5.189445321e+00 1.904178411e+00 3.984482520e+00
1.690380762e+04 5.384831931e+00 1.962432395e+00 3.738647141e+00 5.374981142e+00 1.955318445e+00 3.750100236e+00
1.697394790e+04 5.545646920e+00 2.029716708e+00 3.512946349e+00 5.537847342e+00 2.021473137e+00 3.523579643e+00
1.704408818e+04 5.680825467e+00 2.112205612e+00 3.297721944e+00 5.675232277e+00 2.102779166e+00 3.307473568e+00
1.711422846e+04 5.788154200e+00 2.210018344e+00 3.094978990e+00 5.784860376e+00 2.199359633e+00 3.103807634e+00
1.718436874e+04 5.865994987e+00 2.323212857e+00 2.906217938e+00 5.865029730e+00 2.311280385e+00 2.914099163e+00
1.725450902e+04 5.913301013e+00 2.451736571e+00 2.732475243e+00 5.914631473e+00 2.438501345e+00 2.739397743e+00
1.732464930e+04 5.929617658e+00 2.595373895e+00 2.574380336e+00 5.933153494e+00 2.580824515e+00 2.580342323e+00
1.739478958e+04 5.915072337e+00 2.753692996e+00 2.432222075e+00 5.920672512e+00 2.737841021e+00 2.437227920e+00
1.746492986e+04 5.870355952e+00 2.925996161e+00 2.306017452e+00 5.877837071e+00 2.908881477e+00 2.310074648e+00
1.753507014e+04 5.796696527e+00 3.111276252e+00 2.195579675e+00 5.805842152e+00 3.092972062e+00 2.198696181e+00
1.760521042e+04 5.695825144e+00 3.308184433e+00 2.100580653e+00 5.706395388e+00 3.288801441e+00 2.102762621e+00
1.767535070e+04 5.569932048e+00 3.515012875e+00 2.020606510e+00 5.581673024e+00 3.494702192e+00 2.021856384e+00
1.774549098e+04 5.421611403e+00 3.729695799e+00 1.955204888e+00 5.434264090e+00 3.708650094e+00 1.955519870e+00
1.781563126e+04 5.253794304e+00 3.949831250e+00 1.903922806e+00 5.267102531e+00 3.928283768e+00 1.903293642e+00
1.788577154e+04 5.069669130e+00 4.172723293e+00 1.866336691e+00 5.083386455e+00 4.150944479e+00 1.864746772e+00
1.795591182e+04 4.872592061e+00 4.395443339e+00 1.842074031e+00 4.886487401e+00 4.373734986e+00 1.839498777e+00
1.802605210e+04 4.665990808e+00 4.614906856e+00 1.830827802e+00 4.679852744e+00 4.593593926e+00 1.827234326e+00
1.809619238e+04 4.453266057e+00 4.827960883e+00 1.832364293e+00 4.466905823e+00 4.807381397e+00 1.827711338e+00
1.816633267e+04 4.237698411e+00 5.031474403e+00 1.846524758e+00 4.250951608e+00 5.011967928e+00 1.840762931e+00
1.823647295e+04 4.022363577e+00 5.222427928e+00 1.873221784e+00 4.035090719e+00 5.204323433e+00 1.866294091e+00
1.830661323e+04 3.810063058e+00 5.397994789e+00 1.912430437e+00 3.822149106e+00 5.381598623e+00 1.904273167e+00
1.837675351e+04 3.603272604e+00 5.555610916e+00 1.964174688e+00 3.614625652e+00 5.541195692e+00 1.954718675e+00
1.844689379e+04 3.404110205e+00 5.693030599e+00 2.028509327e+00 3.414659514e+00 5.680825652e+00 2.017681637e+00
1.851703407e+04 3.214323626e+00 5.808367310e+00 2.105497694e+00 3.224017196e+00 5.798551263e+00 2.093223772e+00
1.858717435e+04 3.035295495e+00 5.900120773e+00 2.195185455e+00 3.044097350e+00 5.892816537e+00 2.181391767e+00
1.865731463e+04 2.868063561e+00 5.967191774e+00 2.297570888e+00 2.875950910e+00 5.962464091e+00 2.282188073e+00
1.872745491e+04 2.713352001e+00 6.008887122e+00 2.412572920e+00 2.720312403e+00 6.006742598e+00 2.395539427e+00
1.879759519e+04 2.571610579e+00 6.024917468e+00 2.539997322e+00 2.577639217e+00 6.025306888e+00 2.521263500e+00
1.886773547e+04 2.443057903e+00 6.015389465e+00 2.679502998e+00 2.448155034e+00 6.018212043e+00 2.659035529e+00
1.893787575e+04 2.327725896e+00 5.980793841e+00 2.830569925e+00 2.331894534e+00 5.985903029e+00 2.808356463e+00
1.900801603e+04 2.225503001e+00 5.921989465e+00 2.992470863e+00 2.228746848e+00 5.929199854e+00 2.968524679e+00
1.907815631e+04 2.136174413e+00 5.840183339e+00 3.164249005e+00 2.138496051e+00 5.849278305e+00 3.138613395e+00
1.914829659e+04 2.059458126e+00 5.736905569e+00 3.344703766e+00 2.060857460e+00 5.747645183e+00 3.317455923e+00
1.921843687e+04 1.995036146e+00 5.613978342e+00 3.532386597e+00 1.995509092e+00 5.626107280e+00 3.503640660e+00
1.928857715e+04 1.942580626e+00 5.473478122e+00 3.725608145e+00 1.942118030e+00 5.486733202e+00 3.695517110e+00
1.935871743e+04 1.901774956e+00 5.317690687e+00 3.922457497e+00 1.900361714e+00 5.331807862e+00 3.891213732e+00
1.942885772e+04 1.872330017e+00 5.149059607e+00 4.120832949e+00 1.869944400e+00 5.163780145e+00 4.088667086e+00
1.949899800e+04 1.853995916e+00 4.970129252e+00 4.318483335e+00 1.850609077e+00 4.985205006e+00 4.285661466e+00
1.956913828e+04 1.846569540e+00 4.783484583e+00 4.513057597e+00 1.842145214e+00 4.798682313e+00 4.479876712e+00
1.963927856e+04 1.849898277e+00 4.591690347e+00 4.702159852e+00 1.844392659e+00 4.606794920e+00 4.668941667e+00
1.970941884e+04 1.863880169e+00 4.397232727e+00 4.883406775e+00 1.857241996e+00 4.412049351e+00 4.850490175e+00
1.977955912e+04 1.888460771e+00 4.202466377e+00 5.054484144e+00 1.880631621e+00 4.216821803e+00 5.022216522e+00
1.984969940e+04 1.923626843e+00 4.009569420e+00 5.213199706e+00 1.914541663e+00 4.023312277e+00 5.181927652e+00
1.991983968e+04 1.969397042e+00 3.820508386e+00 5.357530003e+00 1.958984962e+00 3.833508729e+00 5.327589753e+00
1.998997996e+04 2.025809769e+00 3.637013988e+00 5.485660080e+00 2.013995180e+00 3.649162114e+00 5.457368139e+00
2.006012024e+04 2.092908238e+00 3.460568347e+00 5.596014640e+00 2.079612231e+00 3.471773162e+00 5.569659052e+00
2.013026052e+04 2.170723062e+00 3.292402066e+00 5.687282181e+00 2.155865194e+00 3.302589021e+00 5.663114813e+00
2.020040080e+04 2.259252573e+00 3.133501530e+00 5.758430890e+00 2.242753015e+00 3.142610284e+00 5.736660974e+00
2.027054108e+04 2.358441355e+00 2.984623422e+00 5.808718754e+00 2.340223405e+00 2.992605357e+00 5.789507967e+00
2.034068136e+04 2.468157625e+00 2.846315190e+00 5.837698277e+00 2.448150578e+00 2.853130865e+00 5.821157450e+00
2.041082164e+04 2.588169933e+00 2.718939780e+00 5.845216904e+00 2.566312265e+00 2.724556407e+00 5.831404409e+00
2.048096192e+04 2.718125028e+00 2.602702027e+00 5.831413815e+00 2.694367829e+00 2.607091014e+00 5.820335586e+00
2.055110220e+04 2.857527156e+00 2.497676119e+00 5.796713425e+00 2.831837698e+00 2.500810727e+00 5.788324545e+00
2.062124248e+04 3.005720592e+00 2.403832345e+00 5.741815496e+00 2.978085917e+00 2.405685496e+00 5.736023137e+00
2.069138277e+04 3.161876698e+00 2.321062225e+00 5.667681621e+00 3.132307049e+00 2.321604443e+00 5.664349184e+00
2.076152305e+04 3.324986770e+00 2.249201513e+00 5.575517363e+00 3.293518692e+00 2.248399025e+00 5.574469550e+00
2.083166333e+04 3.493861620e+00 2.188050374e+00 5.466749953e+00 3.460560534e+00 2.185863355e+00 5.467778549e+00
2.090180361e+04 3.667138827e+00 2.137390742e+00 5.343000788e+00 3.632100889e+00 2.133771681e+00 5.345870852e+00
2.097194389e+04 3.843297601e+00 2.097000622e+00 5.206053207e+00 3.806650673e+00 2.091892812e+00 5.210509462e+00
2.104208417e+04 4.020681635e+00 2.066665632e+00 5.057815091e+00 3.982585212e+00 2.060001748e+00 5.063588220e+00
2.111222445e+04 4.197528185e+00 2.046187396e+00 4.900278674e+00 4.158172223e+00 2.037888148e+00 4.907091330e+00
2.118236473e+04 4.372002904e+00 2.035389475e+00 4.735477523e+00 4.331605477e+00 2.025362322e+00 4.743049832e+00
2.125250501e+04 4.542238238e+00 2.034120705e+00 4.565443115e+00 4.501042092e+00 2.022258596e+00 4.573497522e+00
2.132264529e+04 4.706373694e+00 2.042256175e+00 4.392162725e+00 4.664641753e+00 2.028436309e+00 4.400428052e+00
2.139278557e+04 4.862595794e+00 2.059696019e+00 4.217540435e+00 4.820605799e+00 2.043778589e+00 4.225755073e+00
2.146292585e+04 5.009175989e+00 2.086362156e+00 4.043363022e+00 4.967214491e+00 2.068189057e+00 4.051277216e+00
2.153306613e+04 5.144505021e+00 2.122193145e+00 3.871271867e+00 5.102860896e+00 2.101586613e+00 3.878649097e+00
2.160320641e+04 5.267122523e+00 2.167137264e+00 3.702741935e+00 5.226080324e+00 2.143898402e+00 3.709359414e+00
2.167334669e+04 5.375741151e+00 2.221144002e+00 3.539068042e+00 5.335574523e+00 2.195051142e+00 3.544716397e+00
2.174348697e+04 5.469265237e+00 2.284154123e+00 3.381358317e+00 5.430230629e+00 2.254960956e+00 3.385840527e+00
2.181362725e+04 5.546803780e+00 2.356088540e+00 3.230534284e+00 5.509134658e+00 2.323521926e+00 3.233663948e+00
2.188376754e+04 5.607678552e+00 2.436836260e+00 3.087336764e+00 5.571580317e+00 2.400593588e+00 3.088935803e+00
2.195390782e+04 5.651427758e+00 2.526241720e+00 2.952336468e+00 5.617073481e+00 2.485987665e+00 2.952232313e+00
2.202404810e+04 5.677805793e+00 2.624091961e+00 2.825948107e+00 5.645332878e+00 2.579454431e+00 2.823970462e+00
2.209418838e+04 5.686780019e+00 2.730104069e+00 2.708446956e+00 5.656287825e+00 2.680669066e+00 2.704424173e+00
2.216432866e+04 5.678524766e+00 2.843913432e+00 2.599986651e+00 5.650073244e+00 2.789218481e+00 2.593741745e+00
2.223446894e+04 5.653413091e+00 2.965063390e+00 2.500617397e+00 5.627022376e+00 2.904589082e+00 2.491963705e+00
2.230460922e+04 5.612006413e+00 3.092996832e+00 2.410303730e+00 5.587657333e+00 3.026155904e+00 2.399040205e+00
2.237474950e+04 5.555042117e+00 3.227050355e+00 2.328941241e+00 5.532677542e+00 3.153173567e+00 2.314847318e+00
2.244488978e+04 5.483419149e+00 3.366451403e+00 2.256371793e+00 5.462946086e+00 3.284769273e+00 2.239201769e+00
2.251503006e+04 5.398181551e+00 3.510318781e+00 2.192396915e+00 5.379473848e+00 3.419937953e+00 2.171873727e+00
2.258517034e+04 5.300499989e+00 3.657666745e+00 2.136789173e+00 5.283401550e+00 3.557539403e+00 2.112597448e+00
2.265531062e+04 5.191651382e+00 3.807412638e+00 2.089301415e+00 5.175979721e+00 3.696297001e+00 2.061079624e+00
2.272545090e+04 5.072996916e+00 3.958387856e+00 2.049673841e+00 5.058546965e+00 3.834797161e+00 2.017005348e+00
2.279559118e+04 4.945958847e+00 4.109351734e+00 2.017638853e+00 4.932506831e+00 3.971488201e+00 1.980041626e+00
2.286573146e+04 4.811996753e+00 4.259007516e+00 1.992923776e+00 4.799304058e+00 4.104677240e+00 1.949838493e+00
2.293587174e+04 4.672583864e+00 4.406019742e+00 1.975251368e+00 4.660400753e+00 4.232523021e+00 1.926027596e+00
2.300601202e+04 4.529184329e+00 4.549031969e+00 1.964338149e+00 4.517253443e+00 4.353022718e+00 1.908218291e+00
2.307615230e+04 4.383232204e+00 4.686683891e+00 1.959890517e+00 4.371291751e+00 4.463990841e+00 1.895991193e+00
2.314629259e+04 4.236112910e+00 4.817627020e+00 1.961598588e+00 4.223899501e+00 4.563029872e+00 1.888889164e+00
2.321643287e+04 4.089147730e+00 4.940538426e+00 1.969127742e+00 4.076398826e+00 4.647494748e+00 1.886405796e+00
2.328657315e+04 3.943581631e+00 5.054132756e+00 1.982107892e+00 3.930037591e+00 4.714459575e+00 1.887971539e+00
2.335671343e+04 3.800574273e+00 5.157173929e+00 2.000120714e+00 3.785980006e+00 4.760705516e+00 1.892937826e+00
2.342685371e+04 3.661193339e+00 5.248489817e+00 2.022685470e+00 3.645299595e+00 4.782765067e+00 1.900559955e+00
2.349699399e+04 3.526408582e+00 5.326995712e+00 2.049244725e+00 3.508972951e+00 4.777080859e+00 1.909979844e+00
2.356713427e+04 3.397083911e+00 5.391734881e+00 2.079152387e+00 3.377871665e+00 4.740352260e+00 1.920210463e+00
2.363727455e+04 3.273964224e+00 5.441944805e+00 2.111667722e+00 3.252749256e+00 4.670129266e+00 1.930124410e+00
2.370741483e+04 3.157654205e+00 5.477152100e+00 2.145960056e+00 3.134220462e+00 4.565630126e+00 1.938449939e+00
2.377755511e+04 3.048589120e+00 5.497284224e+00 2.181128322e+00 3.022733084e+00 4.428583503e+00 1.943778812e+00
2.384769539e+04 2.947003118e+00 5.502764385e+00 2.216236437e+00 2.918537935e+00 4.263697276e+00 1.944591769e+00
2.391783567e+04 2.852906504e+00 5.494542598e+00 2.250359572e+00 2.821668080e+00 4.078329431e+00 1.939308664e+00
2.398797595e+04 2.766085122e+00 5.474029833e+00 2.282630722e+00 2.731939860e+00 3.881258557e+00 1.926370485e+00
2.405811623e+04 2.686128595e+00 5.442945588e+00 2.312276311e+00 2.648981546e+00 3.680994974e+00 1.904357512e+00
2.412825651e+04 2.612482377e+00 5.403131551e+00 2.338635892e+00 2.572283781e+00 3.484377509e+00 1.872141280e+00
2.419839679e+04 2.544509504e+00 5.356390784e+00 2.361170110e+00 2.501257357e+00 3.295965102e+00 1.829057258e+00
2.426853707e+04 2.481547545e+00 5.304382824e+00 2.379465619e+00 2.435284121e+00 3.118204924e+00 1.775070894e+00
2.433867735e+04 2.422952571e+00 5.248571156e+00 2.393242909e+00 2.373753706e+00 2.952006826e+00 1.710894400e+00
2.440881764e+04 2.368128888e+00 5.190204131e+00 2.402366251e+00 2.316086200e+00 2.797351713e+00 1.638004377e+00
2.447895792e+04 2.316546794e+00 5.130313201e+00 2.406849634e+00 2.261744709e+00 2.653743920e+00 1.558523982e+00
2.454909820e+04 2.267751027e+00 5.069721006e+00 2.406851788e+00 2.210242020e+00 2.520482980e+00 1.474972629e+00
2.461923848e+04 2.221361797e+00 5.009057622e+00 2.402656934e+00 2.161143986e+00 2.396804314e+00 1.389937347e+00
2.468937876e+04 2.177069903e+00 4.948784296e+00 2.394643276e+00 2.114070664e+00 2.281945439e+00 1.305753853e+00
2.475951904e+04 2.134627649e+00 4.889222529e+00 2.383245469e+00 2.068695269e+00 2.175176092e+00 1.224279572e+00
2.482965932e+04 2.093837642e+00 4.830584881e+00 2.368918423e+00 2.024740915e+00 2.075812166e+00 1.146798870e+00
2.489979960e+04 2.054541443e+00 4.773003737e+00 2.352108051e+00 1.981975445e+00 1.983221961e+00 1.074049505e+00
2.496993988e+04 2.016609577e+00 4.716555418e+00 2.333231388e+00 1.940205073e+00 1.896828085e+00 1.006325983e+00
2.504008016e+04 1.979933605e+00 4.661278631e+00 2.312665700e+00 1.899267700e+00 1.816106472e+00 9.436096502e-01
2.511022044e+04 1.944420347e+00 4.607187549e+00 2.290744582e+00 1.859026688e+00 1.740583524e+00 8.856888396e-01
2.518036072e+04 1.909987918e+00 4.554280556e+00 2.267758638e+00 1.819365596e+00 1.669832186e+00 8.322513428e-01
2.525050100e+04 1.876563117e+00 4.502545857e+00 2.243958670e+00 1.780184093e+00 1.603467594e+00 7.829465020e-01
2.532064128e+04 1.844079720e+00 4.451965016e+00 2.219560017e+00 1.741394991e+00 1.541142649e+00 7.374221049e-01
2.539078156e+04 1.812477368e+00 4.402515174e+00 2.194746923e+00 1.702922357e+00 1.482544002e+00 6.953437471e-01
2.546092184e+04 1.781700792e+00 4.354170494e+00 2.169676800e+00 1.664700380e+00 1.427388245e+00 6.564031967e-01
2.553106212e+04 1.751699260e+00 4.306903130e+00 2.144483969e+00 1.626672891e+00 1.375418584e+00 6.203205767e-01
2.560120240e+04 1.722426155e+00 4.260683927e+00 2.119282932e+00 1.588793336e+00 1.326401861e+00 5.868435782e-01
2.567134269e+04 1.693838650e+00 4.215482924e+00 2.094171127e+00 1.551025043e+00 1.280125976e+00 5.557453320e-01
2.574148297e+04 1.665897434e+00 4.171269762e+00 2.069231289e+00 1.513341670e+00 1.236397592e+00 5.268219255e-01
2.581162325e+04 1.638566494e+00 4.128013995e+00 2.044533447e+00 1.475727711e+00 1.195040114e+00 4.998898838e-01
2.588176353e+04 1.611812934e+00 4.085685345e+00 2.020136592e+00 1.438178959e+00 1.155891929e+00 4.747838773e-01
2.595190381e+04 1.585606809e+00 4.044253907e+00 1.996090095e+00 1.400702827e+00 1.118804839e+00 4.513546679e-01
2.602204409e+04 1.559920988e+00 4.003690321e+00 1.972434918e+00 1.363318448e+00 1.083642667e+00 4.294672786e-01
2.609218437e+04 1.534731028e+00 3.963965905e+00 1.949204619e+00 1.326056460e+00 1.050280052e+00 4.089994058e-01
2.616232465e+04 1.510015042e+00 3.925052756e+00 1.926426225e+00 1.288958437e+00 1.018601366e+00 3.898400371e-01
2.623246493e+04 1.485753571e+00 3.886923842e+00 1.904120979e+00 1.252075918e+00 9.884997600e-01 3.718882298e-01
2.630260521e+04 1.461929454e+00 3.849553059e+00 1.882304999e+00 1.215469059e+00 9.598763191e-01 3.550520364e-01
2.637274549e+04 1.438527672e+00 3.812915274e+00 1.860989849e+00 1.179204903e+00 9.326393211e-01 3.392475723e-01
2.644288577e+04 1.415535195e+00 3.776986352e+00 1.840183048e+00 1.143355346e+00 9.067035826e-01 3.243981985e-01
2.651302605e+04 1.392940806e+00 3.741743168e+00 1.819888541e+00 1.107994919e+00 8.819898800e-01 3.104337942e-01
2.658316633e+04 1.370734916e+00 3.707163600e+00 1.800107126e+00 1.073198451e+00 8.584244414e-01 2.972901202e-01
2.665330661e+04 1.348909375e+00 3.673226513e+00 1.780836845e+00 1.039038781e+00 8.359385005e-01 2.849082590e-01
2.672344689e+04 1.327457271e+00 3.639911737e+00 1.762073356e+00 1.005584630e+00 8.144679010e-01 2.732341157e-01
2.679358717e+04 1.306372731e+00 3.607200031e+00 1.743810284e+00 9.728987023e-01 7.939527420e-01 2.622179703e-01
2.686372745e+04 1.285650736e+00 3.575073038e+00 1.726039533e+00 9.410362137e-01 7.743370739e-01 2.518140924e-01
2.693386774e+04 1.265286930e+00 3.543513246e+00 1.708751594e+00 9.100437733e-01 7.555686164e-01 2.419803855e-01
2.700400802e+04 1.245277458e+00 3.512503936e+00 1.691935820e+00 8.799586858e-01 7.375985035e-01 2.326780669e-01
2.707414830e+04 1.225618811e+00 3.482029131e+00 1.675580677e+00 8.508087158e-01 7.203810564e-01 2.238713858e-01
2.714428858e+04 1.206307694e+00 3.452073551e+00 1.659673970e+00 8.226122178e-01 7.038735730e-01 2.155273657e-01
2.721442886e+04 1.187340916e+00 3.422622566e+00 1.644203046e+00 7.953785685e-01 6.880361321e-01 2.076155698e-01
2.728456914e+04 1.168715294e+00 3.393662145e+00 1.629154970e+00 7.691088787e-01 6.728314115e-01 2.001078885e-01
2.735470942e+04 1.150427587e+00 3.365178823e+00 1.614516673e+00 7.437968762e-01 6.582245183e-01 1.929783464e-01
2.742484970e+04 1.132474439e+00 3.337159654e+00 1.600275081e+00 7.194298879e-01 6.441828281e-01 1.862029248e-01
2.749498998e+04 1.114852340e+00 3.309592185e+00 1.586417221e+00 6.959898720e-01 6.306758349e-01 1.797594003e-01
2.756513026e+04 1.097557605e+00 3.282464417e+00 1.572930302e+00 6.734544323e-01 6.176750084e-01 1.736271978e-01
2.763527054e+04 1.080586363e+00 3.255764783e+00 1.559801784e+00 6.517977855e-01 6.051536593e-01 1.677872535e-01
2.770541082e+04 1.063934552e+00 3.229482121e+00 1.547019433e+00 6.309916462e-01 5.930868131e-01 1.622218915e-01
2.777555110e+04 1.047597925e+00 3.203605653e+00 1.534571349e+00 6.110060091e-01 5.814510917e-01 1.569147119e-01
2.784569138e+04 1.031572065e+00 3.178124967e+00 1.522445999e+00 5.918098227e-01 5.702246016e-01 1.518504860e-01
2.791583166e+04 1.015852398e+00 3.153029995e+00 1.510632233e+00 5.733715554e-01 5.593868311e-01 1.470150632e-01
2.798597194e+04 1.000434206e+00 3.128311005e+00 1.499119288e+00 5.556596612e-01 5.489185467e-01 1.423952798e-01
2.805611222e+04 9.853126586e-01 3.103958580e+00 1.487896799e+00 5.386429424e-01 5.388017237e-01 1.379788942e-01
2.812625251e+04 9.704828062e-01 3.079963611e+00 1.476954782e+00 5.222908580e-01 5.290194024e-01 1.337544754e-01
2.819639279e+04 9.559396435e-01 3.056317278e+00 1.466283649e+00 5.065736778e-01 5.195557088e-01 1.297114020e-01
2.826653307e+04 9.416780843e-01 3.033011050e+00 1.455874181e+00 4.914626907e-01 5.103956908e-01 1.258397425e-01
2.833667335e+04 9.276930032e-01 3.010036664e+00 1.445717531e+00 4.769302844e-01 5.015252923e-01 1.221302265e-01
2.840681363e+04 9.139792468e-01 2.987386122e+00 1.435805201e+00 4.629500029e-01 4.929312850e-01 1.185741905e-01
2.847695391e+04 9.005316496e-01 2.965051678e+00 1.426129038e+00 4.494965737e-01 4.846012113e-01 1.151635327e-01
2.854709419e+04 8.873450478e-01 2.943025832e+00 1.416681217e+00 4.365459122e-01 4.765233299e-01 1.118906687e-01
2.861723447e+04 8.744142934e-01 2.921301319e+00 1.407454230e+00 4.240751058e-01 4.686865638e-01 1.087484918e-01
2.868737475e+04 8.617342637e-01 2.899871105e+00 1.398440869e+00 4.120623814e-01 4.610804601e-01 1.057303408e-01
2.875751503e+04 8.492998718e-01 2.878728373e+00 1.389634217e+00 4.004870682e-01 4.536951472e-01 1.028299668e-01
2.882765531e+04 8.371060756e-01 2.857866521e+00 1.381027633e+00 3.893295598e-01 4.465212953e-01 1.000415033e-01
2.889779559e+04 8.251478855e-01 2.837279151e+00 1.372614743e+00 3.785712631e-01 4.395500796e-01 9.735943744e-02
2.896793587e+04 8.134203720e-01 2.816960064e+00 1.364389421e+00 3.681945532e-01 4.327731465e-01 9.477858452e-02
2.903807615e+04 8.019186700e-01 2.796903251e+00 1.356345788e+00 3.581827126e-01 4.261825851e-01 9.229406660e-02
2.910821643e+04 7.906379829e-01 2.777102890e+00 1.348478191e+00 3.485198815e-01 4.197709003e-01 8.990129238e-02
2.917835671e+04 7.795735881e-01 2.757553335e+00 1.340781198e+00 3.391910224e-01 4.135309849e-01 8.759593615e-02
2.924849699e+04 7.687208392e-01 2.738249110e+00 1.333249588e+00 3.301818748e-01 4.074560951e-01 8.537391958e-02
2.931863727e+04 7.580751695e-01 2.719184910e+00 1.325878341e+00 3.214789063e-01 4.015398282e-01 8.323139505e-02
2.938877756e+04 7.476320939e-01 2.700355586e+00 1.318662627e+00 3.130692682e-01 3.957761010e-01 8.116473023e-02
2.945891784e+04 7.373872104e-01 2.681756147e+00 1.311597801e+00 3.049407537e-01 3.901591318e-01 7.917049458e-02
2.952905812e+04 7.273362008e-01 2.663381745e+00 1.304679391e+00 2.970817644e-01 3.846834220e-01 7.724544614e-02
2.959919840e+04 7.174748316e-01 2.645227677e+00 1.297903090e+00 2.894812788e-01 3.793437392e-01 7.538651908e-02
2.966933868e+04 7.077989547e-01 2.627289383e+00 1.291264755e+00 2.821288163e-01 3.741351012e-01 7.359081243e-02
2.973947896e+04 6.983045082e-01 2.609562437e+00 1.284760396e+00 2.750144070e-01 3.690527610e-01 7.185557927e-02
2.980961924e+04 6.889875156e-01 2.592042539e+00 1.278386168e+00 2.681285610e-01 3.640921954e-01 7.017821826e-02
2.987975952e+04 6.798440842e-01 2.574725507e+00 1.272138358e+00 2.614622424e-01 3.592490914e-01 6.855626431e-02
2.994989980e+04 6.708704058e-01 2.557607284e+00 1.266013395e+00 2.550068428e-01 3.545193329e-01 6.698737921e-02
3.002004008e+04 6.620627561e-01 2.540683934e+00 1.260007834e+00 2.487541572e-01 3.498989897e-01 6.546934410e-02
3.009018036e+04 6.534174957e-01 2.523951642e+00 1.254118360e+00 2.426963648e-01 3.453843088e-01 6.400005299e-02
3.016032064e+04 6.449310662e-01 2.507406681e+00 1.248341764e+00 2.368260094e-01 3.409717079e-01 6.257750773e-02
3.023046092e+04 6.365999873e-01 2.491045420e+00 1.242674945e+00 2.311359747e-01 3.366577603e-01 6.119980850e-02
