time            HelperCCj       sHelperCCj      LeakWasteAC    
7.910621242e+04 9.002853737e+01 1.289861952e+02 1.504930064e+01
7.931062124e+04 9.000111129e+01 1.289357348e+02 1.507609644e+01
7.951503006e+04 8.997373572e+01 1.288852548e+02 1.510287566e+01
7.971943888e+04 8.994640943e+01 1.288347549e+02 1.512963841e+01
7.992384770e+04 8.991913122e+01 1.287842347e+02 1.515638482e+01
8.012825651e+04 8.989189994e+01 1.287336940e+02 1.518311499e+01
8.033266533e+04 8.986471445e+01 1.286831326e+02 1.520982904e+01
8.053707415e+04 8.983757366e+01 1.286325501e+02 1.523652707e+01
8.074148297e+04 8.981047652e+01 1.285819465e+02 1.526320919e+01
8.094589178e+04 8.978342200e+01 1.285313213e+02 1.528987549e+01
8.115030060e+04 8.975640912e+01 1.284806745e+02 1.531652608e+01
8.135470942e+04 8.972943690e+01 1.284300059e+02 1.534316104e+01
8.155911824e+04 8.970250444e+01 1.283793152e+02 1.536978047e+01
8.176352705e+04 8.967561082e+01 1.283286022e+02 1.539638445e+01
8.196793587e+04 8.964875519e+01 1.282778668e+02 1.542297307e+01
8.217234469e+04 8.962193671e+01 1.282271089e+02 1.544954642e+01
8.237675351e+04 8.959515458e+01 1.281763282e+02 1.547610456e+01
8.258116232e+04 8.956840801e+01 1.281255247e+02 1.550264758e+01
8.278557114e+04 8.954169625e+01 1.280746981e+02 1.552917555e+01
8.298997996e+04 8.951501859e+01 1.280238484e+02 1.555568855e+01
8.319438878e+04 8.948837431e+01 1.279729755e+02 1.558218665e+01
8.339879760e+04 8.946176276e+01 1.279220792e+02 1.560866991e+01
8.360320641e+04 8.943518329e+01 1.278711593e+02 1.563513840e+01
8.380761523e+04 8.940863527e+01 1.278202159e+02 1.566159218e+01
8.401202405e+04 8.938211810e+01 1.277692489e+02 1.568803132e+01
8.421643287e+04 8.935563121e+01 1.277182580e+02 1.571445588e+01
8.442084168e+04 8.932917404e+01 1.276672433e+02 1.574086591e+01
8.462525050e+04 8.930274606e+01 1.276162046e+02 1.576726148e+01
8.482965932e+04 8.927634675e+01 1.275651420e+02 1.579364264e+01
8.503406814e+04 8.924997563e+01 1.275140552e+02 1.582000944e+01
8.523847695e+04 8.922363221e+01 1.274629443e+02 1.584636193e+01
8.544288577e+04 8.919731604e+01 1.274118092e+02 1.587270018e+01
8.564729459e+04 8.917102668e+01 1.273606498e+02 1.589902422e+01
8.585170341e+04 8.914476371e+01 1.273094660e+02 1.592533411e+01
8.605611222e+04 8.911852673e+01 1.272582578e+02 1.595162989e+01
8.626052104e+04 8.909231535e+01 1.272070252e+02 1.597791162e+01
8.646492986e+04 8.906612919e+01 1.271557680e+02 1.600417933e+01
8.666933868e+04 8.903996790e+01 1.271044863e+02 1.603043307e+01
8.687374749e+04 8.901383112e+01 1.270531799e+02 1.605667288e+01
8.707815631e+04 8.898771853e+01 1.270018489e+02 1.608289881e+01
8.728256513e+04 8.896162981e+01 1.269504931e+02 1.610911089e+01
8.748697395e+04 8.893556464e+01 1.268991125e+02 1.613530917e+01
8.769138277e+04 8.890952275e+01 1.268477071e+02 1.616149369e+01
8.789579158e+04 8.888350383e+01 1.267962768e+02 1.618766448e+01
8.810020040e+04 8.885750761e+01 1.267448215e+02 1.621382158e+01
8.830460922e+04 8.883153384e+01 1.266933413e+02 1.623996504e+01
8.850901804e+04 8.880558227e+01 1.266418359e+02 1.626609487e+01
8.871342685e+04 8.877965263e+01 1.265903054e+02 1.629221113e+01
8.891783567e+04 8.875374471e+01 1.265387498e+02 1.631831384e+01
8.912224449e+04 8.872785827e+01 1.264871689e+02 1.634440304e+01
8.932665331e+04 8.870199309e+01 1.264355627e+02 1.637047876e+01
8.953106212e+04 8.867614897e+01 1.263839311e+02 1.639654104e+01
8.973547094e+04 8.865032569e+01 1.263322740e+02 1.642258990e+01
8.993987976e+04 8.862452307e+01 1.262805915e+02 1.644862538e+01
9.014428858e+04 8.859874092e+01 1.262288833e+02 1.647464752e+01
9.034869739e+04 8.857297904e+01 1.261771495e+02 1.650065633e+01
9.055310621e+04 8.854723727e+01 1.261253899e+02 1.652665185e+01
9.075751503e+04 8.852151543e+01 1.260736046e+02 1.655263411e+01
9.096192385e+04 8.849581335e+01 1.260217933e+02 1.657860313e+01
9.116633267e+04 8.847013087e+01 1.259699560e+02 1.660455895e+01
9.137074148e+04 8.844446785e+01 1.259180926e+02 1.663050160e+01
9.157515030e+04 8.841882412e+01 1.258662031e+02 1.665643110e+01
9.177955912e+04 8.839319954e+01 1.258142873e+02 1.668234747e+01
9.198396794e+04 8.836759397e+01 1.257623452e+02 1.670825075e+01
9.218837675e+04 8.834200727e+01 1.257103766e+02 1.673414096e+01
9.239278557e+04 8.831643931e+01 1.256583814e+02 1.676001812e+01
9.259719439e+04 8.829088996e+01 1.256063596e+02 1.678588227e+01
9.280160321e+04 8.826535908e+01 1.255543110e+02 1.681173343e+01
9.300601202e+04 8.823984657e+01 1.255022355e+02 1.683757161e+01
9.321042084e+04 8.821435229e+01 1.254501331e+02 1.686339685e+01
9.341482966e+04 8.818887613e+01 1.253980036e+02 1.688920918e+01
9.361923848e+04 8.816341798e+01 1.253458468e+02 1.691500860e+01
9.382364729e+04 8.813797773e+01 1.252936628e+02 1.694079515e+01
9.402805611e+04 8.811255527e+01 1.252414512e+02 1.696656885e+01
9.423246493e+04 8.808715050e+01 1.251892121e+02 1.699232972e+01
9.443687375e+04 8.806176330e+01 1.251369454e+02 1.701807779e+01
9.464128257e+04 8.803639359e+01 1.250846508e+02 1.704381307e+01
9.484569138e+04 8.801104127e+01 1.250323282e+02 1.706953559e+01
9.505010020e+04 8.798570623e+01 1.249799776e+02 1.709524537e+01
9.525450902e+04 8.796038838e+01 1.249275988e+02 1.712094243e+01
9.545891784e+04 8.793508765e+01 1.248751916e+02 1.714662680e+01
9.566332665e+04 8.790980392e+01 1.248227560e+02 1.717229848e+01
9.586773547e+04 8.788453712e+01 1.247702917e+02 1.719795751e+01
9.607214429e+04 8.785928717e+01 1.247177987e+02 1.722360390e+01
9.627655311e+04 8.783405397e+01 1.246652769e+02 1.724923768e+01
9.648096192e+04 8.780883745e+01 1.246127260e+02 1.727485885e+01
9.668537074e+04 8.778363752e+01 1.245601460e+02 1.730046745e+01
9.688977956e+04 8.775845411e+01 1.245075367e+02 1.732606350e+01
9.709418838e+04 8.773328713e+01 1.244548980e+02 1.735164700e+01
9.729859719e+04 8.770813652e+01 1.244022297e+02 1.737721798e+01
9.750300601e+04 8.768300219e+01 1.243495317e+02 1.740277647e+01
9.770741483e+04 8.765788407e+01 1.242968038e+02 1.742832247e+01
9.791182365e+04 8.763278210e+01 1.242440460e+02 1.745385600e+01
9.811623246e+04 8.760769620e+01 1.241912581e+02 1.747937709e+01
9.832064128e+04 8.758262629e+01 1.241384398e+02 1.750488575e+01
9.852505010e+04 8.755757232e+01 1.240855912e+02 1.753038200e+01
9.872945892e+04 8.753253422e+01 1.240327121e+02 1.755586585e+01
9.893386774e+04 8.750751191e+01 1.239798023e+02 1.758133733e+01
9.913827655e+04 8.748250533e+01 1.239268617e+02 1.760679645e+01
9.934268537e+04 8.745751442e+01 1.238738902e+02 1.763224323e+01
9.954709419e+04 8.743253911e+01 1.238208876e+02 1.765767769e+01
9.975150301e+04 8.740757935e+01 1.237678538e+02 1.768309984e+01
9.995591182e+04 8.738263506e+01 1.237147888e+02 1.770850969e+01
1.001603206e+05 8.735770619e+01 1.236616922e+02 1.773390727e+01
1.003647295e+05 8.733279269e+01 1.236085642e+02 1.775929260e+01
1.005691383e+05 8.730789448e+01 1.235554044e+02 1.778466568e+01
1.007735471e+05 8.728301151e+01 1.235022129e+02 1.781002653e+01
1.009779559e+05 8.725814373e+01 1.234489894e+02 1.783537517e+01
1.011823647e+05 8.723329107e+01 1.233957340e+02 1.786071162e+01
1.013867735e+05 8.720845348e+01 1.233424464e+02 1.788603589e+01
1.015911824e+05 8.718363091e+01 1.232891266e+02 1.791134800e+01
1.017955912e+05 8.715882330e+01 1.232357746e+02 1.793664795e+01
1.020000000e+05 8.713403059e+01 1.231823901e+02 1.796193578e+01
