time            Cj              Ck              Br              Bs              Ap              Aq             
4.388777555e+03 4.437843051e+00 4.476119372e+00 1.138897559e+00 1.139770136e+00 3.072588938e+00 3.111648773e+00
4.408817635e+03 4.258971783e+00 4.297260920e+00 1.118269581e+00 1.120420120e+00 3.272925191e+00 3.312043545e+00
4.428857715e+03 4.071316313e+00 4.109214859e+00 1.105304579e+00 1.108755944e+00 3.476022128e+00 3.514644779e+00
4.448897796e+03 3.877439128e+00 3.914588605e+00 1.099844764e+00 1.104632290e+00 3.679721801e+00 3.717253415e+00
4.468937876e+03 3.679883077e+00 3.715972998e+00 1.101795372e+00 1.107966781e+00 3.881718092e+00 3.917539022e+00
4.488977956e+03 3.481104738e+00 3.515873897e+00 1.111124851e+00 1.118739986e+00 4.079614010e+00 4.113099586e+00
4.509018036e+03 3.283412998e+00 3.316649115e+00 1.127863603e+00 1.136993942e+00 4.270983495e+00 4.301524676e+00
4.529058116e+03 3.088916521e+00 3.120454437e+00 1.152101300e+00 1.162829218e+00 4.453433852e+00 4.480458003e+00
4.549098196e+03 2.899482943e+00 2.929201595e+00 1.183982802e+00 1.196400519e+00 4.624665238e+00 4.647655749e+00
4.569138277e+03 2.716711424e+00 2.744529881e+00 1.223702593e+00 1.237910756e+00 4.782524105e+00 4.801037676e+00
4.589178357e+03 2.541918993e+00 2.567791828e+00 1.271497621e+00 1.287603451e+00 4.925048409e+00 4.938729037e+00
4.609218437e+03 2.376139949e+00 2.400052215e+00 1.327638410e+00 1.345753346e+00 5.050503323e+00 5.059092344e+00
4.629258517e+03 2.220136694e+00 2.242098765e+00 1.392418292e+00 1.412655061e+00 5.157407328e+00 5.160749183e+00
4.649298597e+03 2.074419745e+00 2.094462224e+00 1.466140620e+00 1.488609669e+00 5.244549198e+00 5.242592914e+00
4.669338677e+03 1.939274423e+00 1.957443287e+00 1.549103892e+00 1.573909138e+00 5.310997342e+00 5.303794049e+00
4.689378758e+03 1.814791720e+00 1.831143831e+00 1.641584775e+00 1.668818653e+00 5.356103005e+00 5.343799956e+00
4.709418838e+03 1.700901047e+00 1.715500094e+00 1.743819164e+00 1.773556990e+00 5.379499040e+00 5.362330815e+00
4.729458918e+03 1.597402949e+00 1.610315885e+00 1.855981549e+00 1.888275263e+00 5.381095730e+00 5.359373307e+00
4.749498998e+03 1.504000314e+00 1.515294274e+00 1.978163172e+00 2.013034592e+00 5.361074693e+00 5.335173108e+00
4.769539078e+03 1.420327026e+00 1.430066721e+00 2.110349653e+00 2.147783434e+00 5.319881447e+00 5.290226683e+00
4.789579158e+03 1.345973426e+00 1.354218982e+00 2.252398985e+00 2.292335563e+00 5.258216625e+00 5.225272310e+00
4.809619238e+03 1.280508300e+00 1.287313488e+00 2.404020994e+00 2.446349851e+00 5.177025389e+00 5.141279751e+00
4.829659319e+03 1.223497288e+00 1.228908107e+00 2.564759464e+00 2.609313141e+00 5.077484207e+00 5.039437695e+00
4.849699399e+03 1.174517982e+00 1.178571532e+00 2.733978325e+00 2.780527627e+00 4.960984121e+00 4.921137935e+00
4.869739479e+03 1.133171893e+00 1.135895509e+00 2.910853036e+00 2.959103898e+00 4.829109467e+00 4.787955233e+00
4.889779559e+03 1.099093679e+00 1.100504256e+00 3.094368320e+00 3.143960782e+00 4.683611521e+00 4.641622246e+00
4.909819639e+03 1.071958019e+00 1.072061514e+00 3.283322996e+00 3.333832658e+00 4.526376820e+00 4.483999233e+00
4.929859719e+03 1.051484455e+00 1.050275520e+00 3.476342270e+00 3.527284483e+00 4.359390554e+00 4.317038878e+00
4.949899800e+03 1.037440583e+00 1.034902315e+00 3.671897343e+00 3.722734238e+00 4.184695972e+00 4.142747150e+00
4.969939880e+03 1.029643858e+00 1.025747642e+00 3.868331638e+00 3.918481915e+00 4.004351313e+00 3.963141668e+00
4.989979960e+03 1.027962263e+00 1.022667711e+00 4.063892482e+00 4.112743681e+00 3.820386146e+00 3.780209419e+00
5.010020040e+03 1.032314037e+00 1.025569016e+00 4.256766649e+00 4.303689440e+00 3.634759219e+00 3.595865896e+00
5.030060120e+03 1.042666601e+00 1.034407357e+00 4.445117923e+00 4.489481803e+00 3.449319870e+00 3.411917678e+00
5.050100200e+03 1.059034748e+00 1.049186149e+00 4.627124748e+00 4.668314409e+00 3.265774846e+00 3.230030266e+00
5.070140281e+03 1.081478175e+00 1.069954086e+00 4.801016159e+00 4.838447746e+00 3.085661865e+00 3.051702499e+00
5.090180361e+03 1.110098314e+00 1.096802150e+00 4.965104429e+00 4.998240928e+00 2.910330819e+00 2.878248423e+00
5.110220441e+03 1.145034463e+00 1.129859940e+00 5.117813280e+00 5.146178328e+00 2.740932883e+00 2.710786891e+00
5.130260521e+03 1.186459134e+00 1.169291270e+00 5.257700950e+00 5.280890493e+00 2.578417269e+00 2.550238619e+00
5.150300601e+03 1.234572534e+00 1.215288952e+00 5.383477900e+00 5.401169277e+00 2.423534899e+00 2.397330017e+00
5.170340681e+03 1.289596100e+00 1.268068676e+00 5.494019348e+00 5.505977546e+00 2.276847984e+00 2.252602759e+00
5.190380762e+03 1.351764980e+00 1.327861892e+00 5.588373182e+00 5.594454199e+00 2.138744233e+00 2.116427891e+00
5.210420842e+03 1.421319395e+00 1.394907618e+00 5.665764055e+00 5.665915428e+00 2.009454416e+00 1.989023184e+00
5.230460922e+03 1.498494818e+00 1.469443120e+00 5.725594542e+00 5.719853276e+00 1.889072010e+00 1.870472507e+00
5.250501002e+03 1.583510992e+00 1.551693441e+00 5.767444299e+00 5.755932489e+00 1.777573799e+00 1.760746120e+00
5.270541082e+03 1.676559815e+00 1.641859828e+00 5.791067998e+00 5.773986528e+00 1.674840467e+00 1.659720925e+00
5.290581162e+03 1.777792254e+00 1.740107171e+00 5.796392711e+00 5.774013433e+00 1.580676427e+00 1.567199965e+00
5.310621242e+03 1.887304507e+00 1.846550651e+00 5.783515134e+00 5.756171920e+00 1.494828342e+00 1.482930612e+00
5.330661323e+03 2.005123754e+00 1.961241896e+00 5.752698793e+00 5.720777860e+00 1.417001946e+00 1.406621079e+00
5.350701403e+03 2.131193936e+00 2.084155051e+00 5.704371138e+00 5.668300978e+00 1.346876979e+00 1.337955075e+00
5.370741483e+03 2.265362097e+00 2.215173256e+00 5.639120180e+00 5.599361407e+00 1.284120156e+00 1.276604522e+00
5.390781563e+03 2.407365934e+00 2.354076118e+00 5.557690168e+00 5.514725547e+00 1.228396200e+00 1.222240368e+00
5.410821643e+03 2.556823209e+00 2.500528805e+00 5.460975704e+00 5.415300554e+00 1.179377040e+00 1.174541598e+00
5.430861723e+03 2.713223736e+00 2.654073442e+00 5.350013639e+00 5.302126809e+00 1.136749327e+00 1.133202593e+00
5.450901804e+03 2.875924578e+00 2.814123424e+00 5.225972220e+00 5.176367758e+00 1.100220442e+00 1.097939006e+00
5.470941884e+03 3.044148987e+00 2.979961180e+00 5.090137076e+00 5.039296705e+00 1.069523184e+00 1.068492349e+00
5.490981964e+03 3.216989552e+00 3.150739855e+00 4.943893848e+00 4.892280340e+00 1.044419329e+00 1.044633462e+00
5.511022044e+03 3.393415622e+00 3.325489059e+00 4.788707614e+00 4.736759121e+00 1.024702218e+00 1.026165036e+00
5.531062124e+03 3.572285042e+00 3.503124733e+00 4.626099481e+00 4.574224856e+00 1.010198543e+00 1.012923344e+00
5.551102204e+03 3.752359819e+00 3.682462864e+00 4.457621038e+00 4.406196171e+00 1.000769459e+00 1.004779304e+00
5.571142285e+03 3.932325167e+00 3.862236578e+00 4.284827584e+00 4.234192751e+00 9.963111342e-01 1.001638985e+00
5.591182365e+03 4.110811140e+00 4.041115923e+00 4.109251198e+00 4.059709392e+00 9.967548213e-01 1.003443642e+00
5.611222445e+03 4.286415913e+00 4.217729499e+00 3.932374779e+00 3.884190973e+00 1.002066516e+00 1.010169316e+00
5.631262525e+03 4.457729693e+00 4.390687005e+00 3.755608123e+00 3.709009398e+00 1.012246239e+00 1.021826067e+00
5.651302605e+03 4.623358263e+00 4.558601785e+00 3.580267009e+00 3.535443456e+00 1.027326958e+00 1.038456823e+00
5.671342685e+03 4.781945229e+00 4.720112487e+00 3.407556004e+00 3.364662288e+00 1.047373150e+00 1.060135850e+00
5.691382766e+03 4.932192222e+00 4.873903103e+00 3.238555502e+00 3.197712991e+00 1.072478974e+00 1.086966818e+00
5.711422846e+03 5.072876473e+00 5.018720848e+00 3.074213169e+00 3.035512491e+00 1.102766030e+00 1.119080411e+00
5.731462926e+03 5.202865500e+00 5.153391528e+00 2.915339783e+00 2.878843701e+00 1.138380627e+00 1.156631432e+00
5.751503006e+03 5.321128747e+00 5.276832252e+00 2.762609172e+00 2.728355669e+00 1.179490531e+00 1.199795339e+00
5.771543086e+03 5.426746356e+00 5.388061563e+00 2.616561798e+00 2.584567257e+00 1.226281092e+00 1.248764125e+00
5.791583166e+03 5.518915329e+00 5.486207216e+00 2.477611412e+00 2.447873811e+00 1.278950707e+00 1.303741497e+00
5.811623246e+03 5.596953529e+00 5.570511928e+00 2.346054133e+00 2.318556172e+00 1.337705536e+00 1.364937268e+00
5.831663327e+03 5.660302001e+00 5.640337548e+00 2.222079274e+00 2.196791381e+00 1.402753441e+00 1.432560928e+00
5.851703407e+03 5.708526071e+00 5.695168020e+00 2.105781348e+00 2.082664509e+00 1.474297087e+00 1.506814352e+00
5.871743487e+03 5.741315743e+00 5.734611582e+00 1.997172621e+00 1.976181010e+00 1.552526246e+00 1.587883680e+00
5.891783567e+03 5.758485719e+00 5.758402510e+00 1.896195749e+00 1.877279133e+00 1.637609299e+00 1.675930396e+00
5.911823647e+03 5.759975316e+00 5.766402605e+00 1.802736101e+00 1.785842022e+00 1.729684073e+00 1.771081721e+00
5.931863727e+03 5.745848407e+00 5.758602536e+00 1.716633481e+00 1.701709197e+00 1.828848119e+00 1.873420502e+00
5.951903808e+03 5.716293332e+00 5.735122977e+00 1.637692991e+00 1.624687210e+00 1.935148664e+00 1.982974799e+00
5.971943888e+03 5.671622640e+00 5.696215365e+00 1.565694931e+00 1.554559326e+00 2.048572505e+00 2.099707506e+00
5.991983968e+03 5.612272368e+00 5.642261997e+00 1.500403645e+00 1.491094179e+00 2.169036178e+00 2.223506341e+00
6.012024048e+03 5.538800478e+00 5.573775071e+00 1.441575275e+00 1.434053356e+00 2.296376803e+00 2.354174658e+00
6.032064128e+03 5.451884010e+00 5.491394253e+00 1.388964472e+00 1.383197947e+00 2.430344024e+00 2.491423515e+00
6.052104208e+03 5.352314562e+00 5.395882364e+00 1.342330097e+00 1.338294114e+00 2.570593480e+00 2.634865456e+00
6.072144289e+03 5.240991637e+00 5.288118755e+00 1.301439965e+00 1.299117718e+00 2.716682269e+00 2.784010500e+00
6.092184369e+03 5.118913638e+00 5.169090142e+00 1.266074751e+00 1.265458117e+00 2.868066748e+00 2.938264672e+00
6.112224449e+03 4.987166324e+00 5.039878742e+00 1.236031101e+00 1.237121203e+00 3.024103013e+00 3.096931429e+00
6.132264529e+03 4.846908756e+00 4.901647737e+00 1.211124069e+00 1.213931755e+00 3.184050225e+00 3.259216116e+00
6.152304609e+03 4.699356930e+00 4.755624292e+00 1.191188928e+00 1.195735196e+00 3.347076862e+00 3.424233503e+00
6.172344689e+03 4.545765528e+00 4.603080575e+00 1.176082468e+00 1.182398839e+00 3.512269791e+00 3.591018288e+00
6.192384770e+03 4.387408315e+00 4.445313323e+00 1.165683816e+00 1.173812652e+00 3.678645928e+00 3.758538201e+00
6.212424850e+03 4.225557873e+00 4.283622677e+00 1.159894838e+00 1.169889631e+00 3.845166066e+00 3.925709318e+00
6.232464930e+03 4.061465441e+00 4.119291091e+00 1.158640199e+00 1.170565814e+00 4.010750366e+00 4.091412956e+00
6.252505010e+03 3.896341609e+00 3.953563072e+00 1.161867079e+00 1.175799958e+00 4.174294952e+00 4.254513531e+00
6.272545090e+03 3.731338611e+00 3.787626547e+00 1.169544602e+00 1.185572929e+00 4.334688890e+00 4.413876647e+00
6.292585170e+03 3.567534814e+00 3.622596459e+00 1.181662980e+00 1.199886799e+00 4.490831010e+00 4.568386754e+00
6.312625251e+03 3.405921897e+00 3.459501130e+00 1.198232389e+00 1.218763671e+00 4.641645912e+00 4.716963747e+00
6.332665331e+03 3.247395042e+00 3.299271720e+00 1.219281580e+00 1.242244223e+00 4.786098697e+00 4.858577993e+00
6.352705411e+03 3.092746241e+00 3.142734889e+00 1.244856215e+00 1.270385981e+00 4.923208052e+00 4.992263401e+00
6.372745491e+03 2.942660716e+00 2.990608701e+00 1.275016933e+00 1.303261291e+00 5.052057402e+00 5.117128301e+00
6.392785571e+03 2.797716311e+00 2.843501584e+00 1.309837115e+00 1.340954993e+00 5.171804050e+00 5.232364016e+00
6.412825651e+03 2.658385461e+00 2.701914001e+00 1.349400355e+00 1.383561776e+00 5.281686275e+00 5.337251166e+00
6.432865731e+03 2.525039451e+00 2.566242491e+00 1.393797622e+00 1.431183209e+00 5.381028552e+00 5.431163918e+00
6.452905812e+03 2.397954537e+00 2.436785675e+00 1.443124083e+00 1.483924423e+00 5.469245023e+00 5.513572310e+00
6.472945892e+03 2.277319421e+00 2.313751697e+00 1.497475617e+00 1.541890466e+00 5.545841518e+00 5.584043036e+00
6.492985972e+03 2.163243712e+00 2.197266713e+00 1.556945006e+00 1.605182320e+00 5.610416375e+00 5.642238970e+00
6.513026052e+03 2.055766945e+00 2.087384003e+00 1.621617822e+00 1.673892607e+00 5.662660340e+00 5.687917745e+00
6.533066132e+03 1.954867831e+00 1.984093342e+00 1.691568037e+00 1.748101015e+00 5.702355772e+00 5.720929659e+00
6.553106212e+03 1.860473409e+00 1.887330325e+00 1.766853410e+00 1.827869491e+00 5.729375370e+00 5.741215164e+00
6.573146293e+03 1.772467890e+00 1.796985379e+00 1.847510714e+00 1.913237287e+00 5.743680620e+00 5.748802146e+00
6.593186373e+03 1.690700975e+00 1.712912282e+00 1.933550875e+00 2.004215932e+00 5.745320001e+00 5.743803065e+00
6.613226453e+03 1.614995596e+00 1.634936095e+00 2.024954145e+00 2.100784247e+00 5.734427037e+00 5.726412068e+00
6.633266533e+03 1.545154871e+00 1.562860313e+00 2.121665397e+00 2.202883524e+00 5.711218068e+00 5.696901927e+00
6.653306613e+03 1.480968402e+00 1.496473340e+00 2.223589715e+00 2.310413033e+00 5.675989923e+00 5.655621040e+00
6.673346693e+03 1.422217725e+00 1.435554124e+00 2.330588396e+00 2.423225994e+00 5.629117057e+00 5.602990006e+00
6.693386774e+03 1.368681091e+00 1.379877087e+00 2.442475525e+00 2.541126167e+00 5.571048334e+00 5.539497998e+00
6.713426854e+03 1.320137471e+00 1.329216286e+00 2.559015292e+00 2.663865257e+00 5.502303131e+00 5.465698595e+00
6.733466934e+03 1.276369964e+00 1.283348941e+00 2.679920148e+00 2.791141219e+00 5.423466774e+00 5.382205049e+00
6.753507014e+03 1.237168550e+00 1.242058302e+00 2.804849990e+00 2.922597666e+00 5.335185106e+00 5.289684830e+00
6.773547094e+03 1.202332324e+00 1.205135988e+00 2.933412391e+00 3.057824392e+00 5.238158215e+00 5.188853442e+00
6.793587174e+03 1.171671233e+00 1.172383790e+00 3.065164025e+00 3.196359147e+00 5.133133270e+00 5.080467435e+00
6.813627255e+03 1.145007390e+00 1.143615069e+00 3.199613228e+00 3.337690620e+00 5.020896519e+00 4.965316694e+00
6.833667335e+03 1.122176013e+00 1.118655732e+00 3.336223725e+00 3.481262634e+00 4.902264554e+00 4.844216063e+00
6.853707415e+03 1.103026046e+00 1.097344905e+00 3.474419430e+00 3.626479435e+00 4.778074991e+00 4.717996460e+00
6.873747495e+03 1.087420507e+00 1.079535300e+00 3.613590196e+00 3.772711988e+00 4.649176761e+00 4.587495661e+00
6.893787575e+03 1.075236598e+00 1.065093348e+00 3.753098376e+00 3.919305051e+00 4.516420241e+00 4.453548966e+00
6.913827655e+03 1.066365626e+00 1.053899121e+00 3.892285981e+00 4.065584863e+00 4.380647483e+00 4.316979984e+00
6.933867735e+03 1.060712750e+00 1.045846081e+00 4.030482244e+00 4.210867211e+00 4.242682785e+00 4.178591786e+00
6.953907816e+03 1.058196595e+00 1.040840681e+00 4.167011340e+00 4.354465599e+00 4.103323851e+00 4.039158640e+00
6.973947896e+03 1.058748735e+00 1.038801832e+00 4.301200059e+00 4.495699330e+00 3.963333765e+00 3.899418551e+00
6.993987976e+03 1.062313086e+00 1.039660265e+00 4.432385200e+00 4.633901246e+00 3.823433950e+00 3.760066750e+00
7.014028056e+03 1.068845196e+00 1.043357792e+00 4.559920502e+00 4.768424929e+00 3.684298264e+00 3.621750306e+00
7.034068136e+03 1.078311463e+00 1.049846482e+00 4.683182965e+00 4.898651229e+00 3.546548301e+00 3.485063883e+00
7.054108216e+03 1.090688269e+00 1.059087750e+00 4.801578409e+00 5.023993945e+00 3.410749970e+00 3.350546734e+00
7.074148297e+03 1.105961053e+00 1.071051375e+00 4.914546228e+00 5.143904640e+00 3.277411292e+00 3.218680857e+00
7.094188377e+03 1.124123299e+00 1.085714432e+00 5.021563260e+00 5.257876483e+00 3.146981425e+00 3.089890328e+00
7.114228457e+03 1.145175472e+00 1.103060158e+00 5.122146802e+00 5.365447196e+00 3.019850756e+00 2.964541643e+00
7.134268537e+03 1.169123867e+00 1.123076730e+00 5.215856775e+00 5.466201069e+00 2.896352025e+00 2.842945041e+00
7.154308617e+03 1.195979399e+00 1.145755968e+00 5.302297136e+00 5.559770177e+00 2.776762259e+00 2.725356583e+00
7.174348697e+03 1.225756313e+00 1.171091955e+00 5.381116575e+00 5.645834839e+00 2.661305456e+00 2.611980937e+00
7.194388778e+03 1.258470821e+00 1.199079565e+00 5.452008634e+00 5.724123455e+00 2.550155798e+00 2.502974651e+00
7.214428858e+03 1.294139661e+00 1.229712911e+00 5.514711341e+00 5.794411796e+00 2.443441301e+00 2.398449821e+00
7.234468938e+03 1.332778594e+00 1.262983706e+00 5.569006493e+00 5.856521948e+00 2.341247718e+00 2.298477986e+00
7.254509018e+03 1.374400820e+00 1.298879524e+00 5.614718632e+00 5.910320890e+00 2.243622629e+00 2.203094184e+00
7.274549098e+03 1.419015330e+00 1.337381987e+00 5.651713882e+00 5.955718901e+00 2.150579569e+00 2.112301012e+00
7.294589178e+03 1.466625210e+00 1.378464871e+00 5.679898706e+00 5.992667863e+00 2.062102104e+00 2.026072634e+00
7.314629259e+03 1.517225897e+00 1.422092137e+00 5.699218668e+00 6.021159534e+00 1.978147788e+00 1.944358649e+00
7.334669339e+03 1.570803402e+00 1.468215900e+00 5.709657245e+00 6.041223822e+00 1.898651946e+00 1.867087775e+00
7.354709419e+03 1.627332530e+00 1.516774362e+00 5.711234718e+00 6.052927116e+00 1.823531241e+00 1.794171309e+00
7.374749499e+03 1.686775100e+00 1.567689701e+00 5.704007219e+00 6.056370710e+00 1.752686970e+00 1.725506328e+00
7.394789579e+03 1.749078218e+00 1.620865968e+00 5.688065908e+00 6.051689338e+00 1.686008100e+00 1.660978605e+00
7.414829659e+03 1.814172602e+00 1.676186989e+00 5.663536287e+00 6.039049779e+00 1.623373999e+00 1.600465242e+00
7.434869739e+03 1.881971044e+00 1.733514358e+00 5.630577565e+00 6.018649456e+00 1.564656922e+00 1.543837045e+00
7.454909820e+03 1.952366925e+00 1.792685432e+00 5.589382202e+00 5.990715195e+00 1.509724156e+00 1.490960568e+00
7.474949900e+03 2.025232956e+00 1.853511493e+00 5.540175515e+00 5.955502016e+00 1.458439929e+00 1.441699934e+00
7.494989980e+03 2.100420209e+00 1.915776152e+00 5.483215094e+00 5.913291646e+00 1.410667107e+00 1.395918419e+00
7.515030060e+03 2.177757207e+00 1.979233767e+00 5.418790437e+00 5.864391299e+00 1.366268515e+00 1.353479692e+00
7.535070140e+03 2.257049451e+00 2.043608275e+00 5.347222284e+00 5.809132119e+00 1.325108184e+00 1.314248970e+00
7.555110220e+03 2.338079205e+00 2.108592269e+00 5.268861802e+00 5.747867491e+00 1.287052325e+00 1.278093909e+00
7.575150301e+03 2.420605550e+00 2.173846342e+00 5.184089750e+00 5.680971425e+00 1.251970048e+00 1.244885234e+00
7.595190381e+03 2.504365002e+00 2.238999058e+00 5.093315016e+00 5.608836340e+00 1.219734057e+00 1.214497361e+00
7.615230461e+03 2.589072266e+00 2.303647157e+00 4.996973158e+00 5.531871034e+00 1.190221042e+00 1.186808706e+00
7.635270541e+03 2.674421585e+00 2.367356518e+00 4.895524400e+00 5.450498230e+00 1.163312031e+00 1.161701958e+00
7.655310621e+03 2.760088407e+00 2.429663700e+00 4.789451134e+00 5.365151855e+00 1.138892606e+00 1.139064219e+00
7.675350701e+03 2.845731400e+00 2.490078170e+00 4.679255318e+00 5.276274480e+00 1.116852923e+00 1.118786955e+00
7.695390782e+03 2.930995044e+00 2.548085596e+00 4.565454974e+00 5.184314080e+00 1.097087782e+00 1.100765988e+00
7.715430862e+03 3.015512387e+00 2.603151962e+00 4.448580576e+00 5.089721091e+00 1.079496487e+00 1.084901291e+00
7.735470942e+03 3.098908362e+00 2.654729007e+00 4.329170896e+00 4.992945173e+00 1.063982698e+00 1.071096775e+00
7.755511022e+03 3.180803343e+00 2.702260914e+00 4.207768392e+00 4.894431869e+00 1.050454217e+00 1.059260012e+00
7.775551102e+03 3.260817084e+00 2.745192504e+00 4.084914431e+00 4.794619425e+00 1.038822684e+00 1.049301895e+00
7.795591182e+03 3.338572975e+00 2.782979146e+00 3.961144091e+00 4.693935442e+00 1.029003284e+00 1.041136299e+00
7.815631263e+03 3.413702536e+00 2.815098190e+00 3.836980988e+00 4.592793776e+00 1.020914369e+00 1.034679701e+00
7.835671343e+03 3.485850219e+00 2.841062247e+00 3.712931911e+00 4.491591371e+00 1.014477121e+00 1.029850831e+00
7.855711423e+03 3.554678231e+00 2.860433793e+00 3.589481775e+00 4.390705502e+00 1.009615101e+00 1.026570279e+00
7.875751503e+03 3.619871806e+00 2.872841240e+00 3.467088563e+00 4.290490901e+00 1.006253944e+00 1.024760235e+00
7.895791583e+03 3.681143964e+00 2.877995069e+00 3.346178941e+00 4.191277480e+00 1.004320890e+00 1.024344143e+00
7.915831663e+03 3.738240613e+00 2.875704106e+00 3.227144125e+00 4.093367992e+00 1.003744499e+00 1.025246555e+00
7.935871743e+03 3.790945149e+00 2.865890128e+00 3.110336685e+00 3.997036346e+00 1.004454304e+00 1.027392962e+00
7.955911824e+03 3.839082432e+00 2.848599625e+00 2.996067896e+00 3.902526081e+00 1.006380546e+00 1.030709757e+00
7.975951904e+03 3.882522149e+00 2.824011500e+00 2.884605987e+00 3.810049283e+00 1.009454004e+00 1.035124303e+00
7.995991984e+03 3.921181175e+00 2.792439219e+00 2.776175400e+00 3.719786106e+00 1.013605875e+00 1.040565077e+00
8.016032064e+03 3.955024557e+00 2.754326288e+00 2.670956919e+00 3.631884747e+00 1.018767749e+00 1.046961894e+00
8.036072144e+03 3.984065249e+00 2.710234873e+00 2.569088576e+00 3.546461811e+00 1.024871730e+00 1.054246259e+00
8.056112224e+03 4.008362269e+00 2.660827461e+00 2.470667633e+00 3.463603471e+00 1.031850603e+00 1.062351720e+00
8.076152305e+03 4.028017356e+00 2.606842680e+00 2.375753165e+00 3.383367016e+00 1.039638126e+00 1.071214264e+00
8.096192385e+03 4.043170336e+00 2.549067023e+00 2.284369280e+00 3.305782871e+00 1.048169395e+00 1.080772729e+00
8.116232465e+03 4.053993384e+00 2.488304621e+00 2.196508877e+00 3.230857138e+00 1.057381256e+00 1.090969149e+00
8.136272545e+03 4.060684551e+00 2.425347528e+00 2.112137612e+00 3.158574334e+00 1.067212741e+00 1.101749053e+00
8.156312625e+03 4.063460968e+00 2.360948894e+00 2.031198058e+00 3.088900405e+00 1.077605496e+00 1.113061667e+00
8.176352705e+03 4.062552151e+00 2.295800926e+00 1.953613780e+00 3.021785766e+00 1.088504164e+00 1.124860018e+00
8.196392786e+03 4.058193764e+00 2.230518681e+00 1.879293357e+00 2.957168414e+00 1.099856669e+00 1.137100907e+00
8.216432866e+03 4.050622092e+00 2.165630348e+00 1.808133916e+00 2.894976674e+00 1.111614455e+00 1.149744824e+00
8.236472946e+03 4.040069453e+00 2.101573613e+00 1.740024453e+00 2.835131882e+00 1.123732579e+00 1.162755741e+00
8.256513026e+03 4.026760622e+00 2.038697346e+00 1.674848691e+00 2.777550699e+00 1.136169714e+00 1.176100854e+00
8.276553106e+03 4.010910224e+00 1.977267415e+00 1.612487512e+00 2.722147118e+00 1.148888048e+00 1.189750269e+00
8.296593186e+03 3.992721047e+00 1.917475320e+00 1.552820956e+00 2.668834104e+00 1.161853105e+00 1.203676679e+00
8.316633267e+03 3.972383119e+00 1.859448515e+00 1.495729844e+00 2.617524940e+00 1.175033496e+00 1.217855023e+00
8.336673347e+03 3.950073417e+00 1.803261172e+00 1.441097025e+00 2.568134253e+00 1.188400624e+00 1.232262167e+00
8.356713427e+03 3.925956047e+00 1.748944575e+00 1.388808315e+00 2.520578768e+00 1.201928376e+00 1.246876609e+00
8.376753507e+03 3.900182744e+00 1.696496801e+00 1.338753179e+00 2.474777858e+00 1.215592796e+00 1.261678214e+00
8.396793587e+03 3.872893591e+00 1.645891083e+00 1.290825194e+00 2.430653897e+00 1.229371781e+00 1.276647983e+00
8.416833667e+03 3.844217847e+00 1.597082931e+00 1.244922340e+00 2.388132473e+00 1.243244783e+00 1.291767860e+00
8.436873747e+03 3.814274826e+00 1.550015862e+00 1.200947145e+00 2.347142486e+00 1.257192554e+00 1.307020569e+00
8.456913828e+03 3.783174768e+00 1.504625932e+00 1.158806734e+00 2.307616155e+00 1.271196905e+00 1.322389492e+00
8.476953908e+03 3.751019671e+00 1.460845200e+00 1.118412792e+00 2.269488982e+00 1.285240515e+00 1.337858559e+00
8.496993988e+03 3.717904069e+00 1.418604287e+00 1.079681470e+00 2.232699653e+00 1.299306757e+00 1.353412171e+00
8.517034068e+03 3.683915744e+00 1.377834194e+00 1.042533257e+00 2.197189928e+00 1.313379562e+00 1.369035141e+00
8.537074148e+03 3.649136363e+00 1.338467563e+00 1.006892810e+00 2.162904507e+00 1.327443305e+00 1.384712644e+00
8.557114228e+03 3.613642059e+00 1.300439483e+00 9.726887858e-01 2.129790886e+00 1.341482720e+00 1.400430189e+00
8.577154309e+03 3.577503940e+00 1.263687986e+00 9.398536444e-01 2.097799217e+00 1.355482826e+00 1.416173590e+00
8.597194389e+03 3.540788544e+00 1.228154301e+00 9.083234614e-01 2.066882165e+00 1.369428878e+00 1.431928951e+00
8.617234469e+03 3.503558240e+00 1.193782935e+00 8.780377355e-01 2.036994765e+00 1.383306326e+00 1.447682654e+00
8.637274549e+03 3.465871587e+00 1.160521653e+00 8.489392008e-01 2.008094292e+00 1.397100783e+00 1.463421356e+00
8.657314629e+03 3.427783649e+00 1.128321378e+00 8.209736442e-01 1.980140134e+00 1.410798012e+00 1.479131980e+00
8.677354709e+03 3.389346276e+00 1.097136060e+00 7.940897307e-01 1.953093666e+00 1.424383907e+00 1.494801718e+00
8.697394790e+03 3.350608352e+00 1.066922496e+00 7.682388357e-01 1.926918143e+00 1.437844486e+00 1.510418029e+00
8.717434870e+03 3.311616018e+00 1.037640160e+00 7.433748861e-01 1.901578590e+00 1.451165891e+00 1.525968645e+00
8.737474950e+03 3.272412864e+00 1.009251019e+00 7.194542112e-01 1.877041702e+00 1.464334382e+00 1.541441569e+00
8.757515030e+03 3.233040115e+00 9.817193617e-01 6.964353995e-01 1.853275748e+00 1.477336341e+00 1.556825084e+00
8.777555110e+03 3.193536786e+00 9.550116228e-01 6.742791646e-01 1.830250486e+00 1.490158273e+00 1.572107754e+00
8.797595190e+03 3.153939819e+00 9.290962293e-01 6.529482219e-01 1.807937079e+00 1.502786813e+00 1.587278430e+00
