time            Cj              shCj            Ck              shCk           
1.851703407e+02 1.881633250e-01 1.881633250e-01 1.881633250e-01 1.881633250e-01
1.857715431e+02 1.880277561e-01 1.880277561e-01 1.880277561e-01 1.880277561e-01
1.863727455e+02 1.878923825e-01 1.878923825e-01 1.878923825e-01 1.878923825e-01
1.869739479e+02 1.877572039e-01 1.877572039e-01 1.877572039e-01 1.877572039e-01
1.875751503e+02 1.876222197e-01 1.876222197e-01 1.876222197e-01 1.876222197e-01
1.881763527e+02 1.874874297e-01 1.874874297e-01 1.874874297e-01 1.874874297e-01
1.887775551e+02 1.873528333e-01 1.873528333e-01 1.873528333e-01 1.873528333e-01
1.893787575e+02 1.872184301e-01 1.872184301e-01 1.872184301e-01 1.872184301e-01
1.899799599e+02 1.870842198e-01 1.870842198e-01 1.870842198e-01 1.870842198e-01
1.905811623e+02 1.869502020e-01 1.869502020e-01 1.869502020e-01 1.869502020e-01
1.911823647e+02 1.868163761e-01 1.868163761e-01 1.868163761e-01 1.868163761e-01
1.917835671e+02 1.866827419e-01 1.866827419e-01 1.866827419e-01 1.866827419e-01
1.923847695e+02 1.865492989e-01 1.865492989e-01 1.865492989e-01 1.865492989e-01
1.929859719e+02 1.864160466e-01 1.864160466e-01 1.864160466e-01 1.864160466e-01
1.935871743e+02 1.862829847e-01 1.862829847e-01 1.862829847e-01 1.862829847e-01
1.941883768e+02 1.861501127e-01 1.861501127e-01 1.861501127e-01 1.861501127e-01
1.947895792e+02 1.860174303e-01 1.860174303e-01 1.860174303e-01 1.860174303e-01
1.953907816e+02 1.858849371e-01 1.858849371e-01 1.858849371e-01 1.858849371e-01
1.959919840e+02 1.857526325e-01 1.857526325e-01 1.857526325e-01 1.857526325e-01
1.965931864e+02 1.856205164e-01 1.856205164e-01 1.856205164e-01 1.856205164e-01
1.971943888e+02 1.854885881e-01 1.854885881e-01 1.854885881e-01 1.854885881e-01
1.977955912e+02 1.853568474e-01 1.853568474e-01 1.853568474e-01 1.853568474e-01
1.983967936e+02 1.852252938e-01 1.852252938e-01 1.852252938e-01 1.852252938e-01
1.989979960e+02 1.850939269e-01 1.850939269e-01 1.850939269e-01 1.850939269e-01
1.995991984e+02 1.849627464e-01 1.849627464e-01 1.849627464e-01 1.849627464e-01
2.002004008e+02 1.848317518e-01 1.848317518e-01 1.848317518e-01 1.848317518e-01
2.008016032e+02 1.847009427e-01 1.847009427e-01 1.847009427e-01 1.847009427e-01
2.014028056e+02 1.845703188e-01 1.845703188e-01 1.845703188e-01 1.845703188e-01
2.020040080e+02 1.844398796e-01 1.844398796e-01 1.844398796e-01 1.844398796e-01
2.026052104e+02 1.843096248e-01 1.843096248e-01 1.843096248e-01 1.843096248e-01
2.032064128e+02 1.841795539e-01 1.841795539e-01 1.841795539e-01 1.841795539e-01
2.038076152e+02 1.840496666e-01 1.840496666e-01 1.840496666e-01 1.840496666e-01
2.044088176e+02 1.839199625e-01 1.839199625e-01 1.839199625e-01 1.839199625e-01
2.050100200e+02 1.837904412e-01 1.837904412e-01 1.837904412e-01 1.837904412e-01
2.056112224e+02 1.836611022e-01 1.836611022e-01 1.836611022e-01 1.836611022e-01
2.062124248e+02 1.835319453e-01 1.835319453e-01 1.835319453e-01 1.835319453e-01
2.068136273e+02 1.834029701e-01 1.834029701e-01 1.834029701e-01 1.834029701e-01
2.074148297e+02 1.832741749e-01 1.832741749e-01 1.832741749e-01 1.832741749e-01
2.080160321e+02 1.831455621e-01 1.831455621e-01 1.831455621e-01 1.831455621e-01
2.086172345e+02 1.830171297e-01 1.830171297e-01 1.830171297e-01 1.830171297e-01
2.092184369e+02 1.828888773e-01 1.828888773e-01 1.828888773e-01 1.828888773e-01
2.098196393e+02 1.827608046e-01 1.827608046e-01 1.827608046e-01 1.827608046e-01
2.104208417e+02 1.826329113e-01 1.826329113e-01 1.826329113e-01 1.826329113e-01
2.110220441e+02 1.825051968e-01 1.825051968e-01 1.825051968e-01 1.825051968e-01
2.116232465e+02 1.823776610e-01 1.823776610e-01 1.823776610e-01 1.823776610e-01
2.122244489e+02 1.822503034e-01 1.822503034e-01 1.822503034e-01 1.822503034e-01
2.128256513e+02 1.821231237e-01 1.821231237e-01 1.821231237e-01 1.821231237e-01
2.134268537e+02 1.819961214e-01 1.819961214e-01 1.819961214e-01 1.819961214e-01
2.140280561e+02 1.818692962e-01 1.818692962e-01 1.818692962e-01 1.818692962e-01
2.146292585e+02 1.817426479e-01 1.817426479e-01 1.817426479e-01 1.817426479e-01
2.152304609e+02 1.816161759e-01 1.816161759e-01 1.816161759e-01 1.816161759e-01
2.158316633e+02 1.814898800e-01 1.814898800e-01 1.814898800e-01 1.814898800e-01
2.164328657e+02 1.813637598e-01 1.813637598e-01 1.813637598e-01 1.813637598e-01
2.170340681e+02 1.812378149e-01 1.812378149e-01 1.812378149e-01 1.812378149e-01
2.176352705e+02 1.811120451e-01 1.811120451e-01 1.811120451e-01 1.811120451e-01
2.182364729e+02 1.809864499e-01 1.809864499e-01 1.809864499e-01 1.809864499e-01
2.188376754e+02 1.808610289e-01 1.808610289e-01 1.808610289e-01 1.808610289e-01
2.194388778e+02 1.807357818e-01 1.807357818e-01 1.807357818e-01 1.807357818e-01
2.200400802e+02 1.806107080e-01 1.806107080e-01 1.806107080e-01 1.806107080e-01
2.206412826e+02 1.804858073e-01 1.804858073e-01 1.804858073e-01 1.804858073e-01
2.212424850e+02 1.803610794e-01 1.803610794e-01 1.803610794e-01 1.803610794e-01
2.218436874e+02 1.802365238e-01 1.802365238e-01 1.802365238e-01 1.802365238e-01
2.224448898e+02 1.801121403e-01 1.801121403e-01 1.801121403e-01 1.801121403e-01
2.230460922e+02 1.799879283e-01 1.799879283e-01 1.799879283e-01 1.799879283e-01
2.236472946e+02 1.798638877e-01 1.798638877e-01 1.798638877e-01 1.798638877e-01
2.242484970e+02 1.797400180e-01 1.797400180e-01 1.797400180e-01 1.797400180e-01
2.248496994e+02 1.796163190e-01 1.796163190e-01 1.796163190e-01 1.796163190e-01
2.254509018e+02 1.794927902e-01 1.794927902e-01 1.794927902e-01 1.794927902e-01
2.260521042e+02 1.793694313e-01 1.793694313e-01 1.793694313e-01 1.793694313e-01
2.266533066e+02 1.792462420e-01 1.792462420e-01 1.792462420e-01 1.792462420e-01
2.272545090e+02 1.791232219e-01 1.791232219e-01 1.791232219e-01 1.791232219e-01
2.278557114e+02 1.790003707e-01 1.790003707e-01 1.790003707e-01 1.790003707e-01
2.284569138e+02 1.788776879e-01 1.788776879e-01 1.788776879e-01 1.788776879e-01
2.290581162e+02 1.787551734e-01 1.787551734e-01 1.787551734e-01 1.787551734e-01
2.296593186e+02 1.786328266e-01 1.786328266e-01 1.786328266e-01 1.786328266e-01
2.302605210e+02 1.785106473e-01 1.785106473e-01 1.785106473e-01 1.785106473e-01
2.308617234e+02 1.783886352e-01 1.783886352e-01 1.783886352e-01 1.783886352e-01
2.314629259e+02 1.782667898e-01 1.782667898e-01 1.782667898e-01 1.782667898e-01
2.320641283e+02 1.781451109e-01 1.781451109e-01 1.781451109e-01 1.781451109e-01
2.326653307e+02 1.780235981e-01 1.780235981e-01 1.780235981e-01 1.780235981e-01
2.332665331e+02 1.779022510e-01 1.779022510e-01 1.779022510e-01 1.779022510e-01
2.338677355e+02 1.777810694e-01 1.777810694e-01 1.777810694e-01 1.777810694e-01
2.344689379e+02 1.776600528e-01 1.776600528e-01 1.776600528e-01 1.776600528e-01
2.350701403e+02 1.775392010e-01 1.775392010e-01 1.775392010e-01 1.775392010e-01
2.356713427e+02 1.774185136e-01 1.774185136e-01 1.774185136e-01 1.774185136e-01
2.362725451e+02 1.772979903e-01 1.772979903e-01 1.772979903e-01 1.772979903e-01
2.368737475e+02 1.771776308e-01 1.771776308e-01 1.771776308e-01 1.771776308e-01
2.374749499e+02 1.770574346e-01 1.770574346e-01 1.770574346e-01 1.770574346e-01
2.380761523e+02 1.769374016e-01 1.769374016e-01 1.769374016e-01 1.769374016e-01
2.386773547e+02 1.768175313e-01 1.768175313e-01 1.768175313e-01 1.768175313e-01
2.392785571e+02 1.766978234e-01 1.766978234e-01 1.766978234e-01 1.766978234e-01
2.398797595e+02 1.765782775e-01 1.765782775e-01 1.765782775e-01 1.765782775e-01
2.404809619e+02 1.764588935e-01 1.764588935e-01 1.764588935e-01 1.764588935e-01
2.410821643e+02 1.763396709e-01 1.763396709e-01 1.763396709e-01 1.763396709e-01
2.416833667e+02 1.762206093e-01 1.762206093e-01 1.762206093e-01 1.762206093e-01
2.422845691e+02 1.761017086e-01 1.761017086e-01 1.761017086e-01 1.761017086e-01
2.428857715e+02 1.759829682e-01 1.759829682e-01 1.759829682e-01 1.759829682e-01
2.434869739e+02 1.758643881e-01 1.758643881e-01 1.758643881e-01 1.758643881e-01
2.440881764e+02 1.757459677e-01 1.757459677e-01 1.757459677e-01 1.757459677e-01
2.446893788e+02 1.756277068e-01 1.756277068e-01 1.756277068e-01 1.756277068e-01
2.452905812e+02 1.755096050e-01 1.755096050e-01 1.755096050e-01 1.755096050e-01
2.458917836e+02 1.753916621e-01 1.753916621e-01 1.753916621e-01 1.753916621e-01
2.464929860e+02 1.752738776e-01 1.752738776e-01 1.752738776e-01 1.752738776e-01
2.470941884e+02 1.751562514e-01 1.751562514e-01 1.751562514e-01 1.751562514e-01
2.476953908e+02 1.750387831e-01 1.750387831e-01 1.750387831e-01 1.750387831e-01
2.482965932e+02 1.749214722e-01 1.749214722e-01 1.749214722e-01 1.749214722e-01
2.488977956e+02 1.748043187e-01 1.748043187e-01 1.748043187e-01 1.748043187e-01
2.494989980e+02 1.746873220e-01 1.746873220e-01 1.746873220e-01 1.746873220e-01
2.501002004e+02 1.745704820e-01 1.745704820e-01 1.745704820e-01 1.745704820e-01
2.507014028e+02 1.744537982e-01 1.744537982e-01 1.744537982e-01 1.744537982e-01
2.513026052e+02 1.743372705e-01 1.743372705e-01 1.743372705e-01 1.743372705e-01
2.519038076e+02 1.742208984e-01 1.742208984e-01 1.742208984e-01 1.742208984e-01
2.525050100e+02 1.741046816e-01 1.741046816e-01 1.741046816e-01 1.741046816e-01
2.531062124e+02 1.739886199e-01 1.739886199e-01 1.739886199e-01 1.739886199e-01
2.537074148e+02 1.738727130e-01 1.738727130e-01 1.738727130e-01 1.738727130e-01
2.543086172e+02 1.737569604e-01 1.737569604e-01 1.737569604e-01 1.737569604e-01
2.549098196e+02 1.736413620e-01 1.736413620e-01 1.736413620e-01 1.736413620e-01
2.555110220e+02 1.735259174e-01 1.735259174e-01 1.735259174e-01 1.735259174e-01
2.561122244e+02 1.734106263e-01 1.734106263e-01 1.734106263e-01 1.734106263e-01
2.567134269e+02 1.732954884e-01 1.732954884e-01 1.732954884e-01 1.732954884e-01
2.573146293e+02 1.731805033e-01 1.731805033e-01 1.731805033e-01 1.731805033e-01
2.579158317e+02 1.730656709e-01 1.730656709e-01 1.730656709e-01 1.730656709e-01
2.585170341e+02 1.729509907e-01 1.729509907e-01 1.729509907e-01 1.729509907e-01
2.591182365e+02 1.728364625e-01 1.728364625e-01 1.728364625e-01 1.728364625e-01
2.597194389e+02 1.727220859e-01 1.727220859e-01 1.727220859e-01 1.727220859e-01
2.603206413e+02 1.726078608e-01 1.726078608e-01 1.726078608e-01 1.726078608e-01
2.609218437e+02 1.724937867e-01 1.724937867e-01 1.724937867e-01 1.724937867e-01
2.615230461e+02 1.723798633e-01 1.723798633e-01 1.723798633e-01 1.723798633e-01
2.621242485e+02 1.722660905e-01 1.722660905e-01 1.722660905e-01 1.722660905e-01
2.627254509e+02 1.721524678e-01 1.721524678e-01 1.721524678e-01 1.721524678e-01
2.633266533e+02 1.720389950e-01 1.720389950e-01 1.720389950e-01 1.720389950e-01
2.639278557e+02 1.719256718e-01 1.719256718e-01 1.719256718e-01 1.719256718e-01
2.645290581e+02 1.718124979e-01 1.718124979e-01 1.718124979e-01 1.718124979e-01
2.651302605e+02 1.716994730e-01 1.716994730e-01 1.716994730e-01 1.716994730e-01
2.657314629e+02 1.715865967e-01 1.715865967e-01 1.715865967e-01 1.715865967e-01
2.663326653e+02 1.714738689e-01 1.714738689e-01 1.714738689e-01 1.714738689e-01
2.669338677e+02 1.713612892e-01 1.713612892e-01 1.713612892e-01 1.713612892e-01
2.675350701e+02 1.712488574e-01 1.712488574e-01 1.712488574e-01 1.712488574e-01
2.681362725e+02 1.711365730e-01 1.711365730e-01 1.711365730e-01 1.711365730e-01
2.687374749e+02 1.710244359e-01 1.710244359e-01 1.710244359e-01 1.710244359e-01
2.693386774e+02 1.709124458e-01 1.709124458e-01 1.709124458e-01 1.709124458e-01
2.699398798e+02 1.708006024e-01 1.708006024e-01 1.708006024e-01 1.708006024e-01
2.705410822e+02 1.706889039e-01 1.706889039e-01 1.706889039e-01 1.706889039e-01
2.711422846e+02 1.705773533e-01 1.705773533e-01 1.705773533e-01 1.705773533e-01
2.717434870e+02 1.704659484e-01 1.704659484e-01 1.704659484e-01 1.704659484e-01
2.723446894e+02 1.703546890e-01 1.703546890e-01 1.703546890e-01 1.703546890e-01
2.729458918e+02 1.702435748e-01 1.702435748e-01 1.702435748e-01 1.702435748e-01
2.735470942e+02 1.701326055e-01 1.701326055e-01 1.701326055e-01 1.701326055e-01
2.741482966e+02 1.700217808e-01 1.700217808e-01 1.700217808e-01 1.700217808e-01
2.747494990e+02 1.699111005e-01 1.699111005e-01 1.699111005e-01 1.699111005e-01
2.753507014e+02 1.698005643e-01 1.698005643e-01 1.698005643e-01 1.698005643e-01
2.759519038e+02 1.696901719e-01 1.696901719e-01 1.696901719e-01 1.696901719e-01
2.765531062e+02 1.695799231e-01 1.695799231e-01 1.695799231e-01 1.695799231e-01
2.771543086e+02 1.694698175e-01 1.694698175e-01 1.694698175e-01 1.694698175e-01
2.777555110e+02 1.693598550e-01 1.693598550e-01 1.693598550e-01 1.693598550e-01
2.783567134e+02 1.692500351e-01 1.692500351e-01 1.692500351e-01 1.692500351e-01
2.789579158e+02 1.691403577e-01 1.691403577e-01 1.691403577e-01 1.691403577e-01
2.795591182e+02 1.690308224e-01 1.690308224e-01 1.690308224e-01 1.690308224e-01
2.801603206e+02 1.689214290e-01 1.689214290e-01 1.689214290e-01 1.689214290e-01
2.807615230e+02 1.688121772e-01 1.688121772e-01 1.688121772e-01 1.688121772e-01
2.813627255e+02 1.687030667e-01 1.687030667e-01 1.687030667e-01 1.687030667e-01
2.819639279e+02 1.685940973e-01 1.685940973e-01 1.685940973e-01 1.685940973e-01
2.825651303e+02 1.684852685e-01 1.684852685e-01 1.684852685e-01 1.684852685e-01
2.831663327e+02 1.683765802e-01 1.683765802e-01 1.683765802e-01 1.683765802e-01
2.837675351e+02 1.682680321e-01 1.682680321e-01 1.682680321e-01 1.682680321e-01
2.843687375e+02 1.681596240e-01 1.681596240e-01 1.681596240e-01 1.681596240e-01
2.849699399e+02 1.680513555e-01 1.680513555e-01 1.680513555e-01 1.680513555e-01
2.855711423e+02 1.679432264e-01 1.679432264e-01 1.679432264e-01 1.679432264e-01
2.861723447e+02 1.678352364e-01 1.678352364e-01 1.678352364e-01 1.678352364e-01
2.867735471e+02 1.677273853e-01 1.677273853e-01 1.677273853e-01 1.677273853e-01
2.873747495e+02 1.676196728e-01 1.676196728e-01 1.676196728e-01 1.676196728e-01
2.879759519e+02 1.675120986e-01 1.675120986e-01 1.675120986e-01 1.675120986e-01
2.885771543e+02 1.674046625e-01 1.674046625e-01 1.674046625e-01 1.674046625e-01
2.891783567e+02 1.672973643e-01 1.672973643e-01 1.672973643e-01 1.672973643e-01
2.897795591e+02 1.671902035e-01 1.671902035e-01 1.671902035e-01 1.671902035e-01
2.903807615e+02 1.670831801e-01 1.670831801e-01 1.670831801e-01 1.670831801e-01
2.909819639e+02 1.669762937e-01 1.669762937e-01 1.669762937e-01 1.669762937e-01
2.915831663e+02 1.668695441e-01 1.668695441e-01 1.668695441e-01 1.668695441e-01
2.921843687e+02 1.667629310e-01 1.667629310e-01 1.667629310e-01 1.667629310e-01
2.927855711e+02 1.666564541e-01 1.666564541e-01 1.666564541e-01 1.666564541e-01
2.933867735e+02 1.665501132e-01 1.665501132e-01 1.665501132e-01 1.665501132e-01
2.939879760e+02 1.664439080e-01 1.664439080e-01 1.664439080e-01 1.664439080e-01
2.945891784e+02 1.663378383e-01 1.663378383e-01 1.663378383e-01 1.663378383e-01
2.951903808e+02 1.662319037e-01 1.662319037e-01 1.662319037e-01 1.662319037e-01
2.957915832e+02 1.661261041e-01 1.661261041e-01 1.661261041e-01 1.661261041e-01
2.963927856e+02 1.660204391e-01 1.660204391e-01 1.660204391e-01 1.660204391e-01
2.969939880e+02 1.659149085e-01 1.659149085e-01 1.659149085e-01 1.659149085e-01
2.975951904e+02 1.658095121e-01 1.658095121e-01 1.658095121e-01 1.658095121e-01
2.981963928e+02 1.657042496e-01 1.657042496e-01 1.657042496e-01 1.657042496e-01
2.987975952e+02 1.655991207e-01 1.655991207e-01 1.655991207e-01 1.655991207e-01
2.993987976e+02 1.654941252e-01 1.654941252e-01 1.654941252e-01 1.654941252e-01
3.000000000e+02 1.653892628e-01 1.653892628e-01 1.653892628e-01 1.653892628e-01
