time            HelperCCj       sHelperCCj      dispC          
7.849298597e+04 9.034633768e+01 1.292626661e+02 1.982653665e+01
7.869739479e+04 9.031893065e+01 1.292145498e+02 1.985732345e+01
7.890180361e+04 9.029157587e+01 1.291664489e+02 1.988790927e+01
7.910621242e+04 9.026427202e+01 1.291183633e+02 1.991829812e+01
7.931062124e+04 9.023701781e+01 1.290702927e+02 1.994849413e+01
7.951503006e+04 9.020981199e+01 1.290222369e+02 1.997850155e+01
7.971943888e+04 9.018265335e+01 1.289741957e+02 2.000832471e+01
7.992384770e+04 9.015554072e+01 1.289261689e+02 2.003796803e+01
8.012825651e+04 9.012847296e+01 1.288781562e+02 2.006743600e+01
8.033266533e+04 9.010144897e+01 1.288301575e+02 2.009673319e+01
8.053707415e+04 9.007446770e+01 1.287821726e+02 2.012586418e+01
8.074148297e+04 9.004752811e+01 1.287342012e+02 2.015483362e+01
8.094589178e+04 9.002062921e+01 1.286862432e+02 2.018364617e+01
8.115030060e+04 8.999377005e+01 1.286382983e+02 2.021230650e+01
8.135470942e+04 8.996694971e+01 1.285903663e+02 2.024081930e+01
8.155911824e+04 8.994016729e+01 1.285424470e+02 2.026918921e+01
8.176352705e+04 8.991342193e+01 1.284945403e+02 2.029742089e+01
8.196793587e+04 8.988671281e+01 1.284466458e+02 2.032551893e+01
8.217234469e+04 8.986003913e+01 1.283987634e+02 2.035348791e+01
8.237675351e+04 8.983340012e+01 1.283508929e+02 2.038133233e+01
8.258116232e+04 8.980679505e+01 1.283030340e+02 2.040905664e+01
8.278557114e+04 8.978022320e+01 1.282551866e+02 2.043666523e+01
8.298997996e+04 8.975368390e+01 1.282073505e+02 2.046416240e+01
8.319438878e+04 8.972717649e+01 1.281595253e+02 2.049155236e+01
8.339879760e+04 8.970070034e+01 1.281117110e+02 2.051883925e+01
8.360320641e+04 8.967425484e+01 1.280639072e+02 2.054602709e+01
8.380761523e+04 8.964783941e+01 1.280161138e+02 2.057311982e+01
8.401202405e+04 8.962145350e+01 1.279683306e+02 2.060012126e+01
8.421643287e+04 8.959509657e+01 1.279205573e+02 2.062703512e+01
8.442084168e+04 8.956876810e+01 1.278727937e+02 2.065386501e+01
8.462525050e+04 8.954246761e+01 1.278250396e+02 2.068061440e+01
8.482965932e+04 8.951619461e+01 1.277772948e+02 2.070728665e+01
8.503406814e+04 8.948994866e+01 1.277295590e+02 2.073388503e+01
8.523847695e+04 8.946372932e+01 1.276818319e+02 2.076041266e+01
8.544288577e+04 8.943753617e+01 1.276341135e+02 2.078687256e+01
8.564729459e+04 8.941136880e+01 1.275864033e+02 2.081326762e+01
8.585170341e+04 8.938522685e+01 1.275387013e+02 2.083960063e+01
8.605611222e+04 8.935910992e+01 1.274910070e+02 2.086587424e+01
8.626052104e+04 8.933301768e+01 1.274433204e+02 2.089209101e+01
8.646492986e+04 8.930694978e+01 1.273956411e+02 2.091825337e+01
8.666933868e+04 8.928090589e+01 1.273479688e+02 2.094436363e+01
8.687374749e+04 8.925488570e+01 1.273003034e+02 2.097042403e+01
8.707815631e+04 8.922888891e+01 1.272526446e+02 2.099643666e+01
8.728256513e+04 8.920291522e+01 1.272049920e+02 2.102240354e+01
8.748697395e+04 8.917696436e+01 1.271573455e+02 2.104832658e+01
8.769138277e+04 8.915103606e+01 1.271097047e+02 2.107420759e+01
8.789579158e+04 8.912513006e+01 1.270620693e+02 2.110004830e+01
8.810020040e+04 8.909924611e+01 1.270144392e+02 2.112585035e+01
8.830460922e+04 8.907338396e+01 1.269668139e+02 2.115161527e+01
8.850901804e+04 8.904754340e+01 1.269191932e+02 2.117734455e+01
8.871342685e+04 8.902172419e+01 1.268715769e+02 2.120303957e+01
8.891783567e+04 8.899592612e+01 1.268239645e+02 2.122870162e+01
8.912224449e+04 8.897014898e+01 1.267763558e+02 2.125433197e+01
8.932665331e+04 8.894439258e+01 1.267287504e+02 2.127993178e+01
8.953106212e+04 8.891865671e+01 1.266811481e+02 2.130550216e+01
8.973547094e+04 8.889294119e+01 1.266335486e+02 2.133104416e+01
8.993987976e+04 8.886724583e+01 1.265859514e+02 2.135655877e+01
9.014428858e+04 8.884157046e+01 1.265383562e+02 2.138204692e+01
9.034869739e+04 8.881591491e+01 1.264907628e+02 2.140750948e+01
9.055310621e+04 8.879027902e+01 1.264431707e+02 2.143294728e+01
9.075751503e+04 8.876466261e+01 1.263955796e+02 2.145836111e+01
9.096192385e+04 8.873906554e+01 1.263479892e+02 2.148375170e+01
9.116633267e+04 8.871348766e+01 1.263003990e+02 2.150911976e+01
9.137074148e+04 8.868792881e+01 1.262528087e+02 2.153446593e+01
9.157515030e+04 8.866238885e+01 1.262052179e+02 2.155979084e+01
9.177955912e+04 8.863686764e+01 1.261576263e+02 2.158509507e+01
9.198396794e+04 8.861136505e+01 1.261100334e+02 2.161037917e+01
9.218837675e+04 8.858588094e+01 1.260624388e+02 2.163564366e+01
9.239278557e+04 8.856041518e+01 1.260148421e+02 2.166088902e+01
9.259719439e+04 8.853496765e+01 1.259672430e+02 2.168611573e+01
9.280160321e+04 8.850953823e+01 1.259196409e+02 2.171132422e+01
9.300601202e+04 8.848412678e+01 1.258720355e+02 2.173651490e+01
9.321042084e+04 8.845873320e+01 1.258244263e+02 2.176168816e+01
9.341482966e+04 8.843335737e+01 1.257768129e+02 2.178684437e+01
9.361923848e+04 8.840799917e+01 1.257291949e+02 2.181198388e+01
9.382364729e+04 8.838265850e+01 1.256815717e+02 2.183710701e+01
9.402805611e+04 8.835733525e+01 1.256339429e+02 2.186221408e+01
9.423246493e+04 8.833202930e+01 1.255863081e+02 2.188730538e+01
9.443687375e+04 8.830674056e+01 1.255386667e+02 2.191238119e+01
9.464128257e+04 8.828146893e+01 1.254910184e+02 2.193744179e+01
9.484569138e+04 8.825621430e+01 1.254433625e+02 2.196248740e+01
9.505010020e+04 8.823097657e+01 1.253956986e+02 2.198751829e+01
9.525450902e+04 8.820575565e+01 1.253480262e+02 2.201253467e+01
9.545891784e+04 8.818055145e+01 1.253003448e+02 2.203753676e+01
9.566332665e+04 8.815536386e+01 1.252526538e+02 2.206252475e+01
9.586773547e+04 8.813019280e+01 1.252049528e+02 2.208749885e+01
9.607214429e+04 8.810503818e+01 1.251572412e+02 2.211245924e+01
9.627655311e+04 8.807989991e+01 1.251095184e+02 2.213740608e+01
9.648096192e+04 8.805477790e+01 1.250617839e+02 2.216233956e+01
9.668537074e+04 8.802967206e+01 1.250140372e+02 2.218725981e+01
9.688977956e+04 8.800458232e+01 1.249662777e+02 2.221216701e+01
9.709418838e+04 8.797950857e+01 1.249185048e+02 2.223706128e+01
9.729859719e+04 8.795445076e+01 1.248707179e+02 2.226194277e+01
9.750300601e+04 8.792940878e+01 1.248229165e+02 2.228681161e+01
9.770741483e+04 8.790438257e+01 1.247750999e+02 2.231166792e+01
9.791182365e+04 8.787937204e+01 1.247272676e+02 2.233651183e+01
9.811623246e+04 8.785437711e+01 1.246794190e+02 2.236134345e+01
9.832064128e+04 8.782939771e+01 1.246315535e+02 2.238616289e+01
9.852505010e+04 8.780443376e+01 1.245836703e+02 2.241097025e+01
9.872945892e+04 8.777948519e+01 1.245357691e+02 2.243576563e+01
9.893386774e+04 8.775455192e+01 1.244878490e+02 2.246054913e+01
9.913827655e+04 8.772963388e+01 1.244399094e+02 2.248532085e+01
9.934268537e+04 8.770473100e+01 1.243919498e+02 2.251008086e+01
9.954709419e+04 8.767984320e+01 1.243439694e+02 2.253482925e+01
9.975150301e+04 8.765497042e+01 1.242959676e+02 2.255956611e+01
9.995591182e+04 8.763011258e+01 1.242479438e+02 2.258429151e+01
1.001603206e+05 8.760526963e+01 1.241998973e+02 2.260900552e+01
1.003647295e+05 8.758044148e+01 1.241518274e+02 2.263370823e+01
1.005691383e+05 8.755562807e+01 1.241037334e+02 2.265839969e+01
1.007735471e+05 8.753082934e+01 1.240556147e+02 2.268307999e+01
1.009779559e+05 8.750604522e+01 1.240074706e+02 2.270774917e+01
1.011823647e+05 8.748127565e+01 1.239593004e+02 2.273240730e+01
1.013867735e+05 8.745652055e+01 1.239111033e+02 2.275705445e+01
1.015911824e+05 8.743177988e+01 1.238628788e+02 2.278169067e+01
1.017955912e+05 8.740705356e+01 1.238146261e+02 2.280631601e+01
1.020000000e+05 8.738234154e+01 1.237663444e+02 2.283093053e+01
