time            HelperCCj       sHelperCCj      LeakWasteAC    
7.828857715e+04 6.792197031e+01 1.286153744e+02 1.000486110e+01
7.849298597e+04 6.790553684e+01 1.285257718e+02 1.002243686e+01
7.869739479e+04 6.788911427e+01 1.284326471e+02 1.004000569e+01
7.890180361e+04 6.787270214e+01 1.283357180e+02 1.005756759e+01
7.910621242e+04 6.785630005e+01 1.282346843e+02 1.007512257e+01
7.931062124e+04 6.783990767e+01 1.281292274e+02 1.009267063e+01
7.951503006e+04 6.782352474e+01 1.280190103e+02 1.011021177e+01
7.971943888e+04 6.780715102e+01 1.279036778e+02 1.012774601e+01
7.992384770e+04 6.779078631e+01 1.277828570e+02 1.014527334e+01
8.012825651e+04 6.777443043e+01 1.276561585e+02 1.016279376e+01
8.033266533e+04 6.775808321e+01 1.275231783e+02 1.018030729e+01
8.053707415e+04 6.774174453e+01 1.273834997e+02 1.019781392e+01
8.074148297e+04 6.772541424e+01 1.272366973e+02 1.021531366e+01
8.094589178e+04 6.770909223e+01 1.270823407e+02 1.023280651e+01
8.115030060e+04 6.769277837e+01 1.269200002e+02 1.025029248e+01
8.135470942e+04 6.767647256e+01 1.267492538e+02 1.026777158e+01
8.155911824e+04 6.766017467e+01 1.265696946e+02 1.028524380e+01
8.176352705e+04 6.764388461e+01 1.263809407e+02 1.030270915e+01
8.196793587e+04 6.762760226e+01 1.261826458e+02 1.032016764e+01
8.217234469e+04 6.761132751e+01 1.259745110e+02 1.033761928e+01
8.237675351e+04 6.759506026e+01 1.257562980e+02 1.035506406e+01
8.258116232e+04 6.757880039e+01 1.255278423e+02 1.037250200e+01
8.278557114e+04 6.756254780e+01 1.252890669e+02 1.038993309e+01
8.298997996e+04 6.754630237e+01 1.250399954e+02 1.040735734e+01
8.319438878e+04 6.753006401e+01 1.247807641e+02 1.042477477e+01
8.339879760e+04 6.751383262e+01 1.245116317e+02 1.044218536e+01
8.360320641e+04 6.749760809e+01 1.242329869e+02 1.045958914e+01
8.380761523e+04 6.748139034e+01 1.239453516e+02 1.047698609e+01
8.401202405e+04 6.746517928e+01 1.236493813e+02 1.049437624e+01
8.421643287e+04 6.744897483e+01 1.233458599e+02 1.051175957e+01
8.442084168e+04 6.743277692e+01 1.230356904e+02 1.052913611e+01
8.462525050e+04 6.741658548e+01 1.227198812e+02 1.054650584e+01
8.482965932e+04 6.740040045e+01 1.223995279e+02 1.056386878e+01
8.503406814e+04 6.738422178e+01 1.220757918e+02 1.058122494e+01
8.523847695e+04 6.736804941e+01 1.217498754e+02 1.059857431e+01
8.544288577e+04 6.735188330e+01 1.214229975e+02 1.061591689e+01
8.564729459e+04 6.733572340e+01 1.210963661e+02 1.063325271e+01
8.585170341e+04 6.731956969e+01 1.207711540e+02 1.065058175e+01
8.605611222e+04 6.730342212e+01 1.204484748e+02 1.066790402e+01
8.626052104e+04 6.728728065e+01 1.201293621e+02 1.068521954e+01
8.646492986e+04 6.727114526e+01 1.198147527e+02 1.070252829e+01
8.666933868e+04 6.725501592e+01 1.195054731e+02 1.071983029e+01
8.687374749e+04 6.723889260e+01 1.192022302e+02 1.073712554e+01
8.707815631e+04 6.722277527e+01 1.189056066e+02 1.075441405e+01
8.728256513e+04 6.720666390e+01 1.186160592e+02 1.077169582e+01
8.748697395e+04 6.719055847e+01 1.183339216e+02 1.078897085e+01
8.769138277e+04 6.717445895e+01 1.180594097e+02 1.080623914e+01
8.789579158e+04 6.715836532e+01 1.177926289e+02 1.082350071e+01
8.810020040e+04 6.714227755e+01 1.175335838e+02 1.084075556e+01
8.830460922e+04 6.712619562e+01 1.172821888e+02 1.085800368e+01
8.850901804e+04 6.711011951e+01 1.170382790e+02 1.087524509e+01
8.871342685e+04 6.709404920e+01 1.168016214e+02 1.089247979e+01
8.891783567e+04 6.707798467e+01 1.165719264e+02 1.090970778e+01
8.912224449e+04 6.706192589e+01 1.163488574e+02 1.092692907e+01
8.932665331e+04 6.704587286e+01 1.161320409e+02 1.094414366e+01
8.953106212e+04 6.702982555e+01 1.159210748e+02 1.096135155e+01
8.973547094e+04 6.701378395e+01 1.157155356e+02 1.097855275e+01
8.993987976e+04 6.699774806e+01 1.155149853e+02 1.099574727e+01
9.014428858e+04 6.698171787e+01 1.153189760e+02 1.101293510e+01
9.034869739e+04 6.696569337e+01 1.151270542e+02 1.103011625e+01
9.055310621e+04 6.694967458e+01 1.149387641e+02 1.104729072e+01
9.075751503e+04 6.693366149e+01 1.147536492e+02 1.106445853e+01
9.096192385e+04 6.691765414e+01 1.145712541e+02 1.108161967e+01
9.116633267e+04 6.690165253e+01 1.143911245e+02 1.109877414e+01
9.137074148e+04 6.688565670e+01 1.142128075e+02 1.111592195e+01
9.157515030e+04 6.686966669e+01 1.140358501e+02 1.113306311e+01
9.177955912e+04 6.685368253e+01 1.138597988e+02 1.115019761e+01
9.198396794e+04 6.683770427e+01 1.136841971e+02 1.116732547e+01
9.218837675e+04 6.682173197e+01 1.135085838e+02 1.118444668e+01
9.239278557e+04 6.680576567e+01 1.133324908e+02 1.120156125e+01
9.259719439e+04 6.678980543e+01 1.131554403e+02 1.121866918e+01
9.280160321e+04 6.677385130e+01 1.129769423e+02 1.123577047e+01
9.300601202e+04 6.675790333e+01 1.127964920e+02 1.125286514e+01
9.321042084e+04 6.674196156e+01 1.126135674e+02 1.126995318e+01
9.341482966e+04 6.672602604e+01 1.124276264e+02 1.128703460e+01
9.361923848e+04 6.671009678e+01 1.122381051e+02 1.130410940e+01
9.382364729e+04 6.669417382e+01 1.120444159e+02 1.132117758e+01
9.402805611e+04 6.667825716e+01 1.118459462e+02 1.133823915e+01
9.423246493e+04 6.666234682e+01 1.116420579e+02 1.135529412e+01
9.443687375e+04 6.664644280e+01 1.114320878e+02 1.137234247e+01
9.464128257e+04 6.663054511e+01 1.112153493e+02 1.138938423e+01
9.484569138e+04 6.661465373e+01 1.109911352e+02 1.140641939e+01
9.505010020e+04 6.659876865e+01 1.107587220e+02 1.142344796e+01
9.525450902e+04 6.658288988e+01 1.105173763e+02 1.144046993e+01
9.545891784e+04 6.656701741e+01 1.102663634e+02 1.145748532e+01
9.566332665e+04 6.655115121e+01 1.100049577e+02 1.147449413e+01
9.586773547e+04 6.653529128e+01 1.097324561e+02 1.149149636e+01
9.607214429e+04 6.651943762e+01 1.094481936e+02 1.150849201e+01
9.627655311e+04 6.650359020e+01 1.091515610e+02 1.152548109e+01
9.648096192e+04 6.648774902e+01 1.088420255e+02 1.154246360e+01
9.668537074e+04 6.647191406e+01 1.085191529e+02 1.155943954e+01
9.688977956e+04 6.645608530e+01 1.081826305e+02 1.157640893e+01
9.709418838e+04 6.644026275e+01 1.078322909e+02 1.159337176e+01
9.729859719e+04 6.642444636e+01 1.074681343e+02 1.161032803e+01
9.750300601e+04 6.640863614e+01 1.070903494e+02 1.162727775e+01
9.770741483e+04 6.639283205e+01 1.066993296e+02 1.164422093e+01
9.791182365e+04 6.637703408e+01 1.062956855e+02 1.166115757e+01
9.811623246e+04 6.636124221e+01 1.058802488e+02 1.167808766e+01
9.832064128e+04 6.634545641e+01 1.054540704e+02 1.169501122e+01
9.852505010e+04 6.632967666e+01 1.050184087e+02 1.171192826e+01
9.872945892e+04 6.631390295e+01 1.045747091e+02 1.172883876e+01
9.893386774e+04 6.629813524e+01 1.041245759e+02 1.174574274e+01
9.913827655e+04 6.628237351e+01 1.036697360e+02 1.176264020e+01
9.934268537e+04 6.626661775e+01 1.032119970e+02 1.177953114e+01
9.954709419e+04 6.625086792e+01 1.027532018e+02 1.179641557e+01
9.975150301e+04 6.623512402e+01 1.022951820e+02 1.181329350e+01
9.995591182e+04 6.621938602e+01 1.018397108e+02 1.183016492e+01
1.001603206e+05 6.620365389e+01 1.013884618e+02 1.184702984e+01
1.003647295e+05 6.618792763e+01 1.009429719e+02 1.186388826e+01
1.005691383e+05 6.617220721e+01 1.005046114e+02 1.188074019e+01
1.007735471e+05 6.615649262e+01 1.000745606e+02 1.189758562e+01
1.009779559e+05 6.614078383e+01 9.965379723e+01 1.191442458e+01
1.011823647e+05 6.612508084e+01 9.924308938e+01 1.193125705e+01
1.013867735e+05 6.610938362e+01 9.884299678e+01 1.194808304e+01
1.015911824e+05 6.609369216e+01 9.845387808e+01 1.196490256e+01
1.017955912e+05 6.607800645e+01 9.807590324e+01 1.198171561e+01
1.020000000e+05 6.606232648e+01 9.770906958e+01 1.199852219e+01
